,pnl,actual_loss,VaR_DN_full,VaR_DN_nodrift,mu_deltaV,sigma_deltaV,portfolio_value_linear,exception
2010-07-28,1208.061260897636,-1208.061260897636,28576.667853778334,28918.318063531467,341.65020975313223,12430.77975836033,1385846.2255140808,0
2010-07-29,3730.2511042394285,-3730.2511042394285,28576.622677256088,28912.002980704194,335.38030344810755,12428.065167435325,1387054.2867749785,0
2010-07-30,6797.1996341735,-6797.1996341735,28656.986401291077,28986.34276250195,329.35636121087197,12460.020741503717,1390784.5378792179,0
2010-08-02,7401.549186433037,-7401.549186433037,28779.16225161299,29140.508212119636,361.34596050664464,12526.290043415946,1397581.7375133915,0
2010-08-03,3584.6659794684792,-3584.6659794684792,28984.523403763338,29362.417737563173,377.894333799836,12621.679700276716,1404983.2866998245,0
2010-08-04,3623.233119578595,-3623.233119578595,28937.08405616974,29359.675388431166,422.59133226142336,12620.500878672858,1408567.9526792928,0
2010-08-05,1222.9630870501373,-1222.9630870501373,29073.675030727187,29509.656664892038,435.9816341648505,12684.971578921293,1412191.1857988716,0
2010-08-06,5795.298462564133,-5795.298462564133,29007.59732654537,29474.63254171502,467.0352151696485,12669.916168005391,1413414.1488859218,0
2010-08-09,1323.9086884309963,-1323.9086884309963,29112.455938864503,29586.3237498371,473.86781097259774,12717.92756362185,1419209.447348486,0
2010-08-10,833.6683752150941,-833.6683752150941,29105.81542901886,29542.60879365336,436.7933646344966,12699.1363257887,1420533.3560369166,0
2010-08-11,-7460.890476681048,7460.890476681048,28714.212493999774,29234.176706997532,519.9642129977575,12566.554225709197,1421367.0244121319,0
2010-08-12,-2699.37113728618,2699.37113728618,28374.94021169039,28919.47441961421,544.5342079238168,12431.27682764891,1413906.133935451,0
2010-08-13,378.91481585004624,-378.91481585004624,28380.701797893864,28938.405056958003,557.7032590641409,12439.414319704607,1411206.7627981647,0
2010-08-16,5873.024388634846,-5873.024388634846,28305.955948157927,28819.938307416138,513.9823592582105,12388.490401203935,1411585.6776140146,0
2010-08-17,2030.998204134898,-2030.998204134898,28413.180994932656,28922.98243118576,509.8014362531036,12432.78477562638,1417458.7020026494,0
2010-08-18,3698.3676250967737,-3698.3676250967737,28488.386398032442,29011.72058560445,523.3341875720065,12470.929610029221,1419489.7002067845,0
2010-08-19,-2242.153062155107,2242.153062155107,28113.626143245965,28533.088439766154,419.4622965201906,12265.185597631404,1423188.0678318813,0
2010-08-20,-4887.568797468002,4887.568797468002,27936.890500600202,28384.615636209433,447.72513560923164,12201.36332701853,1420945.914769726,0
2010-08-23,-3351.035745435673,3351.035745435673,27780.161148668525,28164.43026073922,384.2691120706936,12106.714810376969,1416058.3459722581,0
2010-08-24,529.8852087136938,-529.8852087136938,27654.994827323695,27990.064314857987,335.06948753429344,12031.762156981085,1412707.3102268225,0
2010-08-25,3935.6287740049943,-3935.6287740049943,27546.067769687088,27911.08187757889,365.0141078918037,11997.810898804935,1413237.195435536,0
2010-08-26,-1159.2425151603143,1159.2425151603143,27656.273166005936,28051.274832331084,395.0016663251463,12058.074007481231,1417172.8242095413,0
2010-08-27,554.3508897512224,-554.3508897512224,27579.134916059582,27969.37534948644,390.2404334268566,12022.868832984957,1416013.5816943808,0
2010-08-30,-146.64161656478154,146.64161656478154,27700.304638653633,28088.784140146625,388.479501492993,12074.197695702627,1416567.932584132,0
2010-08-31,5255.856519143717,-5255.856519143717,27618.340375366883,28004.519191965588,386.17881659870613,12037.975706239517,1416421.2909675674,0
2010-09-01,2859.5279459996245,-2859.5279459996245,27482.767680912453,27944.977104460264,462.2094235478091,12012.381044250336,1421677.147486711,0
2010-09-02,5936.829985771288,-5936.829985771288,27633.655014393913,28084.38772139499,450.73270700107497,12072.307858503,1424536.6754327107,0
2010-09-03,-487.6359411771755,487.6359411771755,27493.0028885482,28027.87132376002,534.8684352118233,12048.013814492806,1430473.5054184818,0
2010-09-06,1415.5952449710903,-1415.5952449710903,27534.580436496304,28067.48625713457,532.9058206382668,12065.04262338962,1429985.8694773046,0
2010-09-07,3484.1168876180295,-3484.1168876180295,27550.152334045415,28092.88879805212,542.7364640067068,12075.962117073695,1431401.4647222757,0
2010-09-08,-3213.7132113847956,3213.7132113847956,27566.844853482333,28098.583462863302,531.7386093809673,12078.410016149635,1434885.581609894,0
2010-09-09,-5954.855153187864,5954.855153187864,27447.192541152686,27915.750699872886,468.5581587201983,11999.817830934946,1431671.8683985092,0
2010-09-10,195.3813230706529,-195.3813230706529,26916.512607017943,27454.99550841947,538.4829014015256,11801.758376201253,1425717.0132453213,0
2010-09-13,4315.5916678764725,-4315.5916678764725,26151.077987597862,26807.152745319167,656.0747577213034,11523.277771331523,1425912.3945683918,0
2010-09-14,16127.11427884017,-16127.11427884017,26131.208353081267,26744.479808288794,613.2714552075258,11496.337287610355,1430227.9862362684,0
2010-09-15,1818.8377048989464,-1818.8377048989464,26486.45300508451,27149.06176353169,662.6087584471778,11670.250209128897,1446355.1005151083,0
2010-09-16,2443.7551549764175,-2443.7551549764175,26435.859443253572,27137.672304841006,701.8128615874344,11665.354355495925,1448173.9382200073,0
2010-09-17,1725.1229752304264,-1725.1229752304264,26419.573516130284,27164.41210088734,744.8385847570579,11676.848679429468,1450617.6933749837,0
2010-09-20,5707.385440913955,-5707.385440913955,26339.97816976816,27120.52993123523,780.5517614670691,11657.985563494924,1452342.8163502142,0
2010-09-21,8616.07629000078,-8616.07629000078,26410.42784740376,27161.36307878419,750.9352313804302,11675.538031895978,1458050.2017911284,0
2010-09-22,4163.717191905656,-4163.717191905656,26319.071139842843,27149.11591499108,830.0447751482384,11670.273486584518,1466666.2780811288,0
2010-09-23,1757.594215636404,-1757.594215636404,25730.226713478827,26671.3454982542,941.1187847753723,11464.89989561465,1470829.995273035,0
2010-09-24,3626.0045878272012,-3626.0045878272012,25730.819423621208,26680.884930155156,950.0655065339471,11469.000499830987,1472587.5894886712,0
2010-09-27,5001.998835390108,-5001.998835390108,25834.19391886285,26812.19009139592,977.9961725330734,11525.443116477434,1476213.5940764982,0
2010-09-28,6543.355525435517,-6543.355525435517,25793.902385371784,26808.858873945577,1014.9564885737917,11524.011164924737,1481215.5929118884,0
2010-09-29,1912.0149599806539,-1912.0149599806539,25614.63914781202,26558.509084070676,943.8699362586564,11416.396223639089,1487758.9484373238,0
2010-09-30,-172.0325184830798,172.0325184830798,25666.716249869405,26607.26816297246,940.5519131030544,11437.35571961382,1489670.9633973045,0
2010-10-01,5817.998376715895,-5817.998376715895,25640.43061799901,26593.78520765452,953.3545896555128,11431.559959027712,1489498.9308788213,0
2010-10-04,490.12380763958686,-490.12380763958686,25694.579996644086,26694.589721189124,1000.0097245450381,11474.891618346363,1495316.9292555375,0
2010-10-05,14823.074050260277,-14823.074050260277,25646.179578208914,26650.158324731252,1003.9787465223365,11455.792412697168,1495807.053063177,0
2010-10-06,9466.031164809114,-9466.031164809114,25492.690144772674,26427.093114458996,934.4029696863206,11359.905975091948,1510630.1271134373,0
2010-10-07,-4932.831883901933,4932.831883901933,25338.25526411719,26362.743526662794,1024.4882625456041,11332.244769081331,1520096.1582782464,0
2010-10-08,7794.680738130339,-7794.680738130339,25020.9577803355,26078.66724620078,1057.709465865281,11210.132215051062,1515163.3263943444,0
2010-10-11,4595.802051333472,-4595.802051333472,25197.789992835606,26259.69438291846,1061.9043900828565,11287.948236780967,1522958.0071324748,0
2010-10-12,-3838.8001606491225,3838.8001606491225,25291.829389571183,26352.936938173912,1061.1075486027298,11328.029325381654,1527553.809183808,0
2010-10-13,12672.260147084358,-12672.260147084358,25059.355621449253,26160.634177268614,1101.2785558193625,11245.366382727567,1523715.009023159,0
2010-10-14,1190.7083232847756,-1190.7083232847756,25111.342430868863,26309.26154639813,1197.919115529268,11309.255094638633,1536387.2691702435,0
2010-10-15,-3887.756404688337,3887.756404688337,24955.699814909793,26079.75031735208,1124.050502442288,11210.597782201783,1537577.9774935283,0
2010-10-18,3542.6860787433125,-3542.6860787433125,24882.920361536206,26001.24492087231,1118.3245593361037,11176.851583984484,1533690.2210888397,0
2010-10-19,-22361.44448317495,22361.44448317495,24906.946743383018,26049.69959524066,1142.7528518576432,11197.680229136418,1537232.9071675832,0
2010-10-20,3868.784466227957,-3868.784466227957,24531.366834212924,25591.400837440317,1060.0340032273916,11000.676692857776,1514871.4626844083,0
2010-10-21,-5468.877819422127,5468.877819422127,24527.05839446435,25638.941836852107,1111.8834423877554,11021.112587223486,1518740.247150636,0
2010-10-22,849.7610017716406,-849.7610017716406,24412.9327627165,25513.029072196307,1100.096309479805,10966.987937139622,1513271.369331214,0
2010-10-25,6488.424879607225,-6488.424879607225,23872.70192085852,24862.050260110467,989.3483392519479,10687.15927550653,1514121.130332986,0
2010-10-26,-2093.6144376607695,2093.6144376607695,23798.935387677426,24732.828207130653,933.8928194532275,10631.612100287479,1520609.555212593,0
2010-10-27,-11162.713981902447,11162.713981902447,23810.919380555628,24719.674502439862,908.7551218842335,10625.957870824392,1518515.940774932,0
2010-10-28,8611.115679941857,-8611.115679941857,23677.096015366496,24545.742546808633,868.6465314421353,10551.191771750347,1507353.2267930298,0
2010-10-29,8276.648024121918,-8276.648024121918,23835.054716468978,24729.202837999066,894.1481215300872,10630.05370518585,1515964.3424729716,0
2010-11-01,288.92967374916094,-288.92967374916094,23982.28016767499,24901.936499980417,919.6563323054254,10704.304707758958,1524240.9904970934,0
2010-11-02,4587.061770850482,-4587.061770850482,23073.698865551552,24108.32271241982,1034.623846868269,10363.16321451268,1524529.9201708427,0
2010-11-03,471.23317530257964,-471.23317530257964,23059.56751383997,24058.212251379016,998.6447375390455,10341.622815675528,1529116.981941693,0
2010-11-04,30800.555374807635,-30800.555374807635,23024.92431417593,24020.54488390733,995.6205697313999,10325.431184195124,1529588.2151169956,0
2010-11-05,3222.492629922085,-3222.492629922085,23704.43211386433,24806.41776931886,1101.985655454529,10663.245186211288,1560388.7704918033,0
2010-11-08,3034.5790872488346,-3034.5790872488346,23764.465509856036,24886.62086392471,1122.155354068673,10697.721154101051,1563611.2631217255,0
2010-11-09,-19539.804231227037,19539.804231227037,22962.88981125094,23960.26230142154,997.3724901705958,10299.51821427413,1566645.8422089743,0
2010-11-10,8140.724625770206,-8140.724625770206,22274.21008427233,23302.24469234173,1028.0346080693994,10016.663867156714,1547106.0379777472,0
2010-11-11,653.3032822884036,-653.3032822884036,22293.45250172266,23284.090499090657,990.6379973679987,10008.860136058003,1555246.7626035174,0
2010-11-12,-27992.337032573007,27992.337032573007,22323.729864892222,23297.383961513468,973.6540966212465,10014.574441545652,1555900.065885806,1
2010-11-15,-9400.249010613341,9400.249010613341,22065.527987670386,22949.081712868232,883.5537251978476,9864.853820424512,1527907.7288532327,0
2010-11-16,-10750.11654167196,10750.11654167196,21938.614976515935,22760.646498253736,822.0315217378001,9783.853374740014,1518507.4798426195,0
2010-11-17,-5408.134874587666,5408.134874587666,21480.629975778756,22195.26288199952,714.6329062207612,9540.81852059666,1507757.3633009477,0
2010-11-18,12319.629024434722,-12319.629024434722,21405.728081614398,22079.80343125249,674.0753496380927,9491.187314518062,1502349.2284263598,0
2010-11-19,4104.226150526741,-4104.226150526741,21568.4635984644,22308.78304787937,740.3194494149668,9589.616108930973,1514668.857450795,0
2010-11-22,9495.431415297511,-9495.431415297511,21475.12433695244,22262.340436244376,787.216099291935,9569.652365694961,1518773.0836013213,0
2010-11-23,-1644.6645553171015,1644.6645553171015,21633.643031438096,22440.218575788,806.5755443499035,9646.114764774877,1528268.5150166189,0
2010-11-24,-5549.844887200983,5549.844887200983,21610.093907324004,22434.270446927014,824.1765396030098,9643.557912067094,1526623.8504613019,0
2010-11-25,-590.6734375623824,590.6734375623824,21619.013179056357,22415.93755859151,796.9243795351551,9635.677367398743,1521074.0055741007,0
2010-11-26,-6940.740958976118,6940.740958976118,21615.349502196572,22410.906425564543,795.5569233679706,9633.514692984005,1520483.3321365383,0
2010-11-29,1311.5010483092537,-1311.5010483092537,21433.46272009396,22169.477331806956,736.0146117129958,9529.73438718725,1513542.5911775623,0
2010-11-30,5359.986970732543,-5359.986970732543,21473.116193625887,22202.7675729812,729.6513793553115,9544.044474490067,1514854.0922258715,0
2010-12-01,-1671.619336619272,1671.619336619272,21633.89978947008,22371.312835084827,737.4130456147482,9616.495058508212,1520214.079196604,0
2010-12-02,4414.988313718273,-4414.988313718273,21691.753726825165,22426.58794698522,734.834220160055,9640.25552551196,1518542.4598599845,0
2010-12-03,16153.12999100803,-16153.12999100803,21743.09319965163,22487.082512691548,743.9893130399191,9666.259618185019,1522957.4481737032,0
2010-12-06,10940.751552327803,-10940.751552327803,22105.53788358051,22895.93528430882,790.3974007283108,9842.008385675712,1539110.5781647114,0
2010-12-07,-20608.901816507027,20608.901816507027,22116.25811757996,22972.792587576823,856.534469996863,9875.046137305912,1550051.329717039,0
2010-12-08,-10881.226684294621,10881.226684294621,21958.749658590823,22754.17225790241,795.4225993115882,9781.070368628343,1529442.4279005318,0
2010-12-09,4626.210542871873,-4626.210542871873,21633.78279782183,22448.387333116156,814.604535294327,9649.626173115525,1518561.2012162372,0
2010-12-10,-1326.1872787424056,1326.1872787424056,21680.308912233162,22473.980151727777,793.6712394946167,9660.627459250418,1523187.4117591092,0
2010-12-13,3339.7309799109976,-3339.7309799109976,21631.10375784967,22449.86734412357,818.7635862739016,9650.262368167834,1521861.2244803668,0
2010-12-14,1385.7900641873082,-1385.7900641873082,21382.664496610567,22273.19907980265,890.5345831920806,9574.320044024347,1525200.9554602779,0
2010-12-15,-10299.536754522833,10299.536754522833,21423.906717950056,22321.131119175625,897.2244012255701,9594.924030172695,1526586.745524465,0
2010-12-16,-3475.0153251532847,3475.0153251532847,21199.995950980705,22098.51334590292,898.5173949222162,9499.229927086548,1516287.2087699422,0
2010-12-17,5355.455791417602,-5355.455791417602,21123.972666550202,22005.869214403392,881.8965478531884,9459.406075919092,1512812.193444789,0
2010-12-20,3345.3821538210245,-3345.3821538210245,21123.401645826998,21978.746640947913,855.3449951209138,9447.747211929689,1518167.6492362064,0
2010-12-21,2464.369428056193,-2464.369428056193,21194.053267544565,22069.050488883197,874.9972213386301,9486.5650727247,1521513.0313900274,0
2010-12-22,-1941.3535543715166,1941.3535543715166,21205.815336901513,22100.2008241915,894.3854872899847,9499.955303676785,1523977.400818084,0
2010-12-23,-2896.731609919851,2896.731609919851,21191.682184325084,22065.090402307083,873.4082179819986,9484.862796543091,1522036.0472637122,0
2010-12-24,243.23887082477916,-243.23887082477916,21146.215322354336,22018.194699996035,871.9793776416981,9464.704288508095,1519139.3156537923,0
2010-12-27,2123.368362873211,-2123.368362873211,21006.141034797067,21819.989079081177,813.8480442841119,9379.503952338862,1519382.554524617,0
2010-12-28,9463.62170258571,-9463.62170258571,21036.435006961514,21838.629637501028,802.1946305395135,9387.516751554258,1521505.9228874904,0
2010-12-29,4132.664981239679,-4132.664981239679,21286.55502032331,22113.89277036595,827.3377500426408,9505.840900722367,1530969.544590076,0
2010-12-30,-1455.152073735952,1455.152073735952,21318.15356127829,22159.034466025387,840.8809047470972,9525.245434396442,1535102.2095713157,0
2010-12-31,11320.124813186841,-11320.124813186841,21260.987991393227,22101.443108406154,840.4551170129256,9500.489309888202,1533647.0574975798,0
2011-01-03,-422.12076063225595,422.12076063225595,21465.41497143531,22325.49692076469,860.0819493293798,9596.80070633011,1544967.1823107665,0
2011-01-04,-14671.546773100847,14671.546773100847,21335.31406848873,22227.107829626093,891.7937611373638,9554.507336436252,1544545.0615501343,0
2011-01-05,-4757.144129717902,4757.144129717902,21091.624769055838,21935.83284744776,844.2080783919237,9429.300360545587,1529873.5147770336,0
2011-01-06,-4755.882958397734,4755.882958397734,21072.94482623867,21909.82159029149,836.8767640528217,9418.119205118866,1525116.3706473159,0
2011-01-07,-3147.416997503802,3147.416997503802,20997.27887628411,21801.785480921866,804.5066046377594,9371.678984129061,1520360.487688918,0
2011-01-10,1590.8009848767433,-1590.8009848767433,20949.830936562306,21736.972173300626,787.1412367383184,9343.818444291284,1517213.0706914142,0
2011-01-11,4809.973549696455,-4809.973549696455,20944.23009245464,21753.787875258797,809.5577828041569,9351.046813765091,1518803.8716762909,0
2011-01-12,4517.4498279984455,-4517.4498279984455,21050.79532409981,21865.781827670184,814.9865035703731,9399.188346534587,1523613.8452259873,0
2011-01-13,-1806.877285545807,1806.877285545807,21104.1728922375,21896.898228991624,792.7253367541227,9412.563990679928,1528131.295053986,0
2011-01-14,-638.8385888175937,638.8385888175937,20993.75577503317,21764.602504646813,770.8467296136428,9355.695572236984,1526324.41776844,0
2011-01-17,560.5317304252522,-560.5317304252522,20874.260053346363,21662.22933783854,787.969284492179,9311.689614249946,1525685.5791796222,0
2011-01-18,1127.10254204509,-1127.10254204509,20874.17024092411,21666.2072423756,792.0370014514876,9313.399549630398,1526246.1109100475,0
2011-01-19,1416.3810953450502,-1416.3810953450502,20938.23197096825,21719.369240247022,781.1372692787722,9336.251676977578,1527373.2134520926,0
2011-01-20,-13346.506306871977,13346.506306871977,20949.272416777763,21719.319978207965,770.0475614302002,9336.230501279993,1528789.5945474377,0
2011-01-21,1291.2085100338736,-1291.2085100338736,20720.351889736463,21476.3017118649,755.9498221284377,9231.767076417853,1515443.088240566,0
2011-01-24,1627.0068901124434,-1627.0068901124434,20680.85704842786,21405.42806965135,724.571021223489,9201.301451304596,1516734.2967505998,0
2011-01-25,1146.4619279738013,-1146.4619279738013,20558.584286681256,21318.70187280689,760.117586125636,9164.02147361415,1518361.303640712,0
2011-01-26,4884.421887868961,-4884.421887868961,20518.22678710119,21291.416555767893,773.1897686667032,9152.292652940567,1519507.765568686,0
2011-01-27,-12731.272233355181,12731.272233355181,20503.230203425235,21328.5637933942,825.3335899689666,9168.260702276964,1524392.1874565547,0
2011-01-28,7927.6545782554595,-7927.6545782554595,20240.26226700736,21043.520959647332,803.2586926399696,9045.732667270853,1511660.9152231999,0
2011-01-31,-4297.401556581102,4297.401556581102,20356.09310539823,21197.749272412995,841.656167014763,9112.028991430563,1519588.5698014554,0
2011-02-01,10228.71261586592,-10228.71261586592,20130.501409765515,21011.001983662056,880.5005738965417,9031.75411473013,1515291.1682448739,0
2011-02-02,-583.2148199572232,583.2148199572232,20266.81600610686,21195.83928368697,929.0232775801114,9111.207966876438,1525519.88086074,0
2011-02-03,6689.942607236893,-6689.942607236893,20246.308609022384,21172.223676509082,925.9150674866974,9101.056601536193,1524936.6660407826,0
2011-02-04,-7824.791596125431,7824.791596125431,20419.34510454397,21344.526446502554,925.1813419585851,9175.122381601228,1531626.6086480194,0
2011-02-07,711.5001502894495,-711.5001502894495,20376.677149422765,21278.650641029744,901.9734916069776,9146.805118216891,1523801.817051894,0
2011-02-08,6241.7864628525185,-6241.7864628525185,20295.457782206835,21231.770482672015,936.3127004651803,9126.65329187963,1524513.3172021837,0
2011-02-09,1635.3867625659304,-1635.3867625659304,20452.72147142717,21409.67544693161,956.9539755044441,9203.127221787016,1530755.1036650361,0
2011-02-10,-64.60291649027127,64.60291649027127,20428.07452088048,21359.674734978464,931.6002140979847,9181.633999508827,1532390.490427602,0
2011-02-11,-1711.5063016857541,1711.5063016857541,20302.198485438887,21178.753971211197,876.5554857723123,9103.86370307719,1532325.8875111118,0
2011-02-14,1865.299508666384,-1865.299508666384,20263.58793220407,21128.633087486607,865.0451552825355,9082.318823962645,1530614.3812094259,0
2011-02-15,4044.824066784935,-4044.824066784935,20295.38189535562,21177.505480932414,882.1235855767948,9103.327029137443,1532479.6807180925,0
2011-02-16,2338.45495563185,-2338.45495563185,20380.030062638063,21264.74473292047,884.7146702824084,9140.827547852437,1536524.5047848774,0
2011-02-17,8132.135881410594,-8132.135881410594,19932.055802198778,20727.41142269848,795.3556204997019,8909.850351269775,1538862.9597405093,0
2011-02-18,3333.2287228233536,-3333.2287228233536,20052.894358793805,20853.914783611584,801.020424817779,8964.228874071427,1546995.0956219197,0
2011-02-21,1816.8985159184374,-1816.8985159184374,20024.95813039709,20860.88512926863,835.9269988715375,8967.22513517873,1550328.324344743,0
2011-02-22,831.7131627970257,-831.7131627970257,20036.000186792517,20856.18526735754,820.1850805650248,8965.204860410913,1552145.2228606616,0
2011-02-23,2954.319563832851,-2954.319563832851,19922.29437525632,20775.55332163506,853.2589463787409,8930.544547298574,1552976.9360234588,0
2011-02-24,-2293.4824517805328,2293.4824517805328,20011.11643504421,20852.540536125583,841.4241010813741,8963.638142349257,1555931.2555872914,0
2011-02-25,9551.278836755173,-9551.278836755173,19935.00614931793,20757.21660024415,822.210450926219,8922.662354959448,1553637.7731355112,0
2011-02-28,1186.5889564326378,-1186.5889564326378,19930.346040672892,20816.93827644502,886.5922357721277,8948.334214644445,1563189.051972266,0
2011-03-01,8496.794823591481,-8496.794823591481,19855.926189007878,20780.04698863063,924.1207996227542,8932.476187465427,1564375.6409286987,0
2011-03-02,-2725.863960645491,2725.863960645491,20048.378661360653,20980.4924358381,932.1137744774474,9018.639331612609,1572872.4357522903,0
2011-03-03,-4002.645558130039,4002.645558130039,20037.570637013076,20940.93451664469,903.3638796316139,9001.635030736188,1570146.571791645,0
2011-03-04,8070.774934985205,-8070.774934985205,19925.82234189403,20829.2136909148,903.391349020771,8953.610903744453,1566143.9262335147,0
2011-03-07,-710.94533086607,710.94533086607,19990.245177234574,20932.266395371757,942.0212181371818,8997.90896664678,1574214.7011685,0
2011-03-08,-538.4023574852345,538.4023574852345,19817.36852412829,20802.359115299474,984.9905911711825,8942.067240857665,1573503.7558376337,0
2011-03-09,419.7944345944936,-419.7944345944936,19814.50339366613,20794.24354316781,979.7401495016788,8938.578694616483,1572965.3534801486,0
2011-03-10,-10104.079623585796,10104.079623585796,19808.637259508097,20782.589499820002,973.9522403119063,8933.569107066034,1573385.147914743,0
2011-03-11,1185.7382581424881,-1185.7382581424881,19642.10871459388,20573.904231167544,931.7955165736626,8843.864007075992,1563281.0682911575,0
2011-03-14,4820.6107484551385,-4820.6107484551385,19691.287571024517,20628.230832803583,936.9432617790669,8867.216749046467,1564466.8065493,0
2011-03-15,-13011.803740818483,13011.803740818483,19709.73810115683,20622.04180117666,912.3037000198304,8864.556342279282,1569287.4172977551,0
2011-03-16,-2547.2615001395197,2547.2615001395197,19459.9586963685,20350.298364370923,890.3396680024234,8747.745163762924,1556275.6135569364,0
2011-03-17,3922.861555743225,-3922.861555743225,19406.396054759483,20280.848749064015,874.4526943045296,8717.891668470204,1553728.352056797,0
2011-03-18,10463.209044800655,-10463.209044800655,19441.89120048577,20351.81913164753,909.9279311617606,8748.398878236832,1557651.2136125402,0
2011-03-21,9042.3043899488,-9042.3043899488,19579.39759557106,20534.521515519795,955.1239199487342,8826.935018902206,1568114.4226573408,0
2011-03-22,-262.4018649964506,262.4018649964506,19732.216432943318,20711.508142557668,979.2917096143506,8903.014193909876,1577156.7270472897,0
2011-03-23,5428.985614231545,-5428.985614231545,19725.23880764673,20695.167684921646,969.9288772749176,8895.99011216425,1576894.3251822933,0
2011-03-24,-5591.1799333730105,5591.1799333730105,19852.212380095345,20833.78388874755,981.571508652203,8955.57544132877,1582323.3107965249,0
2011-03-25,1524.5893381958253,-1524.5893381958253,19759.092394286563,20694.034127381226,934.9417330946624,8895.50284301888,1576732.1308631517,0
2011-03-28,-7012.882192881935,7012.882192881935,19772.174079037388,20686.541906921837,914.3678278844501,8892.282249683294,1578256.7202013475,0
2011-03-29,510.05739854850503,-510.05739854850503,19632.9225573479,20552.933810976996,920.011253629094,8834.849697382866,1571243.8380084657,0
2011-03-30,5983.437591458582,-5983.437591458582,19586.003214857115,20526.199579726203,940.1963648690855,8823.357765523013,1571753.895407014,0
2011-03-31,4540.3036017160875,-4540.3036017160875,19649.79683723491,20582.871260435986,933.074423201075,8847.718559255612,1577737.3329984727,0
2011-04-01,-374.66048163852565,374.66048163852565,19711.22018503556,20676.24900862932,965.02882359376,8887.8577616661,1582277.636600189,0
2011-04-04,5364.8856853337375,-5364.8856853337375,19666.887460455342,20631.979084240855,965.091623785511,8868.827966130162,1581902.9761185504,0
2011-04-05,8570.00105634562,-8570.00105634562,19622.9572213709,20549.880080790015,926.922859419114,8833.537026040349,1587267.8618038842,0
2011-04-06,990.5256952820008,-990.5256952820008,19806.81429262202,20772.842202996755,966.0279103747341,8929.379150382421,1595837.8628602293,0
2011-04-07,2315.541623988156,-2315.541623988156,19826.64042768016,20767.04924616522,940.408818485062,8926.888999663272,1596828.3885555114,0
2011-04-08,2723.8397573644493,-2723.8397573644493,19820.67542176976,20777.85035417583,957.1749324060692,8931.531945858524,1599143.9301795,0
2011-04-11,-1913.2768269708617,1913.2768269708617,19878.621459483747,20812.00166037694,933.3802008931918,8946.212169131319,1601867.7699368643,0
2011-04-12,-5621.968639370169,5621.968639370169,19778.65802997183,20714.647161777742,935.9891318059142,8904.36352745328,1599954.4931098933,0
2011-04-13,3459.2840480206905,-3459.2840480206905,19675.67645883476,20579.128265683892,903.4518068491293,8846.109601801803,1594332.5244705232,0
2011-04-14,7361.772468086887,-7361.772468086887,19689.99357744586,20610.169354284804,920.1757768389441,8859.452872147262,1597791.8085185438,0
2011-04-15,9170.667614946029,-9170.667614946029,19873.508565563312,20810.266904089323,936.7583385260125,8945.466469699615,1605153.5809866309,0
2011-04-18,1335.7009035473302,-1335.7009035473302,19998.267774675103,20964.502958690424,966.2351840153206,9011.766121751736,1614324.2486015768,0
2011-04-19,-1840.856196488636,1840.856196488636,20035.786213804153,21009.253338213566,973.467124409415,9031.002444927002,1615659.9495051242,0
2011-04-20,7628.118974295379,-7628.118974295379,20036.88688812208,20996.964264590762,960.0773764686828,9025.719884326356,1613819.0933086355,0
2011-04-21,6536.747211830578,-6536.747211830578,20145.514749594673,21102.913845596537,957.3990960018627,9071.263193729064,1621447.2122829307,0
2011-04-22,851.4722675985219,-851.4722675985219,20214.40407740078,21174.055788649664,959.6517112488845,9101.84415019176,1627983.9594947617,0
2011-04-25,1555.929677945063,-1555.929677945063,20222.417944558987,21180.511047926153,958.0931033671653,9104.618997130397,1628835.43176236,0
2011-04-26,2137.6201292203978,-2137.6201292203978,20229.204874237043,21190.726181377362,961.5213071403205,9109.01005728318,1630391.3614403051,0
2011-04-27,16480.904335082418,-16480.904335082418,20215.58258700812,21177.827553279727,962.2449662716049,9103.465474617118,1632528.9815695253,0
2011-04-28,7114.06628163747,-7114.06628163747,20462.17121284921,21501.367928563257,1039.1967157140455,9242.54199833648,1649009.8859046078,0
2011-04-29,14730.115228486065,-14730.115228486065,20529.59201490515,21559.133751721223,1029.5417368160752,9267.373118308933,1656123.9521862455,0
2011-05-02,-10832.228559110259,10832.228559110259,20679.724241662636,21693.27232713946,1013.5480854768242,9325.033701627128,1670854.0674147313,0
2011-05-03,-2033.6575439964142,2033.6575439964142,20525.905510169014,21512.614410955914,986.7089007869013,9247.376392417502,1660021.8388556212,0
2011-05-04,-11017.845984974309,11017.845984974309,20473.81432133188,21435.284419971595,961.4700986397155,9214.13545203742,1657988.1813116246,0
2011-05-05,-21076.945307655093,21076.945307655093,20156.014502953276,21123.93217869977,967.9176757464957,9080.298099186573,1646970.3353266504,1
2011-05-06,4163.065041984172,-4163.065041984172,19865.78173040878,20748.060390264447,882.2786598556675,8918.726481876201,1625893.3900189954,0
2011-05-09,7467.625384966805,-7467.625384966805,19771.037738178267,20721.261753157673,950.2240149794067,8907.206864622989,1630056.4550609794,0
2011-05-10,3764.868577527901,-3764.868577527901,19932.756263709653,20918.59452732197,985.8382636123163,8992.032000350231,1637524.0804459464,0
2011-05-11,-7565.986958726635,7565.986958726635,20013.694649066267,20993.98682966277,980.2921805965033,9024.440009136055,1641288.9490234742,0
2011-05-12,-3286.6489749116613,3286.6489749116613,19866.846535755336,20832.77692908896,965.9303933336217,8955.142591336804,1633722.9620647477,0
