method,confidence,window,implementation,backtest_basis,linear_book_convention,straddle_rate_proxy,swap_rate_proxy,observations,expected_exceptions,observed_exceptions,exception_rate,binomial_acceptance_lower_inclusive,binomial_acceptance_upper_inclusive,binomial_pvalue,binomial_reject_5pct,lr_uc,pvalue_uc,reject_uc_5pct,lr_ind,pvalue_ind,reject_ind_5pct,lr_cc,pvalue_cc,reject_cc_5pct
HistSim,0.99,500,historical shocks plus full repricing,actual next-day market levels repriced from current snapshot,static inception shares (no daily rebalancing),DGS10,DGS10,4269,42.7,42,0.009838369641602248,30,56,1.0,False,0.011325716465819369,0.9152472614600319,False,16.812782882354213,4.1254471951912564e-05,True,16.824108598820033,0.00022217297797888502,True
