,VaR_MC_GARCH_T_COPULA,actual_loss,exception
2012-12-26,18508.249761805248,1171.456472777278,0
2012-12-27,18174.80042514764,43.26307307518846,0
2012-12-28,17925.072393943163,4522.624228264673,0
2012-12-31,17846.911413542588,-12189.624585364005,0
2013-01-02,18197.24884529021,-20265.750196848945,0
2013-01-03,24895.506882506394,7212.756151141388,0
2013-01-04,24720.03487975833,3749.880264612517,0
2013-01-07,24605.34074199894,6257.486774538975,0
2013-01-08,22971.47006813617,-3039.012161372705,0
2013-01-09,22612.028450911006,776.8298016164738,0
2013-01-10,22975.17491178638,-12046.114304460856,0
2013-01-11,23630.052906644512,563.0918396402685,0
2013-01-14,23359.122999593284,-3516.5107964132208,0
2013-01-15,23545.191939956312,-3524.421076795802,0
2013-01-16,22279.04761125473,2579.244561484278,0
2013-01-17,21970.746651988175,-9382.450711841344,0
2013-01-18,22551.620421580305,-890.6071614514358,0
2013-01-22,22163.549807434498,-4999.530421730942,0
2013-01-23,22367.44625505351,1013.3631368922051,0
2013-01-24,21984.523713830222,7168.081041498954,0
2013-01-25,21571.765677192972,-7702.777294361633,0
2013-01-28,21850.23004146263,-656.1223678548045,0
2013-01-29,20171.223862739145,-7376.071898201088,0
2013-01-30,20950.994382031316,351.6962889085953,0
2013-01-31,19338.91733570551,4716.633346332543,0
2013-02-01,16733.315230826396,-5321.43795641673,0
2013-02-04,18056.365438634966,1269.5146151840113,0
2013-02-05,16760.033153804834,-2185.778685893047,0
2013-02-06,16725.482457302245,-853.2669674109547,0
2013-02-07,16805.074162820056,5162.171517547888,0
2013-02-08,16649.65502096206,1982.0264177196905,0
2013-02-11,16767.881606787378,9944.231573713696,0
2013-02-12,18075.305913120952,-4418.3643684284425,0
2013-02-13,17137.850118597587,1153.1800653585829,0
2013-02-14,16587.263261125805,6378.175073142056,0
2013-02-15,17091.002122746584,14301.026809203584,0
2013-02-19,19988.471058458403,-2464.4498539262177,0
2013-02-20,19545.777179753608,22003.453584264083,1
2013-02-21,23145.11908006746,1334.7034409973694,0
2013-02-22,22106.245693147343,-1742.468492747742,0
2013-02-25,22482.78618904408,4186.633965624098,0
2013-02-26,20985.134244757282,-6436.985658055625,0
2013-02-27,20929.020802043175,1352.4682632938966,0
2013-02-28,20998.479390041535,7779.612422725982,0
2013-03-01,21294.53265661327,5307.55780231868,0
2013-03-04,20658.88332977838,-1224.7471285963595,0
2013-03-05,20059.663731743654,-6595.732952449089,0
2013-03-06,21131.03008768859,-8341.120798188203,0
2013-03-07,22561.90029296951,-54.668093750568914,0
2013-03-08,22992.596507419297,-8859.872591764093,0
2013-03-11,21846.166368266953,-2119.72762205662,0
2013-03-12,22215.81429538794,-2542.1944690539194,0
2013-03-13,20113.136091013163,1133.6836256958811,0
2013-03-14,20680.77018615801,904.2029525444946,0
2013-03-15,20451.02385108553,-589.0304867766495,0
2013-03-18,16129.532576899477,107.38510807148076,0
2013-03-19,15933.621507578919,-1564.0115702513704,0
2013-03-20,14743.672816013888,1654.849200182705,0
2013-03-21,14347.56947683577,-3633.0637674092513,0
2013-03-22,14041.068228332655,3537.8252563200444,0
2013-03-25,14110.306144941238,195.53704142528204,0
2013-03-26,13783.80422414401,4344.611510927409,0
2013-03-27,13721.852663983724,-65.78519073131429,0
2013-03-28,13265.329332013847,6006.598795675633,0
2013-04-01,13963.36343997025,260.86486094265297,0
2013-04-02,13425.767464325816,7234.044035395107,0
2013-04-03,13996.880088082267,14905.892798450312,1
2013-04-04,17269.571102457245,3598.676062955202,0
2013-04-05,17082.642937343146,-7195.771211444424,0
2013-04-08,17320.443594690096,-2625.1791360086254,0
2013-04-09,17358.979640322417,-9368.979742461384,0
2013-04-10,17067.612413589,2054.003058113405,0
2013-04-11,17133.37972537741,-846.1659107133319,0
2013-04-12,16626.62741227244,38152.408839938726,1
2013-04-15,29652.976017955367,69834.8181537307,1
2013-04-16,48832.5264265574,-11822.690080829148,0
2013-04-17,45799.313215869784,3293.9499313824376,0
2013-04-18,46191.74676144593,-1069.9710196143783,0
2013-04-19,46330.57008384849,-8075.953988227437,0
2013-04-22,44027.08479637187,-11706.146346223764,0
2013-04-23,41982.6918859249,-849.4355649462445,0
2013-04-24,44647.43167987529,-4797.891396706194,0
2013-04-25,40632.44096335885,-18335.81644774851,0
2013-04-26,43008.08097811288,1209.0667096336356,0
2013-04-29,43108.40513930864,-9645.834929320308,0
2013-04-30,37872.35480863131,-3940.0483200614,0
2013-05-01,37536.307599324864,11891.423509965754,0
2013-05-02,36713.83163714375,-7030.711399346435,0
2013-05-03,34929.29982132684,-10432.481321071811,0
2013-05-06,33489.097079672516,-3872.4121108166114,0
2013-05-07,35999.80916125372,5583.524617808247,0
2013-05-08,33282.828328731506,-11655.548038569545,0
2013-05-09,31109.87259733688,7534.504009487737,0
2013-05-10,34756.524941483025,620.343369495833,0
2013-05-13,30577.321522801372,5460.420084305752,0
2013-05-14,29308.875298369843,-5589.835859497504,0
2013-05-15,30489.72239926974,13699.181349425678,0
2013-05-16,28797.861936229918,11313.342619222616,0
2013-05-17,30396.346036915234,3002.5766440689767,0
2013-05-20,28861.92678292074,-19623.40016911803,0
2013-05-21,31451.236045671994,10296.852268117127,0
2013-05-22,30837.735434055965,3248.3036587537754,0
2013-05-23,28746.68412019787,-8597.39028015282,0
2013-05-24,29427.63131730936,3697.4177560646176,0
2013-05-28,26710.739592382244,-10688.302022703763,0
2013-05-29,25899.26958007959,-134.63555958653797,0
2013-05-30,26208.377621405012,-13142.47179591572,0
2013-05-31,28506.419888031443,18223.00376915767,0
2013-06-03,28609.50273582968,-12124.041561257576,0
2013-06-04,28865.066348337652,7635.36250876972,0
2013-06-05,30069.311912731213,8768.073074253532,0
2013-06-06,26493.64514878366,-8731.548993714823,0
2013-06-07,27449.545904246952,-1080.9832821073103,0
2013-06-10,26928.29485033305,-6983.813746871408,0
2013-06-11,26504.35952158668,6992.005766552778,0
2013-06-12,21595.98577592692,-5553.177848088932,0
2013-06-13,21627.90911603528,-1051.6159451219046,0
2013-06-14,20887.23854150138,2275.127661184081,0
2013-06-17,20126.0152311138,-2549.2288882305265,0
2013-06-18,20326.77845095146,3921.505067180622,0
2013-06-19,20486.894012699126,5819.43574140979,0
2013-06-20,19180.16980577925,35196.51388483823,1
2013-06-21,28606.052808920213,-11181.334061335288,0
2013-06-24,29037.46462178361,7297.626140346862,0
2013-06-25,28778.33039163308,-1955.229082412768,0
2013-06-26,26070.65286542245,26615.983472674317,1
2013-06-27,30131.784275680653,14368.770925583283,0
2013-06-28,30847.05306991524,-16183.873451341116,0
2013-07-01,33135.783826114566,-8633.204146108596,0
2013-07-02,31529.975586601733,6114.065306792175,0
2013-07-03,30161.8044439986,-3988.175203822992,0
2013-07-05,28747.430819935897,10.38522778621973,0
2013-07-08,28966.53712152081,-2035.2578962763791,0
2013-07-09,28034.16522604479,-9254.224269531189,0
2013-07-10,27311.10515356736,-2539.109884638236,0
2013-07-11,27632.852775445233,-25413.25037211828,0
2013-07-12,31055.27678323488,1850.977866580391,0
2013-07-15,30306.785532096634,889.2538028420445,0
2013-07-16,28804.208450145754,620.7108128590685,0
2013-07-17,28125.409739853494,5204.916199313519,0
2013-07-18,28188.215005198603,-7592.122742771022,0
2013-07-19,26773.173110868673,-2900.546083181707,0
2013-07-22,26195.079297087414,-19802.33306756738,0
2013-07-23,28823.557393325576,-6633.473303954766,0
2013-07-24,26891.4474341653,6566.8850384905545,0
2013-07-25,25065.1685731376,-6143.911337036258,0
2013-07-26,24448.53484733938,-11.559842229697551,0
2013-07-29,23534.40709095304,252.3717155739064,0
2013-07-30,21085.992993748587,663.0019769254668,0
2013-07-31,22927.801828679276,2985.8851746704045,0
2013-08-01,20829.2455634179,-7690.618364647008,0
2013-08-02,21574.541980662994,9407.77319087694,0
2013-08-05,20844.041095907392,350.57730826037096,0
2013-08-06,20243.305967410655,10685.610922755368,0
2013-08-07,21274.844182136923,3392.808835711003,0
2013-08-08,22031.717413016388,-12526.59412714505,0
2013-08-09,24128.012052700487,856.4142765752047,0
2013-08-12,21821.62793928521,-11594.951188186536,0
2013-08-13,23420.489458232554,1466.5182339231387,0
2013-08-14,22163.02400626266,-3771.380344806272,0
2013-08-15,22677.99103997192,-11550.001094371655,0
2013-08-16,23204.070509216912,-9335.300250342323,0
2013-08-19,21842.941055306896,2936.597804977355,0
2013-08-20,21199.664716775,57.952837951324,0
2013-08-21,20040.804690811798,-578.3286141538183,0
2013-08-22,21265.570830393055,-5829.341788112827,0
2013-08-23,19674.57852577172,-5674.331832092632,0
2013-08-26,19028.668227115304,-462.2604413122417,0
2013-08-27,18603.02106504963,935.260752926646,0
2013-08-28,18896.07073053824,-4113.706619400668,0
2013-08-29,18719.734237784694,7275.383842453062,0
2013-08-30,18871.403318151453,6553.658174986199,0
2013-09-03,17981.55052774152,-13362.46108280817,0
2013-09-04,19477.951646337868,-745.2099059510238,0
2013-09-05,19708.78160754015,6841.194893138289,0
2013-09-06,19011.457974683137,-6401.11520965513,0
2013-09-09,19063.298424508026,-1098.3877410246714,0
2013-09-10,18420.479053960047,2513.371042644808,0
2013-09-11,17616.04579335906,-295.89106821595215,0
2013-09-12,17416.36403449061,20011.652279433285,1
2013-09-13,20189.10914506127,-8.659425121900767,0
2013-09-16,20434.899452704616,3118.408485829681,0
2013-09-17,18724.4548156832,-1161.0936610278782,0
2013-09-18,19280.924771948215,-22486.086344980988,0
2013-09-19,25959.923722504904,-5734.284631407791,0
2013-09-20,23955.525869618497,22471.67314187009,0
2013-09-23,24953.488678994483,5497.5277116965935,0
2013-09-24,24169.687407828736,4797.744779246934,0
2013-09-25,23937.206527325656,-475.8013063444496,0
2013-09-26,23179.233121033103,-6.512316464318246,0
2013-09-27,22170.490040293713,-1424.357086907674,0
2013-09-30,21469.115933675483,5472.748545578923,0
2013-10-01,21673.691938250588,11838.07447959386,0
2013-10-02,21901.12564637238,-9136.19925505717,0
2013-10-03,21687.319107859938,3196.7594148019007,0
2013-10-04,22156.513808289903,-3429.7738563361936,0
2013-10-07,20951.147389320144,554.4363024307004,0
2013-10-08,20351.111478596817,5946.662248954795,0
2013-10-09,19182.530196403874,4913.420717134599,0
2013-10-10,20493.974609717352,-1346.8102011556002,0
2013-10-11,19205.597899863744,4241.603992743495,0
2013-10-14,18995.562123554955,-2947.57389535685,0
2013-10-15,19607.712574157373,-3835.338635837863,0
2013-10-16,19354.246201403665,-3982.453599608312,0
2013-10-17,19753.385045299623,-15223.09399131158,0
2013-10-18,19189.125277081435,-2156.049827603173,0
2013-10-21,18745.926567441777,-3256.8130292277942,0
2013-10-22,18286.95667988059,-8556.357977022355,0
2013-10-23,19182.78505217127,5487.66679060775,0
2013-10-24,18914.427446387803,-8093.133247918335,0
2013-10-25,18952.94434549758,-5983.377996616326,0
2013-10-28,19098.637299981518,-1827.607582947783,0
2013-10-29,17833.43532270309,1515.415829356375,0
2013-10-30,17173.837726007096,3895.6063767534015,0
2013-10-31,17075.661796503573,9523.770501774909,0
2013-11-01,17726.51800573145,899.5986436517887,0
2013-11-04,16093.286146875203,1752.8981091607598,0
2013-11-05,16938.634701032588,-957.2071817159313,0
2013-11-06,16621.916717964254,-4127.035051177459,0
2013-11-07,17084.247955625535,13387.953112618376,0
2013-11-08,17697.315679154493,-3874.2894580541742,0
2013-11-11,18016.077763811187,3549.405479675527,0
2013-11-12,17435.266073477782,4490.981000673737,0
2013-11-13,17152.422906589327,-4692.200111627275,0
2013-11-14,18396.961699341984,-7565.846168228545,0
2013-11-15,17922.066180628353,-3762.447936163825,0
2013-11-18,17623.87899271396,10553.64897613268,0
2013-11-19,17963.902623107362,-1149.3372642097584,0
2013-11-20,17686.027571740342,8535.28621264556,0
2013-11-21,17627.44492106603,-1389.1147760178724,0
2013-11-22,18667.254717561187,-1819.464810324373,0
2013-11-25,18126.5179953202,-2908.599541827947,0
2013-11-26,17096.062324738665,5144.558933495663,0
2013-11-27,17491.406849232124,1569.044963267187,0
2013-11-29,16745.12919934891,-7210.139566876232,0
2013-12-02,14696.30053208213,12418.125620121298,0
2013-12-03,15716.327792715012,1885.54154723148,0
2013-12-04,14933.54932263087,-12855.682090129283,0
2013-12-05,16862.750950439986,7040.012593838328,0
2013-12-06,16834.201848493685,-6602.261374266604,0
2013-12-09,17742.760308194756,-5698.535804032917,0
2013-12-10,17765.75621253508,-6377.734061783183,0
2013-12-11,17392.443871255517,4836.014126773718,0
2013-12-12,17639.027728095047,11497.434388807074,0
2013-12-13,16743.046468523873,-3974.5472906793584,0
2013-12-16,17506.824656487042,-4021.811025601166,0
2013-12-17,17466.84097747782,7945.493920313493,0
2013-12-18,17208.5561146307,-2406.678423115444,0
2013-12-19,17336.976413384913,12828.025863767887,0
2013-12-20,18475.732672694376,-3825.9700038361216,0
2013-12-23,17705.376933203024,-3915.3559874259145,0
2013-12-24,18307.538342280288,-6436.706089037314,0
2013-12-26,18201.082214357866,-5951.985829658545,0
2013-12-27,19097.303975457173,-3630.0178611997208,0
2013-12-30,18983.12533121889,8523.104886455008,0
2013-12-31,17968.00330455241,-9957.074627227468,0
2014-01-02,19892.77256926074,-1356.84441584149,0
2014-01-03,18372.43269177439,-4045.5793763004176,0
2014-01-06,18304.740382859167,4056.443822672991,0
2014-01-07,18014.32811948611,247.9293965402535,0
2014-01-08,17396.605764322307,1364.581804025167,0
2014-01-09,17481.9384439608,1507.7257666336511,0
2014-01-10,17737.81476710697,-6529.4603317317005,0
2014-01-13,17509.298447064728,-1147.9508731331143,0
2014-01-14,15287.592496209994,-853.537175654973,0
2014-01-15,14599.651678731158,-2935.062327159102,0
2014-01-16,14140.717972223274,3896.904794557676,0
2014-01-17,14470.65166950459,-2487.67268560507,0
2014-01-21,13614.560930238698,3257.079464483242,0
2014-01-22,13760.94248691412,1403.3499085428211,0
2014-01-23,12566.285194208182,-3841.1391104722406,0
2014-01-24,13130.183996885555,2723.8353333729,0
2014-01-27,12202.668089149047,7328.6341652541905,0
2014-01-28,12614.69833293334,-180.25398988880124,0
2014-01-29,11958.904252046297,959.5664345648856,0
2014-01-30,12387.725412014846,7113.696984067916,0
2014-01-31,12989.094683822634,5110.494728030333,0
2014-02-03,12255.224682713328,4263.92110432758,0
2014-02-04,12081.518763453027,-1186.615729737278,0
2014-02-05,11381.93968016648,-4839.66374786635,0
2014-02-06,11856.453823580068,-4197.901974273758,0
2014-02-07,11876.85981312249,-7610.926446753965,0
2014-02-10,12555.399519093415,-3741.6322451533088,0
2014-02-11,12837.7659888474,-13692.342856645511,0
2014-02-12,14711.724194178798,-3397.9941147225995,0
2014-02-13,15059.308388529247,-1751.3026027388214,0
2014-02-14,15019.05259810132,-13515.666677537787,0
2014-02-18,16693.956499340984,834.5557925763956,0
2014-02-19,16018.22820979559,6702.945111737613,0
2014-02-20,15826.466791611601,-10376.491117659329,0
2014-02-21,17161.99983738307,3572.2801590895883,0
2014-02-24,17374.84197337345,-11422.99439251532,0
2014-02-25,17996.56255077158,2577.305350349433,0
2014-02-26,18689.607720374453,-249.61548720925293,0
2014-02-27,17533.544319187644,224.3342177840873,0
2014-02-28,15986.70205600991,703.0772294983417,0
2014-03-03,16168.698473216067,-8667.57637178749,0
2014-03-04,15902.534798734145,-2576.353707486204,0
2014-03-05,15627.282172562476,-1635.6369017485058,0
2014-03-06,15542.87399729363,-8949.741501953366,0
2014-03-07,16440.068671547753,-1094.5852937568116,0
2014-03-10,15316.722559480302,384.7751326727415,0
2014-03-11,15017.001169993684,436.136389976768,0
2014-03-12,14303.567905777292,-6249.224259527491,0
2014-03-13,13131.028778490081,5428.682487268964,0
2014-03-14,13966.074175787411,-2007.726114502708,0
2014-03-17,13216.535091819762,524.860746474893,0
2014-03-18,13569.469536143113,2520.7776880959914,0
2014-03-19,12933.969015275814,9506.09540104963,0
2014-03-20,13438.921901478843,-60.05237616416571,0
2014-03-21,13665.873681878043,2817.698953501265,0
2014-03-24,14038.478855470195,13624.072722855346,0
2014-03-25,15801.306952361374,-4276.249393441139,0
2014-03-26,14757.548476273078,10592.088113846312,0
2014-03-27,15696.229279711171,7508.731313824588,0
2014-03-28,16216.832407468873,-3092.877801024622,0
2014-03-31,15449.359968769826,186.99600087503225,0
2014-04-01,16695.574652814917,-5861.197897797841,0
2014-04-02,16265.615403491274,-9522.6701877928,0
2014-04-03,18211.431560107456,4999.636209218452,0
2014-04-04,17547.01139077301,4186.917627921076,0
2014-04-07,16078.164796888826,11626.161798310106,0
2014-04-08,16093.596373165556,-6250.389943435954,0
2014-04-09,15862.419561138535,-17362.94220610722,0
2014-04-10,17915.821854283593,6197.921422250627,0
2014-04-11,17148.77433327848,3090.4030853957174,0
2014-04-14,15661.189808288642,-6387.045935545786,0
2014-04-15,15919.729539424136,10234.984451078151,0
2014-04-16,16926.051289517218,-3261.261229862924,0
2014-04-17,17475.91710914588,-1154.5580857090663,0
2014-04-21,17733.64665489948,1157.4588395523256,0
2014-04-22,17664.065055908086,864.4898242617273,0
2014-04-23,16045.722965230856,2690.175967213685,0
2014-04-24,15995.911083871675,-4612.080055805197,0
2014-04-25,15929.099474391613,335.91341252185293,0
2014-04-28,15841.660721061353,159.62586275507897,0
2014-04-29,14877.999347467261,-3120.474309730313,0
2014-04-30,14886.274388625374,5277.352146594887,0
2014-05-01,15766.621510510218,3513.942046900692,0
2014-05-02,15616.38943756877,-2712.5920029920744,0
2014-05-05,14970.815502309697,-8824.420248517623,0
2014-05-06,15801.27615696549,6537.430582122318,0
2014-05-07,16406.557061003037,3981.68587977266,0
2014-05-08,15835.859451294727,1672.4259019300246,0
2014-05-09,15181.054425731973,989.5322110212356,0
2014-05-12,15890.293195466476,-9459.856555839371,0
2014-05-13,17194.965653375613,4315.692808229813,0
2014-05-14,17583.403833618097,2849.910082156355,0
2014-05-15,16224.117462217439,11523.29241123778,0
2014-05-16,18005.903049677094,-621.866617138241,0
2014-05-19,18182.150995887896,-2971.8683653673515,0
2014-05-20,18307.312621717312,3811.333130067804,0
2014-05-21,18140.84488768656,-3864.597976283757,0
2014-05-22,19263.517754861085,-10037.182386109114,0
2014-05-23,17787.23060626002,1098.2678695161344,0
2014-05-27,14594.415486953212,10619.255427900203,0
2014-05-28,15017.609879409389,8769.510474835235,0
2014-05-29,16027.269991900508,-838.1000815143298,0
2014-05-30,15925.334361575957,-858.3119156594485,0
2014-06-02,15095.909015177238,-1205.663850049035,0
2014-06-03,14572.597372309901,-3892.355737047203,0
2014-06-04,13978.595461485806,-1000.602126338058,0
2014-06-05,14237.943163892563,-6318.192676392318,0
2014-06-06,15233.316990917627,-4132.333610417172,0
2014-06-09,15411.83713913955,-1722.67431949877,0
2014-06-10,15501.795633596768,-3389.9065576110347,0
2014-06-11,14276.16274025622,1844.6632019245617,0
2014-06-12,13466.155029101683,3293.9187235174795,0
2014-06-13,13259.150310257242,-4423.250138030122,0
2014-06-16,13665.838189725822,1461.705771088909,0
2014-06-17,12918.82988068108,-4355.923805527034,0
2014-06-18,13372.805490991566,-3615.938460985417,0
2014-06-19,14254.58045542617,-23372.00387211681,0
2014-06-20,20212.979801472848,590.8782011675298,0
2014-06-23,19872.824281869085,-689.3681539911759,0
2014-06-24,20076.762127655744,5617.643351178869,0
2014-06-25,18234.74788110762,-1942.4887422215436,0
2014-06-26,19360.442912402206,3893.2915641230015,0
2014-06-27,18617.660444182082,-1651.2635270647502,0
2014-06-30,18693.229835605805,-6120.118948589075,0
2014-07-01,18222.18846718278,-7744.516953688802,0
2014-07-02,19194.28023522238,-4187.747525925727,0
2014-07-03,18903.14846095111,-781.4799766199931,0
2014-07-07,18713.07572293928,9037.796841034333,0
2014-07-08,18355.16299590129,4611.648233168853,0
2014-07-09,15704.516555702934,-4627.967601563548,0
2014-07-10,17056.602371361623,-1695.2951988813666,0
2014-07-11,15795.720318400723,778.37141922505,0
2014-07-14,15089.569001703914,11574.606219386264,0
2014-07-15,16165.000302418437,5673.734174264593,0
2014-07-16,15930.669744643534,-1593.2030637407715,0
2014-07-17,15708.900617400857,-1501.274916176556,0
2014-07-18,14792.31693978229,331.3759879575164,0
2014-07-21,14693.900503492834,94.7942968108198,0
2014-07-22,14220.607803793922,1815.3175424502044,0
2014-07-23,14569.121417741191,1392.8515747151207,0
2014-07-24,13695.531060169144,4118.842477156592,0
2014-07-25,13851.980008904951,-2694.5134657548297,0
2014-07-28,13998.880351096059,548.9119786428637,0
2014-07-29,13743.944132693201,5601.233319475432,0
2014-07-30,13696.08247174881,-3591.6629583277345,0
2014-07-31,12618.622212069078,12289.783769974474,0
2014-08-01,15292.730196088087,-333.0004752233235,0
2014-08-04,14675.339727962926,603.2664902419897,0
2014-08-05,12196.844864899755,4760.972398222066,0
2014-08-06,13012.393376795528,-7427.528361691282,0
2014-08-07,12987.426007427906,2379.0449846263136,0
2014-08-08,12997.420982074376,-2286.330434409636,0
2014-08-11,13459.089470561163,274.5079245382194,0
2014-08-12,12260.92390978316,-286.2435228905374,0
2014-08-13,12684.836974143585,-267.4981216911183,0
2014-08-14,12343.63099246643,612.0041132548786,0
2014-08-15,12638.417968706093,8301.572904196348,0
2014-08-18,13878.06180229845,-12918.723721781893,0
2014-08-19,13625.019185589239,-890.4703557881071,0
2014-08-20,12592.89964992773,603.5451411543318,0
2014-08-21,12934.4953022434,7125.659529620885,0
2014-08-22,12791.5824823333,298.19937175221185,0
2014-08-25,12865.266573201616,1503.4062703324507,0
2014-08-26,13063.62535539951,-2740.1413570142618,0
2014-08-27,13228.52335802648,1534.2133613275137,0
2014-08-28,12822.21613951993,-1110.035010432443,0
2014-08-29,12483.077089070652,-1702.4675282632086,0
2014-09-02,12433.764145665222,6975.50534001421,0
2014-09-03,11653.278405849189,-1560.4199833004582,0
2014-09-04,11719.680542442173,1504.934200165344,0
2014-09-05,11496.568443682343,-1434.5953049326654,0
2014-09-08,11206.643330113928,5983.885581751105,0
2014-09-09,10816.908645045043,3276.5531225243267,0
2014-09-10,11847.292078734234,-2305.0395615411467,0
2014-09-11,11441.716252506701,4354.028034387,0
2014-09-12,11113.443336489221,2850.8156750655558,0
2014-09-15,10601.332489582235,-635.3321129936171,0
2014-09-16,10541.609263125132,-3837.264988705211,0
2014-09-17,10940.066390225833,4357.925581849267,0
2014-09-18,11052.949289349996,-2668.7726086060666,0
2014-09-19,11773.112991716916,4665.06763816361,0
2014-09-22,11921.331940951679,8794.064017143864,0
2014-09-23,12410.448870374752,1585.2999998259438,0
2014-09-24,11344.08302265366,-3014.770035738035,0
2014-09-25,11632.51162967158,11917.149724945022,1
2014-09-26,11053.584318346337,-2193.6454978431284,0
2014-09-29,11736.00643175295,5992.421877515046,0
2014-09-30,12031.993223537418,-8280.65527013637,0
2014-10-01,10586.308654898266,10303.259477651054,0
2014-10-02,12125.739749137345,278.3544219815556,0
2014-10-03,12053.374768545335,5034.926010603504,0
2014-10-06,12672.208316099144,-2261.698615614831,0
2014-10-07,12257.568627913415,5077.15666330335,0
2014-10-08,11892.361707319766,-11701.988691867571,0
2014-10-09,15163.193818509877,5138.093749849948,0
2014-10-10,12915.156009038701,5134.536555859473,0
2014-10-13,12400.091375698858,-2098.3400408680527,0
2014-10-14,11989.761578594793,7189.426199441125,0
2014-10-15,12869.02764851463,3977.6119591636207,0
2014-10-16,12529.316530640646,-5003.740552939749,0
2014-10-17,12140.03634377126,-3292.494700540823,0
2014-10-20,12274.04110200563,-2180.0918523448327,0
2014-10-21,12105.848258395938,-8413.345336567985,0
2014-10-22,14404.01582461555,5004.440705891291,0
2014-10-23,13840.390801821408,263.7074020281252,0
2014-10-24,14561.037736761757,-2483.549560907572,0
2014-10-27,16132.320735034664,3335.8349959602306,0
2014-10-28,14550.690882959067,-6777.9771590645305,0
2014-10-29,16513.669259147875,5728.747514077892,0
2014-10-30,15637.614602781727,6419.40722604172,0
2014-10-31,16674.118029890964,3305.0272335600303,0
2014-11-03,17579.52196697068,3664.222241642181,0
2014-11-04,17243.3307152445,3524.5688018714623,0
2014-11-05,16626.21885011151,4999.242043384127,0
2014-11-06,16420.561201850032,-3337.2004037770207,0
2014-11-07,16053.4007210336,-9392.134009732308,0
2014-11-10,15945.307992926959,3817.8624925779386,0
2014-11-11,14948.29793153013,-7767.984206490636,0
2014-11-12,15473.34336865412,3305.2870931706293,0
2014-11-13,11426.106540577171,261.8138268574571,0
2014-11-14,10776.290167855803,-11741.470121973349,0
2014-11-17,11307.386667989469,-948.5918913054202,0
2014-11-18,11227.316779483957,-4598.189705684552,0
2014-11-19,11636.556300419994,3168.088862823181,0
2014-11-20,11314.711995802645,-5034.822517686975,0
2014-11-21,11619.285014295785,-2949.50957023109,0
2014-11-24,11748.98395242568,4029.198741284622,0
2014-11-25,11808.24563823457,175.99719583888282,0
2014-11-26,11229.344953759482,838.6006677411481,0
2014-11-28,11482.61188103089,19957.57088412162,1
2014-12-01,16249.456237580374,-19426.538763732475,0
2014-12-02,15090.80656474431,-228.6857813090373,0
2014-12-03,15149.068774835245,-6993.367587305484,0
2014-12-04,16292.551245472303,6864.34852686267,0
2014-12-05,16831.158606451994,1575.4917497412634,0
2014-12-08,15283.784691500285,2158.9220662482417,0
2014-12-09,15392.159220739895,-9478.240191566709,0
2014-12-10,15148.240698167618,8371.314143423853,0
2014-12-11,16188.480524058688,-3263.254150320457,0
2014-12-12,16389.279387357226,15040.095833101446,0
2014-12-15,17591.491712878797,15618.694313421647,0
2014-12-16,17504.113501776144,2206.1816148180037,0
2014-12-17,17674.695477987967,-6093.076713529159,0
2014-12-18,18217.562100609244,-16224.744210171306,0
2014-12-19,23241.000927493056,3649.480517755053,0
2014-12-22,24063.58936550354,8880.316038068979,0
2014-12-23,25304.34942754728,-6596.348461219893,0
2014-12-24,24933.970973927517,-6195.034396248519,0
2014-12-26,23719.968418043984,-10224.938083896684,0
2014-12-29,19290.707009824222,6655.690029594014,0
2014-12-30,19730.17592951591,-3192.9211806675776,0
2014-12-31,19829.756586686988,11951.947736691342,0
2015-01-02,19485.368449064666,2118.9964942388992,0
2015-01-05,19346.520917230504,5840.395238909179,0
2015-01-06,19465.18295234648,479.9697414043312,0
2015-01-07,18219.96440907846,2797.140172988654,0
2015-01-08,18452.66858577564,-6945.171262568954,0
2015-01-09,17806.205841890915,618.8669494250735,0
2015-01-12,17831.476492174206,-1516.4045843288095,0
2015-01-13,17205.04546111935,4006.817766067212,0
2015-01-14,17516.217222177132,6711.405313699715,0
2015-01-15,16912.662413073325,-6373.062989219165,0
2015-01-16,16726.254349377567,-9956.985947584077,0
2015-01-20,17811.110006652016,-8359.389768678,0
2015-01-21,17723.96440764327,-2636.842801149636,0
2015-01-22,16799.02270024164,-11977.265158922728,0
2015-01-23,19242.751681002523,18657.81108288331,0
2015-01-26,20253.006267900055,9555.904558312815,0
2015-01-27,20057.357328441813,-5509.065916882203,0
2015-01-28,20478.021870648558,11294.000225919235,0
2015-01-29,20812.08683931876,10435.75544973406,0
2015-01-30,20870.887645128612,-5950.171233682617,0
2015-02-02,19768.74628946712,3795.206412120545,0
2015-02-03,20157.009078958443,-4262.053923634235,0
2015-02-04,19083.57172410716,-6031.353256892486,0
2015-02-05,18515.23832520814,-526.8783762383646,0
2015-02-06,19238.377922451575,6700.404779848612,0
2015-02-09,18192.973760169716,-10788.691576555831,0
2015-02-10,16429.351846680744,-4765.573611077466,0
2015-02-11,17272.776203802856,7982.058093264403,0
2015-02-12,17161.184923753575,-4318.052327352243,0
2015-02-13,17372.886151347404,-8225.313045363062,0
2015-02-17,17190.959247300143,765.253995871959,0
2015-02-18,16048.71049490579,1946.6689743155348,0
2015-02-19,16734.79949729901,120.2372774488158,0
2015-02-20,16410.514074035727,-1062.8819235769547,0
2015-02-23,16215.905960115766,3773.855215147784,0
2015-02-24,15566.78635701775,4240.803052421116,0
