date,manual_linear,ref_linear,abs_err_linear,manual_irs,ref_irs,abs_err_irs,manual_straddle,ref_straddle,abs_err_straddle,manual_total,ref_total,abs_err_total
2006-02-10,-8612.555548661221,-8612.555548661221,0.0,3640.775936947888,3640.775936947888,0.0,-354.07303395328427,-354.07303395328427,0.0,-5325.852645666617,-5325.852645666617,0.0
2006-02-13,-5386.397813453888,-5386.397813453888,0.0,-726.6967785905435,-726.6967785905435,0.0,-278.69989318764965,-278.69989318764965,0.0,-6391.794485232082,-6391.794485232082,0.0
2006-02-14,5991.728554102638,5991.728554102638,0.0,2902.4249347874284,2902.4249347874284,0.0,-9.207743293551175,-9.207743293551175,0.0,8884.945745596515,8884.945745596515,0.0
2006-02-15,-2723.104381622974,-2723.104381622974,0.0,-724.5165024825837,-724.5165024825837,0.0,4349.157543035752,4349.157543035752,0.0,901.5366589301939,901.5366589301939,0.0
2006-02-16,5789.501767394484,5789.501767394484,0.0,-1451.211653714301,-1451.211653714301,0.0,-232.99300876560392,-232.99300876560392,0.0,4105.297104914579,4105.297104914579,0.0
2006-02-17,2944.038616632354,2944.038616632354,0.0,-3640.775936947888,-3640.775936947888,0.0,23.012198178278595,23.012198178278595,0.0,-673.7251221372553,-673.7251221372553,0.0
2006-02-21,-635.5757993180905,-635.5757993180905,0.0,2186.6539920428186,2186.6539920428186,0.0,-3.286341035348414,-3.286341035348414,0.0,1547.7918516893797,1547.7918516893797,0.0
2006-02-22,3418.412625584121,3418.412625584121,0.0,-2917.0008810168365,-2917.0008810168365,0.0,-108.91883000510916,-108.91883000510916,0.0,392.49291456217543,392.49291456217543,0.0
2006-02-23,-4143.383761767783,-4143.383761767783,0.0,2188.8465108031232,2188.8465108031232,0.0,-179.57909252706395,-179.57909252706395,0.0,-2134.1163434917235,-2134.1163434917235,0.0
2006-02-24,4146.673753480674,4146.673753480674,0.0,1455.5795365282393,1455.5795365282393,0.0,-146.73057624930425,-146.73057624930425,0.0,5455.522713759609,5455.522713759609,0.0
2006-02-27,-2938.450003223716,-2938.450003223716,0.0,726.6967785905435,726.6967785905435,0.0,-32.88062675776564,-32.88062675776564,0.0,-2244.633851390938,-2244.633851390938,0.0
2006-02-28,4222.475966690439,4222.475966690439,0.0,-2911.1607064071286,-2911.1607064071286,0.0,-174.1522481758584,-174.1522481758584,0.0,1137.1630121074522,1137.1630121074522,0.0
2006-03-01,1691.9090404977223,1691.9090404977223,0.0,2911.1607064071286,2911.1607064071286,0.0,-106.43307117048516,-106.43307117048516,0.0,4496.636675734366,4496.636675734366,0.0
2006-03-02,4477.444108478685,4477.444108478685,0.0,3622.5865733433748,3622.5865733433748,0.0,-50.297606461625946,-50.297606461625946,0.0,8049.733075360434,8049.733075360434,0.0
2006-03-03,-3804.006831488193,-3804.006831488193,0.0,2885.0411616707133,2885.0411616707133,0.0,-242.82446320739837,-242.82446320739837,0.0,-1161.7901330248778,-1161.7901330248778,0.0
