,VaR,VaR_nodrift,ES,ES_nodrift,actual_loss,exception,mu_deltaV,sigma_deltaV
2009-10-13,21162.734173351255,21308.998418398685,24266.69919854691,24412.96344359434,549.9759291732134,0,146.2642450474308,9159.85036295762
2009-10-14,21163.12025812248,21305.045875085074,24266.509537993785,24408.43515495638,-12752.621786604026,0,141.92561696259565,9158.151329310196
2009-10-15,21162.521325122336,21307.030510085755,24266.19969589829,24410.708880861708,2916.553677127701,0,144.50918496341785,9159.004441186897
2009-10-16,21153.653142146024,21302.586178095844,24256.684131436174,24405.617167385994,5466.901650359863,0,148.93303594982075,9157.09400808293
2009-10-19,21159.534271528733,21297.928113388687,24261.886746059427,24400.28058791938,-7312.646389916616,0,138.3938418599545,9155.091700191175
2009-10-20,21158.52159786208,21306.059988921275,24262.058598138505,24409.5969891977,10636.421174691444,0,147.53839105919644,9158.587254584965
2009-10-21,21170.675199899088,21308.252793466156,24274.531613996885,24412.109207563954,-5542.979491224137,0,137.57759356706694,9159.529849873206
2009-10-22,21176.208730575403,21306.914197190978,24279.870158689373,24410.575625304948,-4639.566268425014,0,130.7054666155744,9158.954443120796
2009-10-23,21172.83269758497,21308.701352245596,24276.754450782042,24412.623105442668,1843.15934354817,0,135.86865466062565,9159.722666598704
2009-10-26,21188.067784447336,21316.27899004643,24293.09333061701,24421.304536216106,8766.02303160341,0,128.21120559909554,9162.979977289591
2009-10-27,21240.16068260379,21345.323356400106,24349.416962455576,24454.579636251892,7645.702987218515,0,105.16267379631563,9175.464939954794
2009-10-28,21242.45588889498,21335.26566631659,24350.24712014896,24443.056897570572,14060.783657741082,0,92.80977742161252,9171.141558144298
2009-10-29,21259.144396570246,21345.96844109106,24368.494642373866,24455.31868689468,-20979.43394395315,0,86.82404452081283,9175.74223497939
2009-10-30,21251.838622548315,21370.110104627707,24364.705452181755,24482.976934261147,15474.11075333258,0,118.27148207939047,9186.119730024753
2009-11-02,21286.3377903252,21378.3492737287,24400.40477457051,24492.41625797401,-10586.86244411253,0,92.01148340350025,9189.66140545212
2009-11-03,21285.535324390024,21384.44734036658,24400.490580584752,24499.402596561307,-14155.836425214064,0,98.91201597655498,9192.282710161498
2009-11-04,21285.839611316966,21389.301706270802,24401.501976390784,24504.96407134462,-10420.736056503778,0,103.46209495383553,9194.369399756975
2009-11-05,21279.96239558462,21373.268516706103,24393.289293797257,24486.595414918742,-2625.4421518339127,0,93.30612112148441,9187.47739974975
2009-11-06,21279.654186494434,21376.23505177627,24393.413203613978,24489.994068895816,132.66600372610765,0,96.5808652818393,9188.752589545426
2009-11-09,21266.04723007955,21373.685956371908,24379.434934440716,24487.073660733073,-18819.78837944674,0,107.63872629235593,9187.656839665191
2009-11-10,21274.971050203385,21391.890612246614,24391.010527023365,24507.930089066595,1077.6363975248564,0,116.9195620432287,9195.482262542762
2009-11-11,21248.053035143475,21379.504942213367,24362.288359283823,24493.740266353714,-7672.753585466994,0,131.45190706989118,9190.158179170943
2009-11-12,21244.15983198118,21368.879755259404,24356.847443364517,24481.567366642743,15321.065578267837,0,124.71992327822767,9185.590854106396
2009-11-13,21268.474775908307,21382.855381937403,24383.19814024267,24497.578746271767,-7636.334995536517,0,114.38060602909604,9191.598393578006
2009-11-16,21261.573532692688,21368.61644706472,24374.222789414245,24481.265703786277,-7322.761814494317,0,107.04291437203179,9185.477668886926
2009-11-17,21260.950903627454,21393.95736323465,24377.29143273796,24510.297892345156,-29.74714391536924,0,133.00645960719712,9196.370672660225
2009-11-18,21261.8186289852,21393.981595084788,24378.162687816523,24510.325653916112,-3924.079969785956,0,132.16296609959028,9196.381088922732
2009-11-19,21253.959093285343,21392.825954475557,24370.13481628209,24509.001677472304,4249.195843866733,0,138.86686119021317,9195.884327186395
2009-11-20,21158.468095277305,21323.80646647007,24264.590127686653,24429.928498879417,-1477.6724290955503,0,165.33837119276524,9166.215725694907
2009-11-23,21153.073862259178,21296.677035337376,24255.244099106112,24398.84727218431,-11407.26780589615,0,143.60317307819713,9154.553913875865
2009-11-24,21155.86129770913,21307.060108263595,24259.543979889448,24410.742790443914,319.65134115931505,0,151.19881055446626,9159.01716421004
2009-11-25,21105.105042623534,21281.89518974748,24205.122089028664,24381.91223615261,-10815.400792461143,0,176.79014712394388,9148.199814493377
2009-11-27,21105.679268946413,21299.40852656134,24208.247387151227,24401.976644766153,14414.15682497259,0,193.72925761492803,9155.72806811756
2009-11-30,21119.85540954658,21307.04371292533,24223.53570350782,24410.72400688657,-4757.422292235972,0,187.18830337874846,9159.010116537398
2009-12-01,21108.75410071065,21281.031901713628,24208.64539667875,24380.92319768173,-15489.016348410849,0,172.27780100298094,9147.828722945338
2009-12-02,21096.576091373503,21287.675188157256,24197.435078472296,24388.53417525605,-10103.333762345525,0,191.09909678375254,9150.684394927057
2009-12-03,21092.08095135167,21271.869961776858,24190.637677737086,24370.426688162275,92.72115495661546,0,179.7890104251896,9143.890386792347
2009-12-04,21100.135514512916,21275.54732913211,24199.22790284881,24374.639717468002,21715.304423658014,1,175.41181461919388,9145.47113376329
2009-12-07,21177.457464557167,21328.884618528704,24284.31920354836,24435.746357519896,6177.152501358466,0,151.42715397153654,9168.39861163183
2009-12-08,21184.590452957287,21322.519529659538,24290.525024333925,24428.454101036175,18065.91054880993,0,137.9290767022512,9165.66252519343
2009-12-09,21212.767876183403,21340.27661963285,24321.289025546685,24448.79776899613,-4141.428182844006,0,127.50874344944464,9173.295558142396
2009-12-10,21207.94346570652,21339.883786788825,24316.407393262158,24448.34771434446,-2982.4165621809566,0,131.94032108230456,9173.126695674144
2009-12-11,21210.31039414166,21339.031519048356,24318.65017652601,24447.371301432708,5352.615090922548,0,128.7211249066983,9172.760341290958
2009-12-14,21233.15010573775,21344.607119405842,24342.3020552716,24453.759068939693,-7629.304567288553,0,111.45701366809266,9175.157059520292
2009-12-15,21223.65134873917,21348.148465436498,24333.319146742546,24457.816263439872,2068.795924119783,0,124.49711669732729,9176.67933659251
2009-12-16,21239.51157812288,21344.800816860494,24348.691742503477,24453.98098124109,-6962.622622313502,0,105.28923873761184,9175.240321983663
2009-12-17,21222.59280278452,21342.622416232276,24331.455651483346,24451.485264931103,33545.13261641036,1,120.02961344775865,9174.303918338908
2009-12-18,21300.06558190057,21379.513701766147,24414.30218199697,24493.750301862547,-11075.15284340909,0,79.4481198655781,9190.161944537627
2009-12-21,21263.63537694631,21366.847046331764,24376.02689475951,24479.238564144965,-302.9967952482216,0,103.21166938545565,9184.717077251988
2009-12-22,21286.57477652944,21365.43919673109,24398.761220606393,24477.625640808044,-6027.903919154597,0,78.86442020165003,9184.111901381093
2009-12-23,21247.118129395214,21340.947720070573,24355.737034281592,24449.56662495695,-4562.378787820981,0,93.82959067535974,9173.584036252318
2009-12-24,21215.63169755309,21329.210112987443,24322.54084953836,24436.119264972713,-13323.917785571011,0,113.57841543435345,9168.53852813459
2009-12-28,21200.471483448244,21332.287781172723,24307.82894249228,24439.64524021676,-2521.402389859484,0,131.81629772448025,9169.861489424955
2009-12-29,21204.429131634042,21325.117564077664,24310.742144447006,24431.430576890627,7789.591202336073,0,120.68843244362209,9166.779311916136
2009-12-30,21214.477652143938,21326.75567391356,24321.029279439772,24433.307301209396,3854.857502628852,0,112.27802176962278,9167.483467066008
2009-12-31,21212.855768954,21326.34532227668,24319.347622575635,24432.837175898316,-1944.3371802217089,0,113.48955332268123,9167.307073998805
2010-01-04,21222.846739206925,21315.899441738617,24327.816998654547,24420.86970118624,-16820.566374435795,0,93.05270253169283,9162.81682528982
2010-01-05,21233.948134017028,21346.49234877456,24343.37469458186,24455.91890933939,6260.4880378139815,0,112.54421475753023,9175.967441058561
2010-01-06,21236.76017489392,21339.940564078966,24345.232372886265,24448.41276207131,-14298.754864083778,0,103.18038918504666,9173.151101864969
2010-01-07,21234.088227738404,21343.511060661436,24343.080520401414,24452.503353324446,3964.13147754688,0,109.42283292303219,9174.685909544556
2010-01-08,21240.238582156562,21330.624506957425,24347.353761160488,24437.73968596135,-3916.4121855084622,0,90.38592480086358,9169.14651715711
2010-01-11,21222.459377376977,21329.50047333126,24329.41082456234,24436.45192051662,-10942.309170624529,0,107.04109595428383,9168.663341945567
2010-01-12,21218.201052805078,21319.542336109665,24323.70195271248,24425.043236017067,21141.325207434944,0,101.34128330458658,9164.382753761523
2010-01-13,21245.717458061652,21328.292246260295,24352.492909430737,24435.06769762938,-11500.247038251293,0,82.57478819864436,9168.143975480883
2010-01-14,21216.6383606887,21320.71085320473,24322.309472077806,24426.38196459384,-805.8407339322184,0,104.07249251603183,9164.88505056249
2010-01-15,21207.816000692354,21321.030266716993,24313.533639297388,24426.747905322027,14856.145544785646,0,113.21426602463843,9165.022353119784
2010-01-19,21191.513116696264,21258.277816574897,24288.089949775767,24354.8546496544,-6096.249625895052,0,66.76469987863265,9138.04769002561
2010-01-20,21114.850517680152,21212.418042559795,24204.74720879281,24302.314733672454,21865.157371088677,1,97.56752487964486,9118.334484392508
2010-01-21,21164.51156645371,21224.69676071263,24256.196831151683,24316.382025410603,15980.057929777631,0,60.185194258921314,9123.61259360818
2010-01-22,21196.496919442918,21240.45221790213,24290.47719524896,24334.432493708173,3571.8973920591625,0,43.95529845921344,9130.385208041864
2010-01-25,21216.17917202097,21237.638793458336,24309.749631706,24331.209253143366,-4336.22548195823,0,21.459621437366835,9129.175834123549
2010-01-26,21171.885336168663,21215.41402593858,24262.218435761963,24305.747125531878,2489.1631102743518,0,43.52868976991627,9119.622332788791
2010-01-27,21138.870139934774,21196.61501047856,24226.464889965588,24284.209760509373,5606.932726633714,0,57.74487054378534,9111.54141949556
2010-01-28,21127.16850809247,21190.563362296343,24213.881747695927,24277.2766018998,2155.7314249952105,0,63.39485420387339,9108.94006814577
2010-01-29,21138.760199523833,21195.087070942278,24226.132382975586,24282.45925439403,8854.998383317668,0,56.326871418446814,9110.884621966123
2010-02-01,21157.00388873936,21191.15832864294,24243.80379383008,24277.95823373366,-16822.671760357873,0,34.15443990357964,9109.195819382821
2010-02-02,21165.315168142042,21211.367164348954,24255.05878358459,24301.110779791503,-5774.725710349774,0,46.051996206912406,9117.882755645243
2010-02-03,21161.469195557478,21202.947330225106,24249.986339904335,24291.464474571963,1540.1640044428427,0,41.47813466762808,9114.263419853807
2010-02-04,21170.64240321931,21207.361987717362,24259.80260653051,24296.52219102856,32609.567907582183,1,36.71958449805223,9116.161097127922
2010-02-05,21295.37304851097,21276.37843921297,24394.586500097816,24375.591890799817,-2762.37649931984,0,-18.994609297997755,9145.82839335036
2010-02-08,21289.757889055752,21275.874068185993,24388.897871679077,24375.014050809317,3134.135018260815,0,-13.883820869759887,9145.611585265635
2010-02-09,21304.35733557513,21279.364934933594,24404.005813627446,24379.01341298591,-13925.349805261154,0,-24.992400641535696,9147.112163397802
2010-02-10,21307.28749874653,21287.86941931303,24408.174778433386,24388.756698999885,-196.2223718428304,0,-19.418079433502285,9150.767886806298
2010-02-11,21308.611669213093,21288.339675742576,24409.56744857701,24389.295455106494,-10260.513119551946,0,-20.271993470517856,9150.970030447323
2010-02-12,21290.130596711613,21290.902578600173,24391.459700089956,24392.231681978516,4724.279000165691,0,0.7719818885594805,9152.071715576272
2010-02-16,21228.65145518215,21252.577572005834,24324.397964872915,24348.3240816966,-17907.31079084747,0,23.926116823685163,9135.597392444295
2010-02-17,21248.81412257921,21298.0140210496,24351.17911080809,24400.37900927848,-680.9299447840185,0,49.19989847038906,9155.128628314382
2010-02-18,21258.296089094863,21301.723474993447,24361.201413151743,24404.628799050326,-4596.215400956397,0,43.42738589858469,9156.723167972546
2010-02-19,21181.303044735472,21180.14468246965,24266.498652343478,24265.340290077656,-535.8846611258473,0,-1.1583622658219923,9104.461511889007
2010-02-22,21089.772984750434,21123.367066529845,24166.69810818876,24200.29218996817,857.8708159416587,0,33.59408177941067,9080.055181015894
2010-02-23,21086.399526608002,21122.28236744379,24163.166647874667,24199.049488710454,17171.590575113078,0,35.88284083578819,9079.588914083866
2010-02-24,21106.678235293577,21129.21174181524,24184.454720551603,24206.988227073267,-1250.6839535634438,0,22.533506521662503,9082.56756334298
2010-02-25,21101.12663211988,21129.29798740305,24178.915680300048,24207.08703558322,-49.59969474730224,0,28.171355283172957,9082.604636726875
2010-02-26,21096.425050451428,21130.966465529888,24174.45713669699,24208.99855177545,-5241.040177735229,0,34.54141507845915,9083.321845939417
2010-03-01,21094.261265001896,21124.573618272254,24171.36214022057,24201.67449349093,-2310.8030216368097,0,30.312353270359367,9080.57382732665
2010-03-02,21095.438361415614,21119.133654308727,24171.746826895003,24195.442119788117,-10528.326275373898,0,23.695292893112608,9078.235413530403
2010-03-03,21095.19988509876,21125.796351135872,24172.478869113038,24203.07533515015,-5214.591041088704,0,30.5964660371138,9081.099429227064
2010-03-04,21093.86213352793,21127.324810394595,24171.363759826392,24204.826436693056,6225.007227209726,0,33.46267686666414,9081.756450163519
2010-03-05,21101.140530505298,21129.31301993867,24178.931768392555,24207.104257825926,-11157.22736976189,0,28.172489433371936,9082.611098587455
2010-03-08,21097.476474917672,21116.37880910061,24173.38365719229,24192.28599137523,3061.5170134274667,0,18.902334182938375,9077.051220384203
2010-03-09,21109.110410630376,21111.707397622882,24184.33713399461,24186.934120987116,308.0315164576234,0,2.5969869925078513,9075.04317527201
2010-03-10,21111.785944793424,21105.56466796314,24186.1178903906,24179.896613560315,2265.9355744759314,0,-6.221276830285547,9072.402671790873
2010-03-11,21108.614629736,21104.481641286693,24182.788816772256,24178.65582832295,-2897.877231102554,0,-4.132988449305998,9071.937123758038
2010-03-12,21108.342200997413,21104.708136711637,24182.54938038102,24178.915316095245,2387.488899985879,0,-3.6340642857748264,9072.034484701977
2010-03-15,21080.379086148132,21091.825187107366,24152.709676862112,24164.155777821346,-91.640809593893,0,11.446100959232623,9066.496641566808
2010-03-16,21081.024861597292,21074.788656783323,24150.873834300033,24144.637629486064,-12082.55930815429,0,-6.236204813968243,9059.173347181582
2010-03-17,21069.899420817103,21091.430249516958,24142.172483136565,24163.70331183642,2365.0307577970925,0,21.530828699856933,9066.3268743558
2010-03-18,21060.675757012406,21088.16789733448,24132.473610367306,24159.96575068938,-2247.0719494889136,0,27.492140322073013,9064.924525111785
2010-03-19,21058.764914486306,21087.582108661867,24130.477439215418,24159.29463339098,12309.992724285752,0,28.81719417555943,9064.672718974298
2010-03-22,21091.93656901859,21092.439162056042,24164.356594098732,24164.859187136182,8388.872845751328,0,0.502593037449877,9066.760563809705
2010-03-23,21091.823938145135,21082.575651316794,24162.807199668438,24153.558912840097,-3092.7588054317257,0,-9.24828682834164,9062.520651606843
2010-03-24,21094.391489021596,21078.66550201721,24164.80518052425,24149.079193519865,4632.27162141751,0,-15.72598700438514,9060.83984137927
2010-03-25,21146.249881044307,21109.47266678603,24221.151083413977,24184.3738691557,-5859.729173342868,0,-36.77721425827488,9074.082557618138
2010-03-26,21150.535526902306,21108.555472106116,24225.30312654923,24183.32307175304,-6903.403255998255,0,-41.98005479618904,9073.68829384953
2010-03-29,21148.994281518888,21119.73806559292,24225.390788277844,24196.134572351875,-4825.569357616841,0,-29.25621592597052,9078.495224752507
2010-03-30,21071.11629540626,21074.78556475725,24140.964817710512,24144.634087061502,4696.065904172033,0,3.6692693509908665,9059.172018048435
2010-03-31,21053.130230866063,21065.11148118115,24121.56958243026,24133.550832745346,-3054.0427112307725,0,11.981250315085312,9055.013532688592
2010-04-01,21040.25349146723,21065.694008477956,24108.777696590474,24134.2182136012,-12718.073219320784,0,25.440517010726197,9055.26393689654
2010-04-05,21027.388330807455,21041.64842344313,24092.409947329725,24106.6700399654,-11254.407427150236,0,14.2600926356739,9044.927741995018
2010-04-06,21029.614097278474,21038.97510470166,24094.246306109595,24103.607313532782,2215.35459640624,0,9.361007423187715,9043.778593679195
2010-04-07,21023.96263213236,21037.73162464091,24088.41371003737,24102.18270254592,1137.022585343948,0,13.768992508549683,9043.244073423379
2010-04-08,20996.554189400307,21028.129437312764,24059.60656929771,24091.181817210167,-3108.7880718223905,0,31.575247912456252,9039.11649326424
2010-04-09,20986.968707521384,21026.435483116726,24049.774338394007,24089.24111398935,-9076.68495583145,0,39.46677559534196,9038.38833295127
2010-04-12,20974.45993155077,21034.482735038593,24038.437761511494,24098.460564999317,2226.9670786243214,0,60.02280348782317,9041.847511181519
2010-04-13,20975.830200059772,21028.913445317186,24038.996782106773,24092.080027364187,2705.7675297955243,0,53.08324525741259,9039.453505631638
2010-04-14,20977.028290038554,21028.74633307909,24040.170529761617,24091.888572802152,-8853.343343529225,0,51.7180430405368,9039.38167104492
2010-04-15,20976.709684684967,21025.871290322553,24039.433132685066,24088.594738322652,-443.4097983579845,0,49.16160563758713,9038.145809981912
2010-04-16,20976.732882805893,21025.86827299397,24039.45589128827,24088.591281476347,21985.39975233937,1,49.13539018807417,9038.1445129581
2010-04-19,21002.46886384204,21042.325917797807,24067.589167254253,24107.44622121002,-2487.8718540411546,0,39.85705395576643,9045.21896858337
2010-04-20,21000.362450928176,21022.04647738048,24062.52875938718,24084.212785839485,-2691.018548600904,0,21.684026452304245,9036.501682298021
2010-04-21,20987.653347464162,21020.166279648012,24049.545777823056,24082.058710006906,627.9061487917693,0,32.51293218384869,9035.69346365048
2010-04-22,20973.750827290445,21016.766314530254,24035.14800336262,24078.16349060243,2003.3848208105017,0,43.01548723980934,9034.231960340636
2010-04-23,20977.703133527328,21018.347950059502,24039.330697779602,24079.975514311776,-13593.923084055452,0,40.644816532175525,9034.911839539656
2010-04-26,20975.575143763053,21027.68074465456,24038.562165059793,24090.6677659513,3942.02835797794,0,52.105600891508246,9038.923618989842
2010-04-27,20965.847023553808,20990.9865991833,24023.489009765563,24048.628585395054,11057.412262751172,0,25.13957562949271,9023.150335088185
2010-04-28,20969.0428318684,20992.49430544986,24026.904437389694,24050.355910971157,-6873.139280363013,0,23.45147358146331,9023.798435178196
2010-04-29,20948.296635931987,20984.399693052845,24004.979143624303,24041.08220074516,-2841.1532817715224,0,36.10305712085859,9020.318898653439
2010-04-30,20947.356022083513,20988.326530748123,24004.61053070363,24045.58103936824,4798.30438919697,0,40.97050866461157,9022.00688252683
2010-05-03,20947.514073300183,20988.315284306333,24004.76694371275,24045.5681547189,-6247.918124505558,0,40.80121100615051,9022.002048150202
2010-05-04,20926.746687097504,20981.301303756798,23982.977869400398,24037.532486059692,14148.033144522524,0,54.55461665929237,9018.987030221111
2010-05-05,20934.586358703007,20986.977214429604,23991.644319809326,24044.035175535922,6064.913489644011,0,52.39085572659681,9021.426867674547
2010-05-06,20945.058561714224,20988.84872480753,24002.389135481324,24046.17929857463,2334.445848027633,0,43.79016309330483,9022.231351990418
2010-05-07,20953.142452769116,20988.98616057368,24010.493046051113,24046.336753855678,-4051.598829553359,0,35.84370780456386,9022.290429898621
2010-05-10,20931.008917446637,20976.577169583168,23986.55196101296,24032.12021314949,-8315.493098446972,0,45.5682521365306,9016.95632181918
2010-05-11,20934.53067436016,20990.51609761878,23992.104125187387,24048.089548446005,-9865.4735591011,0,55.98542325861976,9022.948086073853
2010-05-12,20923.314847649435,20990.984114047817,23980.956471865124,24048.625738263505,-4875.053493292259,0,67.66926639837997,9023.14926683201
2010-05-13,20912.2671950719,20994.280354505725,23970.388964571524,24052.402124005348,8781.785817730417,0,82.01315943382488,9024.566183233332
2010-05-14,20938.060178887918,20997.534686716008,23996.655989126706,24056.130496954796,13966.581075266353,0,59.47450782809196,9025.965085025535
2010-05-17,20968.581488092917,21008.05528264597,24028.70977588741,24068.183570440466,2654.007425076259,0,39.47379455305507,9030.487450767718
2010-05-18,20938.711270851883,20991.052774802305,23996.362896503415,24048.704400453837,10815.214344540684,0,52.34150395042124,9023.178781228913
2010-05-19,20960.984504082713,20989.261170083144,24018.375156492886,24046.651822493317,11113.666090449027,0,28.27666600043105,9022.408645025658
2010-05-20,20970.364453989958,20991.341506299297,24028.05813757639,24049.03518988573,11386.968196763592,0,20.97705230933971,9023.302894866521
2010-05-21,21001.016703780995,21003.740513539273,24060.516482804873,24063.24029256315,4737.382422679388,0,2.7238097582759906,9028.632711347682
2010-05-24,20966.297674663405,20992.794894127575,24024.20306529014,24050.70028475431,-2988.370557174233,0,26.497219464170712,9023.927645723646
2010-05-25,20978.338825138126,20997.154405042955,24036.879241829563,24055.694821734392,1572.866066446817,0,18.815579904827487,9025.80161778261
2010-05-26,20971.180908146165,20975.424803370464,24026.55609284131,24030.79998806561,-2597.752253013519,0,4.243895224297688,9016.46096760945
2010-05-27,20979.386854294116,20961.037543025188,24032.666325617694,24014.317014348766,-15231.14991257148,0,-18.34931126892782,9010.276483979198
2010-05-28,20986.59862883103,20986.075660177306,24043.525265469983,24043.00229681626,3058.7338613029697,0,-0.5229686537251439,9021.039327073953
2010-06-01,20998.92745605374,20982.27560075936,24055.300558861803,24038.64870356742,-814.250481652482,0,-16.651855294382997,9019.405839898474
2010-06-02,21007.140618236255,20984.381420428002,24063.82046425545,24041.061266447196,-4564.442796645011,0,-22.75919780825403,9020.311044013535
2010-06-03,20986.321578211635,20983.605857392457,24042.888452213563,24040.172731394385,7100.1666247398825,0,-2.715720819177264,9019.97766178631
2010-06-04,20999.991665080313,20989.267706784496,24057.383269655955,24046.659311360138,12799.944916373928,0,-10.723958295816061,9022.411454881152
2010-06-07,21005.668626660976,20992.820166447582,24063.577698568075,24050.72923835468,-7520.491924015329,0,-12.84846021339375,9023.938509240788
2010-06-08,20998.34926914835,20992.608858627016,24056.22756100321,24050.487150481873,833.9022893672391,0,-5.740410521337054,9023.847676815027
2010-06-09,20952.263773071565,20969.584244751975,24006.788195599318,24024.10866727973,422.1081982604237,0,17.32047168041136,9013.950354865903
2010-06-10,20960.514158469505,20965.166158944256,24014.395022648987,24019.047023123738,-4726.415941515808,0,4.652000474749045,9012.051203901845
2010-06-11,20957.430878031577,20969.20127846966,24011.89951595966,24023.669916397743,71.81801249947239,0,11.770400438081737,9013.785733621338
2010-06-14,20938.333939965276,20969.82519667784,23992.89346063964,24024.384717352204,-3134.0425158205594,0,31.49125671256523,9014.053930057109
2010-06-15,20932.05335934876,20968.87786479345,23986.474887378954,24023.299392823643,-12552.559792707218,0,36.824505444689805,9013.64671156027
2010-06-16,20940.27211802589,20985.520770590654,23997.117926939572,24042.366579504338,2836.544560390382,0,45.24865256476593,9020.800803165794
2010-06-17,20946.12552282369,20980.31148924612,24002.21252427105,24036.39849069348,-5234.440115936748,0,34.18596642242912,9018.561550213704
2010-06-18,20919.667005524447,20979.260371173164,23975.600896362303,24035.19426201102,-6015.789014111371,0,59.59336564871903,9018.109718359714
2010-06-21,20849.503775531633,20938.176257067706,23899.453168610813,23988.125650146885,12184.55333645458,0,88.67248153607342,9000.449369895106
2010-06-22,20882.582160695132,20951.65032310267,23934.494247135048,24003.562409542585,3752.14370167876,0,69.06816240753851,9006.241309348925
2010-06-23,20859.18485512506,20939.47417539107,23909.323308853745,23989.612629119758,5342.234382852591,0,80.28932026601296,9001.007290891295
2010-06-24,20861.921210806915,20938.76075778272,23911.955744902156,23988.79529187796,-82.17056412368856,0,76.83954697580226,9000.700622393297
2010-06-25,20874.954467780175,20934.62673209832,23924.386821008644,23984.05908532679,-6586.8299567416925,0,59.67226431814413,8998.923577037987
2010-06-28,20873.265964528604,20941.061820488107,23923.635681818196,23991.4315377777,14041.203947839818,0,67.79585595950185,9001.689753353057
2010-06-29,20890.322319462208,20945.11707075344,23941.28274283497,23996.077494126203,10262.898116459157,0,54.79475129123341,9003.432936438694
2010-06-30,20921.853360839115,20962.528506221774,23975.350012600986,24016.025157983644,-1815.5936446983587,0,40.67514538265753,9010.917386921197
2010-07-01,20923.310787281443,20962.51062881022,23976.80483493874,24016.004676467517,18326.19664588318,0,39.19984152877976,9010.909702167015
2010-07-02,20912.741970390856,20955.930634532062,23965.277546340363,24008.46621048157,-9502.368832535674,0,43.188664141204185,9008.081236849517
2010-07-06,20912.838966938863,20955.739997850324,23965.34677388764,24008.2478047991,10444.991833183603,0,42.90103091145983,9007.999290084863
2010-07-07,20916.90352231821,20953.97002320979,23969.153506760653,24006.22000765223,-12436.782091601006,0,37.0665008915782,9007.238451750973
2010-07-08,20925.554145221944,20972.64649029873,23980.524628277228,24027.616973354015,-2429.112550306383,0,47.09234507678862,9015.266686606708
2010-07-09,20925.805525917167,20972.366249950745,23980.73518789669,24027.29591193027,-6845.169083297278,0,46.560724033575966,9015.146222960186
2010-07-12,20923.727609538255,20973.96935064389,23978.890786410673,24029.132527516307,4774.14353081615,0,50.2417411056355,9015.835329138601
2010-07-13,20934.817883301712,20972.71356366694,23989.798136566977,24027.693816932206,-14323.40138899743,0,37.895680365229616,9015.295518652405
2010-07-14,20933.04808533677,20986.095570640522,23989.977622223785,24043.025107527537,5157.171767324676,0,53.0474853037509,9021.047885752316
2010-07-15,20911.759764372262,20978.706516827217,23967.61297828269,24034.559730737645,800.9722588044006,0,66.9467524549544,9017.87163945839
2010-07-16,20897.402597845914,20981.22889411143,23953.623232632577,24037.449528898094,13420.747687879766,0,83.82629626551763,9018.955904332255
2010-07-19,20929.574698562334,21000.22568948472,23988.562492427605,24059.21348334999,2084.47021668453,0,70.6509909223873,9027.121834967682
2010-07-20,20935.920507006875,20995.35794338665,23994.19924297354,24053.636679353316,-3875.026284709405,0,59.43743637977749,9025.029393784493
2010-07-21,20932.865631146502,20985.764265046393,23989.746908563193,24042.645542463084,12891.366951703523,0,52.89863389989079,9020.905471284632
2010-07-22,20956.101115862206,20994.071467529102,24014.19245794066,24052.162809607555,-13590.994113563143,0,37.970351666894246,9024.476391427492
2010-07-23,20958.864846017324,21014.49207413013,24019.930745953363,24075.557974066167,-1601.221268770677,0,55.62722811280308,9033.25435917208
2010-07-26,20954.472648489045,21013.567730692328,24015.403904381954,24074.498986585237,-1550.8132795364354,0,59.09508220328321,9032.857022450384
2010-07-27,20945.686959628183,21014.62270517924,24006.771887873285,24075.707633424343,7145.980081634589,0,68.9357455510589,9033.310512016018
2010-07-28,20966.46716423432,21022.052162139935,24028.634300761078,24084.219298666692,3647.4067558245633,0,55.58499790561351,9036.504125939196
2010-07-29,20967.316118894596,21021.994151320367,24029.47480530317,24084.15283772894,-12613.049596132683,0,54.67803242577109,9036.479189505477
2010-07-30,20968.197425799357,21018.674938737884,24029.872620700495,24080.35013363902,1362.0072972984017,0,50.47751293852574,9035.05239834517
2010-08-02,20945.657288954913,21013.557767055787,24006.587093499485,24074.48757160036,-11528.428650122089,0,67.90047810087393,9032.85273949827
2010-08-03,20915.56715263699,21013.353059831905,23976.46713860207,24074.253045796984,833.9796798100897,0,97.78590719491316,9032.764744393942
2010-08-04,20910.146009188014,21013.81344929509,23971.113057563234,24074.78049767031,-7021.074454898751,0,103.66744010707278,9032.962646637334
2010-08-05,20905.10965268459,21014.730590613453,23966.210296009674,24075.831233938537,2484.321944036929,0,109.6209379288613,9033.356887468037
2010-08-06,20902.182642538166,21014.375522816714,23963.23156508309,24075.424445361637,1630.529481120684,0,112.19288027854678,9033.204258619746
2010-08-09,20896.177377370575,21016.051966758754,23957.470498317536,24077.345087705715,-1571.3842784366025,0,119.87458938817832,9033.924892004265
2010-08-10,20895.489744728675,21016.689224865262,23956.8756915718,24078.075171708388,5634.196565389714,0,121.19948013658689,9034.198822706383
2010-08-11,20897.470390158254,21016.726967781506,23958.86183480516,24078.118412428412,13165.561362622604,0,119.25657762324968,9034.215046813133
2010-08-12,20918.62395612166,21028.67744864338,23981.75616182646,24091.809654348177,969.3203270604808,0,110.05349252171848,9039.35206049678
2010-08-13,20914.32107361704,21026.026760069966,23977.06716804326,24088.772854496186,4881.146183479279,0,111.70568645292614,9038.212639947089
2010-08-16,20913.13656736064,21025.919681826468,23975.867064285925,24088.65017875175,3262.083951074327,0,112.78311446582765,9038.166611472718
