,VaR_MC_GARCH_COPULA,actual_loss,exception
2011-09-07,23320.518912515927,17593.074371436014,0
2011-09-08,23029.288623390723,-17881.396636449732,0
2011-09-09,20494.33999169703,19989.835610968265,0
2011-09-12,22202.193381458655,24186.44632487322,1
2011-09-13,23291.32284862342,-16076.958534110663,0
2011-09-14,24192.226236748764,-237.9589173408026,0
2011-09-15,26966.088011633427,4724.001339725921,0
2011-09-16,27103.754816469092,-11561.624713249072,0
2011-09-19,26040.375950990572,26984.974596971133,1
2011-09-20,27966.46812917678,-7495.117295158954,0
2011-09-21,24755.85434803273,22070.73915713287,0
2011-09-22,20108.443203652645,42893.284943382096,1
2011-09-23,23925.293407460034,36706.10229213702,1
2011-09-26,23374.394367032786,-553.3339766559357,0
2011-09-27,24120.533123168727,-21918.50995230995,0
2011-09-28,23519.78846743371,22209.409821778183,0
2011-09-29,24314.164866103383,-3000.240414916208,0
2011-09-30,22395.715253094615,7525.588424643004,0
2011-10-03,20366.236173624537,3717.179345416285,0
2011-10-04,23303.311644820144,18621.98993997145,0
2011-10-05,24252.65322256069,-37377.325837398006,0
2011-10-06,26204.98080437235,-14816.578902516883,0
2011-10-07,25517.31433257407,115.11525697069736,0
2011-10-10,27425.39020343613,-22674.530699238,0
2011-10-11,27690.910610628183,-8397.927725122187,0
2011-10-12,28955.683627453214,-12038.315022116269,0
2011-10-13,28240.316246575698,5752.4277557283685,0
2011-10-14,28396.011398110768,-13791.843947605284,0
2011-10-17,27754.733529068093,11148.881631150422,0
2011-10-18,28744.43483211509,-217.8654948697167,0
2011-10-19,27525.16356716161,13440.276070840408,0
2011-10-20,26082.511204747567,6887.972805468746,0
2011-10-21,28599.884083381705,-16644.176973175956,0
2011-10-24,28827.460627252447,-14642.475742978084,0
2011-10-25,28857.343881612745,-8370.662579692056,0
2011-10-26,29042.798385293856,-17103.491535936653,0
2011-10-27,29611.75437132803,-37176.74980974755,0
2011-10-28,34065.41142275997,-1278.617885938549,0
2011-10-31,33061.04906803155,33005.03001927685,0
2011-11-01,33833.57030554953,27357.968721090976,0
2011-11-02,36644.6078882888,-10647.51492903244,0
2011-11-03,24293.467204834367,-24683.5596887168,0
2011-11-04,24691.799981521228,5799.0518694113525,0
2011-11-07,24612.608734267313,-19902.80009951525,0
2011-11-08,25816.86806157493,-2400.9161992502177,0
2011-11-09,24046.394087631485,28680.480060429458,1
2011-11-10,23678.99611142455,4858.754728234575,0
2011-11-11,23648.43299458307,-21897.22943713241,0
2011-11-14,23282.716176989827,2019.464548425108,0
2011-11-15,23624.121761129252,-1049.4420299077278,0
2011-11-16,22620.755593063503,19242.92508265286,0
2011-11-17,22106.06427524357,30251.87682818677,1
2011-11-18,22826.576140611312,-4243.533292840983,0
2011-11-21,21859.912618329585,25091.82645083773,1
2011-11-22,22268.98962271832,-4331.421394913015,0
2011-11-23,21513.913563945367,8837.593194748722,0
2011-11-25,21686.470328565287,2475.2045177087584,0
2011-11-28,21147.5518338427,-19416.100072841797,0
2011-11-29,20545.414744842295,-3054.356024838221,0
2011-11-30,22713.809966408015,-29635.23117436188,0
2011-12-01,24647.27104328515,-2321.4287974623767,0
2011-12-02,23363.37098999539,3056.40163867258,0
2011-12-05,24655.631949056766,10729.98341090058,0
2011-12-06,23527.31954994001,-6027.448003699405,0
2011-12-07,23365.493858178063,-3475.984397686505,0
2011-12-08,21053.563188521683,23585.274594795,1
2011-12-09,22484.725782432874,-8807.079634300579,0
2011-12-12,20673.1059053116,27721.85906987697,1
2011-12-13,19164.045100808118,28640.392303686054,1
2011-12-14,20163.23459626255,34215.11548480536,1
2011-12-15,21098.613079627903,3425.6177361700084,0
2011-12-16,24415.818329372854,-10425.04982151047,0
2011-12-19,22874.692897583565,6534.222655773823,0
2011-12-20,24115.457264703837,-23678.78038391277,0
2011-12-21,26622.104200490292,-4786.1522754234775,0
2011-12-22,27240.46297542153,4218.575907900542,0
2011-12-23,26029.27286633911,-8691.198912627406,0
2011-12-27,26735.657485146767,7077.65268913862,0
2011-12-28,24775.53178927955,29479.716429453096,1
2011-12-29,25920.2542816246,4044.395043362281,0
2011-12-30,24799.64402172674,-14490.533652173672,0
2012-01-03,20712.295918065483,-27660.311675559984,0
