,VaR_MC,actual_loss,exception
2013-04-15,16330.977271863287,69834.8181537307,True
2013-04-16,17343.071128946,-11822.690080829148,False
2013-04-17,16610.927765464337,3293.9499313824376,False
2013-04-18,16282.822073589756,-1069.9710196143783,False
2013-04-19,16304.202364080813,-8075.953988227437,False
2013-04-22,17145.095068898576,-11706.146346223764,False
2013-04-23,18069.36911628715,-849.4355649462445,False
2013-04-24,17798.20598703316,-4797.891396706194,False
2013-04-25,19338.646424908962,-18335.81644774851,False
2013-04-26,18450.97590861692,1209.0667096336356,False
2013-04-29,19479.232742225246,-9645.834929320308,False
2013-04-30,19476.846210435462,-3940.0483200614,False
2013-05-01,18685.666538627207,11891.423509965754,False
2013-05-02,19448.2847735478,-7030.711399346435,False
2013-05-03,20790.023350376934,-10432.481321071811,False
2013-05-06,20776.96272371833,-3872.4121108166114,False
2013-05-07,20971.66936546374,5583.524617808247,False
2013-05-08,21687.25367679103,-11655.548038569545,False
2013-05-09,22025.742326775024,7534.504009487737,False
2013-05-10,22266.789176805007,620.343369495833,False
2013-05-13,22010.89953879831,5460.420084305752,False
2013-05-14,23054.60406874573,-5589.835859497504,False
2013-05-15,22875.35943148705,13699.181349425678,False
2013-05-16,22850.01350501078,11313.342619222616,False
2013-05-17,23461.739728101045,3002.5766440689767,False
2013-05-20,23071.39293095247,-19623.40016911803,False
2013-05-21,22660.505552559585,10296.852268117127,False
2013-05-22,23078.945142769175,3248.3036587537754,False
2013-05-23,22892.385777783624,-8597.39028015282,False
2013-05-24,23282.73377847073,3697.4177560646176,False
2013-05-28,15671.879049683794,-10688.302022703763,False
2013-05-29,16037.166780559253,-134.63555958653797,False
2013-05-30,15592.04129523544,-13142.47179591572,False
2013-05-31,15477.539773698356,18223.00376915767,True
2013-06-03,15261.86776560672,-12124.041561257576,False
2013-06-04,15306.065276995207,7635.36250876972,False
2013-06-05,14745.42394284377,8768.073074253532,False
2013-06-06,14947.817985411757,-8731.548993714823,False
2013-06-07,15783.41800663074,-1080.9832821073103,False
2013-06-10,15345.085914992856,-6983.813746871408,False
2013-06-11,15491.002933182517,6992.005766552778,False
2013-06-12,14695.364451215799,-5553.177848088932,False
2013-06-13,15125.746429914154,-1051.6159451219046,False
2013-06-14,14859.755788816483,2275.127661184081,False
2013-06-17,14801.855071161837,-2549.2288882305265,False
2013-06-18,15851.556606718472,3921.505067180622,False
2013-06-19,14798.376924746042,5819.43574140979,False
2013-06-20,13902.962485124595,35196.51388483823,True
2013-06-21,13899.552793835956,-11181.334061335288,False
2013-06-24,13543.254777039514,7297.626140346862,False
2013-06-25,13497.805066535515,-1955.229082412768,False
2013-06-26,13424.122919623072,26615.983472674317,True
2013-06-27,13694.026096864196,14368.770925583283,True
2013-06-28,13679.935391155272,-16183.873451341116,False
2013-07-01,13726.07903451321,-8633.204146108596,False
2013-07-02,13378.231371724727,6114.065306792175,False
2013-07-03,13742.803480130746,-3988.175203822992,False
