,pnl,actual_loss,VaR_HistSim,ES_HistSim,tail_scenarios,snapshot_date,current_portfolio_value,exception
2009-09-02,5254.259466223884,-5254.259466223884,37654.80638056551,44862.704848828165,5,2009-09-01,1308190.607490708,0
2009-09-03,8722.593589537544,-8722.593589537544,37907.51031797612,45200.2407638127,5,2009-09-02,1313444.8669569318,0
2009-09-04,11503.4332844764,-11503.4332844764,38458.071892272215,45865.26330088042,5,2009-09-03,1322167.4605464693,0
2009-09-08,6861.659646335058,-6861.659646335058,39312.337090212386,46815.273372452146,5,2009-09-04,1333670.8938309457,0
2009-09-09,1911.1934563019313,-1911.1934563019313,40125.779446773,47697.35130271902,5,2009-09-08,1340532.5534772808,0
2009-09-10,-1174.3725142658222,1174.3725142658222,40757.836658225395,48390.98064117017,5,2009-09-09,1342443.7469335827,0
2009-09-11,4190.767239381559,-4190.767239381559,41771.26403685659,49674.05584084396,5,2009-09-10,1341269.3744193169,0
2009-09-14,3453.1338904404547,-3453.1338904404547,41963.73418612848,49924.05504270476,5,2009-09-11,1345460.1416586984,0
2009-09-15,9563.718713760842,-9563.718713760842,42409.0240375218,50372.87871902036,5,2009-09-14,1348913.275549139,0
2009-09-16,11376.42246767017,-11376.42246767017,43053.40210523596,51145.103643763534,5,2009-09-15,1358476.9942628997,0
2009-09-17,-6249.04127320298,6249.04127320298,44386.092718870845,53031.49193403707,5,2009-09-16,1369853.41673057,0
2009-09-18,638.895385263022,-638.895385263022,44447.58963817195,53019.10711734858,5,2009-09-17,1363604.375457367,0
2009-09-21,-3378.0337063095067,3378.0337063095067,44540.125679996796,53078.11029791492,5,2009-09-18,1364243.27084263,0
2009-09-22,9316.89461587905,-9316.89461587905,44540.84557720623,52957.43815069595,5,2009-09-21,1360865.2371363204,0
2009-09-23,-9921.617292106617,9921.617292106617,45489.639245925704,54283.47997781392,5,2009-09-22,1370182.1317521995,0
2009-09-24,-14232.218812128063,14232.218812128063,45157.23670645617,53459.39156365567,5,2009-09-23,1360260.5144600929,0
2009-09-25,-7616.080095439684,7616.080095439684,44681.7167241578,52144.432078292266,5,2009-09-24,1346028.2956479648,0
2009-09-28,5624.105354885571,-5624.105354885571,34701.808635497,43173.28969999137,5,2009-09-25,1338412.2155525251,0
2009-09-29,271.05210771458223,-271.05210771458223,39104.28685413813,46685.45264440472,5,2009-09-28,1344036.3209074107,0
2009-09-30,7342.333660513861,-7342.333660513861,38987.61536328541,46554.93534360528,5,2009-09-29,1344307.3730151253,0
2009-10-01,-17605.36003926443,17605.36003926443,39094.86177509744,46680.600415374574,5,2009-09-30,1351649.7066756391,0
2009-10-02,5256.150596638909,-5256.150596638909,37830.37170217186,45182.998633156065,5,2009-10-01,1334044.3466363747,0
2009-10-05,10162.805222717347,-10162.805222717347,37826.29659002181,45127.20299511585,5,2009-10-02,1339300.4972330136,0
2009-10-06,16670.12330617709,-16670.12330617709,38626.08138861647,46099.69246191685,5,2009-10-05,1349463.302455731,0
2009-10-07,-2757.161752847256,2757.161752847256,39656.52610680391,47391.513046730586,5,2009-10-06,1366133.425761908,0
2009-10-08,12682.914694890846,-12682.914694890846,39802.50059330091,47560.746790631485,5,2009-10-07,1363376.2640090608,0
2009-10-09,3798.4173733436037,-3798.4173733436037,40467.71846045274,48348.39040063098,5,2009-10-08,1376059.1787039516,0
2009-10-12,6321.751566609135,-6321.751566609135,40650.409781977534,48497.99339285041,5,2009-10-09,1379857.5960772953,0
2009-10-13,-549.9759291731752,549.9759291731752,41081.39727533911,49004.376882687255,5,2009-10-12,1386179.3476439044,0
2009-10-14,12752.621786603937,-12752.621786603937,41152.7765174082,49069.261836708385,5,2009-10-13,1385629.3717147312,0
2009-10-15,-2916.5536771276966,2916.5536771276966,42392.17569795856,50551.585022098894,5,2009-10-14,1398381.9935013351,0
2009-10-16,-5466.901650359621,5466.901650359621,42618.62864566874,50709.71469697748,5,2009-10-15,1395465.4398242075,0
2009-10-19,7312.646389916539,-7312.646389916539,42130.000173246255,50073.34671256328,5,2009-10-16,1389998.5381738478,0
2009-10-20,-10636.421174691524,10636.421174691524,43031.5814342245,51203.04285731753,5,2009-10-19,1397311.1845637644,0
2009-10-21,5542.979491224047,-5542.979491224047,42580.76732554962,50555.824139703254,5,2009-10-20,1386674.7633890728,0
2009-10-22,4639.566268425435,-4639.566268425435,41957.0382071347,49719.26269582855,5,2009-10-21,1392217.742880297,0
2009-10-23,-1843.1593435485847,1843.1593435485847,43004.72745549376,50905.43156756698,5,2009-10-22,1396857.3091487223,0
2009-10-26,-8766.023031603312,8766.023031603312,41876.39560174057,49484.42853353568,5,2009-10-23,1395014.1498051737,0
2009-10-27,-7645.7029872185085,7645.7029872185085,40562.17104951688,47900.43552584275,5,2009-10-26,1386248.1267735704,0
2009-10-28,-14060.783657741034,14060.783657741034,40171.13879924733,47447.96599532538,5,2009-10-27,1378602.423786352,0
2009-10-29,20979.433943953365,-20979.433943953365,38657.84351809765,45705.872734627876,5,2009-10-28,1364541.640128611,0
2009-10-30,-15474.11075333273,15474.11075333273,40467.79475353239,47687.67452606014,5,2009-10-29,1385521.0740725643,0
2009-11-02,10586.862444112543,-10586.862444112543,38440.655755157815,45491.17754219137,5,2009-10-30,1370046.9633192315,0
2009-11-03,14155.836425213842,-14155.836425213842,38939.299885351444,46033.02087031431,5,2009-11-02,1380633.825763344,0
2009-11-04,10420.736056503607,-10420.736056503607,39207.72579859872,46395.86119840853,5,2009-11-03,1394789.662188558,0
2009-11-05,2625.442151834024,-2625.442151834024,39310.561284014955,46421.09791660546,5,2009-11-04,1405210.3982450615,0
2009-11-06,-132.66600372595713,132.66600372595713,41018.99039655458,48070.960347907014,5,2009-11-05,1407835.8403968955,0
2009-11-09,18819.788379446603,-18819.788379446603,32847.75164636178,41942.83858832465,5,2009-11-06,1407703.1743931696,0
2009-11-10,-1077.6363975249697,1077.6363975249697,41307.83528505848,49431.633618840155,5,2009-11-09,1426522.9627726162,0
2009-11-11,7672.753585467348,-7672.753585467348,41340.47864151234,49470.077095805624,5,2009-11-10,1425445.3263750912,0
2009-11-12,-15321.06557826791,15321.06557826791,41773.522639479954,50052.70698767421,5,2009-11-11,1433118.0799605586,0
2009-11-13,7636.334995536599,-7636.334995536599,40895.08601231058,49002.27300269059,5,2009-11-12,1417797.0143822907,0
2009-11-16,7322.761814493919,-7322.761814493919,41473.096695315326,49710.57820455423,5,2009-11-13,1425433.3493778273,0
2009-11-17,29.747143915621564,-29.747143915621564,42691.22876491584,51273.20562520144,5,2009-11-16,1432756.1111923212,0
2009-11-18,3924.0799697861075,-3924.0799697861075,42716.51238802611,51343.01282314896,5,2009-11-17,1432785.8583362368,0
2009-11-19,-4249.195843866793,4249.195843866793,42863.69134979509,51427.219368715494,5,2009-11-18,1436709.938306023,0
2009-11-20,1477.672429095488,-1477.672429095488,41999.666345052654,50363.412273863934,5,2009-11-19,1432460.742462156,0
2009-11-23,11407.267805896234,-11407.267805896234,41815.600400071824,50138.69085497521,5,2009-11-20,1433938.4148912516,0
2009-11-24,-319.65134115936235,319.65134115936235,42964.660021384014,51502.63842680449,5,2009-11-23,1445345.6826971478,0
2009-11-25,10815.400792461354,-10815.400792461354,43186.010013108375,51749.47292277766,5,2009-11-24,1445026.0313559885,0
2009-11-27,-17633.078149123583,17633.078149123583,43943.55451252917,52643.804352966465,5,2009-11-25,1455841.4321484498,0
2009-11-30,4757.422292236006,-4757.422292236006,42399.4316543208,50886.67637763242,5,2009-11-27,1438208.3539993262,0
2009-12-01,15489.016348410863,-15489.016348410863,42757.79960422986,51289.804627217585,5,2009-11-30,1442965.7762915622,0
2009-12-02,10103.33376234537,-10103.33376234537,43982.49206868978,52697.04804250235,5,2009-12-01,1458454.792639973,0
2009-12-03,-92.72115495661274,92.72115495661274,44222.21230144566,52970.61389549286,5,2009-12-02,1468558.1264023185,0
2009-12-04,-21715.304423657944,21715.304423657944,43507.370402199915,52064.53816695572,5,2009-12-03,1468465.4052473619,0
2009-12-07,-6177.152501358418,6177.152501358418,43032.14414012642,51323.722582632305,5,2009-12-04,1446750.100823704,0
2009-12-08,-18065.91054881015,18065.91054881015,42811.35429071076,51040.204718998866,5,2009-12-07,1440572.9483223455,0
2009-12-09,4141.428182844305,-4141.428182844305,41421.05555277085,49381.67817918849,5,2009-12-08,1422507.0377735354,0
2009-12-10,2982.4165621807333,-2982.4165621807333,41725.608488827245,49621.145036426744,5,2009-12-09,1426648.4659563797,0
2009-12-11,-5352.6150909224525,5352.6150909224525,42237.709687038325,50144.910541629884,5,2009-12-10,1429630.8825185604,0
2009-12-14,7629.30456728884,-7629.30456728884,42354.988740607165,50157.22633904428,5,2009-12-11,1424278.267427638,0
2009-12-15,-2068.795924120117,2068.795924120117,43413.066326091764,51303.584904375675,5,2009-12-14,1431907.5719949268,0
2009-12-16,6962.622622313676,-6962.622622313676,42765.34033806389,50483.502356480436,5,2009-12-15,1429838.7760708067,0
2009-12-17,-33545.13261641073,33545.13261641073,43271.10560299037,50947.986038542585,5,2009-12-16,1436801.3986931203,0
2009-12-18,11075.15284340945,-11075.15284340945,40668.73111011344,47986.99491484165,5,2009-12-17,1403256.2660767096,0
2009-12-21,302.99679524847306,-302.99679524847306,41725.61572051211,49033.52536797784,5,2009-12-18,1414331.418920119,0
2009-12-22,6027.9039191543125,-6027.9039191543125,35120.476573591586,44432.805953974,5,2009-12-21,1414634.4157153675,0
2009-12-23,4562.378787820926,-4562.378787820926,40240.365394350374,48289.410230364185,5,2009-12-22,1420662.3196345218,0
2009-12-24,13323.91778557119,-13323.91778557119,40512.58623937913,48584.438306366326,5,2009-12-23,1425224.6984223428,0
2009-12-28,2814.0270980149508,-2814.0270980149508,41128.012452078285,49342.34424777907,5,2009-12-24,1438548.616207914,0
2009-12-29,-7789.591202336131,7789.591202336131,41270.45789935044,49529.28440826186,5,2009-12-28,1441362.643305929,0
2009-12-30,-3854.8575026288163,3854.8575026288163,40996.68672105763,49166.16542230463,5,2009-12-29,1433573.0521035928,0
2009-12-31,1944.3371802214533,-1944.3371802214533,40908.013605142245,49024.39450528021,5,2009-12-30,1429718.194600964,0
2010-01-04,18126.962944988394,-18126.962944988394,40315.856392486254,48325.40074575879,5,2009-12-31,1431662.5317811854,0
2010-01-05,-6260.488037814153,6260.488037814153,41919.433906249236,50281.44285441702,5,2010-01-04,1449789.4947261738,0
2010-01-06,14298.754864083836,-14298.754864083836,42091.620017766254,50497.900901988054,5,2010-01-05,1443529.0066883597,0
2010-01-07,-3964.131477546878,3964.131477546878,42465.34563533636,50936.744891752816,5,2010-01-06,1457827.7615524435,0
2010-01-08,3916.412185508758,-3916.412185508758,42624.50809530029,51143.508072986035,5,2010-01-07,1453863.6300748966,0
2010-01-11,10942.309170624241,-10942.309170624241,43199.96143707633,51755.17398662637,5,2010-01-08,1457780.0422604054,0
2010-01-12,-21141.32520743506,21141.32520743506,43740.96652100771,52343.1152975087,5,2010-01-11,1468722.3514310296,0
2010-01-13,11500.247038251255,-11500.247038251255,42533.087921484606,50806.420034335504,5,2010-01-12,1447581.0262235946,0
2010-01-14,805.840733932564,-805.840733932564,43558.235323241446,52022.58836762793,5,2010-01-13,1459081.2732618458,0
2010-01-15,-14856.145544786006,14856.145544786006,43929.02380487556,52476.42363653621,5,2010-01-14,1459887.1139957784,0
2010-01-19,6423.622744168621,-6423.622744168621,42564.633309313096,50777.290561320355,5,2010-01-15,1445030.9684509924,0
2010-01-20,-21865.157371089095,21865.157371089095,43835.53072631522,52379.965326591024,5,2010-01-19,1451454.591195161,0
2010-01-21,-15980.05792977754,15980.05792977754,42205.20400635991,50386.86085953368,5,2010-01-20,1429589.433824072,0
2010-01-22,-3571.897392058978,3571.897392058978,40179.03862482309,48017.60698959422,5,2010-01-21,1413609.3758942944,0
2010-01-25,4336.225481958361,-4336.225481958361,38844.34212489822,46486.391421465996,5,2010-01-22,1410037.4785022354,0
2010-01-26,-2489.163110274356,2489.163110274356,39026.01597924461,46629.07741895141,5,2010-01-25,1414373.7039841937,0
2010-01-27,-5606.932726633968,5606.932726633968,38532.807889987016,46056.3852073844,5,2010-01-26,1411884.5408739194,0
2010-01-28,-2155.7314249952324,2155.7314249952324,38427.472367476206,45857.88828110499,5,2010-01-27,1406277.6081472854,0
2010-01-29,-8854.998383317376,8854.998383317376,37485.9913881463,44832.606240822424,5,2010-01-28,1404121.8767222902,0
2010-02-01,16822.671760357684,-16822.671760357684,36688.104186853394,44000.76554022231,5,2010-01-29,1395266.8783389728,0
2010-02-02,5774.725710350089,-5774.725710350089,37458.55116630322,44893.55741413683,5,2010-02-01,1412089.5500993305,0
2010-02-03,-1540.1640044432133,1540.1640044432133,38145.23443523166,45616.69089330723,5,2010-02-02,1417864.2758096806,0
2010-02-04,-32609.56790758227,32609.56790758227,37163.430086425506,44610.351031314625,5,2010-02-03,1416324.1118052374,0
2010-02-05,2762.3764993201476,-2762.3764993201476,35832.79529946647,44990.869292568976,5,2010-02-04,1383714.543897655,0
2010-02-08,-3134.1350182611495,3134.1350182611495,38946.485219780356,47211.17712664767,5,2010-02-05,1386476.9203969752,0
2010-02-09,13925.349805261474,-13925.349805261474,38503.3859626262,46624.521902866334,5,2010-02-08,1383342.785378714,0
2010-02-10,196.222371842945,-196.222371842945,39433.20809985651,47740.28830202683,5,2010-02-09,1397268.1351839756,0
2010-02-11,10260.513119551586,-10260.513119551586,39282.43352912832,47509.37379489131,5,2010-02-10,1397464.3575558185,0
2010-02-12,-4724.279000165639,4724.279000165639,40074.658837129595,48563.39811237533,5,2010-02-11,1407724.87067537,0
2010-02-16,17244.515207695076,-17244.515207695076,40032.5412124428,48484.58133323304,5,2010-02-12,1403000.5916752045,0
2010-02-17,680.9299447839148,-680.9299447839148,41767.61488345638,50457.95449685799,5,2010-02-16,1420245.1068828995,0
2010-02-18,4596.215400956338,-4596.215400956338,42034.060176345054,50674.19151578923,5,2010-02-17,1420926.0368276834,0
2010-02-19,535.8846611259505,-535.8846611259505,42734.49985038629,51351.62200917499,5,2010-02-18,1425522.2522286398,0
2010-02-22,-857.8708159415983,857.8708159415983,42991.29656455433,51670.19270113441,5,2010-02-19,1426058.1368897657,0
2010-02-23,-17171.590575113194,17171.590575113194,42979.67965527112,51635.35051680384,5,2010-02-22,1425200.2660738241,0
2010-02-24,1250.6839535636827,-1250.6839535636827,41641.39762384049,50105.988577853,5,2010-02-23,1408028.675498711,0
2010-02-25,49.59969474724494,-49.59969474724494,42502.02287806827,51025.21008567819,5,2010-02-24,1409279.3594522746,0
2010-02-26,5241.040177735034,-5241.040177735034,42693.02898124745,51181.53594733253,5,2010-02-25,1409328.9591470219,0
2010-03-01,2310.8030216367915,-2310.8030216367915,43166.87125445809,51685.02208845988,5,2010-02-26,1414569.999324757,0
2010-03-02,10528.326275373809,-10528.326275373809,44262.297477243934,52873.52839417868,5,2010-03-01,1416880.8023463937,0
2010-03-03,5214.591041088803,-5214.591041088803,44988.14959862805,53677.10803692685,5,2010-03-02,1427409.1286217675,0
2010-03-04,-6225.0072272096295,6225.0072272096295,45368.484029666055,54094.63084671697,5,2010-03-03,1432623.7196628563,0
2010-03-05,11157.227369762026,-11157.227369762026,45621.99454351771,54311.17201095591,5,2010-03-04,1426398.7124356467,0
2010-03-08,-3061.5170134275686,3061.5170134275686,47111.05349905463,56163.28716516807,5,2010-03-05,1437555.9398054087,0
2010-03-09,-308.03151645790786,308.03151645790786,46996.253628596896,56029.89511881019,5,2010-03-08,1434494.4227919811,0
2010-03-10,-2265.935574475676,2265.935574475676,47206.29335964238,56282.649437298256,5,2010-03-09,1434186.3912755232,0
2010-03-11,2897.877231102437,-2897.877231102437,47285.93586576637,56516.85008995542,5,2010-03-10,1431920.4557010476,0
2010-03-12,-2387.488899985794,2387.488899985794,47717.15628485591,57162.50520119038,5,2010-03-11,1434818.33293215,0
2010-03-15,91.64080959395505,-91.64080959395505,47782.46951356111,57314.36564700441,5,2010-03-12,1432430.8440321642,0
2010-03-16,12082.559308154276,-12082.559308154276,47924.58882858767,57475.75174529948,5,2010-03-15,1432522.4848417582,0
2010-03-17,-2365.0307577969506,2365.0307577969506,48654.7759408874,58755.85736716255,5,2010-03-16,1444605.0441499124,0
2010-03-18,2247.0719494884834,-2247.0719494884834,48605.02793777711,59072.84550019433,5,2010-03-17,1442240.0133921155,0
2010-03-19,-12309.992724285461,12309.992724285461,48686.29062858666,59245.65753690419,5,2010-03-18,1444487.085341604,0
2010-03-22,-8388.872845751466,8388.872845751466,47565.8426810354,56940.58193799574,5,2010-03-19,1432177.0926173185,0
2010-03-23,3092.7588054316584,-3092.7588054316584,39905.19681545743,48229.17079719957,5,2010-03-22,1423788.219771567,0
2010-03-24,-4632.271621417254,4632.271621417254,40590.011395212496,48896.7908746338,5,2010-03-23,1426880.9785769987,0
2010-03-25,5859.729173342697,-5859.729173342697,39600.46016332926,47818.652404536166,5,2010-03-24,1422248.7069555814,0
2010-03-26,6903.40325599839,-6903.40325599839,39500.90935542295,47727.95732981432,5,2010-03-25,1428108.4361289241,0
2010-03-29,4825.569357616827,-4825.569357616827,39857.91847238387,48121.78987020608,5,2010-03-26,1435011.8393849225,0
2010-03-30,-4696.065904171905,4696.065904171905,40453.35535210301,48780.17337652734,5,2010-03-29,1439837.4087425394,0
2010-03-31,3054.0427112306934,-3054.0427112306934,40339.18338091043,48598.50005691308,5,2010-03-30,1435141.3428383674,0
2010-04-01,12718.073219320737,-12718.073219320737,40257.17376109888,48547.45188259166,5,2010-03-31,1438195.3855495981,0
2010-04-05,9611.696771786781,-9611.696771786781,41162.2809687315,49544.90790058994,5,2010-04-01,1450913.4587689189,0
2010-04-06,-2215.354596406454,2215.354596406454,42051.63649080903,50443.64802407804,5,2010-04-05,1460525.1555407057,0
2010-04-07,-1137.0225853438023,1137.0225853438023,42403.543117890134,50720.13409462678,5,2010-04-06,1458309.8009442992,0
2010-04-08,3108.7880718221422,-3108.7880718221422,42072.66965910583,50325.06965222964,5,2010-04-07,1457172.7783589554,0
2010-04-09,9076.68495583185,-9076.68495583185,42516.71168645169,50780.109450361735,5,2010-04-08,1460281.5664307775,0
2010-04-12,-2226.967078624293,2226.967078624293,43615.78909527697,51984.251516121396,5,2010-04-09,1469358.2513866094,0
2010-04-13,-2705.7675297958776,2705.7675297958776,43841.17979881307,52201.33539521312,5,2010-04-12,1467131.284307985,0
2010-04-14,8853.343343529617,-8853.343343529617,43883.91911884281,52252.665814304724,5,2010-04-13,1464425.5167781892,0
2010-04-15,443.40979835786857,-443.40979835786857,45578.794790504966,54073.91580991121,5,2010-04-14,1473278.8601217188,0
2010-04-16,-21985.39975233958,21985.39975233958,45845.6334702922,54304.22532588104,5,2010-04-15,1473722.2699200767,0
2010-04-19,2487.87185404147,-2487.87185404147,43059.627428157255,51308.08928840999,5,2010-04-16,1451736.8701677371,0
2010-04-20,2691.0185486006085,-2691.0185486006085,43663.93133181124,51853.37363917301,5,2010-04-19,1454224.7420217786,0
2010-04-21,-627.906148791546,627.906148791546,45314.387556161964,53455.84732228816,5,2010-04-20,1456915.7605703792,0
2010-04-22,-2003.3848208105192,2003.3848208105192,45282.4863866549,53360.62348083551,5,2010-04-21,1456287.8544215877,0
2010-04-23,13593.923084055074,-13593.923084055074,45716.81468266761,53719.089373641604,5,2010-04-22,1454284.4696007771,0
2010-04-26,-3942.028357977746,3942.028357977746,47104.670129661914,55253.62130964142,5,2010-04-23,1467878.3926848322,0
2010-04-27,-11057.412262751022,11057.412262751022,46605.83854253986,54622.78575221267,5,2010-04-26,1463936.3643268545,0
2010-04-28,6873.139280362986,-6873.139280362986,42911.62053037854,50786.47356050611,5,2010-04-27,1452878.9520641034,0
2010-04-29,2841.153281771578,-2841.153281771578,44252.05410705437,51992.995492712784,5,2010-04-28,1459752.0913444664,0
2010-04-30,-4798.3043891971465,4798.3043891971465,47232.94662245503,54702.38255340075,5,2010-04-29,1462593.244626238,0
2010-05-03,6247.918124505784,-6247.918124505784,43894.88199313008,51548.29421021188,5,2010-04-30,1457794.9402370409,0
2010-05-04,-14148.033144522691,14148.033144522691,38190.01308228122,47589.640132465305,5,2010-05-03,1464042.8583615466,0
2010-05-05,-6064.91348964395,6064.91348964395,41196.24303445988,49552.6025327439,5,2010-05-04,1449894.825217024,0
2010-05-06,-2334.44584802771,2334.44584802771,40851.079055644106,49104.8659847267,5,2010-05-05,1443829.91172738,0
2010-05-07,4051.5988295534626,-4051.5988295534626,40020.53976759454,48144.22585570761,5,2010-05-06,1441495.4658793523,0
2010-05-10,8315.493098446866,-8315.493098446866,39539.296681982465,47721.45935228192,5,2010-05-07,1445547.0647089058,0
2010-05-11,9865.473559101112,-9865.473559101112,41020.71334015648,49301.02870995435,5,2010-05-10,1453862.5578073526,0
2010-05-12,4875.053493292537,-4875.053493292537,41440.47405014816,49664.739719028585,5,2010-05-11,1463728.0313664537,0
2010-05-13,-8781.785817730473,8781.785817730473,42424.30342126149,50695.12962392387,5,2010-05-12,1468603.0848597463,0
2010-05-14,-13966.581075266236,13966.581075266236,41450.56503463816,49586.40284787468,5,2010-05-13,1459821.2990420158,0
2010-05-17,-2654.007425076561,2654.007425076561,40570.82519758912,48565.26292078746,5,2010-05-14,1445854.7179667496,0
2010-05-18,-10815.214344540844,10815.214344540844,40357.576912119286,48338.888514457736,5,2010-05-17,1443200.710541673,0
2010-05-19,-11113.666090448853,11113.666090448853,39846.09778638254,47677.57099471185,5,2010-05-18,1432385.4961971322,0
2010-05-20,-11386.968196763657,11386.968196763657,39173.020937029505,47040.8897970106,5,2010-05-19,1421271.8301066833,0
2010-05-21,-4737.382422679337,4737.382422679337,38228.37856181362,46051.55243358431,5,2010-05-20,1409884.8619099197,0
2010-05-24,2988.3705571740866,-2988.3705571740866,38384.194658293156,46227.81926061618,5,2010-05-21,1405147.4794872403,0
2010-05-25,-1572.8660664465278,1572.8660664465278,38157.39626286016,45862.0628765115,5,2010-05-24,1408135.8500444144,0
2010-05-26,2597.75225301343,-2597.75225301343,38117.02363030473,45787.0779110454,5,2010-05-25,1406562.9839779679,0
2010-05-27,15231.149912571302,-15231.149912571302,38087.08870767127,45676.4576980582,5,2010-05-26,1409160.7362309813,0
2010-05-28,-3058.733861302724,3058.733861302724,38673.4391935796,46382.40475689992,5,2010-05-27,1424391.8861435526,0
2010-06-01,1102.5161590301432,-1102.5161590301432,38369.52214307757,46025.40445479644,5,2010-05-28,1421333.1522822499,0
2010-06-02,4564.44279664522,-4564.44279664522,38252.605512478156,45884.81432331684,5,2010-06-01,1422435.66844128,0
2010-06-03,-7100.166624739766,7100.166624739766,38498.90980608086,46138.56249248087,5,2010-06-02,1427000.1112379252,0
2010-06-04,-12799.94491637405,12799.94491637405,38046.63992146938,45617.43380462285,5,2010-06-03,1419899.9446131855,0
2010-06-07,7520.4919240153395,-7520.4919240153395,37734.905253687175,45189.1472151605,5,2010-06-04,1407099.9996968114,0
2010-06-08,-833.9022893672809,833.9022893672809,37982.283631261205,45438.016644088595,5,2010-06-07,1414620.4916208268,0
2010-06-09,-422.1081982604228,422.1081982604228,37867.030050637666,45341.12790135476,5,2010-06-08,1413786.5893314595,0
2010-06-10,4726.415941515937,-4726.415941515937,37657.10854023998,45132.49775249334,5,2010-06-09,1413364.481133199,0
2010-06-11,-71.81801249971613,71.81801249971613,37400.891041259514,44932.354704396195,5,2010-06-10,1418090.897074715,0
2010-06-14,3134.0425158208236,-3134.0425158208236,37613.41091847466,45160.04431634396,5,2010-06-11,1418019.0790622153,0
2010-06-15,12552.559792706976,-12552.559792706976,37477.76571462932,45070.939058369026,5,2010-06-14,1421153.121578036,0
2010-06-16,-2836.5445603902917,2836.5445603902917,39069.30940833036,47972.322113175505,5,2010-06-15,1433705.681370743,0
2010-06-17,5234.440115937032,-5234.440115937032,41959.47470249678,50051.644093608294,5,2010-06-16,1430869.1368103528,0
2010-06-18,6015.789014111273,-6015.789014111273,42455.28337952099,50589.32097293027,5,2010-06-17,1436103.5769262898,0
2010-06-21,-12184.553336454555,12184.553336454555,42713.82105827774,50849.33876613397,5,2010-06-18,1442119.365940401,0
2010-06-22,-3752.1437016786076,3752.1437016786076,42003.61988323671,50051.33325374266,5,2010-06-21,1429934.8126039465,0
2010-06-23,-5342.234382852912,5342.234382852912,41327.173173290445,49289.660893793356,5,2010-06-22,1426182.668902268,0
2010-06-24,82.17056412366219,-82.17056412366219,41109.06943742954,49049.40513219098,5,2010-06-23,1420840.434519415,0
2010-06-25,6586.829956741771,-6586.829956741771,40456.92104289378,48362.37041973681,5,2010-06-24,1420922.6050835387,0
2010-06-28,-14041.203947839793,14041.203947839793,40904.17578335898,48841.62260090443,5,2010-06-25,1427509.4350402805,0
2010-06-29,-10262.898116459139,10262.898116459139,40449.16264833463,48287.60792016923,5,2010-06-28,1413468.2310924407,0
2010-06-30,1815.5936446983833,-1815.5936446983833,39540.62899280852,47259.43064379459,5,2010-06-29,1403205.3329759815,0
2010-07-01,-18326.196645883145,18326.196645883145,39349.38165300083,47060.63018003209,5,2010-06-30,1405020.92662068,0
2010-07-02,9502.368832535576,-9502.368832535576,38300.718842365546,46027.707851943465,5,2010-07-01,1386694.7299747968,0
2010-07-06,-11152.269344042521,11152.269344042521,38270.35897877184,46012.875463301505,5,2010-07-02,1396197.0988073323,0
2010-07-07,12436.782091601053,-12436.782091601053,38028.2765059988,45759.566120780306,5,2010-07-06,1385044.8294632898,0
2010-07-08,2429.1125503063668,-2429.1125503063668,39020.83735783771,46819.610227143115,5,2010-07-07,1397481.6115548909,0
2010-07-09,6845.1690832974855,-6845.1690832974855,39210.32989100809,47035.07240711273,5,2010-07-08,1399910.7241051972,0
2010-07-12,-4774.143530816305,4774.143530816305,39675.968179441756,47497.022299055665,5,2010-07-09,1406755.8931884947,0
2010-07-13,14323.401388997445,-14323.401388997445,39368.84551688633,47128.28009687886,5,2010-07-12,1401981.7496576784,0
2010-07-14,-5157.171767324675,5157.171767324675,40484.99070138717,48359.9180192472,5,2010-07-13,1416305.1510466759,0
2010-07-15,-800.972258804366,800.972258804366,40496.028976923786,48355.98468158045,5,2010-07-14,1411147.9792793512,0
2010-07-16,-13420.747687879717,13420.747687879717,40561.25935000833,48486.46092693717,5,2010-07-15,1410347.0070205468,0
2010-07-19,-2084.470216684509,2084.470216684509,38556.24025571137,46404.883544197815,5,2010-07-16,1396926.259332667,0
2010-07-20,3875.02628470934,-3875.02628470934,38484.39845813881,46317.019749751125,5,2010-07-19,1394841.7891159826,0
2010-07-21,-12891.366951703792,12891.366951703792,38961.73710706155,46770.433775776626,5,2010-07-20,1398716.815400692,0
2010-07-22,13590.99411356356,-13590.99411356356,38086.55763353058,45818.58679868882,5,2010-07-21,1385825.4484489881,0
2010-07-23,1601.2212687707506,-1601.2212687707506,39386.8242307005,47180.891183510845,5,2010-07-22,1399416.4425625517,0
2010-07-26,1550.81327953632,-1550.81327953632,39642.743237869814,47408.354017824444,5,2010-07-23,1401017.6638313225,0
2010-07-27,-7145.980081634829,7145.980081634829,40542.82962220721,48287.800381048815,5,2010-07-26,1402568.4771108588,0
2010-07-28,-3647.4067558245733,3647.4067558245733,39678.10538282804,47448.95615919032,5,2010-07-27,1395422.497029224,0
2010-07-29,12613.04959613271,-12613.04959613271,32818.25973468716,41864.478969785574,5,2010-07-28,1391775.0902733994,0
2010-07-30,-1362.0072972981725,1362.0072972981725,41109.61815623054,49402.73367941566,5,2010-07-29,1404388.139869532,0
2010-08-02,11528.428650122136,-11528.428650122136,41407.94336068886,49670.47652612361,5,2010-07-30,1403026.132572234,0
2010-08-03,-833.9796798105817,833.9796798105817,42994.67008477636,51463.842441875444,5,2010-08-02,1414554.561222356,0
