method,confidence,window,implementation,backtest_basis,linear_book_convention,observations,expected_exceptions,observed_exceptions,exception_rate,lr_uc,pvalue_uc,reject_uc_5pct,lr_ind,pvalue_ind,reject_ind_5pct,lr_cc,pvalue_cc,reject_cc_5pct
Delta-Normal Linear,0.99,500,rolling Gaussian Delta-Normal on static linear book,actual next-day linear-book PnL from frozen inception shares,static inception shares (no daily rebalancing),4444,44.4,82,0.01845184518451845,25.664576636686547,4.062154673745155e-07,True,18.569623733442654,1.6381013023147872e-05,True,44.2342003701292,2.481220784389393e-10,True
