,pnl,actual_loss,VaR_HS_VolAdj,ES_HS_VolAdj,tail_scenarios,snapshot_date,current_portfolio_value,avg_vol_ratio,exception
2011-12-21,4786.1522754232865,-4786.1522754232865,35126.014734548284,44239.98716213806,5,2011-12-20,1588172.481707,1.2071318035071628,0
2011-12-22,-4218.575907900697,4218.575907900697,34990.57190955384,43904.936473027665,5,2011-12-21,1592958.6339824232,1.2005006873510087,0
2011-12-23,8691.198912627762,-8691.198912627762,35538.996528341435,44077.30642594453,5,2011-12-22,1588740.0580745225,1.1877215780546004,0
2011-12-27,-7307.641097089509,7307.641097089509,37214.6741973944,45604.359353397645,5,2011-12-23,1597431.2569871503,1.187337670996134,0
2011-12-28,-29479.716429452645,29479.716429452645,37396.46325066243,45656.856990697794,5,2011-12-27,1590123.6158900608,1.1762390937206042,0
2011-12-29,-4044.3950433623977,4044.3950433623977,34661.274215169484,42885.17639213465,5,2011-12-28,1560643.8994606081,1.162901589569872,0
2011-12-30,14490.53365217382,-14490.53365217382,24515.399644153193,33483.82088921014,5,2011-12-29,1556599.5044172457,1.152537124195627,0
2012-01-03,27744.024880263023,-27744.024880263023,31801.629827881465,40521.48243454881,5,2011-12-30,1571090.0380694196,1.1428786438688991,0
2012-01-04,7645.142766110133,-7645.142766110133,33426.39576289663,42774.59805365838,5,2012-01-03,1598834.0629496826,1.146138634198258,0
2012-01-05,4736.2164849671535,-4736.2164849671535,33608.30938563286,42935.64606956369,5,2012-01-04,1606479.2057157927,1.1422536589792855,0
2012-01-06,-9277.747248136206,9277.747248136206,33420.17862964631,42531.27462904579,5,2012-01-05,1611215.4222007599,1.1225101538398226,0
2012-01-09,-4789.311999056023,4789.311999056023,33117.58227959741,42150.36299680187,5,2012-01-06,1601937.6749526237,1.1140201945400878,0
2012-01-10,15856.164765849477,-15856.164765849477,33096.62363755074,42073.217415531864,5,2012-01-09,1597148.3629535676,1.1115768793243828,0
2012-01-11,135.8738586192485,-135.8738586192485,34227.45601515705,43327.809177548814,5,2012-01-10,1613004.5277194171,1.1105170758729286,0
2012-01-12,3349.121112870518,-3349.121112870518,34369.66225055512,43517.39456017637,5,2012-01-11,1613140.4015780364,1.106051441306154,0
2012-01-13,-8223.979185413336,8223.979185413336,34659.20750597189,43770.80866350131,5,2012-01-12,1616489.522690907,1.0882849066007279,0
2012-01-17,2829.1866500377655,-2829.1866500377655,34129.94891747832,43207.132237607984,5,2012-01-13,1608265.5435054936,1.087004409439228,0
2012-01-18,13953.708000579616,-13953.708000579616,34413.21060121269,43538.32869112938,5,2012-01-17,1611094.7301555313,1.0862176257180234,0
2012-01-19,8594.34465717827,-8594.34465717827,35605.179031150416,44647.099449125955,5,2012-01-18,1625048.438156111,1.088158768540265,0
2012-01-20,9543.092959182337,-9543.092959182337,36173.85426012124,45083.13348601861,5,2012-01-19,1633642.7828132892,1.0896516393190414,0
2012-01-23,5170.378694825573,-5170.378694825573,36915.97576169553,45759.25837479229,5,2012-01-20,1643185.8757724715,1.090389462766667,0
2012-01-24,-3545.0533237981144,3545.0533237981144,35912.29184632213,44524.43646051925,5,2012-01-23,1648356.254467297,1.0697876997558853,0
2012-01-25,19828.56484145834,-19828.56484145834,35639.09537762194,44138.64406457334,5,2012-01-24,1644811.201143499,1.0639834502323389,0
2012-01-26,287.1379073811695,-287.1379073811695,36644.19916790421,45658.101135495584,5,2012-01-25,1664639.7659849573,1.0336389127747176,0
2012-01-27,5686.795201314613,-5686.795201314613,36351.058669911,45399.40437771869,5,2012-01-26,1664926.9038923385,1.0212063359179042,0
2012-01-30,-7973.253893668065,7973.253893668065,35743.39062948432,45108.42190989582,5,2012-01-27,1670613.6990936531,0.9823387591246616,0
2012-01-31,1926.5121634036768,-1926.5121634036768,34627.38196623302,39976.9314300376,5,2012-01-30,1662640.445199985,0.9446427227594297,0
2012-02-01,6155.621340392856,-6155.621340392856,34713.914694129024,40122.31681605205,5,2012-01-31,1664566.9573633887,0.9375026345290878,0
2012-02-02,9174.920022470411,-9174.920022470411,35051.42512801895,40413.38085108986,5,2012-02-01,1670722.5787037816,0.9306845544087375,0
2012-02-03,-2521.220314829843,2521.220314829843,35449.00776470546,40959.40148780714,5,2012-02-02,1679897.498726252,0.928628278998125,0
2012-02-06,-5453.059922060231,5453.059922060231,36786.19089261466,41515.940815797076,5,2012-02-03,1677376.2784114222,0.938399837276715,0
2012-02-07,17104.712898344733,-17104.712898344733,36694.01335739298,41359.08686243948,5,2012-02-06,1671923.218489362,0.9332464988394656,0
2012-02-08,-382.218917849008,382.218917849008,35746.12306214101,41023.39423238956,5,2012-02-07,1689027.9313877067,0.8873482287592523,0
2012-02-09,300.1163556331303,-300.1163556331303,35577.88025871967,40972.20554168029,5,2012-02-08,1688645.7124698577,0.8728442257018677,0
2012-02-10,-12683.243782697711,12683.243782697711,35228.05662238179,40507.74244863163,5,2012-02-09,1688945.8288254908,0.8631333865978221,0
2012-02-13,7232.186188840307,-7232.186188840307,35113.793465798255,40455.38159271227,5,2012-02-10,1676262.585042793,0.8649164187804045,0
2012-02-14,-13734.17650869023,13734.17650869023,34768.71475292719,40367.497447394955,5,2012-02-13,1683494.7712316334,0.8643319298573223,0
2012-02-15,4695.200889851432,-4695.200889851432,30241.29879143811,35802.78996189493,5,2012-02-14,1669760.5947229431,0.8576775285553841,0
2012-02-16,4005.68079595617,-4005.68079595617,29505.72196553764,34827.67954218741,5,2012-02-15,1674455.7956127946,0.8494146429008871,0
2012-02-17,-239.4715460757725,239.4715460757725,29639.051259096945,35115.67161067701,5,2012-02-16,1678461.4764087508,0.8531136521622217,0
2012-02-21,21428.357083503855,-21428.357083503855,28977.05433054152,34087.99860260692,5,2012-02-17,1678222.004862675,0.8424010193210262,0
2012-02-22,6317.5983826715965,-6317.5983826715965,29747.218553867424,35191.69633498639,5,2012-02-21,1699650.3619461788,0.8472802450581268,0
2012-02-23,-97.54957302031107,97.54957302031107,29920.299756772583,35422.75330806691,5,2012-02-22,1705967.9603288504,0.8397543254014135,0
2012-02-24,-1071.3557252630126,1071.3557252630126,29802.18085139175,35407.779921997244,5,2012-02-23,1705870.4107558301,0.8290353342247987,0
2012-02-27,-4112.576224744553,4112.576224744553,29309.97839976335,34672.954550932394,5,2012-02-24,1704799.055030567,0.8194970545365222,0
2012-02-28,10020.378802897641,-10020.378802897641,29418.402003208408,34719.89581045844,5,2012-02-27,1700686.4788058226,0.8233230436741148,0
2012-02-29,-41018.24585683807,41018.24585683807,28889.885159280384,34188.22346654851,5,2012-02-28,1710706.8576087202,0.7934701161953183,1
2012-03-01,12296.333206985611,-12296.333206985611,30935.37061026017,38429.75715912753,5,2012-02-29,1669688.6117518821,0.8228862023115199,0
2012-03-02,-4780.117300723214,4780.117300723214,31580.952607431682,39368.98905915399,5,2012-03-01,1681984.9449588677,0.8292102562494991,0
2012-03-05,-7304.2642806372605,7304.2642806372605,31281.011468035867,38926.23411507993,5,2012-03-02,1677204.8276581445,0.8276171376505111,0
2012-03-06,-19056.119628862012,19056.119628862012,31099.942884400487,38657.19877794366,5,2012-03-05,1669900.5633775073,0.8306749618306277,0
2012-03-07,4542.652083430905,-4542.652083430905,30749.53168878588,38101.90337962331,5,2012-03-06,1650844.4437486453,0.8436959099943143,0
2012-03-08,14397.84914969001,-14397.84914969001,30574.483159502735,37809.5236149062,5,2012-03-07,1655387.0958320762,0.8335218700160304,0
2012-03-09,9541.397443770431,-9541.397443770431,30924.34517913754,38501.04983437904,5,2012-03-08,1669784.9449817662,0.8206392935821561,0
2012-03-12,-10072.663785503246,10072.663785503246,30427.62141886307,37684.27968413746,5,2012-03-09,1679326.3424255366,0.812175815121598,0
2012-03-13,1907.6963259517215,-1907.6963259517215,29667.20677184523,36716.63005349571,5,2012-03-12,1669253.6786400334,0.8019215424647176,0
2012-03-14,-5816.990978746675,5816.990978746675,29347.464806058444,35220.28327331552,5,2012-03-13,1671161.374965985,0.7960151665500818,0
2012-03-15,8493.85155810439,-8493.85155810439,29567.32514361292,35297.613722373455,5,2012-03-14,1665344.3839872384,0.818916499782465,0
2012-03-16,4425.499128779862,-4425.499128779862,29723.846525399946,35425.04669157392,5,2012-03-15,1673838.2355453428,0.8128859826246547,0
2012-03-19,10327.008940384956,-10327.008940384956,29718.130332001485,35469.38137716311,5,2012-03-16,1678263.7346741227,0.809181867716053,0
2012-03-20,-8080.027595560299,8080.027595560299,28802.924848022172,34716.98600704628,5,2012-03-19,1688590.7436145076,0.7888866740807,0
2012-03-21,-4844.131010198966,4844.131010198966,28739.814888200955,34607.00883239927,5,2012-03-20,1680510.7160189473,0.7874240910960354,0
2012-03-22,-8565.176014650147,8565.176014650147,28902.604770363774,34632.99493206232,5,2012-03-21,1675666.5850087483,0.7903704145679661,0
2012-03-23,8256.830363771645,-8256.830363771645,28763.093269411474,34496.07037906838,5,2012-03-22,1667101.4089940982,0.7895728252610895,0
2012-03-26,23020.8817525364,-23020.8817525364,29204.95869765035,35053.45870316531,5,2012-03-23,1675358.2393578698,0.7912211637092691,0
2012-03-27,-8956.600426093675,8956.600426093675,28907.289143631468,34820.127440995675,5,2012-03-26,1698379.1211104062,0.7773048761487007,0
2012-03-28,-11051.186454934767,11051.186454934767,28199.249827032443,33918.37748669837,5,2012-03-27,1689422.5206843126,0.7808573102615628,0
2012-03-29,-3009.654057213571,3009.654057213571,27376.148306259187,32980.854130785214,5,2012-03-28,1678371.3342293778,0.7797961711634794,0
2012-03-30,7622.773322954308,-7622.773322954308,26557.680058845086,31792.081148890175,5,2012-03-29,1675361.6801721642,0.7664075458793937,0
2012-04-02,7255.8361869521905,-7255.8361869521905,26677.359862305224,32032.699854588463,5,2012-03-30,1682984.4534951185,0.765986816684868,0
2012-04-03,-11977.033539101481,11977.033539101481,26806.488758364227,32295.41390816155,5,2012-04-02,1690240.2896820707,0.7639052029759866,0
2012-04-04,-20528.99775154004,20528.99775154004,26800.92074903613,32325.439281297942,5,2012-04-03,1678263.2561429692,0.7680931352611777,0
2012-04-05,-523.5227031430695,523.5227031430695,26774.268805003492,32190.34866962051,5,2012-04-04,1657734.2583914292,0.7770731139763473,0
2012-04-09,-6869.185233663069,6869.185233663069,26882.58189551113,32205.283378155298,5,2012-04-05,1657210.7356882861,0.7776425062120372,0
2012-04-10,2308.9229725464247,-2308.9229725464247,27292.66426572902,32397.515014476936,5,2012-04-09,1650341.550454623,0.7965956705815406,0
2012-04-11,2820.047303781379,-2820.047303781379,27623.480957691325,32782.776827567024,5,2012-04-10,1652650.4734271695,0.8076260111730083,0
2012-04-12,12506.13279371988,-12506.13279371988,27555.816605191445,32784.874211116694,5,2012-04-11,1655470.5207309509,0.805137347002305,0
2012-04-13,-12782.282628105953,12782.282628105953,27851.05760005326,33367.86524940459,5,2012-04-12,1667976.6535246707,0.8095370207297137,0
2012-04-16,-6967.3412258508615,6967.3412258508615,27692.620541335084,33023.00454174345,5,2012-04-13,1655194.3708965648,0.8180988817653884,0
2012-04-17,6013.137304213131,-6013.137304213131,27501.727757196175,32896.75564999669,5,2012-04-16,1648227.029670714,0.81231734874116,0
2012-04-18,-7391.232309784275,7391.232309784275,27580.027907579904,33084.89825411476,5,2012-04-17,1654240.166974927,0.8118695516154428,0
2012-04-19,-3206.31601701444,3206.31601701444,27422.52159060305,32833.13116977024,5,2012-04-18,1646848.9346651428,0.8097065185182973,0
2012-04-20,1863.1070914922748,-1863.1070914922748,27333.209774747724,32702.08631048505,5,2012-04-19,1643642.6186481284,0.8064238040110195,0
2012-04-23,-4658.849249105435,4658.849249105435,26436.72523381794,31415.13903117017,5,2012-04-20,1645505.7257396206,0.7949435605795822,0
2012-04-24,3065.0198719406035,-3065.0198719406035,26298.428042295855,31159.53758479976,5,2012-04-23,1640846.8764905152,0.7951482802841432,0
2012-04-25,5569.62548146327,-5569.62548146327,26221.890065738233,31040.337397343385,5,2012-04-24,1643911.8963624558,0.7954070635797312,0
2012-04-26,7381.802314148052,-7381.802314148052,26314.96353104757,31364.510818370756,5,2012-04-25,1649481.521843919,0.7939630525698718,0
2012-04-27,-456.06994216842577,456.06994216842577,26626.93545029103,31864.476401612956,5,2012-04-26,1656863.3241580671,0.7937625747014502,0
2012-04-30,1606.2833799989894,-1606.2833799989894,26713.51725339587,31997.768196189823,5,2012-04-27,1656407.2542158987,0.7906563889382414,0
2012-05-01,893.8023025344592,-893.8023025344592,26659.10065262532,31877.664087574558,5,2012-04-30,1658013.5375958977,0.7895191131836947,0
2012-05-02,-5830.936256214976,5830.936256214976,26019.865452595986,31219.37435136582,5,2012-05-01,1658907.3398984321,0.7734644514360594,0
2012-05-03,-11982.469209087314,11982.469209087314,25924.54192080465,31041.414595440776,5,2012-05-02,1653076.4036422172,0.7727917984902976,0
2012-05-04,-4055.5054942585994,4055.5054942585994,25358.455694356235,30180.377086082008,5,2012-05-03,1641093.9344331298,0.7690718157117366,0
2012-05-07,-5063.817726969486,5063.817726969486,25138.831814079545,29763.388160801587,5,2012-05-04,1637038.4289388712,0.77437853635639,0
2012-05-08,-16264.986600855365,16264.986600855365,25068.688048778335,29572.004870402627,5,2012-05-07,1631974.6112119018,0.7803301734041015,0
2012-05-09,-9870.468193194363,9870.468193194363,24834.65544474474,29322.80164180342,5,2012-05-08,1615709.6246110464,0.7772904886952191,0
2012-05-10,5801.949699543882,-5801.949699543882,20394.86315136659,25433.36258865064,5,2012-05-09,1605839.156417852,0.7764678906904644,0
2012-05-11,-9723.699503619457,9723.699503619457,24827.643368279096,29966.70690051988,5,2012-05-10,1611641.106117396,0.7754340166401884,0
2012-05-14,-17583.508601687616,17583.508601687616,24749.95248751389,29717.322152827306,5,2012-05-11,1601917.4066137765,0.7760349142892462,0
2012-05-15,-12436.546749402536,12436.546749402536,24613.382448037853,29470.554096742162,5,2012-05-14,1584333.8980120888,0.7765104939138108,0
2012-05-16,-4068.7339750158135,4068.7339750158135,24496.29024169687,29260.94296399178,5,2012-05-15,1571897.3512626863,0.7753710298476636,0
2012-05-17,8605.810906472616,-8605.810906472616,23801.52956759534,28216.843876512023,5,2012-05-16,1567828.6172876705,0.7678110636540546,0
2012-05-18,6481.644087351626,-6481.644087351626,24647.885663146386,29419.2131606624,5,2012-05-17,1576434.428194143,0.778809826589142,0
2012-05-21,6982.609349504812,-6982.609349504812,25001.89482221729,29962.742036277567,5,2012-05-18,1582916.0722814947,0.779384671916958,0
2012-05-22,-7906.3806800458115,7906.3806800458115,25137.539929441642,30182.507385083056,5,2012-05-21,1589898.6816309995,0.7901049386436808,0
2012-05-23,-10128.041328996886,10128.041328996886,25020.49247875018,30103.936929464526,5,2012-05-22,1581992.3009509537,0.7898063349083523,0
2012-05-24,-236.74867497524247,236.74867497524247,24962.220181880053,29800.027744780622,5,2012-05-23,1571864.2596219569,0.7934186794100415,0
2012-05-25,3792.9714915156364,-3792.9714915156364,21579.773041807814,24862.15409922567,5,2012-05-24,1571627.5109469816,0.7610367943501529,0
2012-05-29,-6990.381173889618,6990.381173889618,21303.305447106948,24662.051293500233,5,2012-05-25,1575420.4824384972,0.7521474928818067,0
2012-05-30,-6174.170740365516,6174.170740365516,21595.553067807807,24877.694018759903,5,2012-05-29,1568430.1012646076,0.7550346282135951,0
2012-05-31,-6648.315363643691,6648.315363643691,21768.621363211423,25014.156363392154,5,2012-05-30,1562255.930524242,0.7719860798017963,0
2012-06-01,14814.198136926629,-14814.198136926629,21377.789532866795,24415.409887699596,5,2012-05-31,1555607.6151605984,0.7608362325835709,0
2012-06-04,3139.77881702804,-3139.77881702804,24125.032457760535,28017.290936261743,5,2012-06-01,1570421.813297525,0.7960148597280506,0
2012-06-05,4611.492415046785,-4611.492415046785,23790.962034367258,27712.21742168339,5,2012-06-04,1573561.592114553,0.7954385317428591,0
2012-06-06,8633.484879381489,-8633.484879381489,23669.91607216443,27626.352883392945,5,2012-06-05,1578173.0845295999,0.7969873950369609,0
2012-06-07,-9744.261163230985,9744.261163230985,23929.14230505703,27943.705687171874,5,2012-06-06,1586806.5694089814,0.8091872336430589,0
2012-06-08,1577.3548031980172,-1577.3548031980172,23332.280268306844,27382.986268168315,5,2012-06-07,1577062.3082457504,0.7982088808055384,0
2012-06-11,-1571.9143762693275,1571.9143762693275,22908.404575827997,26888.512372936308,5,2012-06-08,1578639.6630489484,0.7724700959977001,0
2012-06-12,7949.019410036737,-7949.019410036737,22684.12215591455,26642.148533626925,5,2012-06-11,1577067.748672679,0.7782869555010321,0
2012-06-13,-1210.5678766097408,1210.5678766097408,23003.154519137926,27142.985062781394,5,2012-06-12,1585016.7680827158,0.7919959183658872,0
2012-06-14,7428.351280876668,-7428.351280876668,23136.122371383943,27157.928909253656,5,2012-06-13,1583806.200206106,0.7874124915669585,0
2012-06-15,1314.6544318532106,-1314.6544318532106,23177.757158028893,27323.796400734176,5,2012-06-14,1591234.5514869827,0.7957146645235514,0
2012-06-18,346.134641014738,-346.134641014738,23477.625742546283,27700.755549384747,5,2012-06-15,1592549.205918836,0.7971268448210002,0
2012-06-19,-10.323367814999074,10.323367814999074,23352.11800036626,27642.109029736137,5,2012-06-18,1592895.3405598507,0.8049739749045032,0
2012-06-20,-5047.13851343072,5047.13851343072,23968.208279452287,28105.85314506162,5,2012-06-19,1592885.0171920357,0.8084989560328874,0
2012-06-21,-24544.523001512513,24544.523001512513,23500.990201795008,27256.364329351483,5,2012-06-20,1587837.878678605,0.8042398289871339,1
2012-06-22,12489.153189197648,-12489.153189197648,16862.694632278755,20448.030083806814,5,2012-06-21,1563293.3556770924,0.8181772467624523,0
2012-06-25,-2241.6378624748904,2241.6378624748904,23810.62336480245,27368.85918896985,5,2012-06-22,1575782.50886629,0.8284118935340316,0
2012-06-26,-3195.0868763430044,3195.0868763430044,23488.684309543343,27168.87997843502,5,2012-06-25,1573540.8710038152,0.8382180568017752,0
2012-06-27,2493.31231935136,-2493.31231935136,23528.3244333514,27165.966841372334,5,2012-06-26,1570345.7841274722,0.8367602796514206,0
2012-06-28,-13179.512621446745,13179.512621446745,23900.87682070071,27474.970541007584,5,2012-06-27,1572839.0964468236,0.836634071172222,0
2012-06-29,30465.973389033694,-30465.973389033694,23333.20077718352,26720.782188272522,5,2012-06-28,1559659.5838253768,0.8265348810845324,0
2012-07-02,821.5041060142685,-821.5041060142685,25703.19555153465,29558.08177043898,5,2012-06-29,1590125.5572144105,0.8469028215890871,0
2012-07-03,14946.449426346458,-14946.449426346458,26032.736798180966,29674.99284346695,5,2012-07-02,1590947.0613204248,0.8569322324184139,0
2012-07-05,-13223.582790779416,13223.582790779416,26423.757499103434,30618.83212220152,5,2012-07-03,1605893.5107467712,0.8426416208624911,0
2012-07-06,-19359.070080292644,19359.070080292644,25858.005778222112,29983.299181578495,5,2012-07-05,1592669.9279559918,0.8374640817862705,0
2012-07-09,-4025.238834319869,4025.238834319869,25398.00261101825,29541.20473802886,5,2012-07-06,1573310.8578756992,0.8414986490729267,0
2012-07-10,-10614.953542938223,10614.953542938223,25208.71802375745,29295.404219530243,5,2012-07-09,1569285.6190413793,0.8342268157916307,0
2012-07-11,2759.4821409008,-2759.4821409008,24523.2332203018,28612.125264986556,5,2012-07-10,1558670.665498441,0.8257768838709252,0
2012-07-12,-6715.869357307674,6715.869357307674,24620.54087148118,28839.679219560836,5,2012-07-11,1561430.147639342,0.825573698472806,0
2012-07-13,12645.317610847065,-12645.317610847065,24250.168722662376,28503.103474338724,5,2012-07-12,1554714.2782820342,0.8212418119536152,0
2012-07-16,-545.6293126344681,545.6293126344681,25631.35511008557,29923.037877814797,5,2012-07-13,1567359.5958928813,0.829347710113265,0
2012-07-17,1055.4837671646383,-1055.4837671646383,25509.483995029004,29807.706110681127,5,2012-07-16,1566813.9665802468,0.8309370300258184,0
2012-07-18,819.876867444953,-819.876867444953,26040.34647514159,30231.226909933845,5,2012-07-17,1567869.4503474114,0.8333848721914311,0
2012-07-19,3375.2029558329377,-3375.2029558329377,26589.470584332943,30698.304630115115,5,2012-07-18,1568689.3272148564,0.8306436437057115,0
2012-07-20,-5988.177810183028,5988.177810183028,26868.91625739704,31026.56398570789,5,2012-07-19,1572064.5301706893,0.8296420999988805,0
2012-07-23,-10958.123366004322,10958.123366004322,26250.97669088398,30469.593191214233,5,2012-07-20,1566076.3523605063,0.8289625540178674,0
2012-07-24,-2666.9524491461925,2666.9524491461925,25345.150844105985,29531.655427949783,5,2012-07-23,1555118.228994502,0.8367670737089054,0
2012-07-25,7415.942944738083,-7415.942944738083,24834.821867709747,29126.31216937732,5,2012-07-24,1552451.2765453558,0.8408750971530394,0
2012-07-26,12798.05622333684,-12798.05622333684,25206.141302153934,29837.18105979869,5,2012-07-25,1559867.2194900939,0.843553908766239,0
2012-07-27,24634.347136807395,-24634.347136807395,26927.990956898546,31471.489381289204,5,2012-07-26,1572665.2757134307,0.8524265137491892,0
2012-07-30,-3678.4054743004963,3678.4054743004963,29386.58065987006,33383.68036939604,5,2012-07-27,1597299.622850238,0.8771687226777294,0
2012-07-31,-10222.91999642644,10222.91999642644,29367.413336980622,33268.33523039422,5,2012-07-30,1593621.2173759376,0.8775947625967394,0
2012-08-01,-2817.1278549293056,2817.1278549293056,28928.11472349963,32804.670671680105,5,2012-07-31,1583398.2973795112,0.8725082640528803,0
2012-08-02,-13554.280206278665,13554.280206278665,29117.48188187927,32940.22322686985,5,2012-08-01,1580581.1695245819,0.8714478024790161,0
2012-08-03,22337.992331476416,-22337.992331476416,28294.541606022744,32211.864266093355,5,2012-08-02,1567026.8893183032,0.8686106853039659,0
2012-08-06,8935.379671632312,-8935.379671632312,25798.567746611778,29403.258822481195,5,2012-08-03,1589364.8816497796,0.8824856839027094,0
2012-08-07,5367.664718413493,-5367.664718413493,25945.590547108557,29529.133597561206,5,2012-08-06,1598300.261321412,0.8947160020676094,0
2012-08-08,2133.5994503637776,-2133.5994503637776,26198.388249913463,29674.426582632772,5,2012-08-07,1603667.9260398254,0.8969742973310254,0
2012-08-09,2907.4047732057516,-2907.4047732057516,25957.203804160235,29336.911363524945,5,2012-08-08,1605801.5254901892,0.8878240236985584,0
2012-08-10,-3375.5963605979923,3375.5963605979923,25902.187390207546,29233.4679139758,5,2012-08-09,1608708.930263395,0.8853872923156539,0
2012-08-13,-7116.473009950481,7116.473009950481,26087.358600270003,29385.537908513146,5,2012-08-10,1605333.333902797,0.8861833062987695,0
2012-08-14,3314.4806890189648,-3314.4806890189648,25421.008151769172,28401.784546455696,5,2012-08-13,1598216.8608928465,0.8739562651564133,0
2012-08-15,7195.359155286336,-7195.359155286336,25122.240123641677,28083.375155598205,5,2012-08-14,1601531.3415818654,0.8791974822479648,0
2012-08-16,8008.524445204297,-8008.524445204297,25254.696825971594,28203.249349760263,5,2012-08-15,1608726.7007371518,0.8737542963362767,0
2012-08-17,735.1144430562854,-735.1144430562854,24996.701217437396,28304.07561726882,5,2012-08-16,1616735.225182356,0.8704978237819919,0
2012-08-20,3333.634013256291,-3333.634013256291,25108.96436359291,28441.940195962554,5,2012-08-17,1617470.3396254124,0.8669569864257897,0
2012-08-21,5290.235841426766,-5290.235841426766,25252.6189423108,28494.909648612793,5,2012-08-20,1620803.9736386687,0.8648559122899914,0
2012-08-22,5035.269889475545,-5035.269889475545,25496.18209419865,28539.961871588275,5,2012-08-21,1626094.2094800954,0.866354706773048,0
2012-08-23,2433.9942537304014,-2433.9942537304014,25576.232962864917,28779.77609279775,5,2012-08-22,1631129.479369571,0.8754368381357455,0
2012-08-24,2442.1355711480137,-2442.1355711480137,25311.583359128563,28414.229909735128,5,2012-08-23,1633563.4736233014,0.857232153979456,0
2012-08-27,-5584.337615665281,5584.337615665281,25732.479225340532,28821.164994684048,5,2012-08-24,1636005.6091944494,0.8538997952407796,0
2012-08-28,-123.53223241423257,123.53223241423257,22082.121758654946,25372.615888574765,5,2012-08-27,1630421.271578784,0.811652326568386,0
2012-08-29,-1500.430624854751,1500.430624854751,22134.28069764818,25362.70200739107,5,2012-08-28,1630297.7393463699,0.8072287942250633,0
2012-08-30,-6012.429264590843,6012.429264590843,22157.130684482167,25384.298088902422,5,2012-08-29,1628797.3087215151,0.8046441317505352,0
2012-08-31,15039.001866075676,-15039.001866075676,22023.798407939263,24792.57065640618,5,2012-08-30,1622784.8794569243,0.7897710943317277,0
2012-09-04,3364.54226687341,-3364.54226687341,23186.826648690505,25968.67387103392,5,2012-08-31,1637823.881323,0.7951660501094917,0
2012-09-05,-1753.0554927487392,1753.0554927487392,23216.828061808133,25962.50329153901,5,2012-09-04,1641188.4235898734,0.7968189230285375,0
2012-09-06,17030.96047813422,-17030.96047813422,23187.083542372566,25836.950347152724,5,2012-09-05,1639435.3680971246,0.7882720876604267,0
2012-09-07,18508.19840064668,-18508.19840064668,23862.78421635041,27443.565752289396,5,2012-09-06,1656466.3285752588,0.7930953267321769,0
2012-09-10,-3642.273949412396,3642.273949412396,25611.80000344268,29175.129560366087,5,2012-09-07,1674974.5269759055,0.7927643462623511,0
2012-09-11,4564.626415421488,-4564.626415421488,25473.548722719774,28778.66418701331,5,2012-09-10,1671332.2530264931,0.7980980981939264,0
2012-09-12,8305.558227176545,-8305.558227176545,25669.482370609185,29133.583787009215,5,2012-09-11,1675896.8794419146,0.7945848576849733,0
2012-09-13,24498.992021567887,-24498.992021567887,26136.36200065748,29636.386593342108,5,2012-09-12,1684202.4376690912,0.7942475166224526,0
2012-09-14,15367.215200342238,-15367.215200342238,27581.037522885017,31855.53368608593,5,2012-09-13,1708701.429690659,0.8014728482887147,0
2012-09-17,-8013.256719709141,8013.256719709141,27923.86236480088,32193.355845282458,5,2012-09-14,1724068.6448910013,0.8155681910645628,0
2012-09-18,1731.732737975195,-1731.732737975195,25087.000839456916,27905.85780464448,5,2012-09-17,1716055.3881712921,0.7929548897282838,0
2012-09-19,-3330.1058051371947,3330.1058051371947,22976.55724163796,26126.273759728203,5,2012-09-18,1717787.1209092673,0.7844459482184645,0
2012-09-20,158.1225269283168,-158.1225269283168,22806.146190762287,25977.002184022684,5,2012-09-19,1714457.0151041301,0.771439683719055,0
2012-09-21,-1836.8053655845579,1836.8053655845579,22627.93598228204,25757.070704864105,5,2012-09-20,1714615.1376310585,0.7692034625015967,0
2012-09-24,-6958.456287914654,6958.456287914654,22636.611005826388,25803.58731694957,5,2012-09-21,1712778.332265474,0.7707332203231965,0
2012-09-25,-7037.3239823281765,7037.3239823281765,22159.352103984216,25288.235482613556,5,2012-09-24,1705819.8759775592,0.7672999771334026,0
2012-09-26,-10560.581503201043,10560.581503201043,20539.531164707616,23194.83218494854,5,2012-09-25,1698782.551995231,0.744524780125314,0
2012-09-27,14070.702446218813,-14070.702446218813,20487.293894603616,23102.167875795298,5,2012-09-26,1688221.97049203,0.7398695154107225,0
2012-09-28,-3513.055051154457,3513.055051154457,20699.553789345315,23539.327886495088,5,2012-09-27,1702292.6729382488,0.7437768633286161,0
2012-10-01,382.9239240339957,-382.9239240339957,20325.33002729551,22969.477386048344,5,2012-09-28,1698779.6178870944,0.7398965658151679,0
2012-10-02,285.72890900750645,-285.72890900750645,19887.62582941586,22440.703417596826,5,2012-10-01,1699162.5418111284,0.7316023870577725,0
2012-10-03,3374.1131047159433,-3374.1131047159433,19853.988349941792,22448.01009602081,5,2012-10-02,1699448.270720136,0.7271779152426533,0
2012-10-04,11761.242902630474,-11761.242902630474,19454.683913215762,21994.542479779524,5,2012-10-03,1702822.3838248518,0.7213937674907099,0
2012-10-05,23.751387142809108,-23.751387142809108,19776.475149930455,22422.920053785572,5,2012-10-04,1714583.6267274823,0.7247325249455253,0
2012-10-08,-2406.1019987482578,2406.1019987482578,19777.506503611803,22426.830078112987,5,2012-10-05,1714607.378114625,0.7274660041075541,0
