,Mean,Std,Min,Max,Skewness,Excess Kurtosis,KS statistic,KS p-value,KS Normal?
EURUSD,-2.892876398092025e-05,0.007116510673896007,-0.1433236378744118,0.159631874406008,0.5917345130871684,105.17673170471522,0.09184295653083466,9.655886149861885e-37,NO
EWG,0.00017726608510183807,0.01582729620099489,-0.1356916503421169,0.1805666241897439,-0.25563405420145907,11.711589510904473,0.09453112216608692,6.672314997282942e-39,NO
EWJ,9.682654085976871e-05,0.012672679318247794,-0.109900813839706,0.1468840690654262,-0.07060574736609701,11.135150470640674,0.07561967125411106,4.927616932849505e-25,NO
GLD,0.00030556371749152975,0.010985047026287288,-0.0919050745798384,0.1069739842380113,-0.32041761522497614,6.393271333703467,0.06968930448565572,2.532110748154671e-21,NO
IEF,0.0001174758273929626,0.004290337631382955,-0.0253918378494951,0.033689227061982,0.1275478801407395,2.8868951994595715,0.039942574949383136,2.7300129542505056e-07,NO
SPY,0.0003831325655043641,0.012007394165332,-0.1158865752895106,0.1355772788472581,-0.3798761793583948,14.661620830221942,0.11761441207385603,4.806193606805516e-60,NO
