,VaR_full,VaR_diagonal,ES_full,ES_diagonal,diversif_benefit,sigma_full,sigma_diagonal
2016-01-22,7845.427959733676,8544.799649100327,8976.095952478237,9777.34128324193,699.3716893666506,3336.619304553216,3637.250047345716
2016-01-25,7847.317342505083,8557.79111876962,8978.674791995867,9792.639389815851,710.4737762645382,3338.653902422672,3644.0569696907037
2016-01-26,7854.529772277219,8568.820428044455,8985.947020798127,9804.284482041272,714.2906557672359,3338.830370315618,3645.8741550125824
2016-01-27,7868.185944386064,8537.196525865336,9004.730977472615,9771.192664143415,669.0105814792723,3353.9625444649764,3641.542312282422
2016-01-28,7866.95152458238,8538.000912017154,9003.406743312722,9772.2042176298,671.049387434774,3353.6975008653726,3642.15366639541
2016-01-29,7854.525882226812,8510.659104286735,8990.050595362949,9741.759148236379,656.1332220599224,3350.9515639957203,3632.9958916655223
2016-02-01,7894.300723909322,8516.656140737025,9037.946091671043,9750.956611528194,622.3554168277024,3374.915745491264,3642.4404023890643
2016-02-02,7893.983014465423,8523.945975159028,9037.613714411318,9759.339927359582,629.9629606936041,3374.872460532499,3645.6672834922165
2016-02-03,7896.214448622986,8542.66546574904,9038.973615779152,9779.58960998498,646.4510171260536,3372.300553350706,3650.1829046274206
2016-02-04,7883.186235147672,8544.176910332279,9023.392835649413,9780.666400225105,660.9906751846065,3364.7678883863077,3648.9002327190037
2016-02-05,7910.736691783039,8547.93771727008,9056.475719548971,9786.494326524164,637.201025487042,3381.0941696016566,3655.000334968159
2016-02-08,7901.858180388331,8572.20870330025,9045.389293342696,9813.386103371688,670.3505229119191,3374.578577729982,3662.7343305269737
2016-02-09,7899.943601646394,8587.439917845397,9043.498421712418,9831.13855877679,687.4963161990026,3374.648537795119,3670.1745525715887
2016-02-10,7896.840297515063,8589.523637046488,9039.01705217549,9832.599777835965,692.6833395314252,3370.5818447740407,3668.337544710802
2016-02-11,7888.906064889778,8588.483511790766,9029.510952141134,9830.99201201163,699.5774469009884,3365.943238945487,3666.6624283270085
2016-02-12,7914.8497719669,8645.561274194693,9060.992886776663,9898.143129197188,730.7115022277931,3382.286636921698,3696.3890591697327
2016-02-16,7900.219784411258,8648.549238813635,9045.940254818532,9903.274759959622,748.3294544023775,3381.0394065398714,3702.715052195797
2016-02-17,7930.032785969636,8708.694910833368,9077.570481495904,9969.656050979855,778.6621248637321,3386.4020668890316,3721.1164634557
2016-02-18,7934.372976062588,8711.595264415659,9083.867756100848,9974.303755980007,777.2222883530703,3392.1774545406306,3726.2729253968632
2016-02-19,7941.1159139459205,8727.125906837951,9092.00373089143,9992.507492072666,786.0099928920308,3396.2883287021996,3734.1612675102465
2016-02-22,7948.56916352165,8734.035804513123,9099.65508120173,9999.536343388649,785.4666409914735,3396.8729271337947,3734.5123016040993
2016-02-23,7947.359062407433,8750.539122296537,9098.37402115451,10018.548918899425,803.1800598891041,3396.6635261892084,3741.9171612330456
2016-02-24,7951.337501127772,8770.286051176972,9102.426365393152,10040.666662847647,818.9485500492001,3396.8816225540772,3748.913474362507
2016-02-25,7949.5750318272585,8765.84958841304,9101.056799419914,10036.233597436794,816.2745565857822,3398.041086547941,3748.9235000057024
2016-02-26,7940.697558074255,8754.521045532323,9090.363314404593,10022.732009485913,813.8234874580685,3392.6820083092284,3742.5108092978217
2016-02-29,7946.408692102269,8743.654639136867,9096.616455909096,10009.992851099234,797.2459470345975,3394.2814810287746,3736.9842882618946
2016-03-01,7949.093220015864,8758.992007780656,9099.226729803624,10027.099035694904,809.8987877647924,3394.0623562325945,3742.204092385755
2016-03-02,7948.99047872692,8780.876047687547,9098.92532775841,10051.987108773625,831.8855689606271,3393.4761051680166,3751.0690422534108
2016-03-03,7946.440319852956,8770.997712724822,9096.888495230527,10041.554644904914,824.5573928718659,3394.9909394136666,3749.433799001824
