,VaR,actual_loss,exception,cvm_pvalue
2012-05-15,18760.09498632901,7398.560091714055,0,0.582
2012-05-16,18888.29442721469,3080.151192211113,0,0.582
2012-05-17,19040.151765559323,1778.1378532477006,0,0.582
2012-05-18,19005.93191066517,-1517.756283225173,0,0.582
2012-05-21,19347.69327390957,-6505.3706860518,0,0.582
2012-05-22,18974.138347445743,-350.88238611971747,0,0.582
2012-05-23,19189.06396074465,9124.728473236924,0,0.582
2012-05-24,18792.839250938236,-855.5431009568443,0,0.582
2012-05-25,18833.44637557011,458.9637119704697,0,0.582
2012-05-29,18996.609240342597,2849.447041097658,0,0.582
2012-05-30,18508.49992519681,9998.487297412008,0,0.582
2012-05-31,18811.303268987653,6289.959248768669,0,0.582
2012-06-01,18750.63203601581,4015.371667885328,0,0.582
2012-06-04,19076.67835202362,-4629.838950184018,0,0.582
2012-06-05,18729.707962750635,-5419.211623052623,0,0.582
2012-06-06,19043.492493262485,-8918.837285921487,0,0.582
2012-06-07,18525.484992518705,1831.189139751899,0,0.582
2012-06-08,19025.109283073885,-497.7276429247679,0,0.582
2012-06-11,19337.667704135438,3646.667476733712,0,0.582
2012-06-12,19076.926502738952,-5270.361840550339,0,0.582
2012-06-13,18681.502446481405,3950.638027494517,0,0.582
2012-06-14,19277.953884176837,-5504.213947940042,0,0.582
2012-06-15,18954.19789033508,75.51201472666037,0,0.582
2012-06-18,19519.990118713187,85.14573070482629,0,0.582
2012-06-19,18935.38630401801,-2904.4238400660765,0,0.582
2012-06-20,18778.767928553203,971.5897219629552,0,0.582
2012-06-21,18891.410717084822,12426.0069288906,0,0.582
2012-06-22,19043.620487377622,-3552.437527503929,0,0.582
2012-06-25,19046.37529345201,6676.941487461447,0,0.582
2012-06-26,19387.922977709946,-738.9146976617833,0,0.582
2012-06-27,18547.890251775163,-1645.5605978958415,0,0.582
2012-06-28,18843.77777968422,8306.505320511755,0,0.582
2012-06-29,19324.196109537974,-18699.048351811434,0,0.582
2012-07-02,18475.249238572334,-149.39883598730705,0,0.582
2012-07-03,18821.648961668736,-8064.378099264155,0,0.582
2012-07-05,19326.55299728236,8573.219750263208,0,0.582
2012-07-06,19324.22998044694,13686.773884229911,0,0.582
2012-07-09,19344.354094403145,5495.837609086415,0,0.582
2012-07-10,18796.375954502237,4936.777794175353,0,0.582
2012-07-11,18950.119932711117,-414.2475393219544,0,0.582
2012-07-12,19106.373895656867,5918.9182197769205,0,0.582
2012-07-13,18676.235574070008,-8265.262404888312,0,0.582
2012-07-16,19524.322404695165,1145.1241420822234,0,0.582
2012-07-17,19042.671576138935,-3850.466043348952,0,0.582
2012-07-18,18371.461227436204,-1937.2089503797008,0,0.582
2012-07-19,19133.089660139707,-2684.343656107106,0,0.582
2012-07-20,18220.719259385754,7453.825207970749,0,0.582
2012-07-23,19303.04774849192,9366.124769271692,0,0.582
2012-07-24,18636.513407562536,4620.184369526621,0,0.582
2012-07-25,18763.132646045407,-784.1213955070344,0,0.582
2012-07-26,19173.754057094637,-10255.916801196852,0,0.582
2012-07-27,18674.872420708874,-23130.10560693236,0,0.582
2012-07-30,19278.349099037056,3912.30062172006,0,0.582
2012-07-31,19154.679446042475,7249.391927738343,0,0.582
2012-08-01,19460.815406553324,-2110.059884160324,0,0.582
2012-08-02,18767.34324829521,10409.009526092686,0,0.582
2012-08-03,19241.674040579925,-17797.309850698442,0,0.582
2012-08-06,19512.139739947685,-6278.010987207517,0,0.582
2012-08-07,19658.557300048535,-6051.366029600436,0,0.582
2012-08-08,18958.682793923224,-1675.9281216208817,0,0.582
2012-08-09,18936.09416685904,-1402.6354508987406,0,0.582
2012-08-10,18750.805208301826,4577.683155722602,0,0.582
2012-08-13,18927.598036970423,3287.453398693172,0,0.582
2012-08-14,18653.839872891174,-6890.299716117646,0,0.582
2012-08-15,19211.738599907236,-6515.728580900131,0,0.582
2012-08-16,19241.501180712105,-5018.870011491006,0,0.582
2012-08-17,18994.808476549002,177.3680081651204,0,0.582
2012-08-20,19120.06085432329,-1608.3801961973484,0,0.582
2012-08-21,18759.598719935635,-448.2182242702549,0,0.582
2012-08-22,19190.28764667516,1874.942601271429,0,0.582
2012-08-23,19527.73611225616,1537.731234151369,0,0.582
2012-08-24,18838.860486987156,-1737.087098815333,0,0.582
2012-08-27,18861.33817271468,4064.245533411549,0,0.582
2012-08-28,18560.51938996629,998.8272513378972,0,0.582
2012-08-29,19191.59688168403,-1834.686416653921,0,0.582
2012-08-30,19202.347664960347,5479.972522595333,0,0.582
2012-08-31,18796.581872248295,-1831.8540016138768,0,0.582
2012-09-04,19012.89739568493,-1638.7008907465645,0,0.582
2012-09-05,18638.897351647895,1023.6920755573634,0,0.582
2012-09-06,18388.22575543413,-14376.70233850472,0,0.582
2012-09-07,18622.921931605084,-6396.9169969524855,0,0.582
2012-09-10,18323.994082324254,-418.23308531521207,0,0.582
2012-09-11,18648.875886361813,-2652.375945027861,0,0.582
2012-09-12,18950.15022587952,-8629.316326118098,0,0.582
2012-09-13,19170.002344045846,-11513.20285922338,0,0.582
2012-09-14,18914.92218379986,-15092.139783223603,0,0.582
2012-09-17,18851.022381527164,3840.295633834826,0,0.582
2012-09-18,18686.66459364592,977.9989842597458,0,0.582
2012-09-19,19282.201175005725,3777.3153767687168,0,0.582
2012-09-20,19031.679986958712,-954.6034643858352,0,0.582
2012-09-21,19295.216809386653,3685.479433404448,0,0.582
2012-09-24,18846.14396968339,4315.167398038535,0,0.582
2012-09-25,18168.255496597783,6034.849825053403,0,0.582
2012-09-26,18292.107452449553,7774.445312134449,0,0.582
2012-09-27,18404.330857206438,-5620.619955010712,0,0.582
2012-09-28,18459.966172875167,1783.8458276241995,0,0.582
2012-10-01,19126.520271120575,1251.5289878342585,0,0.582
2012-10-02,18591.099681752967,-829.8858876774668,0,0.582
2012-10-03,18885.53523111442,-1886.3684637427707,0,0.582
2012-10-04,18961.12247432797,-8073.642962069025,0,0.582
2012-10-05,18864.451755044192,-3941.160321620682,0,0.582
2012-10-08,18504.98731944019,799.10778633043,0,0.582
2012-10-09,19256.26152710171,5788.528964116817,0,0.582
2012-10-10,18582.10608552672,5435.265716573823,0,0.582
2012-10-11,18473.27759393328,1446.4468371613448,0,0.582
2012-10-12,19726.624611392843,1935.7575437703672,0,0.582
2012-10-15,19149.835593716292,309.5437220139461,0,0.582
2012-10-16,19148.566678509385,-7848.557438007037,0,0.582
2012-10-17,18793.274254620614,-10081.9062283394,0,0.582
2012-10-18,19062.788766219397,-593.1639345557568,0,0.582
2012-10-19,18858.341806164342,12658.846188127794,0,0.582
2012-10-22,19200.114632504195,-2770.868313487842,0,0.582
2012-10-23,18633.71888912973,6596.454186641125,0,0.582
2012-10-24,19325.328616684088,2762.842541343164,0,0.582
2012-10-25,18266.06997573545,-6650.118254578319,0,0.582
2012-10-26,19021.771123483453,7220.423155466613,0,0.582
2012-10-31,18629.51561359525,2616.11983003783,0,0.582
2012-11-01,18737.884896495914,-1657.8104745223818,0,0.582
2012-11-02,18645.884520701555,7582.7217908570465,0,0.582
2012-11-05,18898.64988941845,2872.9391410752846,0,0.582
2012-11-06,19047.314184519728,-10564.161961157926,0,0.582
2012-11-07,18381.300682954523,12915.445429135108,0,0.582
2012-11-08,18908.693125861253,6697.016510101754,0,0.582
2012-11-09,18591.683892267087,1459.1046301189929,0,0.582
2012-11-12,18716.52701473753,1826.2794775955845,0,0.582
2012-11-13,18832.564663287496,3320.757869066212,0,0.582
2012-11-14,19216.65861435856,1647.7202796233523,0,0.582
2012-11-15,18185.23798613587,2596.748108389994,0,0.582
2012-11-16,18265.310234864988,-807.3495810055783,0,0.582
2012-11-19,19041.58826652468,-7660.581382501375,0,0.582
2012-11-20,18570.290659160964,-3266.710396548344,0,0.582
2012-11-21,18622.719201827473,-4045.9566220562174,0,0.582
2012-11-23,18845.208188824283,-6944.542186463887,0,0.582
2012-11-26,18701.962273305682,2680.252106295254,0,0.582
2012-11-27,18861.675678227366,3341.6080515238555,0,0.582
2012-11-28,19256.90082304756,3287.702700299853,0,0.582
2012-11-29,18724.04245297443,-1346.83175884541,0,0.582
2012-11-30,18432.92011281323,1246.6720484533753,0,0.582
2012-12-03,18371.54572799481,-112.76060532565816,0,0.582
2012-12-04,18282.13831820755,3649.226311349385,0,0.582
2012-12-05,18882.084026371293,369.7537712434328,0,0.582
2012-12-06,18644.238696146687,228.0153182972256,0,0.582
2012-12-07,18280.945296825386,-3560.7116177571247,0,0.582
2012-12-10,19163.121249540043,1119.1128839552416,0,0.582
2012-12-11,19454.92736761051,-4722.685798971592,0,0.582
2012-12-12,18929.753126960015,-6401.738895365558,0,0.582
2012-12-13,18831.865105889585,2235.5983313800216,0,0.582
2012-12-14,18432.59250965992,3470.524693773307,0,0.582
2012-12-17,18443.82509703651,-9188.19562481018,0,0.582
2012-12-18,19037.692525941286,-3953.832602605812,0,0.582
2012-12-19,18467.471778707077,2321.988619633986,0,0.582
2012-12-20,18794.84650662148,2510.373706189441,0,0.582
2012-12-21,18612.01909523739,4656.638332241361,0,0.582
2012-12-24,18716.565103856807,-105.18203232400948,0,0.582
2012-12-26,18144.386502733447,1593.568934817329,0,0.582
2012-12-27,18475.769934887925,1585.612831872324,0,0.582
2012-12-28,18910.28772436033,1927.1123165371855,0,0.582
2012-12-31,17947.770271919642,-6813.420398126576,0,0.582
2013-01-02,18074.999600085972,-14539.86024121056,0,0.422
2013-01-03,17754.278343525548,-283.85888343279373,0,0.422
2013-01-04,17899.256006445445,1754.8738462770852,0,0.422
2013-01-07,17604.779425325836,2983.899742319704,0,0.422
2013-01-08,17780.875101835445,806.6099396783643,0,0.422
2013-01-09,17406.159035099947,945.0620709416488,0,0.422
2013-01-10,17953.752856696723,-6910.23936593809,0,0.422
2013-01-11,17993.466395184943,-1320.8118474404437,0,0.422
2013-01-14,18092.568788519726,-1914.192198294012,0,0.422
2013-01-15,18261.285326530106,364.51182479201793,0,0.422
2013-01-16,17525.564869054953,3062.46253910802,0,0.422
2013-01-17,18363.11297055213,-7287.873667767519,0,0.422
2013-01-18,17907.99468080918,-669.8571522617128,0,0.422
2013-01-22,18185.756070684733,-2420.942363399674,0,0.422
2013-01-23,17902.964126765975,-171.40809966426124,0,0.422
2013-01-24,17841.606638715726,1220.4616541641872,0,0.422
2013-01-25,17729.731239065786,-10878.253376062066,0,0.422
2013-01-28,18205.211418308798,-2070.9778606473865,0,0.422
2013-01-29,17683.716566031562,-5189.537230120328,0,0.422
2013-01-30,17882.093373332584,-874.0528584388137,0,0.422
2013-01-31,17558.008238106948,1771.5413898667184,0,0.422
2013-02-01,17575.543876788044,-4340.274830328304,0,0.422
2013-02-04,17511.984541011447,3386.465215514441,0,0.422
2013-02-05,18508.932894792462,-2670.5616332323093,0,0.422
2013-02-06,17993.851738861922,1365.5890651067075,0,0.422
2013-02-07,17655.991836169844,3310.6853545218464,0,0.422
2013-02-08,17900.05657981137,1344.703850720524,0,0.422
2013-02-11,17885.593064627436,3833.889760002016,0,0.422
2013-02-12,17611.6732390138,-3923.7966542614577,0,0.422
2013-02-13,18134.44621253496,-1983.0507876792997,0,0.422
2013-02-14,17651.70914168432,5114.323016035067,0,0.422
2013-02-15,18241.93479370917,5756.80051000044,0,0.422
2013-02-19,17997.278586154047,-3543.6375571121825,0,0.422
2013-02-20,17958.721409275473,9568.442375311442,0,0.422
2013-02-21,17906.041313530368,4685.372527713589,0,0.422
2013-02-22,17523.642215926535,173.95539045171893,0,0.422
2013-02-25,17211.946607921276,8502.976240773067,0,0.422
2013-02-26,17200.793705805263,-626.5895867736513,0,0.422
2013-02-27,17352.675698555027,-3005.3702061296794,0,0.422
2013-02-28,17736.98021822609,3217.3642172122,0,0.422
2013-03-01,17470.85192706101,4178.931960936079,0,0.422
2013-03-04,18099.685574391777,-1735.476800761784,0,0.422
2013-03-05,17411.174757085584,-5744.630285413663,0,0.422
2013-03-06,18095.644079721827,-6263.406796138217,0,0.422
2013-03-07,17468.894838216194,-2437.051011989901,0,0.422
2013-03-08,17135.904071570814,-9178.72276208384,0,0.422
2013-03-11,17359.92279638391,-1001.2218271081324,0,0.422
2013-03-12,17349.489505409165,1626.2215891755818,0,0.422
2013-03-13,18060.178633345262,-504.1394949213699,0,0.422
2013-03-14,17653.843122858823,-1341.0494255381611,0,0.422
2013-03-15,17433.711793042712,1049.743858605931,0,0.422
2013-03-18,17591.353976718718,4450.134355883691,0,0.422
2013-03-19,17099.678846101335,1115.525222473519,0,0.422
2013-03-20,17674.750190156694,-817.3431214361524,0,0.422
2013-03-21,17968.148980802638,-1081.5251510153776,0,0.422
2013-03-22,17314.242212680496,2133.217845186089,0,0.422
2013-03-25,17697.32425537759,-829.4690018304004,0,0.422
2013-03-26,17495.19797053341,3385.8186309072894,0,0.422
2013-03-27,17625.604109682037,2776.742725853408,0,0.422
2013-03-28,18051.101041820955,3060.6843926681404,0,0.422
2013-04-01,17585.79668224503,1030.451835302387,0,0.422
2013-04-02,17757.12566460488,452.664857991786,0,0.422
2013-04-03,17795.599987659025,9597.162787703885,0,0.422
2013-04-04,17409.688001249266,3440.482481340495,0,0.422
2013-04-05,17911.82327246731,883.1778185162013,0,0.422
2013-04-08,18096.682980865255,-4559.212446082572,0,0.422
2013-04-09,17836.39511564044,-5376.290194825852,0,0.422
2013-04-10,17294.30418785742,-5489.614919023192,0,0.422
2013-04-11,17487.12804989646,604.9389475508748,0,0.422
2013-04-12,17901.212236728745,17711.751305043443,0,0.422
2013-04-15,17451.057516203986,31449.744135360223,1,0.422
2013-04-16,17400.51012243644,-6857.786773682102,0,0.422
2013-04-17,17616.373149869072,2643.4255758502823,0,0.422
2013-04-18,17499.430205287623,2267.2220665686937,0,0.422
2013-04-19,18217.4162000166,-4041.67252528711,0,0.422
2013-04-22,17584.96585494347,-4235.476371909032,0,0.422
2013-04-23,17269.170397527283,-2947.916349761234,0,0.422
2013-04-24,17013.87193573855,-464.4221050444956,0,0.422
2013-04-25,17723.71348735701,-8450.703187023199,0,0.422
2013-04-26,17349.93386012405,5637.249849984689,0,0.422
2013-04-29,17418.935394115095,-4729.620405114828,0,0.422
2013-04-30,17567.90748746233,-2184.292071192779,0,0.422
2013-05-01,18279.300401681838,6608.919334460994,0,0.422
2013-05-02,18092.32033951763,-3427.8443688020134,0,0.422
2013-05-03,17845.246538844072,-10429.470379605176,0,0.422
2013-05-06,17312.337251452544,-3492.785599751649,0,0.422
2013-05-07,17260.652652198653,726.2791822815952,0,0.422
2013-05-08,17572.944839847874,-4638.275777071211,0,0.422
2013-05-09,17717.63227712134,2398.459044260067,0,0.422
2013-05-10,17883.74068431545,-3815.699590195103,0,0.422
2013-05-13,17619.508628582254,1741.0623556575426,0,0.422
2013-05-14,17305.427885617988,-6641.872588390519,0,0.422
2013-05-15,17519.735124256284,5796.13667626276,0,0.422
2013-05-16,17075.68673489757,10057.14990772914,0,0.422
2013-05-17,17638.8129686977,-5207.922692636501,0,0.422
2013-05-20,17737.89982365343,-8426.110220642351,0,0.422
2013-05-21,17648.902014765597,4777.924911641833,0,0.422
2013-05-22,17579.826971529765,-2050.706473819416,0,0.422
2013-05-23,18208.858006087605,-1326.0783928539931,0,0.422
2013-05-24,17953.79409361195,1431.8598842685342,0,0.422
2013-05-28,17169.496024772816,-13083.0403662694,0,0.422
2013-05-29,17097.618640648292,3371.4264626854565,0,0.422
2013-05-30,17131.472395855973,-7009.063548539787,0,0.422
2013-05-31,18022.392953770133,7615.545204767448,0,0.422
2013-06-03,17918.041239967406,-3470.8526976410326,0,0.422
2013-06-04,17323.691471785547,2995.591211336795,0,0.422
2013-06-05,17643.552096934887,8177.31210953954,0,0.422
2013-06-06,17780.966960633028,-3695.029896492582,0,0.422
2013-06-07,17849.759688364527,-9724.59922486055,0,0.422
2013-06-10,17769.154376582457,-5076.284057429766,0,0.422
2013-06-11,17136.93782047688,4767.711885692682,0,0.422
2013-06-12,17922.829822112955,-4356.503907770006,0,0.422
2013-06-13,17789.660789881334,396.20007535338937,0,0.422
2013-06-14,17888.488499022314,4319.572772646876,0,0.422
2013-06-17,17344.445207550183,-4544.105292594099,0,0.422
2013-06-18,17209.868340531957,-229.78640467235616,0,0.422
2013-06-19,17387.09658666227,-2393.483698954456,0,0.422
2013-06-20,17599.642469418523,12644.18061151083,0,0.422
2013-06-21,17518.23245413383,-9443.166825212684,0,0.422
2013-06-24,17290.773998884848,2287.57783578555,0,0.422
2013-06-25,17363.206429304348,-2757.787184842869,0,0.422
2013-06-26,17934.659740718238,14607.821158788707,0,0.422
2013-06-27,17157.31266212828,9922.832004577373,0,0.422
2013-06-28,18057.721260272072,-8635.727866488589,0,0.422
2013-07-01,17336.79818292701,-2745.831440776279,0,0.422
2013-07-02,17319.59280249091,3530.15766030584,0,0.422
2013-07-03,17126.345078334736,-2872.3168990103177,0,0.422
2013-07-05,17682.487892895002,-10714.836514375776,0,0.422
2013-07-08,16954.29599808923,3413.0176059866662,0,0.422
2013-07-09,17033.117748414577,-5687.562512639218,0,0.422
2013-07-10,17401.85023086409,-2776.786044930635,0,0.422
2013-07-11,17583.892152135653,-12780.072995773273,0,0.422
2013-07-12,17612.24638447034,1159.8617536331549,0,0.422
2013-07-15,17296.07144449411,2071.4419766879205,0,0.422
2013-07-16,16567.42147768584,2357.629468695232,0,0.422
2013-07-17,17787.198085836488,2176.733018079037,0,0.422
2013-07-18,17118.627942126343,-6178.390076300697,0,0.422
2013-07-19,17133.756226745347,1578.278572541211,0,0.422
2013-07-22,18022.466710079574,-9223.53333355939,0,0.422
2013-07-23,17730.001985609655,-3744.701888108674,0,0.422
2013-07-24,17019.036934826276,-1580.72502827094,0,0.422
2013-07-25,17631.505732741305,-2458.017869691743,0,0.422
2013-07-26,17639.17758249983,956.0119467466442,0,0.422
2013-07-29,17301.022831699574,-1466.865773892369,0,0.422
2013-07-30,17187.17767505784,-572.577305583547,0,0.422
2013-07-31,16714.581366590854,2992.7793799698643,0,0.422
2013-08-01,17855.39681462006,-12612.699381169832,0,0.422
2013-08-02,17434.153449925165,10947.589781014203,0,0.422
2013-08-05,16979.387355840056,-2301.075130984536,0,0.422
2013-08-06,17325.157215811487,5392.293512527153,0,0.422
2013-08-07,16915.623399583168,4689.594489901291,0,0.422
2013-08-08,15678.156436781148,-4239.505896357555,0,0.422
2013-08-09,16605.563778499174,807.9406250319842,0,0.422
2013-08-12,16348.245345066685,-6190.77942400179,0,0.422
2013-08-13,15901.801914037862,-4357.860534025786,0,0.422
2013-08-14,16139.47931681302,-773.1110868888339,0,0.422
2013-08-15,16364.061305623143,-6898.224716228596,0,0.422
2013-08-16,16604.0650633996,-8219.84494216671,0,0.422
2013-08-19,15828.881219250816,-398.0972591907016,0,0.422
2013-08-20,16315.180306701028,3183.600964696025,0,0.422
2013-08-21,15888.352615628077,-3503.414721006647,0,0.422
2013-08-22,15872.11715904601,-3322.952715677662,0,0.422
2013-08-23,15874.267824403656,2269.938345053877,0,0.422
2013-08-26,15888.83961856008,1366.3238332996382,0,0.422
2013-08-27,16517.357635987766,4498.263967675424,0,0.422
2013-08-28,15909.496520852035,-4944.608000514211,0,0.422
2013-08-29,16180.672394175115,5385.052394642584,0,0.422
2013-08-30,16547.448217094377,1995.98310790416,0,0.422
2013-09-03,15762.805722824884,-9240.629253031637,0,0.422
2013-09-04,15976.31880225973,608.0732889073083,0,0.422
2013-09-05,16254.139043342706,-1827.64216037106,0,0.422
2013-09-06,16679.898504242963,276.3459211556419,0,0.422
2013-09-09,15777.350971490054,273.782813531264,0,0.422
2013-09-10,15973.101569867797,-3738.1486915407686,0,0.422
2013-09-11,15875.001092187662,1047.6455808471585,0,0.422
2013-09-12,16155.526193880154,8670.771310854698,0,0.422
2013-09-13,15838.118959261203,1080.549982077895,0,0.422
2013-09-16,15899.67689988895,812.390260394672,0,0.422
2013-09-17,16199.244529047019,59.09961344757028,0,0.422
2013-09-18,15958.164362206555,-2059.6033001729647,0,0.422
2013-09-19,15630.043084592,-7494.05660206159,0,0.422
2013-09-20,16238.939296221904,11169.912750230696,0,0.422
2013-09-23,15906.520729261183,4504.815949595149,0,0.422
2013-09-24,16024.255140256393,5680.294470146228,0,0.422
2013-09-25,16033.113613157766,2930.9818623499923,0,0.422
2013-09-26,15802.969109226904,-2678.1335025217054,0,0.422
2013-09-27,16224.345060250549,1452.7938262756006,0,0.422
2013-09-30,15558.109441738394,2761.492318250239,0,0.422
2013-10-01,16107.679642967512,2784.4610306438294,0,0.422
2013-10-02,15764.896566881862,-2066.22012782801,0,0.422
2013-10-03,16148.039799641261,2590.910730422411,0,0.422
2013-10-04,16454.32219523057,-4750.130230955892,0,0.422
2013-10-07,16374.231866120785,2318.4104200928296,0,0.422
2013-10-08,16148.622310075478,3407.706167490744,0,0.422
2013-10-09,16279.601321960172,1093.1840763016285,0,0.422
2013-10-10,16217.470875767936,-3766.14258518302,0,0.422
2013-10-11,16229.756596707315,1193.1442625938537,0,0.422
2013-10-14,16346.010716087567,-2046.075746520401,0,0.422
2013-10-15,15896.47950062591,-3013.229443674048,0,0.422
2013-10-16,15923.243909597813,-1347.0309900913176,0,0.422
2013-10-17,16246.553579766092,-2003.209986533006,0,0.422
2013-10-18,15683.911801862616,-2100.200321358422,0,0.422
2013-10-21,16300.928371443655,-3220.5909294184,0,0.422
2013-10-22,15917.51292520861,736.0742511810067,0,0.422
2013-10-23,16366.746824437732,3619.2976942176656,0,0.422
2013-10-24,16155.024004202089,-4593.244996882115,0,0.422
2013-10-25,16025.658679362226,-3273.9001643661145,0,0.422
2013-10-28,15822.06596202136,-1479.6763987189402,0,0.422
2013-10-29,15317.699623078122,535.7255180232677,0,0.422
2013-10-30,14939.175724622011,1848.7970684503905,0,0.422
2013-10-31,15158.808877545736,3486.5076636568097,0,0.422
2013-11-01,14811.306934637916,-2655.576167157239,0,0.422
2013-11-04,14732.14044949056,2336.810783593005,0,0.422
2013-11-05,14363.726240553102,-3383.387976344575,0,0.422
2013-11-06,14967.67938376163,-819.7970804250465,0,0.422
2013-11-07,14818.522661996065,8927.503866733567,0,0.422
2013-11-08,14493.595363780027,-9507.438850331564,0,0.422
2013-11-11,14405.206602993358,2351.92486479887,0,0.422
2013-11-12,14643.633039965564,15.110880778555613,0,0.422
2013-11-13,14363.897318229638,-864.9108818686796,0,0.422
2013-11-14,14265.826668531316,-1382.6116906391385,0,0.422
2013-11-15,14250.011884936073,-3166.385440533101,0,0.422
2013-11-18,14020.321879954436,7078.231483511743,0,0.422
2013-11-19,14644.546736262897,-2236.7686741371253,0,0.422
2013-11-20,14277.05911691153,-1004.488848624734,0,0.422
2013-11-21,14523.532962715894,-388.2668506386392,0,0.422
2013-11-22,14543.928110774406,-77.4928482626276,0,0.422
2013-11-25,14532.892776859402,-1234.9727598338964,0,0.422
2013-11-26,14606.132574053054,4085.124890372468,0,0.422
2013-11-27,13851.63487623139,-3616.606772926135,0,0.422
2013-11-29,14466.290240164688,-4173.059855414811,0,0.422
2013-12-02,14492.255426991622,2612.688797690409,0,0.422
2013-12-03,14756.466173713472,2563.8838834236726,0,0.422
2013-12-04,14382.382190617785,-8718.236766435013,0,0.422
2013-12-05,14526.520169682997,1251.1757020261248,0,0.422
2013-12-06,14495.328227332313,-3925.6636481047153,0,0.422
2013-12-09,14476.247042232064,-1780.3698722020954,0,0.422
2013-12-10,14248.074936819996,-201.23779537482156,0,0.422
2013-12-11,14024.344622817462,-454.1334457702907,0,0.422
2013-12-12,14014.015014678223,3603.9021130491774,0,0.422
2013-12-13,14087.987427963431,-941.4553287129662,0,0.422
2013-12-16,14214.626084412732,-2502.804427026469,0,0.422
2013-12-17,14795.629545849779,5681.79501592549,0,0.422
2013-12-18,14476.487429074998,-3403.338804532052,0,0.422
2013-12-19,14071.851401426065,4151.907334367729,0,0.422
2013-12-20,14280.803354250053,850.2412748133877,0,0.422
2013-12-23,14662.983033932007,-4924.773632219735,0,0.422
2013-12-24,14466.97863406678,-5770.165400478041,0,0.422
2013-12-26,14086.013623731653,-3714.948843205245,0,0.422
2013-12-27,14593.212838374371,-2910.319901775906,0,0.422
2013-12-30,14528.244858867516,4918.152025779196,0,0.892
2013-12-31,14288.072780334312,-8301.560556717988,0,0.892
2014-01-02,13619.396068342658,2817.625803649654,0,0.892
2014-01-03,14139.50072583235,-1177.789208244015,0,0.892
2014-01-06,13875.66742709073,4647.525677265596,0,0.892
2014-01-07,14282.425732336458,115.6144867045299,0,0.892
2014-01-08,14026.995959074657,-1687.5061546662232,0,0.892
2014-01-09,14225.186514591329,3259.084466429547,0,0.892
2014-01-10,13994.591201742283,1035.2068338575425,0,0.892
2014-01-13,13803.121571379088,7517.716215534241,0,0.892
2014-01-14,13845.986312749203,-2386.805468134537,0,0.892
2014-01-15,14285.951616944898,-2669.98010460394,0,0.892
2014-01-16,14033.791885035178,4586.834310249262,0,0.892
2014-01-17,13897.99385773642,153.449886855572,0,0.892
2014-01-21,14044.082941642226,460.00279380094366,0,0.892
2014-01-22,13955.829792811986,-350.12413047475206,0,0.892
2014-01-23,14128.231859612835,2839.869876466369,0,0.892
2014-01-24,14145.58508342181,780.899977090125,0,0.892
2014-01-27,14132.58913064615,2025.845945682841,0,0.892
2014-01-28,14173.739633561065,1198.8390419698635,0,0.892
2014-01-29,13830.210816246788,4472.374277660793,0,0.892
2014-01-30,14127.299889279187,1641.2175911335776,0,0.892
2014-01-31,14171.725484876932,5544.760556137967,0,0.892
2014-02-03,14123.727280407327,4426.671720188175,0,0.892
2014-02-04,14386.43522123106,-1573.0194720544928,0,0.892
2014-02-05,13951.764376338331,-5433.874008706993,0,0.892
2014-02-06,14008.899489200188,-2499.398718678496,0,0.892
2014-02-07,14124.276427190163,-1946.392489094808,0,0.892
2014-02-10,13698.69550969998,-1154.456044197337,0,0.892
2014-02-11,14081.504023466814,-8343.084789152123,0,0.892
2014-02-12,13798.800267385739,-3984.276585838697,0,0.892
2014-02-13,13990.490971320567,3712.806645233248,0,0.892
2014-02-14,14149.592822699778,-7524.578482148044,0,0.892
2014-02-18,13841.566960574979,2623.90991184658,0,0.892
2014-02-19,13543.943084751128,1282.9226886902277,0,0.892
2014-02-20,14096.416384844993,-5492.004716268837,0,0.892
2014-02-21,14167.348145070691,3697.478067344209,0,0.892
2014-02-24,13935.862371838748,-5825.536440945721,0,0.892
2014-02-25,13775.475974694236,4495.115933600884,0,0.892
2014-02-26,13752.116694733777,4771.800592234922,0,0.892
2014-02-27,13929.1577307583,1681.883942996623,0,0.892
2014-02-28,14422.983255525436,-570.1374806258619,0,0.892
2014-03-03,14413.060362054786,-1232.015743480093,0,0.892
2014-03-04,13880.115004168858,-6424.476117374792,0,0.892
2014-03-05,14115.299145272962,-690.6199250004248,0,0.892
2014-03-06,13739.513624292242,-5969.450885952534,0,0.892
2014-03-07,13758.530624693956,-4880.436103025955,0,0.892
2014-03-10,14108.169660782452,692.6717279372439,0,0.892
2014-03-11,13937.762659848071,1775.629809232236,0,0.892
2014-03-12,14130.828906412671,42.2993437150966,0,0.892
2014-03-13,13856.945441916963,6025.075538966636,0,0.892
2014-03-14,14137.905039442894,-92.2453902124521,0,0.892
2014-03-17,13794.9579771138,-2670.80348006912,0,0.892
2014-03-18,13882.186205479436,1775.0925073553735,0,0.892
2014-03-19,13577.6517125121,-979.6134792682032,0,0.892
2014-03-20,14534.878377958188,188.41844040750163,0,0.892
2014-03-21,14025.281347218017,4228.4957531409145,0,0.892
2014-03-24,14037.068143136901,6647.4325382845,0,0.892
2014-03-25,14167.161993350854,-2646.914053772492,0,0.892
2014-03-26,14174.140717544053,7210.948430291668,0,0.892
2014-03-27,13648.106793627176,5064.542759686414,0,0.892
2014-03-28,13941.019266366513,-3099.4919734588066,0,0.892
