,VaR,VaR_raw,actual_loss,exception,sigma_hat,mu_hat,q_EVT,xi,xi_raw,xi_clamped,ks_pvalue,fallback_type,threshold_u,N_u,f_u_hat
2008-01-25,34728.1232558702,34728.1232558702,6480.59197412131,0,0.012050273600166857,0.0006789628631156081,2.9382806809046667,0.12600707114249649,0.12600707114249649,False,0.7789368459933479,none,1.2498662453208484,50,0.9
2008-01-28,33530.447996662704,33530.447996662704,-10561.409041226543,0,0.011642662691178154,0.0006789628631156081,2.9382806809046667,0.12600707114249649,0.12600707114249649,False,0.7789368459933479,none,1.2498662453208484,50,0.9
2008-01-29,32881.255363001015,32881.255363001015,-2653.853449518271,0,0.01142171966218822,0.0006789628631156081,2.9382806809046667,0.12600707114249649,0.12600707114249649,False,0.7789368459933479,none,1.2498662453208484,50,0.9
2008-01-30,31325.005574004146,31325.005574004146,-10837.63937776133,0,0.010892073260770328,0.0006789628631156081,2.9382806809046667,0.12600707114249649,0.12600707114249649,False,0.7789368459933479,none,1.2498662453208484,50,0.9
2008-01-31,30924.05845093862,30924.05845093862,6565.026544608865,0,0.010755616888283111,0.0006789628631156081,2.9382806809046667,0.12600707114249649,0.12600707114249649,False,0.7789368459933479,none,1.2498662453208484,50,0.9
2008-02-01,30163.462938599583,30163.462938599583,11258.238807725664,0,0.010445697749346223,0.0006789628631156081,2.9526439058267373,0.09998453620352502,0.09998453620352502,False,0.8036897262394368,none,1.2301481930170084,50,0.9
2008-02-04,30310.88406825049,30310.88406825049,119.12435812672813,0,0.010495626265737917,0.0006789628631156081,2.9526439058267373,0.09998453620352502,0.09998453620352502,False,0.8036897262394368,none,1.2301481930170084,50,0.9
2008-02-05,28943.620140675546,28943.620140675546,19225.70904373535,0,0.010007261556145865,0.0006789628631156081,2.960108800753661,0.06994379087364949,0.06994379087364949,False,0.9811527222962135,none,1.1880568126811561,50,0.9
2008-02-06,31821.104643301653,31821.104643301653,-3599.8714021540045,0,0.011031183278901313,0.0006789628631156081,2.9461995766653786,0.10344099072098917,0.10344099072098917,False,0.8123673048901545,none,1.2301481930170084,50,0.9
2008-02-07,30377.252578794316,30377.252578794316,-8906.221392758316,0,0.010541110550650658,0.0006789628631156081,2.9461995766653786,0.10344099072098917,0.10344099072098917,False,0.8123673048901545,none,1.2301481930170084,50,0.9
2008-02-08,29680.030521754827,29680.030521754827,-21426.12008357864,0,0.01030445921767184,0.0006789628631156081,2.9461995766653786,0.10344099072098917,0.10344099072098917,False,0.8123673048901545,none,1.2301481930170084,50,0.9
2008-02-11,33360.00759496462,33360.00759496462,21157.93200146145,0,0.011391044718367866,0.0006789628631156081,2.9882220024290627,0.0417148303912984,0.0417148303912984,False,0.990048068131898,none,1.1880568126811561,50,0.9
2008-02-12,36250.2008094138,36250.2008094138,4249.798365574965,0,0.012430732414131493,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-13,34702.13856185181,34702.13856185181,-3046.637258603252,0,0.011909638903038068,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-14,33062.635506413826,33062.635506413826,-11711.384835567314,0,0.011357765485188076,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-15,32724.205346859126,32724.205346859126,8799.501614400571,0,0.011243846448418074,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-19,32087.379003023885,32087.379003023885,-21421.901538880746,0,0.01102948421848287,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-20,34926.25785970144,34926.25785970144,-10498.143263730046,0,0.011985079740125972,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-21,34173.1511003615,34173.1511003615,8788.500380330444,0,0.011731576338650558,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-22,33414.503181151806,33414.503181151806,-2074.0193770582277,0,0.011476207726356515,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-25,31811.217817490677,31811.217817490677,-5742.494929111207,0,0.010936525552238112,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-26,30559.23033932372,30559.23033932372,-6781.249075669956,0,0.010515093822428491,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-27,29520.84608263107,29520.84608263107,-13645.466953908855,0,0.010165563111350001,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-28,30043.800568703013,30043.800568703013,2900.2880932835687,0,0.010341594914798767,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-02-29,28760.549791570123,28760.549791570123,14845.399053038664,0,0.009909639640311158,0.0006789628631156081,2.9707954802846235,0.07114826431955919,0.07114826431955919,False,0.9398116129870769,none,1.2301481930170084,50,0.9
2008-03-03,30095.407958953823,30095.407958953823,-4314.666595650704,0,0.01039028932716212,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-04,28811.739879007884,28811.739879007884,4786.767187354128,0,0.009956887038361596,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-05,27807.240481335855,27807.240481335855,-18398.25316247536,0,0.009617739913921031,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-06,30168.19670565384,30168.19670565384,10800.23006402295,0,0.010414864846263631,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-07,30208.373633396,30208.373633396,8854.087082906184,0,0.010428429702095489,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-10,29793.32074133253,29793.32074133253,8631.410811682426,0,0.010288296223508749,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-11,29368.20359729644,29368.20359729644,-13645.663764618355,0,0.01014476477163893,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-12,29896.831997258138,29896.831997258138,-1715.1645040403,0,0.01032324452201023,0.0006789628631156081,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-13,30710.998751788466,30710.998751788466,-12252.53891126457,0,0.010587350965414154,0.00064703704239286,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-14,30897.638651634465,30897.638651634465,6745.0992827749415,0,0.010650365821854428,0.00064703704239286,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-17,30236.8458843273,30236.8458843273,3396.860585744851,0,0.010427263680227741,0.00064703704239286,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-18,29204.004032640467,29204.004032640467,61.46546494388167,0,0.010078547349672184,0.00064703704239286,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-19,28045.059671555366,28045.059671555366,25899.16027022367,0,0.009687255280847119,0.00064703704239286,2.961839642099242,0.08373765033952943,0.08373765033952943,False,0.9195704568221894,none,1.2498662453208484,50,0.9
2008-03-20,34953.801410386644,34953.801410386644,19411.68407860387,0,0.011786405060414184,0.00064703704239286,3.0205001669549323,0.04706584771347947,0.04706584771347947,False,0.9781769193583882,none,1.2523019840738927,50,0.9
2008-03-24,37250.52588684414,37250.52588684414,-11588.209379863722,0,0.012564680928581047,0.00064703704239286,3.0161977963985467,0.053249082699876465,0.053249082699876465,False,0.9624635386785124,none,1.271772401139563,50,0.9
2008-03-25,36821.50531843933,36821.50531843933,-12956.22226190885,0,0.0124224420578687,0.00064703704239286,3.0161977963985467,0.053249082699876465,0.053249082699876465,False,0.9624635386785124,none,1.271772401139563,50,0.9
2008-03-26,36711.59618150074,36711.59618150074,-6809.912357569744,0,0.01238600242613439,0.00064703704239286,3.0161977963985467,0.053249082699876465,0.053249082699876465,False,0.9624635386785124,none,1.271772401139563,50,0.9
2008-03-27,35568.989047539035,35568.989047539035,-871.8996030941898,0,0.012007178751067054,0.00064703704239286,3.0161977963985467,0.053249082699876465,0.053249082699876465,False,0.9624635386785124,none,1.271772401139563,50,0.9
2008-03-28,34122.41828475446,34122.41828475446,16584.3508281783,0,0.011527577988639655,0.00064703704239286,3.0161977963985467,0.053249082699876465,0.053249082699876465,False,0.9624635386785124,none,1.271772401139563,50,0.9
2008-03-31,35406.78426637411,35406.78426637411,7831.959505040187,0,0.012021833588922707,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-01,34651.2447451755,34651.2447451755,3676.328012746319,0,0.011769905497419814,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-02,33427.3377710094,33427.3377710094,-11025.147728588689,0,0.011361804346483864,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-03,33153.658413376615,33153.658413376615,-1407.1117974055112,0,0.011270548341579204,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-04,31819.283718684554,31819.283718684554,2222.528620317151,0,0.010825612688643111,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-07,30626.682248395457,30626.682248395457,-6895.010522054543,0,0.010427950086087474,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-08,29829.767086923675,29829.767086923675,6612.612910972932,0,0.010162225646681835,0.00064703704239286,2.9990284794815403,0.07668142591017611,0.07668142591017611,False,0.8914542385487713,none,1.295284720444839,50,0.9
2008-04-09,29472.277190059005,29472.277190059005,-6516.163396165458,0,0.009963133445770371,0.00064703704239286,3.023076464487019,0.04359143213718923,0.04359143213718923,False,0.9839456719982164,none,1.271772401139563,50,0.9
2008-04-10,28699.515011434523,28699.515011434523,-8683.05571608177,0,0.009707512330094882,0.00064703704239286,3.023076464487019,0.04359143213718923,0.04359143213718923,False,0.9839456719982164,none,1.271772401139563,50,0.9
2008-04-11,28326.488050342337,28326.488050342337,8876.308174586677,0,0.009584119169030568,0.00064703704239286,3.023076464487019,0.04359143213718923,0.04359143213718923,False,0.9839456719982164,none,1.271772401139563,50,0.9
2008-04-14,28287.209886297696,28287.209886297696,-794.3257156446398,0,0.00957112639014917,0.00064703704239286,3.023076464487019,0.04359143213718923,0.04359143213718923,False,0.9839456719982164,none,1.271772401139563,50,0.9
2008-04-15,27168.642737547638,27168.642737547638,-5919.123364538939,0,0.009201116844611635,0.00064703704239286,3.023076464487019,0.04359143213718923,0.04359143213718923,False,0.9839456719982164,none,1.271772401139563,50,0.9
2008-04-16,26450.623674747883,26450.623674747883,-24783.58913942306,0,0.008963604141497923,0.00064703704239286,3.023076464487019,0.04359143213718923,0.04359143213718923,False,0.9839456719982164,none,1.271772401139563,50,0.9
2008-04-17,31904.33325620827,31904.33325620827,2641.9787787997566,0,0.010839274725394386,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
2008-04-18,30735.671233984125,30735.671233984125,8240.086116822451,0,0.010450122176551708,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
2008-04-21,30367.065519567765,30367.065519567765,-547.939988379384,0,0.010327380228447577,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
2008-04-22,29152.46484116403,29152.46484116403,425.8154127738544,0,0.009922930575050521,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
2008-04-23,28006.269217430414,28006.269217430414,6246.521128400484,0,0.009541259108051562,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
2008-04-24,27469.365240003906,27469.365240003906,6645.398664335624,0,0.009362475552732756,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
2008-04-25,27036.01698044853,27036.01698044853,-4882.611023019041,0,0.009218174996596289,0.00064703704239286,3.0030948678087643,0.05220483251368413,0.05220483251368413,False,0.9838440932898793,none,1.2523019840738927,50,0.9
