lb_z_lag10_stat,lb_z_lag10_p,lb_z_lag20_stat,lb_z_lag20_p,lb_z2_lag10_stat,lb_z2_lag10_p,lb_z2_lag20_stat,lb_z2_lag20_p,arch_lm_stat,arch_lm_p,lb_raw_lag10_p,lb_raw_lag20_p,c5_full_sign_bias_p,c5_full_negative_size_bias_p,c5_full_positive_size_bias_p,c5_full_joint_sign_bias_p,c5_full_sign_bias_n,lb_z_bt_lag10_p,lb_z_bt_lag20_p,lb_z2_bt_lag10_p,lb_z2_bt_lag20_p,arch_lm_bt_p,c5_bt_sign_bias_p,c5_bt_negative_size_bias_p,c5_bt_positive_size_bias_p,c5_bt_joint_sign_bias_p,c5_bt_sign_bias_n
3.583974111481315,0.9641698534253346,7.690596697183776,0.9937248523360389,25.894572000970875,0.00388459807631014,35.750135565614116,0.016454261649680623,26.94012785951542,0.002661741908272705,0.0002825988679784263,0.00033459063919022685,0.802806519788422,0.009303186303744203,0.7423336814266877,0.032422901407054366,4767,0.9046850373072234,0.9801354032849177,0.0006751527803340725,0.002664317184569264,0.0005643744660739616,0.4576187745314972,0.0023092448508163312,0.968184312367097,0.012775708775482439,4267
