,Mean,Std,Min,Max,Skewness,Excess Kurtosis,KS statistic,KS p-value,KS Normal?
pnl_irs,3.562728162262117,5586.225153470586,-49741.58522085751,29354.117240717693,-0.14892096448714495,2.914665126274401,0.057347666212438725,4.488071260938322e-14,NO
pnl_straddle,-104.50764335798829,3585.310379644659,-38978.75550540783,53634.87234889402,1.852032134822373,39.014501061451305,0.20538944896126532,6.773209193218803e-177,NO
