,VaR_MC_GARCH_COPULA_V2,actual_loss,exception
2007-12-31,27983.814887403372,11199.976273539649,0
2008-01-02,29533.498017552432,-2580.27634467437,0
2008-01-03,27086.96201106996,-3775.234223822064,0
2008-01-04,26092.422648244632,8620.214514355599,0
2008-01-07,27742.67056612695,4680.594752085621,0
2008-01-08,25679.23628637227,-26414.479889681123,0
2008-01-09,29112.848544653105,22605.07966286689,0
2008-01-10,28421.354468237336,-17597.24177564428,0
2008-01-11,30381.492352229474,4715.8227861864725,0
2008-01-14,29547.72152675572,-11623.456178974317,0
2008-01-15,29609.492594025345,20077.877742710683,0
2008-01-16,31442.02142596227,9699.36920283811,0
2008-01-17,31098.20700421782,9406.802644018388,0
2008-01-18,29586.015073088238,-809.969422958724,0
2008-01-22,30185.10540224373,237.98048276518605,0
2008-01-23,30092.601200819572,465.1558630757845,0
2008-01-24,31208.073340786337,-25180.642219630325,0
2008-01-25,33634.29858016374,6480.59197412131,0
2008-01-28,35398.38656812572,-10561.409041226543,0
2008-01-29,35051.72196667847,-2653.853449518271,0
2008-01-30,33566.19204525004,-10837.63937776133,0
2008-01-31,32846.421969976334,6565.026544608865,0
2008-02-01,33735.71087244289,11258.238807725664,0
2008-02-04,31481.543502679862,119.12435812672813,0
2008-02-05,30232.949117481283,19225.70904373535,0
2008-02-06,33215.92394757475,-3599.8714021540045,0
2008-02-07,33640.297308123765,-8906.221392758316,0
2008-02-08,33639.00625961509,-21426.12008357864,0
2008-02-11,34168.41393026474,21157.93200146145,0
2008-02-12,33820.29185414327,4249.798365574965,0
2008-02-13,29573.992400925832,-3046.637258603252,0
2008-02-14,27619.49090812487,-11711.384835567314,0
2008-02-15,27573.872855698024,8799.501614400571,0
2008-02-19,27829.369709038896,-21421.901538880746,0
2008-02-20,30917.65243067116,-10498.143263730046,0
2008-02-21,30680.051075963485,8788.500380330444,0
2008-02-22,30364.45990153385,-2074.0193770582277,0
2008-02-25,30693.55669617034,-5742.494929111207,0
2008-02-26,29689.312102497235,-6781.249075669956,0
2008-02-27,29956.175127916817,-13645.466953908855,0
2008-02-28,29044.032030138842,2900.2880932835687,0
2008-02-29,28155.175554028912,14845.399053038664,0
2008-03-03,29721.33809829918,-4314.666595650704,0
2008-03-04,27902.31628338665,4786.767187354128,0
2008-03-05,28231.171432914634,-18398.25316247536,0
2008-03-06,27775.444574533158,10800.23006402295,0
2008-03-07,29249.22428483967,8854.087082906184,0
2008-03-10,28334.072786445544,8631.410811682426,0
2008-03-11,29779.774879151344,-13645.663764618355,0
2008-03-12,28523.51052246355,-1715.1645040403,0
2008-03-13,26093.54639020865,-12252.53891126457,0
2008-03-14,25905.251094130086,6745.0992827749415,0
2008-03-17,24661.019193826796,3396.860585744851,0
2008-03-18,25732.228854401637,61.46546494388167,0
2008-03-19,21803.867865248187,25899.16027022367,1
2008-03-20,26298.4848607029,19411.68407860387,0
2008-03-24,28003.717080124443,-11588.209379863722,0
2008-03-25,30564.244496280266,-12956.22226190885,0
2008-03-26,28641.87120019295,-6809.912357569744,0
2008-03-27,26353.238025077335,-871.8996030941898,0
2008-03-28,27455.039410240424,16584.3508281783,0
2008-03-31,28016.647218201335,7831.959505040187,0
2008-04-01,28170.434948011974,3676.328012746319,0
2008-04-02,28274.390447433907,-11025.147728588689,0
2008-04-03,29067.469709002897,-1407.1117974055112,0
2008-04-04,27699.12542851491,2222.528620317151,0
2008-04-07,27359.99274327909,-6895.010522054543,0
2008-04-08,27260.932409375193,6612.612910972932,0
2008-04-09,26232.068463589665,-6516.163396165458,0
2008-04-10,25046.440385885922,-8683.05571608177,0
2008-04-11,23497.729663171387,8876.308174586677,0
2008-04-14,23132.411362074872,-794.3257156446398,0
2008-04-15,23057.864831723044,-5919.123364538939,0
2008-04-16,23867.485287241725,-24783.58913942306,0
2008-04-17,29853.436132414754,2641.9787787997566,0
2008-04-18,28753.452513671327,8240.086116822451,0
2008-04-21,28186.23205559534,-547.939988379384,0
2008-04-22,27035.530211490168,425.8154127738544,0
2008-04-23,26203.489393908218,6246.521128400484,0
2008-04-24,25748.477353314676,6645.398664335624,0
2008-04-25,24673.48018784132,-4882.611023019041,0
2008-04-28,25567.652591873004,1177.1198404048328,0
2008-04-29,23534.772840013262,12341.86281287663,0
2008-04-30,24287.77328501776,2397.197918765872,0
2008-05-01,24666.002887939852,4838.243842310509,0
2008-05-02,23522.312588206412,-5935.706591475115,0
2008-05-05,23032.86308358316,-6888.712648750314,0
2008-05-06,22696.770508383324,-8836.759826559544,0
2008-05-07,21756.959380836288,17841.294656411927,0
2008-05-08,27101.83599345407,-2587.035636976312,0
2008-05-09,20514.341683216015,843.9746648746982,0
2008-05-12,20270.855105174775,-3271.225895253426,0
2008-05-13,19758.966055258163,1984.1274893286543,0
2008-05-14,18878.891742789896,-1085.5803236232714,0
2008-05-15,18862.052235070547,-8361.060201811448,0
2008-05-16,18526.255351710377,-14358.51650304419,0
2008-05-19,20692.667111482035,-353.6906195400288,0
2008-05-20,19722.898314530565,-2604.466466586809,0
2008-05-21,17794.102299223676,-1049.5915983975256,0
2008-05-22,18470.279921402514,-5864.312808181041,0
2008-05-23,22431.50282284379,5095.209842548351,0
2008-05-27,22057.868633296825,3911.3376665063097,0
2008-05-28,20560.6063338413,-4651.258354371927,0
2008-05-29,21370.257693207568,11889.24076298514,0
2008-05-30,21651.13844347917,-4781.238036263971,0
2008-06-02,20133.328009106557,4308.043061395282,0
2008-06-03,19744.834419211915,11845.884932752837,0
2008-06-04,20698.918917521143,-2055.055068692561,0
2008-06-05,20651.536399023586,-11647.305885108482,0
2008-06-06,21984.852931836966,-2485.3907570704087,0
2008-06-09,21105.93144568648,3729.3574665961382,0
2008-06-10,19448.767032236134,11436.45273534536,0
2008-06-11,18960.75369437309,-5409.654008898339,0
2008-06-12,18366.61631421528,1117.368084923983,0
2008-06-13,18027.7837425888,-3161.412378153652,0
2008-06-16,17985.936975391545,-6061.169229874468,0
2008-06-17,17217.65895479922,-385.3197726192384,0
2008-06-18,16623.94542852966,291.54249200275444,0
2008-06-19,15608.789589330123,-2788.234815045924,0
2008-06-20,15864.11418153604,649.4010333459391,0
2008-06-23,17028.09533221861,9112.561012005475,0
2008-06-24,16695.555132412333,2940.0879372895683,0
2008-06-25,16322.61439678336,-3705.6925007171785,0
2008-06-26,16103.557580064393,-11878.582512202936,0
2008-06-27,16841.95087563084,1144.6544293381512,0
2008-06-30,15456.467973805502,-111.07917295818127,0
2008-07-01,15535.346863242528,-6953.919149268036,0
2008-07-02,16083.090275268749,-2869.3355658383507,0
2008-07-03,15824.568650199304,8709.811035865656,0
2008-07-07,16766.882181483743,13402.052066699112,0
2008-07-08,16058.626590092586,8513.666397855477,0
2008-07-09,19648.225592280458,-3257.856244820463,0
2008-07-10,20238.1286451215,-10169.622732369497,0
2008-07-11,16550.149601397647,-15998.773241795656,0
2008-07-14,19579.849511326578,2798.621148623967,0
2008-07-15,18518.002482539327,3279.808184852048,0
2008-07-16,17876.67033161145,766.042325276665,0
2008-07-17,17246.02590859456,-8308.994771364858,0
2008-07-18,17303.518496830173,-2887.933442223669,0
2008-07-21,17060.4969348711,-4374.752786501054,0
2008-07-22,16431.45218037781,6901.653135478582,0
2008-07-23,16756.411467411923,11117.522643126204,0
2008-07-24,17399.793252799183,9875.618940202194,0
2008-07-25,17191.14291342876,-6802.403817155821,0
2008-07-28,17813.376277812065,5701.325868428416,0
2008-07-29,17593.430508882328,2396.940653478693,0
2008-07-30,18112.021063438086,1095.697006983968,0
2008-07-31,16192.706990466804,4995.835056446263,0
2008-08-01,16185.666535828246,5822.7728410999325,0
2008-08-04,15937.759741282833,8834.272220883664,0
2008-08-05,21853.943736066904,-840.7484060908755,0
2008-08-08,20900.179351739294,21473.78002626597,1
2008-08-11,25796.306304653433,9128.409497987042,0
2008-08-12,20604.852987132963,11466.733133812042,0
2008-08-13,20394.96776764099,-3976.7730995031934,0
2008-08-26,19029.375449639003,21839.277275282097,1
2008-08-27,23221.602269541487,-4508.512128043467,0
2008-08-28,20590.184976804092,-9898.763519215883,0
2008-08-29,19334.34954504949,5274.5665171398405,0
2008-09-02,17721.97527480364,14477.525570710552,0
2008-09-03,20936.422169142734,4426.787217958928,0
2008-09-04,20863.146499332703,17409.013628068176,0
2008-09-05,23966.419628461725,-3963.547398094368,0
2008-09-08,22324.885817478953,-20045.9356532015,0
2008-09-09,33082.34643940162,37551.86676697621,1
2008-09-10,38256.22300482833,12241.511479487825,0
2008-09-11,25247.01081415416,3574.1461359275063,0
2008-09-12,23549.30901690503,-24549.45091089557,0
2008-09-15,25296.10516484074,13635.733721838473,0
2008-09-16,25556.87239969404,4240.502636485358,0
2008-09-17,26116.506038526302,-36028.133743891805,0
2008-09-18,29917.12803691106,2780.3853232583333,0
2008-09-19,29794.547056550673,-37920.90807063224,0
2008-09-22,34214.052801618964,-21779.95593869157,0
2008-09-23,37666.03647843895,8286.336706096481,0
2008-09-24,34419.34048140316,11900.895096765264,0
2008-09-25,33375.8231981218,-5904.548271070531,0
2008-09-26,31871.106795037373,2297.3151701179586,0
2008-09-29,30971.918838687277,14060.68518815441,0
2008-09-30,34791.021408303364,9108.503405742042,0
2008-10-01,38219.92012241402,1752.1428836713822,0
2008-10-02,34113.58101304378,31917.42811170976,0
2008-10-03,35905.75559156751,1804.471274085306,0
2008-10-06,32333.754933227716,11238.335958469528,0
2008-10-07,34615.331492595935,-14200.814112771292,0
2008-10-08,33834.042635966216,-50744.92809300834,0
2008-10-09,60190.63434276742,23789.72476372135,0
2008-10-10,60293.31862550155,36527.00099963302,0
2008-10-13,44463.38889932472,-4956.442400550179,0
2008-10-14,38603.89983218065,4564.583955673235,0
2008-10-15,33663.26972545856,13494.095495258978,0
2008-10-16,33557.46451527822,15895.664087617006,0
2008-10-17,33331.67682953551,10649.123075803316,0
2008-10-20,33866.06310298854,-3219.397761781249,0
2008-10-21,31162.9137301799,31799.37384188148,1
2008-10-22,35663.41478414633,36280.39124866703,1
2008-10-23,35736.08925780059,2718.2995051387124,0
2008-10-24,33528.621748406535,-4971.103812372303,0
2008-10-27,35145.495444403175,6188.687685610659,0
2008-10-28,36005.24069453918,-31866.11984901796,0
2008-10-29,46017.78212260101,-6797.677401562441,0
2008-10-30,43620.80728917613,1405.6378463689416,0
2008-10-31,39818.85268365098,10085.459313847346,0
2008-11-03,40990.42153358246,7974.936623281428,0
2008-11-04,42623.83610042071,-24762.13888023124,0
2008-11-05,40598.429704410635,25882.12642650639,0
2008-11-06,39188.36845042488,13806.895741112849,0
2008-11-07,40383.56203237219,-9416.902565447492,0
2008-11-10,39589.52533360947,-3689.4454268711233,0
2008-11-11,38856.51577386065,15068.316823549463,0
2008-11-12,41699.45836320318,18686.033714020785,0
2008-11-13,47438.89584040321,-26623.85403146053,0
2008-11-14,48570.2717562583,9765.967256465014,0
2008-11-17,47288.63427717528,5168.214552978544,0
2008-11-18,46168.87083987438,9499.200557892853,0
2008-11-19,43656.435048948006,17068.64788005515,0
2008-11-20,42546.38954174442,16769.213484878524,0
2008-11-21,48107.31227826181,-36650.05987999242,0
2008-11-24,55014.99227142977,-29479.270628386235,0
2008-11-25,56940.399817486104,11867.334525814636,0
2008-11-26,57863.39573041319,8024.835211856235,0
2008-11-28,57893.73343257445,6354.952660758323,0
2008-12-01,51184.70861939061,51961.95995214784,1
2008-12-02,58712.7656579049,-11151.647764283734,0
2008-12-03,56337.34016517596,583.3727864326834,0
2008-12-04,57163.24787774873,14494.623552187586,0
2008-12-05,56812.91717503973,-5873.2966716391065,0
2008-12-08,60436.011725634424,-67992.32392345589,0
2008-12-09,61878.94864237119,50889.521396446056,0
2008-12-10,64452.28206177397,-19653.309825902004,0
2008-12-11,63177.653983074335,-2619.79036036214,0
2008-12-12,62987.40737577304,-369.4746320251561,0
2008-12-15,62296.07449024823,-7223.4832928010655,0
2008-12-16,66463.55641579769,-16185.177625580907,0
2008-12-17,64533.23638594294,4935.484180323743,0
2008-12-18,58528.9993325205,24070.42871153536,0
2008-12-19,60065.58170845551,11781.69507646757,0
2008-12-22,56079.19516747521,-3204.619864346936,0
2008-12-23,55452.22742725654,5123.652359134356,0
2008-12-24,51321.16176826678,-7498.038368971511,0
2008-12-26,52716.59168490673,-9038.707013329087,0
2008-12-29,52258.32644057663,-741.678537777168,0
2008-12-30,51632.643989414326,-3289.239058751152,0
2008-12-31,50956.88317933255,-12083.861292059157,0
2009-01-02,51251.66810875341,-20040.50412510497,0
2009-01-05,50166.37425233722,12396.539379808451,0
2009-01-06,49491.8061607784,-3888.1051234166216,0
2009-01-07,47734.8430974346,17971.215131168436,0
2009-01-08,47539.21520399078,-7391.691941494153,0
2009-01-09,44596.0616473332,7358.185447830472,0
2009-01-12,39144.67018356318,26678.978918767087,0
2009-01-13,42835.57917000838,4211.400818654192,0
2009-01-14,40208.450123568204,14813.68988783754,0
2009-01-15,40508.37490518823,-747.9762661602374,0
2009-01-16,39138.41140634128,-21957.130891070905,0
2009-01-20,39407.28336339266,-2407.8496833847403,0
2009-01-21,40974.79469018076,-14832.962367976215,0
2009-01-22,39682.677009099396,-3030.5818856672417,0
2009-01-23,38406.53598562244,-20739.521158174102,0
2009-01-26,39935.08504456375,-10527.70496155349,0
2009-01-27,39643.249775338954,9522.649452860229,0
2009-01-28,40476.77339385604,-6895.80931444936,0
2009-01-29,40315.28435521198,-10370.9859489983,0
2009-01-30,39745.40306742874,-3820.4240018180544,0
2009-02-02,36504.5620457687,19548.79411933986,0
2009-02-03,39165.41192370988,-11782.927826969571,0
2009-02-04,37458.76971501816,-2854.589642057214,0
2009-02-05,38088.974043279486,-5334.961276614158,0
2009-02-06,37196.308047993705,-10576.235236694114,0
2009-02-09,37397.17098002876,4401.078775123648,0
2009-02-10,37350.15274289221,8488.624773604291,0
2009-02-11,35031.133405171895,-902.8393040609208,0
2009-02-12,35532.493460639846,-1232.1309294321218,0
2009-02-13,35425.51319844902,-5027.647204848642,0
2009-02-17,33281.57615422498,10360.681062200374,0
2009-02-18,31896.023648559945,-12760.53241043113,0
2009-02-19,33831.034425809165,-3641.596758093392,0
2009-02-20,33889.9962851714,-9590.029852322292,0
2009-02-23,32287.97767373948,7060.227842460316,0
2009-02-24,34389.773133596536,10546.09593375429,0
2009-02-25,30017.44235742643,2324.892284423282,0
2009-02-26,30323.522357782273,1589.0527362563507,0
2009-02-27,28161.031038260997,2768.3999868382925,0
2009-03-02,26836.98181198532,20926.53429513626,0
2009-03-03,29163.348853805383,4997.628075498292,0
2009-03-04,30379.210277898506,-4055.894259800586,0
2009-03-05,29738.63519775977,3482.447902063217,0
2009-03-06,27275.859765443132,-1580.6098039589897,0
2009-03-09,28547.11891359807,4262.422280665336,0
2009-03-10,26012.19511234255,-1164.669344221791,0
2009-03-11,25767.156999935483,-6158.193773523488,0
2009-03-12,26638.486597054416,-10700.452716462734,0
2009-03-13,26032.556924173157,-2496.670289803741,0
2009-03-16,26530.77124251004,-3204.68718788905,0
2009-03-17,24597.849052121535,-5213.527767579016,0
2009-03-18,24583.810536644,6127.510201975203,0
2009-03-19,24178.520649314964,-15408.325371534098,0
2009-03-20,23621.29972869088,5413.047348024509,0
2009-03-23,25425.19324377943,-8517.704583412726,0
2009-03-24,22358.48538764608,13700.256487026778,0
2009-03-25,40974.93437366991,-18238.87220848522,0
2009-03-26,42056.9196762702,113.8024023642938,0
2009-03-27,40012.91052337634,14154.532405526532,0
2009-03-30,38816.377883550755,16316.298655301887,0
2009-03-31,39705.66989894647,-2755.123606558125,0
2009-04-01,39784.49584027834,-5476.087947631853,0
2009-04-02,37899.243147412984,-7539.566736792115,0
2009-04-03,37053.14173052494,-5961.994899127626,0
2009-04-06,36723.10400874587,12355.4879317207,0
2009-04-07,34394.455929616954,-2741.1954848612118,0
2009-04-08,33156.96885045052,4312.335558975638,0
2009-04-09,35890.01908944021,-10622.574515772634,0
2009-04-13,34115.38468248429,-6552.474439035764,0
2009-04-14,33356.44819655906,13628.028468428376,0
2009-04-15,33181.24135753317,-3324.907269929044,0
2009-04-16,34419.89807746192,3652.645878193256,0
2009-04-17,32864.613355128604,-3086.981441969575,0
2009-04-20,29606.48782749825,9106.22137933834,0
2009-04-21,31909.603128404447,-7065.361377768364,0
2009-04-22,30708.307259979007,-5074.976222306735,0
2009-04-23,30289.461336764987,-9407.852516106346,0
2009-04-24,30461.423065409526,-14735.299120735584,0
2009-04-27,32348.198844180595,16018.084367060825,0
2009-04-28,33862.30579067329,-2278.273897152184,0
2009-04-29,32234.8274019817,-14315.060516878391,0
2009-04-30,33428.91245031038,2869.5111164881064,0
2009-05-01,32570.981915252218,-3366.0845299216526,0
2009-05-04,35165.17843021991,-19191.37925569368,0
2009-05-05,35339.820530902725,4458.351536358345,0
