,VaR_MC_T_COPULA,actual_loss,exception
2012-08-24,31845.323500513776,-2442.1355711481237,0
2012-08-27,31179.415789628034,5584.337615665391,0
2012-08-28,31889.302945664924,123.5322324141664,0
2012-08-29,32100.79732076217,1500.430624854759,0
2012-08-30,33341.18505006546,6012.429264590693,0
2012-08-31,32987.69366687877,-15039.00186607568,0
2012-09-04,29653.121813632028,-1991.497106422838,0
2012-09-05,33003.08030074046,1753.0554927487528,0
2012-09-06,32480.014753150375,-17030.960478134184,0
2012-09-07,33341.27301401653,-18508.19840064674,0
2012-09-10,37257.61591019658,3642.273949412333,0
2012-09-11,35097.28883989079,-4564.626415421377,0
2012-09-12,36047.55336491595,-8305.558227176647,0
2012-09-13,33677.68718980324,-24498.992021567818,0
2012-09-14,39504.09922884462,-15367.215200341969,0
2012-09-17,36082.60268175823,8013.256719708645,0
2012-09-18,39919.53539158315,-1731.732737974704,0
2012-09-19,37664.8395613432,3330.1058051368127,0
2012-09-20,32010.553274778827,-158.12252692827678,0
2012-09-21,30495.2806557026,1836.8053655844385,0
2012-09-24,36092.47724690661,6958.456287914658,0
2012-09-25,30513.371090219982,7037.323982328469,0
2012-09-26,29109.219762356897,10560.581503201134,0
2012-09-27,33112.257975704924,-14070.70244621926,0
2012-09-28,31355.923763989336,3513.055051154747,0
2012-10-01,31217.36768799941,-382.923924033998,0
2012-10-02,30741.92754226923,-285.7289090077038,0
2012-10-03,31408.512523129055,-3374.1131047157974,0
2012-10-04,30014.825345316487,-11761.242902630434,0
2012-10-05,30772.96753466187,-23.751387142813652,0
2012-10-08,30469.262715972967,2406.101998748506,0
2012-10-09,30267.25647859766,10314.911369540796,0
2012-10-10,28961.659231419602,6099.911430680491,0
2012-10-11,27484.64241443039,-342.7975333441959,0
2012-10-12,30178.62640153348,6121.540952953551,0
2012-10-15,30281.28697156711,5235.987586987856,0
2012-10-16,31520.34631857354,-11174.503765378797,0
2012-10-17,32872.04916612947,-9809.546059372213,0
2012-10-18,32410.004970092265,2399.8267483707514,0
2012-10-19,30812.298528124476,18983.714333797223,0
2012-10-22,28394.96042278486,-4010.146933582308,0
2012-10-23,28147.490915446935,13502.617947395414,0
2012-10-24,29277.83350995352,5256.905708137167,0
2012-10-25,27659.624700310316,-9765.616778560074,0
2012-10-26,29280.77066949147,6318.4575000467885,0
2012-10-31,33870.90373815136,-1166.9523038054413,0
2012-11-01,30267.522628042396,-5207.240898437289,0
2012-11-02,26307.099218111343,18823.50572147843,0
2012-11-05,33644.78867251935,522.9054630705177,0
2012-11-06,30578.650905581962,-19722.510962413784,0
2012-11-07,35428.31154610433,11511.267279057476,0
2012-11-08,29557.043481417353,1437.703230733623,0
2012-11-09,31180.24474244182,1969.0703921303732,0
2012-11-12,34716.781496992546,2790.5327768331754,0
2012-11-13,31400.18607643467,4310.13731579802,0
2012-11-14,27818.179731053136,1904.536006798588,0
2012-11-15,32359.87052258905,6037.907733636583,0
2012-11-16,30828.476592808613,-576.8893754233579,0
2012-11-19,30359.93698483635,-14197.083156080342,0
2012-11-20,29346.853151809788,-1017.1982497079916,0
2012-11-21,27791.396421156278,-4384.908956446222,0
2012-11-23,30217.958340199337,-13704.665451831246,0
2012-11-26,31868.63737003014,2830.6092211730293,0
2012-11-27,32388.602253727993,5320.909654748797,0
2012-11-28,29591.91237818203,9935.663468670102,0
2012-11-29,30779.415091591294,-3640.024462774806,0
2012-11-30,30193.848316871437,4883.100600573497,0
2012-12-03,32366.866823281318,-236.75346902526812,0
2012-12-04,29413.138633613333,8843.74111798426,0
2012-12-05,30115.68558221151,958.1374585948638,0
2012-12-06,28304.551414917627,-1041.4374151045868,0
2012-12-07,30511.48620167265,-4956.297835097535,0
2012-12-10,32522.89219681796,-958.8423707460393,0
2012-12-11,31846.255193149307,-3817.341829458814,0
2012-12-12,32961.937841636754,-5934.489111791767,0
2012-12-13,34820.68014893785,7145.845181158764,0
2012-12-14,31393.564520155916,-5500.7967984402085,0
2012-12-17,30446.1815210307,-10489.807162736204,0
2012-12-18,33733.86066548167,3148.864620429531,0
2012-12-19,31721.18906616737,3993.134740446301,0
2012-12-20,31771.14945635044,7994.262952035888,0
2012-12-21,36045.52369729117,3134.3197960841426,0
2012-12-24,32490.18871847531,-383.8824707827314,0
2012-12-26,30834.90038610177,1171.456472777278,0
2012-12-27,31514.923806552317,43.26307307518846,0
2012-12-28,29034.71476936872,4522.624228264673,0
2012-12-31,31041.19082044958,-12189.624585364005,0
2013-01-02,31550.613299317774,-20265.750196848945,0
2013-01-03,32999.160927933015,7212.756151141388,0
2013-01-04,30548.14735798155,3749.880264612517,0
2013-01-07,32656.417367274993,6257.486774538975,0
2013-01-08,31309.60004200567,-3039.012161372705,0
2013-01-09,32024.822194307508,776.8298016164738,0
2013-01-10,33857.38973881616,-12046.114304460856,0
2013-01-11,29439.243024993044,563.0918396402685,0
2013-01-14,32030.564905676012,-3516.5107964132208,0
2013-01-15,33833.10278277963,-3524.421076795802,0
2013-01-16,32504.84131009679,2579.244561484278,0
2013-01-17,36252.35989571303,-9382.450711841344,0
2013-01-18,32604.873806035856,-890.6071614514358,0
2013-01-22,33748.124503768,-4999.530421730942,0
2013-01-23,34257.77910964954,1013.3631368922051,0
2013-01-24,36281.49403268974,7168.081041498954,0
2013-01-25,37584.372729967334,-7702.777294361633,0
2013-01-28,35939.90229212806,-656.1223678548045,0
2013-01-29,35911.231715161084,-7376.071898201088,0
2013-01-30,34869.18789771307,351.6962889085953,0
2013-01-31,33597.18948520421,4716.633346332543,0
2013-02-01,27629.977947739757,-5321.43795641673,0
2013-02-04,32817.126505301116,1269.5146151840113,0
2013-02-05,29773.94508741778,-2185.778685893047,0
2013-02-06,31277.703966036708,-853.2669674109547,0
2013-02-07,32408.629875724615,5162.171517547888,0
2013-02-08,31749.39974501361,1982.0264177196905,0
2013-02-11,30721.99519596842,9944.231573713696,0
2013-02-12,28017.72720928993,-4418.3643684284425,0
2013-02-13,30141.621207310316,1153.1800653585829,0
2013-02-14,30485.33672481678,6378.175073142056,0
2013-02-15,29699.2133072953,14301.026809203584,0
2013-02-19,30739.42339962723,-2464.4498539262177,0
2013-02-20,31516.84005865946,22003.453584264083,0
2013-02-21,29702.62931912646,1334.7034409973694,0
2013-02-22,31243.772315982544,-1742.468492747742,0
2013-02-25,29465.78749278698,4186.633965624098,0
2013-02-26,29953.933740019642,-6436.985658055625,0
2013-02-27,30048.591227554807,1352.4682632938966,0
2013-02-28,31172.228851057775,7779.612422725982,0
2013-03-01,32891.65608296828,5307.55780231868,0
2013-03-04,33531.14094492861,-1224.7471285963595,0
2013-03-05,29647.350952751098,-6595.732952449089,0
2013-03-06,33036.62408826962,-8341.120798188203,0
2013-03-07,33204.478868778235,-54.668093750568914,0
2013-03-08,35950.293136647706,-8859.872591764093,0
2013-03-11,35447.93224259951,-2119.72762205662,0
2013-03-12,35699.20879714327,-2542.1944690539194,0
2013-03-13,34803.53393780617,1133.6836256958811,0
2013-03-14,35577.51071437935,904.2029525444946,0
2013-03-15,35703.706152029845,-589.0304867766495,0
2013-03-18,27417.329695567812,107.38510807148076,0
2013-03-19,32533.514567979062,-1564.0115702513704,0
2013-03-20,29967.48982777844,1654.849200182705,0
2013-03-21,30939.178886069698,-3633.0637674092513,0
2013-03-22,31107.939725649947,3537.8252563200444,0
2013-03-25,28905.060733778064,195.53704142528204,0
2013-03-26,29535.48059790479,4344.611510927409,0
2013-03-27,32106.81113209852,-65.78519073131429,0
2013-03-28,30723.98263064245,6006.598795675633,0
2013-04-01,31423.29879794224,260.86486094265297,0
2013-04-02,30481.245949650416,7234.044035395107,0
2013-04-03,31504.147103821477,14905.892798450312,0
2013-04-04,30542.045702766998,3598.676062955202,0
2013-04-05,30820.288535788182,-7195.771211444424,0
2013-04-08,31553.073905756148,-2625.1791360086254,0
2013-04-09,30636.57480023289,-9368.979742461384,0
2013-04-10,30672.39250204468,2054.003058113405,0
2013-04-11,32719.860964122337,-846.1659107133319,0
2013-04-12,33000.0656898525,38152.408839938726,1
2013-04-15,32470.51117103956,69834.8181537307,1
2013-04-16,29075.430907911177,-11822.690080829148,0
2013-04-17,29447.223414683685,3293.9499313824376,0
2013-04-18,29101.602519032236,-1069.9710196143783,0
2013-04-19,27799.525075263562,-8075.953988227437,0
2013-04-22,29917.2565742274,-11706.146346223764,0
2013-04-23,31630.809376216224,-849.4355649462445,0
2013-04-24,31072.546415154367,-4797.891396706194,0
2013-04-25,30818.349573471376,-18335.81644774851,0
2013-04-26,34124.85042659449,1209.0667096336356,0
2013-04-29,30361.162255636606,-9645.834929320308,0
2013-04-30,31352.066684905818,-3940.0483200614,0
2013-05-01,34974.84561186624,11891.423509965754,0
2013-05-02,30071.906745858105,-7030.711399346435,0
2013-05-03,30650.48560025151,-10432.481321071811,0
2013-05-06,29493.731298397477,-3872.4121108166114,0
2013-05-07,32172.967210101124,5583.524617808247,0
2013-05-08,31878.076670686576,-11655.548038569545,0
2013-05-09,33867.114662761014,7534.504009487737,0
2013-05-10,32077.42668471529,620.343369495833,0
2013-05-13,33554.57481189786,5460.420084305752,0
2013-05-14,35416.11161445684,-5589.835859497504,0
2013-05-15,35873.35909592606,13699.181349425678,0
2013-05-16,36246.58624894738,11313.342619222616,0
2013-05-17,33645.75534201974,3002.5766440689767,0
2013-05-20,38281.40012957839,-19623.40016911803,0
2013-05-21,38381.75575500568,10296.852268117127,0
2013-05-22,36260.206548826965,3248.3036587537754,0
2013-05-23,34545.02357764311,-8597.39028015282,0
2013-05-24,30580.18569776682,3697.4177560646176,0
2013-05-28,33862.71256064346,-10688.302022703763,0
2013-05-29,34071.79796603425,-134.63555958653797,0
2013-05-30,32305.68809544222,-13142.47179591572,0
2013-05-31,34322.77699471681,18223.00376915767,0
2013-06-03,29820.66226552022,-12124.041561257576,0
2013-06-04,30174.375842843565,7635.36250876972,0
2013-06-05,32246.60566434774,8768.073074253532,0
2013-06-06,29342.357745119232,-8731.548993714823,0
2013-06-07,30129.581386125777,-1080.9832821073103,0
2013-06-10,34122.30701640999,-6983.813746871408,0
2013-06-11,33274.90061909608,6992.005766552778,0
2013-06-12,30109.713822794067,-5553.177848088932,0
2013-06-13,27705.797955391008,-1051.6159451219046,0
2013-06-14,27555.939722922158,2275.127661184081,0
2013-06-17,25863.27061044102,-2549.2288882305265,0
2013-06-18,28195.2338448463,3921.505067180622,0
2013-06-19,28611.048028900714,5819.43574140979,0
2013-06-20,28925.777968703802,35196.51388483823,1
2013-06-21,24714.274307378233,-11181.334061335288,0
2013-06-24,29135.632423248742,7297.626140346862,0
2013-06-25,25601.07017481333,-1955.229082412768,0
2013-06-26,27729.572716684892,26615.983472674317,0
2013-06-27,26759.309541450755,14368.770925583283,0
2013-06-28,27278.324990511857,-16183.873451341116,0
2013-07-01,25658.500814865365,-8633.204146108596,0
2013-07-02,25001.602850400108,6114.065306792175,0
2013-07-03,26297.65170634863,-3988.175203822992,0
2013-07-05,28286.913117518754,10.38522778621973,0
2013-07-08,29350.215816584216,-2035.2578962763791,0
2013-07-09,30211.634382255543,-9254.224269531189,0
2013-07-10,30964.903461602407,-2539.109884638236,0
2013-07-11,28824.09700592821,-25413.25037211828,0
2013-07-12,30772.335320196926,1850.977866580391,0
2013-07-15,31809.220993779312,889.2538028420445,0
2013-07-16,31704.182929304287,620.7108128590685,0
2013-07-17,33918.834606013465,5204.916199313519,0
2013-07-18,32303.331420715927,-7592.122742771022,0
2013-07-19,33306.03090492575,-2900.546083181707,0
2013-07-22,32078.279266712656,-19802.33306756738,0
2013-07-23,37395.40090809371,-6633.473303954766,0
2013-07-24,34510.21511516718,6566.8850384905545,0
2013-07-25,27422.056908876253,-6143.911337036258,0
2013-07-26,29452.19403109173,-11.559842229697551,0
2013-07-29,26763.132055978047,252.3717155739064,0
2013-07-30,28018.66390687497,663.0019769254668,0
2013-07-31,29223.19679608915,2985.8851746704045,0
2013-08-01,29685.580138951656,-7690.618364647008,0
2013-08-02,25695.737826231216,9407.77319087694,0
2013-08-05,30970.88788392293,350.57730826037096,0
2013-08-06,30656.103824539787,10685.610922755368,0
2013-08-07,27116.877045795547,3392.808835711003,0
2013-08-08,26443.776416059056,-12526.59412714505,0
2013-08-09,26524.865101363815,856.4142765752047,0
2013-08-12,26547.969468176165,-11594.951188186536,0
2013-08-13,30144.47782467435,1466.5182339231387,0
2013-08-14,27323.09505261519,-3771.380344806272,0
2013-08-15,27165.889188423058,-11550.001094371655,0
2013-08-16,23432.485278295426,-9335.300250342323,0
2013-08-19,24219.67753380114,2936.597804977355,0
2013-08-20,24551.569128564828,57.952837951324,0
2013-08-21,24517.881506408794,-578.3286141538183,0
2013-08-22,22504.189640728215,-5829.341788112827,0
2013-08-23,24631.535917132685,-5674.331832092632,0
2013-08-26,26627.733240255366,-462.2604413122417,0
2013-08-27,26250.233604700075,935.260752926646,0
2013-08-28,22947.230175631325,-4113.706619400668,0
2013-08-29,25632.825091888088,7275.383842453062,0
2013-08-30,26006.89650392193,6553.658174986199,0
2013-09-03,25887.91584653063,-13362.46108280817,0
2013-09-04,23036.917535548302,-745.2099059510238,0
2013-09-05,24230.24779967809,6841.194893138289,0
2013-09-06,27317.616061277426,-6401.11520965513,0
2013-09-09,25645.804923254458,-1098.3877410246714,0
2013-09-10,25351.397334293124,2513.371042644808,0
2013-09-11,27671.287721399116,-295.89106821595215,0
2013-09-12,26353.55931995159,20011.652279433285,0
2013-09-13,31557.051390811583,-8.659425121900767,0
2013-09-16,26873.940930511908,3118.408485829681,0
2013-09-17,29465.49320033279,-1161.0936610278782,0
2013-09-18,29343.21569240013,-22486.086344980988,0
2013-09-19,30699.80275276604,-5734.284631407791,0
2013-09-20,28316.412013751626,22471.67314187009,0
2013-09-23,30304.644968532433,5497.5277116965935,0
2013-09-24,30864.91768834789,4797.744779246934,0
2013-09-25,26682.812874428702,-475.8013063444496,0
2013-09-26,28568.10417145077,-6.512316464318246,0
2013-09-27,28760.44864864608,-1424.357086907674,0
2013-09-30,28500.422837766222,5472.748545578923,0
2013-10-01,26921.518470869927,11838.07447959386,0
2013-10-02,28634.307554978346,-9136.19925505717,0
2013-10-03,27365.271063125474,3196.7594148019007,0
2013-10-04,28258.701901583496,-3429.7738563361936,0
2013-10-07,28638.697518629553,554.4363024307004,0
2013-10-08,29356.380882864854,5946.662248954795,0
2013-10-09,29240.285376634845,4913.420717134599,0
2013-10-10,25170.346559241283,-1346.8102011556002,0
2013-10-11,28765.21603288456,4241.603992743495,0
2013-10-14,29615.137615233867,-2947.57389535685,0
2013-10-15,32149.47441517758,-3835.338635837863,0
2013-10-16,29888.27077012558,-3982.453599608312,0
2013-10-17,23922.608813344697,-15223.09399131158,0
2013-10-18,16616.01600860792,-2156.049827603173,0
2013-10-21,17056.643340382714,-3256.8130292277942,0
2013-10-22,17012.611046802795,-8556.357977022355,0
2013-10-23,17210.589401066365,5487.66679060775,0
2013-10-24,17532.765643798903,-8093.133247918335,0
2013-10-25,16988.12760467214,-5983.377996616326,0
2013-10-28,17529.87494463393,-1827.607582947783,0
2013-10-29,17817.04877157078,1515.415829356375,0
2013-10-30,18646.619144236465,3895.6063767534015,0
2013-10-31,18719.730802927315,9523.770501774909,0
2013-11-01,17801.530368431435,899.5986436517887,0
2013-11-04,18545.92917165275,1752.8981091607598,0
2013-11-05,18488.232000931468,-957.2071817159313,0
2013-11-06,18815.715788961064,-4127.035051177459,0
2013-11-07,18994.175088066368,13387.953112618376,0
2013-11-08,16516.500161675474,-3874.2894580541742,0
2013-11-11,19027.247909720172,3549.405479675527,0
2013-11-12,19086.07384135603,4490.981000673737,0
2013-11-13,18888.29437286524,-4692.200111627275,0
2013-11-14,19645.655174808675,-7565.846168228545,0
2013-11-15,21229.186472064102,-3762.447936163825,0
2013-11-18,22292.380782900796,10553.64897613268,0
2013-11-19,20565.812055036586,-1149.3372642097584,0
2013-11-20,21077.820710285996,8535.28621264556,0
2013-11-21,21521.206377358376,-1389.1147760178724,0
2013-11-22,23422.830505979815,-1819.464810324373,0
2013-11-25,23708.07942147828,-2908.599541827947,0
2013-11-26,24898.239152834874,5144.558933495663,0
2013-11-27,23334.63590523234,1569.044963267187,0
2013-11-29,24941.01484564326,-7210.139566876232,0
2013-12-02,16397.324576217597,12418.125620121298,0
2013-12-03,16274.500438359022,1885.54154723148,0
2013-12-04,16205.2345655819,-12855.682090129283,0
2013-12-05,15381.671001317944,7040.012593838328,0
2013-12-06,15891.047081382694,-6602.261374266604,0
2013-12-09,15983.147975374817,-5698.535804032917,0
2013-12-10,16498.242368336567,-6377.734061783183,0
2013-12-11,16260.395834585117,4836.014126773718,0
2013-12-12,15855.992252413274,11497.434388807074,0
2013-12-13,15498.891566432007,-3974.5472906793584,0
2013-12-16,14986.636989257748,-4021.811025601166,0
2013-12-17,15508.545413882088,7945.493920313493,0
2013-12-18,15214.72564000358,-2406.678423115444,0
2013-12-19,17277.239746986532,12828.025863767887,0
2013-12-20,15847.967873195785,-3825.9700038361216,0
2013-12-23,17134.82297263332,-3915.3559874259145,0
2013-12-24,17592.218769891966,-6436.706089037314,0
2013-12-26,18177.0559849788,-5951.985829658545,0
2013-12-27,19846.723158997,-3630.0178611997208,0
2013-12-30,25258.94645149853,8523.104886455008,0
2013-12-31,24572.788205157656,-9957.074627227468,0
2014-01-02,25884.26154154016,-1356.84441584149,0
2014-01-03,26353.739307731757,-4045.5793763004176,0
2014-01-06,25007.36920135253,4056.443822672991,0
2014-01-07,25437.96422196281,247.9293965402535,0
2014-01-08,23425.06841159687,1364.581804025167,0
2014-01-09,26649.73178584285,1507.7257666336511,0
2014-01-10,25577.65629671266,-6529.4603317317005,0
2014-01-13,27580.49070054159,-1147.9508731331143,0
2014-01-14,22244.832812122968,-853.537175654973,0
2014-01-15,22551.924823790334,-2935.062327159102,0
2014-01-16,24708.598926627143,3896.904794557676,0
2014-01-17,25848.578551411258,-2487.67268560507,0
2014-01-21,22774.330098271963,3257.079464483242,0
2014-01-22,23956.597724395902,1403.3499085428211,0
2014-01-23,23779.24632324427,-3841.1391104722406,0
2014-01-24,22352.616886801374,2723.8353333729,0
2014-01-27,23186.315837999293,7328.6341652541905,0
2014-01-28,21729.876269819528,-180.25398988880124,0
2014-01-29,23028.765683244696,959.5664345648856,0
2014-01-30,20823.633803115616,7113.696984067916,0
2014-01-31,21295.052194156575,5110.494728030333,0
2014-02-03,21154.47025764728,4263.92110432758,0
2014-02-04,21612.837659585064,-1186.615729737278,0
2014-02-05,20829.175845499456,-4839.66374786635,0
2014-02-06,22274.770723343074,-4197.901974273758,0
2014-02-07,21696.412102095535,-7610.926446753965,0
2014-02-10,21363.333601729977,-3741.6322451533088,0
2014-02-11,21284.036871821096,-13692.342856645511,0
2014-02-12,20097.96194445429,-3397.9941147225995,0
2014-02-13,21233.515727384212,-1751.3026027388214,0
2014-02-14,21684.66381277468,-13515.666677537787,0
2014-02-18,22375.109052685093,834.5557925763956,0
2014-02-19,24746.077160949193,6702.945111737613,0
2014-02-20,22496.608098036162,-10376.491117659329,0
2014-02-21,23083.808954768574,3572.2801590895883,0
2014-02-24,23142.936281572667,-11422.99439251532,0
2014-02-25,24071.998478231457,2577.305350349433,0
2014-02-26,26032.12663078698,-249.61548720925293,0
2014-02-27,24973.820796138945,224.3342177840873,0
2014-02-28,24364.63407930444,703.0772294983417,0
2014-03-03,21994.101387662897,-8667.57637178749,0
2014-03-04,25898.13905206156,-2576.353707486204,0
2014-03-05,25198.55690297755,-1635.6369017485058,0
2014-03-06,26179.12132143888,-8949.741501953366,0
2014-03-07,22809.25976854045,-1094.5852937568116,0
2014-03-10,24460.23937432175,384.7751326727415,0
2014-03-11,24247.87131076675,436.136389976768,0
2014-03-12,26506.818030622224,-6249.224259527491,0
2014-03-13,24345.00186598472,5428.682487268964,0
2014-03-14,23751.07683899587,-2007.726114502708,0
2014-03-17,23131.007941299973,524.860746474893,0
2014-03-18,23595.242440199083,2520.7776880959914,0
2014-03-19,26125.16849078929,9506.09540104963,0
2014-03-20,24995.724864548636,-60.05237616416571,0
2014-03-21,25997.691952387442,2817.698953501265,0
2014-03-24,23942.112752275887,13624.072722855346,0
2014-03-25,26229.658792790768,-4276.249393441139,0
2014-03-26,27602.797673705325,10592.088113846312,0
2014-03-27,24485.101005059936,7508.731313824588,0
2014-03-28,24111.20347031473,-3092.877801024622,0
2014-03-31,26968.89975194256,186.99600087503225,0
2014-04-01,25000.78522598531,-5861.197897797841,0
2014-04-02,26874.16089861434,-9522.6701877928,0
2014-04-03,27951.839509315043,4999.636209218452,0
2014-04-04,26787.924663163838,4186.917627921076,0
2014-04-07,23824.634325789742,11626.161798310106,0
2014-04-08,23672.23914045433,-6250.389943435954,0
2014-04-09,23690.067157251357,-17362.94220610722,0
2014-04-10,24670.30636877477,6197.921422250627,0
2014-04-11,25916.649532938267,3090.4030853957174,0
2014-04-14,26393.588628787722,-6387.045935545786,0
2014-04-15,23688.510535595644,10234.984451078151,0
2014-04-16,23217.66288262722,-3261.261229862924,0
2014-04-17,27174.50557439018,-1154.5580857090663,0
2014-04-21,27421.176433684803,1157.4588395523256,0
2014-04-22,25438.831438017376,864.4898242617273,0
2014-04-23,26636.602482194452,2690.175967213685,0
2014-04-24,26722.53537247945,-4612.080055805197,0
2014-04-25,27484.781328317094,335.91341252185293,0
2014-04-28,24982.587779794518,159.62586275507897,0
2014-04-29,24721.151076141512,-3120.474309730313,0
2014-04-30,26922.018869708252,5277.352146594887,0
2014-05-01,27960.401796369464,3513.942046900692,0
2014-05-02,28566.35554722745,-2712.5920029920744,0
2014-05-05,30274.62385316407,-8824.420248517623,0
2014-05-06,27577.822835795465,6537.430582122318,0
2014-05-07,28608.153193126534,3981.68587977266,0
2014-05-08,28097.40050923122,1672.4259019300246,0
2014-05-09,27082.02757890557,989.5322110212356,0
2014-05-12,29074.19372362197,-9459.856555839371,0
2014-05-13,30859.32963578646,4315.692808229813,0
2014-05-14,29124.018890854135,2849.910082156355,0
2014-05-15,26883.989915698847,11523.29241123778,0
2014-05-16,29748.332547366383,-621.866617138241,0
2014-05-19,28609.363624231566,-2971.8683653673515,0
2014-05-20,31316.325993454146,3811.333130067804,0
2014-05-21,28790.985544104497,-3864.597976283757,0
2014-05-22,30641.27293740624,-10037.182386109114,0
2014-05-23,28157.139953561928,1098.2678695161344,0
2014-05-27,24416.349772798483,10619.255427900203,0
2014-05-28,23686.51555767072,8769.510474835235,0
2014-05-29,23319.90305624687,-838.1000815143298,0
2014-05-30,24337.636056762076,-858.3119156594485,0
2014-06-02,23767.094229992043,-1205.663850049035,0
2014-06-03,23347.669532747608,-3892.355737047203,0
2014-06-04,25264.634331231064,-1000.602126338058,0
2014-06-05,25692.552844229973,-6318.192676392318,0
2014-06-06,27699.780202223174,-4132.333610417172,0
2014-06-09,26350.156050245394,-1722.67431949877,0
2014-06-10,29445.360435349932,-3389.9065576110347,0
2014-06-11,28239.82554384925,1844.6632019245617,0
2014-06-12,29474.75345555889,3293.9187235174795,0
2014-06-13,24521.623172324977,-4423.250138030122,0
2014-06-16,26313.287626227106,1461.705771088909,0
2014-06-17,26390.25859552434,-4355.923805527034,0
2014-06-18,27934.438950644024,-3615.938460985417,0
2014-06-19,26711.912523630253,-23372.00387211681,0
2014-06-20,28641.181822979754,590.8782011675298,0
2014-06-23,28719.7470344502,-689.3681539911759,0
2014-06-24,26669.92710165022,5617.643351178869,0
2014-06-25,26928.842529525136,-1942.4887422215436,0
2014-06-26,28083.63778156575,3893.2915641230015,0
2014-06-27,31113.756954086217,-1651.2635270647502,0
2014-06-30,27601.096617713756,-6120.118948589075,0
2014-07-01,30777.941697851158,-7744.516953688802,0
2014-07-02,31338.87324295101,-4187.747525925727,0
2014-07-03,30768.649474383365,-781.4799766199931,0
2014-07-07,31955.89033484583,9037.796841034333,0
2014-07-08,32293.72360864657,4611.648233168853,0
2014-07-09,24777.2995411384,-4627.967601563548,0
2014-07-10,25807.11259951045,-1695.2951988813666,0
2014-07-11,27229.805133289956,778.37141922505,0
2014-07-14,24721.200906681235,11574.606219386264,0
2014-07-15,23877.964556455285,5673.734174264593,0
2014-07-16,25261.079428398043,-1593.2030637407715,0
2014-07-17,24245.5423166536,-1501.274916176556,0
2014-07-18,24154.096705050306,331.3759879575164,0
2014-07-21,24519.44547623919,94.7942968108198,0
2014-07-22,23507.925916390534,1815.3175424502044,0
2014-07-23,24316.990666384212,1392.8515747151207,0
2014-07-24,27258.47872144389,4118.842477156592,0
2014-07-25,25958.994454545445,-2694.5134657548297,0
2014-07-28,25503.329045162878,548.9119786428637,0
2014-07-29,23485.127853093683,5601.233319475432,0
2014-07-30,24000.384377922997,-3591.6629583277345,0
2014-07-31,23607.936856831966,12289.783769974474,0
2014-08-01,22056.638777464574,-333.0004752233235,0
2014-08-04,21039.730719325013,603.2664902419897,0
2014-08-05,20731.537369622714,4760.972398222066,0
2014-08-06,20425.774476281465,-7427.528361691282,0
2014-08-07,22046.80457774216,2379.0449846263136,0
2014-08-08,19615.010119004502,-2286.330434409636,0
2014-08-11,21335.679824844043,274.5079245382194,0
2014-08-12,20861.664342884953,-286.2435228905374,0
2014-08-13,20540.291790938125,-267.4981216911183,0
2014-08-14,20525.155254833197,612.0041132548786,0
2014-08-15,20902.370105350074,8301.572904196348,0
2014-08-18,21230.069238077816,-12918.723721781893,0
2014-08-19,21148.21371835999,-890.4703557881071,0
2014-08-20,21922.998471780327,603.5451411543318,0
2014-08-21,21313.24485901275,7125.659529620885,0
2014-08-22,22873.26084437337,298.19937175221185,0
2014-08-25,23668.35020181515,1503.4062703324507,0
2014-08-26,23670.92637338326,-2740.1413570142618,0
2014-08-27,23687.949202361564,1534.2133613275137,0
2014-08-28,24318.280893829866,-1110.035010432443,0
2014-08-29,22042.35410213179,-1702.4675282632086,0
2014-09-02,23121.70734829681,6975.50534001421,0
2014-09-03,22011.487976037264,-1560.4199833004582,0
2014-09-04,25103.741113455068,1504.934200165344,0
2014-09-05,23574.280944334372,-1434.5953049326654,0
2014-09-08,23246.48609539947,5983.885581751105,0
2014-09-09,24720.927079770478,3276.5531225243267,0
2014-09-10,24458.79175143431,-2305.0395615411467,0
2014-09-11,21330.81413144697,4354.028034387,0
2014-09-12,24817.836543524558,2850.8156750655558,0
2014-09-15,20780.18951300183,-635.3321129936171,0
2014-09-16,22793.62042824042,-3837.264988705211,0
2014-09-17,24677.44050094095,4357.925581849267,0
2014-09-18,24164.284122455272,-2668.7726086060666,0
2014-09-19,25166.259856924553,4665.06763816361,0
2014-09-22,24139.94446595681,8794.064017143864,0
2014-09-23,22596.79019251313,1585.2999998259438,0
2014-09-24,22917.63542977182,-3014.770035738035,0
2014-09-25,21903.699615309986,11917.149724945022,0
2014-09-26,21394.884206496507,-2193.6454978431284,0
2014-09-29,23772.526283751173,5992.421877515046,0
2014-09-30,22060.954493927275,-8280.65527013637,0
2014-10-01,20692.0071998758,10303.259477651054,0
2014-10-02,25538.44403766284,278.3544219815556,0
2014-10-03,23032.39243274223,5034.926010603504,0
2014-10-06,24002.620995056302,-2261.698615614831,0
2014-10-07,24191.30652466528,5077.15666330335,0
2014-10-08,22220.86784955867,-11701.988691867571,0
2014-10-09,22717.136294785658,5138.093749849948,0
2014-10-10,20642.917115537446,5134.536555859473,0
2014-10-13,21036.418327149342,-2098.3400408680527,0
2014-10-14,23302.127788626527,7189.426199441125,0
2014-10-15,19601.969308406904,3977.6119591636207,0
2014-10-16,20102.873649458037,-5003.740552939749,0
2014-10-17,19755.65104615964,-3292.494700540823,0
2014-10-20,19395.45797572284,-2180.0918523448327,0
2014-10-21,20504.437116004498,-8413.345336567985,0
2014-10-22,20702.679411676974,5004.440705891291,0
2014-10-23,20559.584564895064,263.7074020281252,0
