,VaR_MC_COPULA,actual_loss,exception
2011-08-18,35299.75380473722,-6312.481699399472,0
2011-08-19,33405.274988158475,-6548.366844946248,0
2011-08-22,38083.96433156992,-24954.454736074666,0
2011-08-23,36522.842404999894,32299.50824255139,0
2011-08-24,37127.90597733797,14495.410447214012,0
2011-08-25,37124.63638421318,3101.603122533644,0
2011-08-26,36656.842959775335,-22462.50040751189,0
2011-08-29,37628.47341228953,1485.8543094097913,0
2011-08-30,38684.90128288428,-20316.938911312915,0
2011-08-31,37899.46989801885,5313.420672587366,0
2011-09-01,38381.01876277121,8690.899917406852,0
2011-09-02,36448.541807736154,-6809.418116983514,0
2011-09-06,38830.68076730021,7944.008198980859,0
2011-09-07,37185.778424757176,17593.074371436014,0
2011-09-08,41881.909181517934,-17881.396636449732,0
2011-09-09,36428.565076719606,19989.835610968265,0
2011-09-12,39075.634473128644,24186.44632487322,0
2011-09-13,37976.246192797,-16076.958534110663,0
2011-09-14,40568.39568728923,-237.9589173408026,0
2011-09-15,39929.14922884677,4724.001339725921,0
2011-09-16,44317.82626830553,-11561.624713249072,0
2011-09-19,40566.74358122986,26984.974596971133,0
2011-09-20,41890.177169143666,-7495.117295158954,0
2011-09-21,40269.80704595344,22070.73915713287,0
2011-09-22,35571.30520831625,42893.284943382096,1
2011-09-23,36621.880488603594,36706.10229213702,1
2011-09-26,35258.01375975465,-553.3339766559357,0
2011-09-27,38572.170649156316,-21918.50995230995,0
2011-09-28,39550.68361111637,22209.409821778183,0
2011-09-29,40045.654787504965,-3000.240414916208,0
2011-09-30,36534.03627530462,7525.588424643004,0
2011-10-03,34919.14164477414,3717.179345416285,0
2011-10-04,38174.70922224877,18621.98993997145,0
2011-10-05,38565.20783824971,-37377.325837398006,0
2011-10-06,37060.74868651886,-14816.578902516883,0
2011-10-07,34834.133087752416,115.11525697069736,0
2011-10-10,38217.556635040324,-22674.530699238,0
2011-10-11,41532.77639601459,-8397.927725122187,0
2011-10-12,35255.0765293629,-12038.315022116269,0
2011-10-13,39591.80828923241,5752.4277557283685,0
2011-10-14,39406.111514505355,-13791.843947605284,0
2011-10-17,38144.9062761614,11148.881631150422,0
2011-10-18,39257.191402629185,-217.8654948697167,0
2011-10-19,38597.68290871874,13440.276070840408,0
2011-10-20,42391.93362714023,6887.972805468746,0
2011-10-21,38579.73043591072,-16644.176973175956,0
2011-10-24,41496.4855012274,-14642.475742978084,0
2011-10-25,43778.42052285965,-8370.662579692056,0
2011-10-26,40496.566316595025,-17103.491535936653,0
2011-10-27,43304.973354476824,-37176.74980974755,0
2011-10-28,42661.58776830214,-1278.617885938549,0
2011-10-31,44413.735489245,33005.03001927685,0
2011-11-01,42727.053362098355,27357.968721090976,0
2011-11-02,44188.11585569764,-10647.51492903244,0
2011-11-03,37617.04646500221,-24683.5596887168,0
2011-11-04,34919.74659839772,5799.0518694113525,0
2011-11-07,34993.09495479752,-19902.80009951525,0
2011-11-08,36216.654682842665,-2400.9161992502177,0
2011-11-09,34153.15040038384,28680.480060429458,0
2011-11-10,38846.41733818713,4858.754728234575,0
2011-11-11,37022.27407316428,-21897.22943713241,0
2011-11-14,35017.39869086971,2019.464548425108,0
2011-11-15,33196.03150526962,-1049.4420299077278,0
2011-11-16,40207.265479286776,19242.92508265286,0
2011-11-17,37198.426542975765,30251.87682818677,0
2011-11-18,35242.20311780531,-4243.533292840983,0
2011-11-21,35423.957548153085,25091.82645083773,0
2011-11-22,33929.21772891444,-4331.421394913015,0
2011-11-23,33831.61181318407,8837.593194748722,0
2011-11-25,33983.92436221996,2475.2045177087584,0
2011-11-28,33074.42047519975,-19416.100072841797,0
2011-11-29,35351.34410797025,-3054.356024838221,0
2011-11-30,32565.080006588123,-29635.23117436188,0
2011-12-01,34724.32486966247,-2321.4287974623767,0
2011-12-02,33485.40991750161,3056.40163867258,0
2011-12-05,35333.641789004716,10729.98341090058,0
2011-12-06,37574.15137506982,-6027.448003699405,0
2011-12-07,37745.41422885369,-3475.984397686505,0
2011-12-08,35132.804336339585,23585.274594795,0
2011-12-09,38427.21166662764,-8807.079634300579,0
2011-12-12,34903.7237236519,27721.85906987697,0
2011-12-13,31783.98640648552,28640.392303686054,0
2011-12-14,31222.530267181803,34215.11548480536,1
2011-12-15,33706.53352058745,3425.6177361700084,0
2011-12-16,35451.936064099704,-10425.04982151047,0
2011-12-19,36897.14778382545,6534.222655773823,0
2011-12-20,38217.44788606077,-23678.78038391277,0
2011-12-21,38780.55270435238,-4786.1522754234775,0
2011-12-22,37247.776025548694,4218.575907900542,0
2011-12-23,35699.079595037365,-8691.198912627406,0
2011-12-27,39730.29549071435,7077.65268913862,0
2011-12-28,37589.774359761235,29479.716429453096,0
2011-12-29,36024.0488358525,4044.395043362281,0
2011-12-30,37469.469920943295,-14490.533652173672,0
2012-01-03,37436.69109717197,-27660.311675559984,0
2012-01-04,35317.96738599469,-7645.142766110159,0
2012-01-05,37460.81090904561,-4736.216484967563,0
2012-01-06,38462.70109448032,9277.747248136562,0
2012-01-09,36459.204589207635,4789.31199905623,0
2012-01-10,36055.90893453886,-15856.164765849546,0
2012-01-11,38563.43873743825,-135.87385861911025,0
2012-01-12,36972.385479499615,-3349.1211128706022,0
2012-01-13,37701.960728473845,8223.979185413355,0
2012-01-17,39144.18407019602,-6433.70882744943,0
2012-01-18,39141.20551275658,-13953.708000579363,0
2012-01-19,39488.08780784896,-8594.34465717831,0
2012-01-20,40478.56656851246,-9543.09295918238,0
2012-01-23,38076.646322087865,-5170.378694825298,0
2012-01-24,42347.58731657268,3545.0533237979485,0
2012-01-25,41239.610750549204,-19828.564841458443,0
2012-01-26,39661.638536082035,-287.13790738067473,0
2012-01-27,38926.59333127102,-5686.795201315164,0
2012-01-30,39454.20168766945,7973.253893668176,0
2012-01-31,46527.91864399818,-1926.5121634035825,0
2012-02-01,34236.618783361366,-6155.621340392987,0
2012-02-02,33329.60436903407,-9174.92002247043,0
2012-02-03,33564.06474038455,2521.220314830027,0
2012-02-06,34270.34882067007,5453.059922060362,0
2012-02-07,33917.29388268203,-17104.712898344766,0
2012-02-08,33966.89176182837,382.2189178485478,0
2012-02-09,34357.948110111196,-300.11635563296204,0
2012-02-10,36834.017008236035,12683.243782697831,0
2012-02-13,36879.8487663562,-7232.186188840649,0
2012-02-14,36878.73537649601,13734.176508690614,0
2012-02-15,33267.02951120509,-4695.200889851392,0
2012-02-16,36188.28888679423,-4005.680795956349,0
2012-02-17,37195.46415191848,239.4715460759085,0
2012-02-21,39361.04736926278,-19343.27910589195,0
2012-02-22,38728.42628942599,-6317.598382671802,0
2012-02-23,35862.87910063883,97.54957302047433,0
2012-02-24,36906.19034597264,1071.3557252630644,0
2012-02-27,39006.241704772954,4112.576224744408,0
2012-02-28,36111.33926249406,-10020.37880289747,0
2012-02-29,37898.624594277935,41018.24585683757,1
2012-03-01,38179.27409632132,-12296.333206985331,0
2012-03-02,40326.94932155166,4780.117300723144,0
2012-03-05,35909.54188826584,7304.2642806372705,0
2012-03-06,35317.11910014275,19056.119628862,0
2012-03-07,37333.96725707921,-4542.652083430904,0
2012-03-08,38273.869291687486,-14397.849149689886,0
2012-03-09,40564.845190977176,-9541.39744377014,0
2012-03-12,35633.95358017872,10072.663785502811,0
2012-03-13,40678.848981674324,-1907.696325951832,0
2012-03-14,39661.31952663533,5816.990978746919,0
2012-03-15,31257.20192747845,-8493.851558104561,0
2012-03-16,32159.91357264419,-4425.499128779645,0
2012-03-19,31694.3582924333,-10327.008940385122,0
2012-03-20,37618.19242015765,8080.02759556034,0
2012-03-21,33397.015458785325,4844.131010198913,0
2012-03-22,34861.05338565322,8565.176014650342,0
2012-03-23,32851.10517503629,-8256.830363771493,0
2012-03-26,31946.505690996397,-23020.88175253655,0
2012-03-27,30095.301650744663,8956.60042609362,0
2012-03-28,34877.29500703285,11051.18645493498,0
2012-03-29,33758.15295780273,3009.654057213199,0
2012-03-30,34801.44292829435,-7622.773322954042,0
2012-04-02,34603.774232380674,-7255.836186952174,0
2012-04-03,33755.66904884894,11977.033539101432,0
2012-04-04,29531.243519664666,20528.99775154009,0
2012-04-05,33696.708748240635,523.5227031429886,0
2012-04-09,33189.78387642116,5227.9606115191045,0
2012-04-10,29311.54153836316,-2308.922972546302,0
2012-04-11,29876.228837760846,-2820.04730378157,0
2012-04-12,30735.095146139,-12506.132793719617,0
2012-04-13,31890.407922466246,12782.282628105717,0
2012-04-16,30477.5437085635,6967.341225850673,0
2012-04-17,32986.98118051334,-6013.137304212817,0
2012-04-18,34844.62807522751,7391.232309784472,0
2012-04-19,30892.947885138117,3206.316017014148,0
2012-04-20,33039.16314354185,-1863.1070914923007,0
2012-04-23,32900.99346504386,4658.849249105734,0
2012-04-24,31166.289586113962,-3065.019871940817,0
2012-04-25,31073.508784424233,-5569.6254814633685,0
2012-04-26,33814.06853904412,-7381.802314148092,0
2012-04-27,32405.72430007595,456.0699421687623,0
2012-04-30,32922.966054429715,-1606.2833799992022,0
2012-05-01,37432.247657976965,-893.8023025345033,0
2012-05-02,30398.63937147171,5830.93625621513,0
2012-05-03,32869.150933432444,11982.469209087212,0
2012-05-04,33212.173345479365,4055.50549425845,0
2012-05-07,31143.589430604105,5063.81772696957,0
2012-05-08,32358.88676161766,16264.986600855584,0
2012-05-09,38433.40861048905,9870.468193193909,0
2012-05-10,35214.46293844999,-5801.949699543423,0
2012-05-11,30026.23523504539,9723.699503619267,0
2012-05-14,32068.33769912314,17583.50860168782,0
2012-05-15,31089.772314951882,12436.546749402303,0
2012-05-16,32990.7712904463,4068.733975016005,0
2012-05-17,31019.106036055815,-8605.810906472732,0
2012-05-18,33467.850083853875,-6481.644087351482,0
2012-05-21,29958.662666192842,-6982.609349505026,0
2012-05-22,33054.52490800547,7906.380680045575,0
2012-05-23,32079.15334387185,10128.04132899709,0
2012-05-24,36725.69268248265,236.74867497551625,0
2012-05-25,32912.629705515945,-3792.971491515369,0
2012-05-29,31569.5631001222,7677.844908486904,0
2012-05-30,30205.809558384386,6174.170740365214,0
2012-05-31,31775.813115797595,6648.315363644019,0
2012-06-01,32604.44420615173,-14814.198136926898,0
2012-06-04,32248.169095676934,-3139.7788170280905,0
2012-06-05,32379.348759037322,-4611.49241504663,0
2012-06-06,31811.9133075685,-8633.484879381404,0
2012-06-07,29532.808872092155,9744.26116323102,0
2012-06-08,30006.962241624195,-1577.3548031979717,0
2012-06-11,33441.07598516027,1571.9143762694143,0
2012-06-12,31361.967594569083,-7949.019410037043,0
2012-06-13,33812.1569243756,1210.567876609783,0
2012-06-14,32997.87475870121,-7428.351280876713,0
2012-06-15,36815.38346982485,-1314.654431853064,0
2012-06-18,35274.82511670063,-346.1346410150122,0
2012-06-19,33599.54748838091,10.323367815272375,0
2012-06-20,38438.168673974535,5047.138513430713,0
2012-06-21,33325.31154851855,24544.523001512476,0
2012-06-22,35796.51172102245,-12489.153189197456,0
2012-06-25,33564.89069405761,2241.6378624748013,0
2012-06-26,33501.07434225565,3195.086876342906,0
2012-06-27,34741.88746426121,-2493.3123193511783,0
2012-06-28,35732.425296673435,13179.512621446367,0
2012-06-29,36530.66447488654,-30465.97338903349,0
2012-07-02,34770.04483230278,-821.5041060142594,0
2012-07-03,39631.21730118015,-14946.449426346226,0
2012-07-05,38181.36713111702,13717.83743961101,0
2012-07-06,37426.66432540368,19359.070080292844,0
2012-07-09,36548.6196526974,4025.2388343195007,0
2012-07-10,35158.7367543109,10614.9535429386,0
2012-07-11,36616.47359521188,-2759.482140901017,0
2012-07-12,34603.18636602191,6715.86935730796,0
2012-07-13,38679.2860240754,-12645.317610846956,0
2012-07-16,40963.84901718317,545.6293126343598,0
2012-07-17,36684.15668544809,-1055.483767164791,0
2012-07-18,37996.8002476755,-819.8768674448338,0
2012-07-19,38306.8988886421,-3375.202955833084,0
2012-07-20,37922.65716125065,5988.177810182824,0
2012-07-23,37702.76773695375,10958.123366004498,0
2012-07-24,32442.88345553497,2666.952449146089,0
2012-07-25,32707.582918281907,-7415.942944737773,0
2012-07-26,36439.4045408845,-12798.056223337057,0
2012-07-27,35139.34985942918,-24634.347136807035,0
2012-07-30,33875.69322562628,3678.405474300231,0
2012-07-31,41937.00911246185,10222.919996426794,0
2012-08-01,37963.473043653175,2817.127854928904,0
2012-08-02,34633.136504171656,13554.28020627881,0
2012-08-03,41011.638279572304,-22337.99233147635,0
2012-08-06,37761.7766720905,-8935.379671632609,0
2012-08-07,36778.718090350936,-5367.664718413413,0
2012-08-08,36413.02982907971,-2133.5994503636857,0
2012-08-09,38189.70755200769,-2907.404773205514,0
2012-08-10,37555.539349983555,3375.596360597792,0
2012-08-13,37211.64882186984,7116.473009950671,0
2012-08-14,35904.51325655941,-3314.480689019397,0
2012-08-15,38205.95209955726,-7195.359155286058,0
2012-08-16,39248.84819551754,-8008.524445204235,0
2012-08-17,38956.63892508658,-735.1144430566092,0
2012-08-20,39928.55291933269,-3333.6340132559576,0
2012-08-21,37516.83846562716,-5290.235841426924,0
2012-08-22,39572.42832862406,-5035.269889475456,0
2012-08-23,39518.36865725982,-2433.994253730316,0
2012-08-24,42255.9604703841,-2442.1355711481237,0
2012-08-27,42134.32860305503,5584.337615665391,0
2012-08-28,44419.19584022935,123.5322324141664,0
2012-08-29,41114.81256788068,1500.430624854759,0
2012-08-30,38632.86396355101,6012.429264590693,0
2012-08-31,41525.96678986772,-15039.00186607568,0
2012-09-04,38029.71703743226,-1991.497106422838,0
2012-09-05,33581.3716180602,1753.0554927487528,0
2012-09-06,37667.22370322528,-17030.960478134184,0
2012-09-07,34096.1225585892,-18508.19840064674,0
2012-09-10,33624.618434743345,3642.273949412333,0
2012-09-11,34045.805345864435,-4564.626415421377,0
2012-09-12,33675.69814872817,-8305.558227176647,0
2012-09-13,37061.17228080909,-24498.992021567818,0
2012-09-14,36389.90318895325,-15367.215200341969,0
2012-09-17,36968.41336759571,8013.256719708645,0
2012-09-18,40720.00238461537,-1731.732737974704,0
2012-09-19,40233.40483228496,3330.1058051368127,0
2012-09-20,38826.16996324666,-158.12252692827678,0
2012-09-21,38428.62300946409,1836.8053655844385,0
2012-09-24,35327.257393335756,6958.456287914658,0
2012-09-25,36329.38718799816,7037.323982328469,0
2012-09-26,34366.997078670785,10560.581503201134,0
2012-09-27,34875.21264446573,-14070.70244621926,0
2012-09-28,37912.496004017914,3513.055051154747,0
2012-10-01,36981.64151677737,-382.923924033998,0
2012-10-02,37358.20019152123,-285.7289090077038,0
2012-10-03,36545.317232183166,-3374.1131047157974,0
2012-10-04,37067.45106043941,-11761.242902630434,0
2012-10-05,39023.7768198988,-23.751387142813652,0
2012-10-08,39048.30934311364,2406.101998748506,0
2012-10-09,37188.011874786156,10314.911369540796,0
2012-10-10,36474.11660243309,6099.911430680491,0
2012-10-11,35628.284350441485,-342.7975333441959,0
2012-10-12,38371.08547694534,6121.540952953551,0
2012-10-15,37591.78497637108,5235.987586987856,0
2012-10-16,39938.89287423874,-11174.503765378797,0
2012-10-17,30595.368049174664,-9809.546059372213,0
2012-10-18,30962.42008581422,2399.8267483707514,0
2012-10-19,29902.4526008775,18983.714333797223,0
2012-10-22,31746.8625549682,-4010.146933582308,0
2012-10-23,31465.479536836257,13502.617947395414,0
2012-10-24,32169.875627273734,5256.905708137167,0
2012-10-25,33864.00704890572,-9765.616778560074,0
2012-10-26,31270.646430814173,6318.4575000467885,0
2012-10-31,31271.266611070434,-1166.9523038054413,0
2012-11-01,32084.001177628455,-5207.240898437289,0
2012-11-02,31094.75151221181,18823.50572147843,0
2012-11-05,29638.32483063222,522.9054630705177,0
2012-11-06,33807.85877053441,-19722.510962413784,0
2012-11-07,31774.58287304451,11511.267279057476,0
2012-11-08,29172.47033006626,1437.703230733623,0
2012-11-09,30714.364699426085,1969.0703921303732,0
2012-11-12,31172.806735689082,2790.5327768331754,0
2012-11-13,30278.125828786702,4310.13731579802,0
2012-11-14,31478.72634420275,1904.536006798588,0
2012-11-15,28712.29897550833,6037.907733636583,0
2012-11-16,29887.05089957823,-576.8893754233579,0
2012-11-19,28565.424191460865,-14197.083156080342,0
2012-11-20,28930.349865927234,-1017.1982497079916,0
2012-11-21,33810.86749550775,-4384.908956446222,0
2012-11-23,31293.268418954827,-13704.665451831246,0
2012-11-26,30781.11389379423,2830.6092211730293,0
2012-11-27,32253.213559945645,5320.909654748797,0
2012-11-28,29406.860227729423,9935.663468670102,0
2012-11-29,32102.291884018243,-3640.024462774806,0
2012-11-30,30858.96519078121,4883.100600573497,0
2012-12-03,34867.80004922844,-236.75346902526812,0
2012-12-04,36757.89089054706,8843.74111798426,0
2012-12-05,34281.72394114681,958.1374585948638,0
2012-12-06,34853.069458044054,-1041.4374151045868,0
2012-12-07,34095.88570363559,-4956.297835097535,0
2012-12-10,31360.8765752973,-958.8423707460393,0
2012-12-11,36630.19986830117,-3817.341829458814,0
2012-12-12,33541.92802681398,-5934.489111791767,0
2012-12-13,37137.58618945144,7145.845181158764,0
2012-12-14,31855.24495410768,-5500.7967984402085,0
2012-12-17,31188.85148666542,-10489.807162736204,0
2012-12-18,36979.917435618416,3148.864620429531,0
2012-12-19,34946.17605777847,3993.134740446301,0
2012-12-20,34531.606883259345,7994.262952035888,0
2012-12-21,35830.51958871769,3134.3197960841426,0
2012-12-24,33901.398857476415,-383.8824707827314,0
2012-12-26,31375.068800166413,1171.456472777278,0
2012-12-27,34041.0509382015,43.26307307518846,0
2012-12-28,33269.20260465127,4522.624228264673,0
2012-12-31,38403.4859795058,-12189.624585364005,0
2013-01-02,32000.670313415376,-20265.750196848945,0
2013-01-03,33175.82633522168,7212.756151141388,0
2013-01-04,35049.46370859482,3749.880264612517,0
2013-01-07,35130.31346790187,6257.486774538975,0
2013-01-08,33192.96560474689,-3039.012161372705,0
2013-01-09,33032.109341785654,776.8298016164738,0
2013-01-10,35327.44395110477,-12046.114304460856,0
2013-01-11,35350.34787272049,563.0918396402685,0
2013-01-14,33763.40306992525,-3516.5107964132208,0
2013-01-15,37441.70072611608,-3524.421076795802,0
2013-01-16,31995.097877700708,2579.244561484278,0
2013-01-17,32952.349856136956,-9382.450711841344,0
2013-01-18,29760.99542357255,-890.6071614514358,0
2013-01-22,28769.35919271936,-4999.530421730942,0
2013-01-23,27470.942803456306,1013.3631368922051,0
2013-01-24,29278.396176843868,7168.081041498954,0
2013-01-25,32847.96322048258,-7702.777294361633,0
2013-01-28,30216.52832510241,-656.1223678548045,0
2013-01-29,30761.894818978584,-7376.071898201088,0
2013-01-30,31038.70645357726,351.6962889085953,0
2013-01-31,30242.923612738603,4716.633346332543,0
2013-02-01,31245.352781743717,-5321.43795641673,0
2013-02-04,29161.508103238728,1269.5146151840113,0
2013-02-05,30268.3319052939,-2185.778685893047,0
2013-02-06,31900.849914882237,-853.2669674109547,0
2013-02-07,31439.891501725844,5162.171517547888,0
2013-02-08,31387.652109166786,1982.0264177196905,0
2013-02-11,35003.35962480509,9944.231573713696,0
2013-02-12,32041.650083606182,-4418.3643684284425,0
2013-02-13,31514.614780881046,1153.1800653585829,0
2013-02-14,33591.148766854494,6378.175073142056,0
2013-02-15,34070.908347049706,14301.026809203584,0
2013-02-19,35108.33206474251,-2464.4498539262177,0
2013-02-20,33547.7013202406,22003.453584264083,0
2013-02-21,32190.685423782303,1334.7034409973694,0
2013-02-22,35596.14966128258,-1742.468492747742,0
2013-02-25,28752.90316859215,4186.633965624098,0
2013-02-26,30087.692357867527,-6436.985658055625,0
2013-02-27,33502.016740297295,1352.4682632938966,0
2013-02-28,33714.24639322626,7779.612422725982,0
2013-03-01,30798.823301036173,5307.55780231868,0
2013-03-04,31897.259715508877,-1224.7471285963595,0
2013-03-05,29865.264951772617,-6595.732952449089,0
2013-03-06,31540.83629994682,-8341.120798188203,0
2013-03-07,29018.990254696768,-54.668093750568914,0
2013-03-08,31505.361101795017,-8859.872591764093,0
2013-03-11,32555.230638910252,-2119.72762205662,0
2013-03-12,32760.199333136905,-2542.1944690539194,0
2013-03-13,30927.61248804071,1133.6836256958811,0
2013-03-14,30595.345784040688,904.2029525444946,0
2013-03-15,34212.55292536696,-589.0304867766495,0
2013-03-18,31178.687644891572,107.38510807148076,0
2013-03-19,33313.22714350996,-1564.0115702513704,0
2013-03-20,30829.915985404725,1654.849200182705,0
2013-03-21,31681.248052856597,-3633.0637674092513,0
2013-03-22,33877.957873186,3537.8252563200444,0
2013-03-25,31375.70406957367,195.53704142528204,0
2013-03-26,30950.10575782041,4344.611510927409,0
2013-03-27,33279.29115752406,-65.78519073131429,0
2013-03-28,32213.785750001618,6006.598795675633,0
2013-04-01,32067.072518022127,260.86486094265297,0
2013-04-02,34504.32847990524,7234.044035395107,0
2013-04-03,33296.720546312754,14905.892798450312,0
2013-04-04,30483.38898565188,3598.676062955202,0
2013-04-05,30332.853334426927,-7195.771211444424,0
2013-04-08,32473.255874854465,-2625.1791360086254,0
2013-04-09,36383.84523549333,-9368.979742461384,0
2013-04-10,37775.33433879626,2054.003058113405,0
2013-04-11,37872.03628220915,-846.1659107133319,0
2013-04-12,35975.517762567484,38152.408839938726,1
2013-04-15,28614.181212851756,69834.8181537307,1
2013-04-16,31461.792363629724,-11822.690080829148,0
2013-04-17,30666.47263972972,3293.9499313824376,0
2013-04-18,29367.36497451017,-1069.9710196143783,0
2013-04-19,27909.859053914002,-8075.953988227437,0
2013-04-22,31797.08657999936,-11706.146346223764,0
2013-04-23,30447.532412416742,-849.4355649462445,0
2013-04-24,29925.430031255466,-4797.891396706194,0
2013-04-25,30203.959269382492,-18335.81644774851,0
2013-04-26,28832.206290436203,1209.0667096336356,0
2013-04-29,35432.59453255205,-9645.834929320308,0
2013-04-30,33708.00087232787,-3940.0483200614,0
2013-05-01,30432.686360988744,11891.423509965754,0
2013-05-02,31819.205846554192,-7030.711399346435,0
2013-05-03,36979.441473401734,-10432.481321071811,0
2013-05-06,36347.25685431253,-3872.4121108166114,0
2013-05-07,35023.24878831126,5583.524617808247,0
2013-05-08,36620.52505151788,-11655.548038569545,0
2013-05-09,35408.92783840195,7534.504009487737,0
2013-05-10,35053.963257331496,620.343369495833,0
2013-05-13,40110.71281742263,5460.420084305752,0
2013-05-14,35938.02212656879,-5589.835859497504,0
2013-05-15,38275.975631478286,13699.181349425678,0
2013-05-16,36764.68934069414,11313.342619222616,0
2013-05-17,38924.206189342345,3002.5766440689767,0
2013-05-20,38018.65235184266,-19623.40016911803,0
2013-05-21,41691.828720335936,10296.852268117127,0
2013-05-22,40311.99123770145,3248.3036587537754,0
2013-05-23,38232.06316861834,-8597.39028015282,0
2013-05-24,38343.20184004627,3697.4177560646176,0
2013-05-28,29697.260849188537,-10688.302022703763,0
2013-05-29,26660.24554593857,-134.63555958653797,0
2013-05-30,26913.570211475093,-13142.47179591572,0
2013-05-31,28310.426962495796,18223.00376915767,0
2013-06-03,28968.963435707043,-12124.041561257576,0
2013-06-04,27771.778123689495,7635.36250876972,0
2013-06-05,28174.43330024682,8768.073074253532,0
2013-06-06,25207.605313257176,-8731.548993714823,0
2013-06-07,28527.62833184124,-1080.9832821073103,0
2013-06-10,26927.470642415505,-6983.813746871408,0
2013-06-11,27184.163792777148,6992.005766552778,0
2013-06-12,26212.82080114907,-5553.177848088932,0
2013-06-13,29533.256891877387,-1051.6159451219046,0
2013-06-14,28003.163035800237,2275.127661184081,0
2013-06-17,26999.115973996464,-2549.2288882305265,0
2013-06-18,30059.021661950606,3921.505067180622,0
2013-06-19,26788.388356814576,5819.43574140979,0
2013-06-20,25525.34344781658,35196.51388483823,1
2013-06-21,28242.19309104136,-11181.334061335288,0
2013-06-24,25398.714661341022,7297.626140346862,0
2013-06-25,25526.02143031514,-1955.229082412768,0
2013-06-26,26517.33372393173,26615.983472674317,1
2013-06-27,25608.20715629104,14368.770925583283,0
2013-06-28,25041.53897028798,-16183.873451341116,0
2013-07-01,24315.37152921222,-8633.204146108596,0
2013-07-02,26280.23458122359,6114.065306792175,0
2013-07-03,24859.44801526078,-3988.175203822992,0
2013-07-05,27263.749631081824,10.38522778621973,0
2013-07-08,24944.72220203026,-2035.2578962763791,0
2013-07-09,28327.351596515975,-9254.224269531189,0
2013-07-10,29076.211280947864,-2539.109884638236,0
2013-07-11,29951.235680478727,-25413.25037211828,0
2013-07-12,30985.800067227872,1850.977866580391,0
2013-07-15,28410.597149925277,889.2538028420445,0
2013-07-16,29317.15421790099,620.7108128590685,0
2013-07-17,30471.67028421115,5204.916199313519,0
2013-07-18,29870.170099026098,-7592.122742771022,0
2013-07-19,33519.23879713809,-2900.546083181707,0
2013-07-22,33637.718940885694,-19802.33306756738,0
2013-07-23,32323.882929639123,-6633.473303954766,0
2013-07-24,32197.86728381556,6566.8850384905545,0
2013-07-25,30935.65020224494,-6143.911337036258,0
2013-07-26,32994.03272115854,-11.559842229697551,0
2013-07-29,30734.551031420182,252.3717155739064,0
2013-07-30,32419.65597592896,663.0019769254668,0
2013-07-31,33600.76606524164,2985.8851746704045,0
2013-08-01,35316.15454311995,-7690.618364647008,0
2013-08-02,35314.03785837114,9407.77319087694,0
2013-08-05,32826.052975921775,350.57730826037096,0
2013-08-06,32926.24957393066,10685.610922755368,0
2013-08-07,32481.331635893646,3392.808835711003,0
2013-08-08,32722.497251148565,-12526.59412714505,0
2013-08-09,33762.292998719066,856.4142765752047,0
2013-08-12,33795.74448505401,-11594.951188186536,0
2013-08-13,33004.91789342592,1466.5182339231387,0
2013-08-14,32412.071994163445,-3771.380344806272,0
2013-08-15,27536.108312137534,-11550.001094371655,0
2013-08-16,27859.00762838371,-9335.300250342323,0
2013-08-19,26478.45430504211,2936.597804977355,0
2013-08-20,25778.49573975166,57.952837951324,0
2013-08-21,29449.222504585337,-578.3286141538183,0
2013-08-22,27305.813363386827,-5829.341788112827,0
2013-08-23,29837.470906194165,-5674.331832092632,0
2013-08-26,27532.228243582056,-462.2604413122417,0
2013-08-27,28447.803359621677,935.260752926646,0
2013-08-28,28980.93255277326,-4113.706619400668,0
2013-08-29,28055.01107154073,7275.383842453062,0
2013-08-30,28621.863921327535,6553.658174986199,0
2013-09-03,26809.034507719003,-13362.46108280817,0
2013-09-04,28828.261664661157,-745.2099059510238,0
2013-09-05,29804.13526586329,6841.194893138289,0
2013-09-06,29890.933320970613,-6401.11520965513,0
2013-09-09,29854.18045931542,-1098.3877410246714,0
2013-09-10,32752.25487397991,2513.371042644808,0
2013-09-11,32765.696197862177,-295.89106821595215,0
2013-09-12,28759.934040553948,20011.652279433285,0
2013-09-13,32759.386564685185,-8.659425121900767,0
2013-09-16,32695.584152841326,3118.408485829681,0
2013-09-17,34018.39664511074,-1161.0936610278782,0
2013-09-18,33355.245589823375,-22486.086344980988,0
2013-09-19,34719.84932056961,-5734.284631407791,0
2013-09-20,38570.03290777905,22471.67314187009,0
2013-09-23,33559.67444561954,5497.5277116965935,0
2013-09-24,34935.14026403254,4797.744779246934,0
2013-09-25,34037.29361920825,-475.8013063444496,0
2013-09-26,34105.00798892444,-6.512316464318246,0
2013-09-27,36702.96384299684,-1424.357086907674,0
2013-09-30,32060.57953249144,5472.748545578923,0
2013-10-01,34503.532336860284,11838.07447959386,0
2013-10-02,35405.40882262265,-9136.19925505717,0
2013-10-03,27532.93126514434,3196.7594148019007,0
2013-10-04,29454.891902368716,-3429.7738563361936,0
2013-10-07,28654.490389119303,554.4363024307004,0
2013-10-08,26335.555625346497,5946.662248954795,0
2013-10-09,27219.869600582002,4913.420717134599,0
2013-10-10,28812.72072393859,-1346.8102011556002,0
2013-10-11,28107.749382030346,4241.603992743495,0
2013-10-14,31730.660236731594,-2947.57389535685,0
2013-10-15,29097.813946096267,-3835.338635837863,0
2013-10-16,32979.6567601464,-3982.453599608312,0
2013-10-17,32714.23005744774,-15223.09399131158,0
