factor,mean,std,skewness,excess_kurt,min,max,ν_GARCH
EURUSD,-0.011159840707323,1.0042479230375558,-0.21489046741608905,1.7111483362668345,-5.377015787307268,3.937450495154672,7.35518457143148
GLD,0.008686171936979696,0.996382576441827,-0.04685798620299765,0.8381482655912396,-3.7600856592146807,3.8452443997421364,8.310850065995954
IEF,-0.006009517262414116,1.0031551833500172,0.09589174516465616,0.34386577533953044,-3.1011636241144798,3.5499504956492367,22.985314640945163
SPY,-0.05295085838895534,1.0018990362427813,-0.3651920705243012,0.8878996884165842,-4.892841860497146,3.4618159865482316,11.058950723784957
VIX_ret,0.09536502025123972,1.0161307602690555,1.4979662980027928,8.16153515810768,-3.4584437873072407,8.945155849672526,5.0479486018824815
DGS10_chg,-0.01420797966434422,1.0006736331387667,-0.11109281320723022,0.6832198953564967,-4.6634172225574915,3.9224176310735213,17.166578266274588
