,VaR,actual_loss,exception,xi,threshold_u
2011-09-02,19268.74964367976,11737.395552496891,0,-0.21995867005431827,9682.576262461165
2011-09-06,19246.36922917245,6652.431352194084,0,-0.21200678349369229,9786.805350867564
2011-09-07,19246.36922917245,-2094.178118579042,0,-0.21200678349369229,9786.805350867564
2011-09-08,19246.36922917245,-1415.4119272029702,0,-0.21200678349369229,9786.805350867564
2011-09-09,19246.36922917245,15978.672814266183,0,-0.21200678349369229,9786.805350867564
2011-09-12,19352.818449656148,9736.106105198864,0,-0.2249367230782256,9893.875497068322
2011-09-13,19352.818449656148,-10177.720589290402,0,-0.2249367230782256,9893.875497068322
2011-09-14,19352.818449656148,-4150.120541442489,0,-0.2249367230782256,9893.875497068322
2011-09-15,19352.818449656148,-4925.538459168348,0,-0.2249367230782256,9893.875497068322
2011-09-16,19352.818449656148,-5259.974141468473,0,-0.2249367230782256,9893.875497068322
2011-09-19,19352.818449656148,18789.085789260225,0,-0.2249367230782256,9893.875497068322
2011-09-20,19577.8529552497,592.5985618210693,0,-0.2536349559160219,9893.875497068322
2011-09-21,19577.8529552497,14728.938700734408,0,-0.2536349559160219,9893.875497068322
2011-09-22,19535.485720705998,28758.94497826733,1,-0.23378040832408867,10141.320000139602
2011-09-23,20505.078105342087,5535.659166959803,0,-0.16153601642144477,10150.360779377123
2011-09-26,20505.078105342087,-7565.169226008406,0,-0.16153601642144477,10150.360779377123
2011-09-27,20259.120666087372,-13296.336781913298,0,-0.1258478886193911,10141.320000139602
2011-09-28,20259.120666087372,7534.125840522183,0,-0.1258478886193911,10141.320000139602
2011-09-29,20259.120666087372,1906.98680984386,0,-0.1258478886193911,10141.320000139602
2011-09-30,20259.120666087372,8868.708406925973,0,-0.1258478886193911,10141.320000139602
2011-10-03,20259.120666087372,13545.31360492614,0,-0.1258478886193911,10141.320000139602
2011-10-04,20354.66008164934,6943.633440541534,0,-0.14454070407780337,10150.360779377123
2011-10-05,20354.66008164934,-16581.359241968723,0,-0.14454070407780337,10150.360779377123
2011-10-06,20354.66008164934,-12492.722585066576,0,-0.14454070407780337,10150.360779377123
2011-10-07,20354.66008164934,-5122.843332877199,0,-0.14454070407780337,10150.360779377123
2011-10-10,20354.66008164934,-10226.520966915676,0,-0.14454070407780337,10150.360779377123
2011-10-11,20354.66008164934,-11491.877308916615,0,-0.14454070407780337,10150.360779377123
2011-10-12,20354.66008164934,-8744.133602270884,0,-0.14454070407780337,10150.360779377123
2011-10-13,20354.66008164934,3877.120570278141,0,-0.14454070407780337,10150.360779377123
2011-10-14,20354.66008164934,-10680.171697974283,0,-0.14454070407780337,10150.360779377123
2011-10-17,20354.66008164934,9389.469919020908,0,-0.14454070407780337,10150.360779377123
2011-10-18,20354.66008164934,-2349.670498892125,0,-0.14454070407780337,10150.360779377123
2011-10-19,20354.66008164934,6879.6666482929295,0,-0.14454070407780337,10150.360779377123
2011-10-20,20354.66008164934,179.30110683961965,0,-0.14454070407780337,10150.360779377123
2011-10-21,20354.66008164934,-10504.70037971019,0,-0.14454070407780337,10150.360779377123
2011-10-24,20285.06756684876,-9180.107571810127,0,-0.13042471146034618,10141.320000139602
2011-10-25,20285.06756684876,7081.57708785731,0,-0.13042471146034618,10141.320000139602
2011-10-26,20218.436957916325,-12185.01398697024,0,-0.13943142046594603,9893.875497068322
2011-10-27,20218.436957916325,-31284.17852047934,0,-0.13943142046594603,9893.875497068322
2011-10-28,20218.436957916325,1252.4308568745992,0,-0.13943142046594603,9893.875497068322
2011-10-31,20218.436957916325,27043.19174660055,1,-0.13943142046594603,9893.875497068322
2011-11-01,20774.02976879733,27519.458596425888,1,-0.09564322840874548,10141.320000139602
2011-11-02,21526.749772863255,-5199.178609383769,0,-0.10850133106626123,10150.360779377123
2011-11-03,21526.749772863255,-15824.392685780664,0,-0.10850133106626123,10150.360779377123
2011-11-04,21526.749772863255,3723.820061017739,0,-0.10850133106626123,10150.360779377123
2011-11-07,21526.749772863255,-5896.12604551026,0,-0.10850133106626123,10150.360779377123
2011-11-08,21470.777296089043,-7444.863723385481,0,-0.09206990323639316,10141.320000139602
2011-11-09,21470.777296089043,23798.71321536502,1,-0.09206990323639316,10141.320000139602
2011-11-10,21971.666271594135,1062.8202851840756,0,-0.14425222871065546,10150.360779377123
2011-11-11,21971.666271594135,-12188.021610873842,0,-0.14425222871065546,10150.360779377123
2011-11-14,21971.666271594135,578.024257405765,0,-0.14425222871065546,10150.360779377123
2011-11-15,21971.666271594135,-1003.74918847176,0,-0.14425222871065546,10150.360779377123
2011-11-16,21971.666271594135,16008.381019214215,0,-0.14425222871065546,10150.360779377123
2011-11-17,22110.378659812774,16392.238240006674,0,-0.17650928675375482,10188.077231083455
2011-11-18,22197.642245715582,-3252.967556827548,0,-0.19008230379687382,10310.44858640309
2011-11-21,22197.642245715582,12809.557004314096,0,-0.19008230379687382,10310.44858640309
2011-11-22,22218.76797773946,1960.6559890519109,0,-0.19543019359507374,10310.44858640309
2011-11-23,22218.76797773946,8335.001590649441,0,-0.19543019359507374,10310.44858640309
2011-11-25,22218.76797773946,-3315.678471565521,0,-0.19543019359507374,10310.44858640309
2011-11-28,22218.76797773946,-9465.984323240998,0,-0.19543019359507374,10310.44858640309
2011-11-29,22218.76797773946,-2637.709504161535,0,-0.19543019359507374,10310.44858640309
2011-11-30,22218.76797773946,-20762.506111860494,0,-0.19543019359507374,10310.44858640309
2011-12-01,22218.76797773946,-3904.0993787859607,0,-0.19543019359507374,10310.44858640309
2011-12-02,22229.30733222124,4625.506792397933,0,-0.20166609411612554,10188.077231083455
2011-12-05,22229.30733222124,2457.482875397216,0,-0.20166609411612554,10188.077231083455
2011-12-06,22229.30733222124,-3903.8355914180393,0,-0.20166609411612554,10188.077231083455
2011-12-07,22229.30733222124,1399.558569529208,0,-0.20166609411612554,10188.077231083455
2011-12-08,22229.30733222124,13557.490418771558,0,-0.20166609411612554,10188.077231083455
2011-12-09,22230.286558338976,-9167.346306108324,0,-0.19810183552986832,10310.44858640309
2011-12-12,22230.286558338976,14561.238305952917,0,-0.19810183552986832,10310.44858640309
2011-12-13,21800.594400430928,18249.209117664137,0,-0.17614050265103173,10310.44858640309
2011-12-14,21914.36487373594,17740.90683682437,0,-0.18492306841510653,10483.49546095213
2011-12-15,22001.215730099073,1457.8927468959746,0,-0.19060614140941484,10658.480472950263
2011-12-16,22001.215730099073,-547.2698501880944,0,-0.19060614140941484,10658.480472950263
2011-12-19,22001.215730099073,6432.472065344603,0,-0.19060614140941484,10658.480472950263
2011-12-20,22001.215730099073,-19998.2118690428,0,-0.19060614140941484,10658.480472950263
2011-12-21,22001.215730099073,-4906.586370010482,0,-0.19060614140941484,10658.480472950263
2011-12-22,22001.215730099073,488.5577171949421,0,-0.19060614140941484,10658.480472950263
2011-12-23,22001.215730099073,-8951.89549227789,0,-0.19060614140941484,10658.480472950263
2011-12-27,22001.215730099073,2771.27164534158,0,-0.19060614140941484,10658.480472950263
2011-12-28,22001.215730099073,18845.343783225904,0,-0.19060614140941484,10658.480472950263
2011-12-29,22228.808935809764,1621.377688388207,0,-0.22802490114735605,10686.291661361887
2011-12-30,22228.808935809764,114.10592607911484,0,-0.22802490114735605,10686.291661361887
2012-01-03,22228.808935809764,-15909.520925188215,0,-0.22802490114735605,10686.291661361887
2012-01-04,22228.808935809764,-5470.932911684999,0,-0.22802490114735605,10686.291661361887
2012-01-05,22228.808935809764,-1464.7282493479577,0,-0.22802490114735605,10686.291661361887
2012-01-06,22049.576519510018,7884.164042410476,0,-0.19592646454538132,10658.480472950263
2012-01-09,22049.576519510018,2652.3267641254088,0,-0.19592646454538132,10658.480472950263
2012-01-10,22049.576519510018,-8838.466440522292,0,-0.19592646454538132,10658.480472950263
2012-01-11,22114.66416197439,4215.8051148462655,0,-0.21527627263002047,10483.49546095213
2012-01-12,22114.66416197439,-1272.8930657877906,0,-0.21527627263002047,10483.49546095213
2012-01-13,22078.84205255966,5276.453756767951,0,-0.21572293983096888,10310.44858640309
2012-01-17,22082.2029163572,-2082.438240772326,0,-0.22001454241057072,10188.077231083455
2012-01-18,22082.2029163572,-10130.319340762391,0,-0.22001454241057072,10188.077231083455
2012-01-19,22082.2029163572,-10363.537419995468,0,-0.22001454241057072,10188.077231083455
2012-01-20,22082.2029163572,-6925.599739705312,0,-0.22001454241057072,10188.077231083455
2012-01-23,22082.2029163572,-2521.0764172895074,0,-0.22001454241057072,10188.077231083455
2012-01-24,22082.2029163572,261.9198582861284,0,-0.22001454241057072,10188.077231083455
2012-01-25,22082.2029163572,-4003.055475594367,0,-0.22001454241057072,10188.077231083455
2012-01-26,22082.2029163572,3159.614187480541,0,-0.22001454241057072,10188.077231083455
2012-01-27,22082.2029163572,349.63186663620445,0,-0.22001454241057072,10188.077231083455
2012-01-30,22082.2029163572,5571.111431106553,0,-0.22001454241057072,10188.077231083455
2012-01-31,21543.046005259304,2797.526590786022,0,-0.18302363718274633,10150.360779377123
2012-02-01,21543.046005259304,-5225.227169738313,0,-0.18302363718274633,10150.360779377123
2012-02-02,21543.046005259304,-3688.4266239526905,0,-0.18302363718274633,10150.360779377123
2012-02-03,21543.046005259304,-9036.754676625096,0,-0.18302363718274633,10150.360779377123
2012-02-06,21543.046005259304,4514.799670031456,0,-0.18302363718274633,10150.360779377123
2012-02-07,21543.046005259304,-9994.587216077014,0,-0.18302363718274633,10150.360779377123
2012-02-08,21543.046005259304,-3026.426918006025,0,-0.18302363718274633,10150.360779377123
2012-02-09,21543.046005259304,-2201.8914426863257,0,-0.18302363718274633,10150.360779377123
2012-02-10,21543.046005259304,10699.173360123412,0,-0.18302363718274633,10150.360779377123
2012-02-13,21528.960986603717,-5914.482157103475,0,-0.17938576456598732,10188.077231083455
2012-02-14,21528.960986603717,9109.63648217449,0,-0.17938576456598732,10188.077231083455
2012-02-15,21528.960986603717,-1636.5458639680437,0,-0.17938576456598732,10188.077231083455
2012-02-16,21354.477903107836,-5040.484447621531,0,-0.1501327149287756,10150.360779377123
2012-02-17,21354.477903107836,-1900.2787590931875,0,-0.1501327149287756,10150.360779377123
2012-02-21,21354.477903107836,-8220.527799629197,0,-0.1501327149287756,10150.360779377123
2012-02-22,21354.477903107836,632.4282633573702,0,-0.1501327149287756,10150.360779377123
2012-02-23,21354.477903107836,799.7710423245435,0,-0.1501327149287756,10150.360779377123
2012-02-24,21354.477903107836,-1038.214495701662,0,-0.1501327149287756,10150.360779377123
2012-02-27,21354.477903107836,3376.79793509945,0,-0.1501327149287756,10150.360779377123
2012-02-28,21354.477903107836,-4232.161805382737,0,-0.1501327149287756,10150.360779377123
2012-02-29,21354.477903107836,10617.786279758806,0,-0.1501327149287756,10150.360779377123
2012-03-01,21337.65384603951,-5738.685109326036,0,-0.1456676426750158,10188.077231083455
2012-03-02,21337.65384603951,4553.946071939503,0,-0.1456676426750158,10188.077231083455
2012-03-05,21337.65384603951,4365.509382963577,0,-0.1456676426750158,10188.077231083455
2012-03-06,21337.65384603951,10036.700731460156,0,-0.1456676426750158,10188.077231083455
2012-03-07,21337.65384603951,-1921.915979072516,0,-0.1456676426750158,10188.077231083455
2012-03-08,21337.65384603951,-9452.981949698811,0,-0.1456676426750158,10188.077231083455
2012-03-09,21337.65384603951,-5814.281659506257,0,-0.1456676426750158,10188.077231083455
2012-03-12,21337.65384603951,5533.5357051994415,0,-0.1456676426750158,10188.077231083455
2012-03-13,21337.65384603951,-11414.717159485735,0,-0.1456676426750158,10188.077231083455
2012-03-14,21337.65384603951,-5479.550402927263,0,-0.1456676426750158,10188.077231083455
2012-03-15,21337.65384603951,-3563.2821289148624,0,-0.1456676426750158,10188.077231083455
2012-03-16,21337.65384603951,-3742.969392415479,0,-0.1456676426750158,10188.077231083455
2012-03-19,21337.65384603951,-10377.149939005802,0,-0.1456676426750158,10188.077231083455
2012-03-20,21337.65384603951,3539.3197991572124,0,-0.1456676426750158,10188.077231083455
2012-03-21,21337.65384603951,6188.591674283176,0,-0.1456676426750158,10188.077231083455
2012-03-22,21337.65384603951,6386.828637018599,0,-0.1456676426750158,10188.077231083455
2012-03-23,21337.65384603951,-1136.5323824349823,0,-0.1456676426750158,10188.077231083455
2012-03-26,21337.65384603951,-13050.957220040003,0,-0.1456676426750158,10188.077231083455
2012-03-27,21337.65384603951,6366.003306029134,0,-0.1456676426750158,10188.077231083455
2012-03-28,21337.65384603951,5079.389316894829,0,-0.1456676426750158,10188.077231083455
2012-03-29,21337.65384603951,2947.9035557489897,0,-0.1456676426750158,10188.077231083455
2012-03-30,21337.65384603951,-5775.260524805018,0,-0.1456676426750158,10188.077231083455
2012-04-02,21337.65384603951,-3804.5278934964495,0,-0.1456676426750158,10188.077231083455
2012-04-03,21337.65384603951,559.5432413248277,0,-0.1456676426750158,10188.077231083455
2012-04-04,21337.65384603951,12447.395502228996,0,-0.1456676426750158,10188.077231083455
2012-04-05,21304.38088403923,4765.23968671844,0,-0.13542660633334175,10310.44858640309
2012-04-09,21304.38088403923,10152.505252282288,0,-0.13542660633334175,10310.44858640309
2012-04-10,21304.38088403923,3321.148019167018,0,-0.13542660633334175,10310.44858640309
2012-04-11,21190.77731573757,-3382.60050513756,0,-0.12194478705968329,10188.077231083455
2012-04-12,21190.77731573757,-7074.85446592623,0,-0.12194478705968329,10188.077231083455
2012-04-13,21190.77731573757,7623.611131142985,0,-0.12194478705968329,10188.077231083455
2012-04-16,21190.77731573757,5527.293005760153,0,-0.12194478705968329,10188.077231083455
2012-04-17,21190.77731573757,-6164.1507524589815,0,-0.12194478705968329,10188.077231083455
2012-04-18,21190.77731573757,4712.937950247366,0,-0.12194478705968329,10188.077231083455
2012-04-19,21190.77731573757,3521.999402811247,0,-0.12194478705968329,10188.077231083455
2012-04-20,20999.932845521624,-1412.1692912341873,0,-0.08750533847528567,10154.892521715929
2012-04-23,20999.932845521624,3301.6978306938527,0,-0.08750533847528567,10154.892521715929
2012-04-24,20999.932845521624,-2806.338872179129,0,-0.08750533847528567,10154.892521715929
2012-04-25,20999.932845521624,-4088.784216053592,0,-0.08750533847528567,10154.892521715929
2012-04-26,20999.932845521624,-1940.5440307791537,0,-0.08750533847528567,10154.892521715929
2012-04-27,20558.68487475127,1784.6662171653848,0,-0.04183281303814629,10147.973509943482
2012-04-30,20558.68487475127,26.08676159344577,0,-0.04183281303814629,10147.973509943482
2012-05-01,20419.37250031659,-2767.89528966167,0,-0.006926435719736809,10141.320000139602
2012-05-02,20419.37250031659,3715.249831697728,0,-0.006926435719736809,10141.320000139602
2012-05-03,20419.37250031659,6323.712128100449,0,-0.006926435719736809,10141.320000139602
2012-05-04,20419.37250031659,5741.192428035419,0,-0.006926435719736809,10141.320000139602
2012-05-07,20419.37250031659,3504.2571547892258,0,-0.006926435719736809,10141.320000139602
2012-05-08,20419.37250031659,7197.632233840328,0,-0.006926435719736809,10141.320000139602
2012-05-09,20312.763909278325,5034.683973261335,0,0.010212332982379328,10047.09432518502
2012-05-10,20312.763909278325,-1000.1552990914864,0,0.010212332982379328,10047.09432518502
2012-05-11,20354.288679835285,6532.8102355324745,0,-0.008085004855747587,9883.481903343458
2012-05-14,20354.288679835285,11117.347579748846,0,-0.008085004855747587,9883.481903343458
2012-05-15,20313.72796171408,7398.560091714055,0,0.0040180854292750385,9883.481903343458
2012-05-16,20313.72796171408,3080.151192211113,0,0.0040180854292750385,9883.481903343458
2012-05-17,20313.72796171408,1778.1378532477006,0,0.0040180854292750385,9883.481903343458
2012-05-18,20313.72796171408,-1517.756283225173,0,0.0040180854292750385,9883.481903343458
2012-05-21,20313.72796171408,-6505.3706860518,0,0.0040180854292750385,9883.481903343458
2012-05-22,20313.72796171408,-350.88238611971747,0,0.0040180854292750385,9883.481903343458
2012-05-23,20313.72796171408,9124.728473236924,0,0.0040180854292750385,9883.481903343458
2012-05-24,20313.72796171408,-855.5431009568443,0,0.0040180854292750385,9883.481903343458
2012-05-25,20313.72796171408,458.9637119704697,0,0.0040180854292750385,9883.481903343458
2012-05-29,20313.72796171408,2849.447041097658,0,0.0040180854292750385,9883.481903343458
2012-05-30,20011.55698313408,9998.487297412008,0,0.013912451258650774,9749.141253589807
2012-05-31,19901.52583887449,6289.959248768669,0,0.052616826918376755,9879.660559938642
2012-06-01,19901.52583887449,4015.371667885328,0,0.052616826918376755,9879.660559938642
2012-06-04,19901.52583887449,-4629.838950184018,0,0.052616826918376755,9879.660559938642
2012-06-05,19901.52583887449,-5419.211623052623,0,0.052616826918376755,9879.660559938642
2012-06-06,19901.52583887449,-8918.837285921487,0,0.052616826918376755,9879.660559938642
2012-06-07,19901.52583887449,1831.189139751899,0,0.052616826918376755,9879.660559938642
2012-06-08,19901.52583887449,-497.7276429247679,0,0.052616826918376755,9879.660559938642
2012-06-11,19901.52583887449,3646.667476733712,0,0.052616826918376755,9879.660559938642
2012-06-12,19901.52583887449,-5270.361840550339,0,0.052616826918376755,9879.660559938642
2012-06-13,19901.52583887449,3950.638027494517,0,0.052616826918376755,9879.660559938642
2012-06-14,19901.52583887449,-5504.213947940042,0,0.052616826918376755,9879.660559938642
2012-06-15,19901.52583887449,75.51201472666037,0,0.052616826918376755,9879.660559938642
2012-06-18,19901.52583887449,85.14573070482629,0,0.052616826918376755,9879.660559938642
2012-06-19,19901.52583887449,-2904.4238400660765,0,0.052616826918376755,9879.660559938642
2012-06-20,19901.52583887449,971.5897219629552,0,0.052616826918376755,9879.660559938642
2012-06-21,19978.43395541866,12426.0069288906,0,0.025796518644919338,9749.141253589807
2012-06-22,19968.93703237326,-3552.437527503929,0,0.028036977181319603,9749.141253589807
2012-06-25,19968.93703237326,6676.941487461447,0,0.028036977181319603,9749.141253589807
2012-06-26,19968.93703237326,-738.9146976617833,0,0.028036977181319603,9749.141253589807
2012-06-27,19968.93703237326,-1645.5605978958415,0,0.028036977181319603,9749.141253589807
2012-06-28,19968.93703237326,8306.505320511755,0,0.028036977181319603,9749.141253589807
2012-06-29,19968.93703237326,-18699.048351811434,0,0.028036977181319603,9749.141253589807
2012-07-02,19968.93703237326,-149.39883598730705,0,0.028036977181319603,9749.141253589807
2012-07-03,19968.93703237326,-8064.378099264155,0,0.028036977181319603,9749.141253589807
2012-07-05,19968.93703237326,8573.219750263208,0,0.028036977181319603,9749.141253589807
2012-07-06,19968.93703237326,13686.773884229911,0,0.028036977181319603,9749.141253589807
2012-07-09,19979.841871560187,5495.837609086415,0,0.03190671721117262,9879.660559938642
2012-07-10,19979.841871560187,4936.777794175353,0,0.03190671721117262,9879.660559938642
2012-07-11,20064.09716485774,-414.2475393219544,0,0.004643273200348882,9749.141253589807
2012-07-12,20064.09716485774,5918.9182197769205,0,0.004643273200348882,9749.141253589807
2012-07-13,20064.09716485774,-8265.262404888312,0,0.004643273200348882,9749.141253589807
2012-07-16,20185.636085093058,1145.1241420822234,0,-0.0337175298787656,9511.963632209301
2012-07-17,20185.636085093058,-3850.466043348952,0,-0.0337175298787656,9511.963632209301
2012-07-18,20185.636085093058,-1937.2089503797008,0,-0.0337175298787656,9511.963632209301
2012-07-19,20185.636085093058,-2684.343656107106,0,-0.0337175298787656,9511.963632209301
2012-07-20,20185.636085093058,7453.825207970749,0,-0.0337175298787656,9511.963632209301
2012-07-23,20185.636085093058,9366.124769271692,0,-0.0337175298787656,9511.963632209301
2012-07-24,20185.636085093058,4620.184369526621,0,-0.0337175298787656,9511.963632209301
2012-07-25,20185.636085093058,-784.1213955070344,0,-0.0337175298787656,9511.963632209301
2012-07-26,20185.636085093058,-10255.916801196852,0,-0.0337175298787656,9511.963632209301
2012-07-27,20185.636085093058,-23130.10560693236,0,-0.0337175298787656,9511.963632209301
2012-07-30,20185.636085093058,3912.30062172006,0,-0.0337175298787656,9511.963632209301
2012-07-31,20185.636085093058,7249.391927738343,0,-0.0337175298787656,9511.963632209301
2012-08-01,20185.636085093058,-2110.059884160324,0,-0.0337175298787656,9511.963632209301
2012-08-02,20185.636085093058,10409.009526092686,0,-0.0337175298787656,9511.963632209301
2012-08-03,20000.322761996867,-17797.309850698442,0,0.023638480497671057,9749.141253589807
2012-08-06,20075.612572189813,-6278.010987207517,0,-0.009089594770374828,9511.963632209301
2012-08-07,20075.612572189813,-6051.366029600436,0,-0.009089594770374828,9511.963632209301
2012-08-08,20075.612572189813,-1675.9281216208817,0,-0.009089594770374828,9511.963632209301
2012-08-09,20075.612572189813,-1402.6354508987406,0,-0.009089594770374828,9511.963632209301
2012-08-10,20075.612572189813,4577.683155722602,0,-0.009089594770374828,9511.963632209301
2012-08-13,20075.612572189813,3287.453398693172,0,-0.009089594770374828,9511.963632209301
2012-08-14,20075.612572189813,-6890.299716117646,0,-0.009089594770374828,9511.963632209301
2012-08-15,20075.612572189813,-6515.728580900131,0,-0.009089594770374828,9511.963632209301
2012-08-16,20075.612572189813,-5018.870011491006,0,-0.009089594770374828,9511.963632209301
2012-08-17,20137.719782269858,177.3680081651204,0,-0.027064346565627867,9399.228818417643
2012-08-20,20137.719782269858,-1608.3801961973484,0,-0.027064346565627867,9399.228818417643
2012-08-21,20137.719782269858,-448.2182242702549,0,-0.027064346565627867,9399.228818417643
2012-08-22,20137.719782269858,1874.942601271429,0,-0.027064346565627867,9399.228818417643
2012-08-23,20107.66982675885,1537.731234151369,0,-0.017846291495686534,9368.459284246614
2012-08-24,20107.66982675885,-1737.087098815333,0,-0.017846291495686534,9368.459284246614
2012-08-27,20107.66982675885,4064.245533411549,0,-0.017846291495686534,9368.459284246614
2012-08-28,20107.66982675885,998.8272513378972,0,-0.017846291495686534,9368.459284246614
2012-08-29,20107.66982675885,-1834.686416653921,0,-0.017846291495686534,9368.459284246614
2012-08-30,20214.93791067611,5479.972522595333,0,-0.048968455133886764,9203.381120688337
2012-08-31,20214.93791067611,-1831.8540016138768,0,-0.048968455133886764,9203.381120688337
2012-09-04,20214.93791067611,-1638.7008907465645,0,-0.048968455133886764,9203.381120688337
2012-09-05,20214.93791067611,1023.6920755573634,0,-0.048968455133886764,9203.381120688337
2012-09-06,20214.93791067611,-14376.70233850472,0,-0.048968455133886764,9203.381120688337
2012-09-07,20214.93791067611,-6396.9169969524855,0,-0.048968455133886764,9203.381120688337
2012-09-10,20214.93791067611,-418.23308531521207,0,-0.048968455133886764,9203.381120688337
2012-09-11,20214.93791067611,-2652.375945027861,0,-0.048968455133886764,9203.381120688337
2012-09-12,20214.93791067611,-8629.316326118098,0,-0.048968455133886764,9203.381120688337
2012-09-13,20214.93791067611,-11513.20285922338,0,-0.048968455133886764,9203.381120688337
2012-09-14,20214.93791067611,-15092.139783223603,0,-0.048968455133886764,9203.381120688337
2012-09-17,20214.93791067611,3840.295633834826,0,-0.048968455133886764,9203.381120688337
2012-09-18,20214.93791067611,977.9989842597458,0,-0.048968455133886764,9203.381120688337
2012-09-19,20214.93791067611,3777.3153767687168,0,-0.048968455133886764,9203.381120688337
2012-09-20,20214.93791067611,-954.6034643858352,0,-0.048968455133886764,9203.381120688337
2012-09-21,20214.93791067611,3685.479433404448,0,-0.048968455133886764,9203.381120688337
2012-09-24,20214.93791067611,4315.167398038535,0,-0.048968455133886764,9203.381120688337
2012-09-25,20214.93791067611,6034.849825053403,0,-0.048968455133886764,9203.381120688337
2012-09-26,20214.93791067611,7774.445312134449,0,-0.048968455133886764,9203.381120688337
2012-09-27,20214.93791067611,-5620.619955010712,0,-0.048968455133886764,9203.381120688337
2012-09-28,20214.93791067611,1783.8458276241995,0,-0.048968455133886764,9203.381120688337
2012-10-01,20214.93791067611,1251.5289878342585,0,-0.048968455133886764,9203.381120688337
2012-10-02,20214.93791067611,-829.8858876774668,0,-0.048968455133886764,9203.381120688337
2012-10-03,20214.93791067611,-1886.3684637427707,0,-0.048968455133886764,9203.381120688337
2012-10-04,20214.93791067611,-8073.642962069025,0,-0.048968455133886764,9203.381120688337
2012-10-05,20214.93791067611,-3941.160321620682,0,-0.048968455133886764,9203.381120688337
2012-10-08,20214.93791067611,799.10778633043,0,-0.048968455133886764,9203.381120688337
2012-10-09,20214.93791067611,5788.528964116817,0,-0.048968455133886764,9203.381120688337
2012-10-10,20214.93791067611,5435.265716573823,0,-0.048968455133886764,9203.381120688337
2012-10-11,20214.93791067611,1446.4468371613448,0,-0.048968455133886764,9203.381120688337
2012-10-12,20081.852344348757,1935.7575437703672,0,-0.026213964541716647,9130.78547522003
2012-10-15,20081.852344348757,309.5437220139461,0,-0.026213964541716647,9130.78547522003
2012-10-16,20081.852344348757,-7848.557438007037,0,-0.026213964541716647,9130.78547522003
2012-10-17,20081.852344348757,-10081.9062283394,0,-0.026213964541716647,9130.78547522003
2012-10-18,20081.852344348757,-593.1639345557568,0,-0.026213964541716647,9130.78547522003
2012-10-19,20081.852344348757,12658.846188127794,0,-0.026213964541716647,9130.78547522003
2012-10-22,20129.17281427796,-2770.868313487842,0,-0.03631825692008184,9203.381120688337
2012-10-23,20129.17281427796,6596.454186641125,0,-0.03631825692008184,9203.381120688337
2012-10-24,20129.17281427796,2762.842541343164,0,-0.03631825692008184,9203.381120688337
2012-10-25,20129.17281427796,-6650.118254578319,0,-0.03631825692008184,9203.381120688337
2012-10-26,20129.17281427796,7220.423155466613,0,-0.03631825692008184,9203.381120688337
2012-10-31,20129.17281427796,2616.11983003783,0,-0.03631825692008184,9203.381120688337
2012-11-01,20129.17281427796,-1657.8104745223818,0,-0.03631825692008184,9203.381120688337
2012-11-02,20129.17281427796,7582.7217908570465,0,-0.03631825692008184,9203.381120688337
2012-11-05,20129.17281427796,2872.9391410752846,0,-0.03631825692008184,9203.381120688337
2012-11-06,20129.17281427796,-10564.161961157926,0,-0.03631825692008184,9203.381120688337
2012-11-07,20129.17281427796,12915.445429135108,0,-0.03631825692008184,9203.381120688337
2012-11-08,20100.785667312844,6697.016510101754,0,-0.0237200674348374,9368.459284246614
2012-11-09,20100.785667312844,1459.1046301189929,0,-0.0237200674348374,9368.459284246614
2012-11-12,20100.785667312844,1826.2794775955845,0,-0.0237200674348374,9368.459284246614
2012-11-13,20105.587697411684,3320.757869066212,0,-0.032382149610854526,9203.381120688337
2012-11-14,20105.587697411684,1647.7202796233523,0,-0.032382149610854526,9203.381120688337
2012-11-15,20105.587697411684,2596.748108389994,0,-0.032382149610854526,9203.381120688337
2012-11-16,20105.587697411684,-807.3495810055783,0,-0.032382149610854526,9203.381120688337
2012-11-19,20105.587697411684,-7660.581382501375,0,-0.032382149610854526,9203.381120688337
2012-11-20,20105.587697411684,-3266.710396548344,0,-0.032382149610854526,9203.381120688337
2012-11-21,20105.587697411684,-4045.9566220562174,0,-0.032382149610854526,9203.381120688337
2012-11-23,20139.147731508914,-6944.542186463887,0,-0.041392998711842,9130.78547522003
2012-11-26,20139.147731508914,2680.252106295254,0,-0.041392998711842,9130.78547522003
2012-11-27,20139.147731508914,3341.6080515238555,0,-0.041392998711842,9130.78547522003
2012-11-28,20139.147731508914,3287.702700299853,0,-0.041392998711842,9130.78547522003
2012-11-29,20139.147731508914,-1346.83175884541,0,-0.041392998711842,9130.78547522003
2012-11-30,20139.147731508914,1246.6720484533753,0,-0.041392998711842,9130.78547522003
2012-12-03,20139.147731508914,-112.76060532565816,0,-0.041392998711842,9130.78547522003
2012-12-04,20139.147731508914,3649.226311349385,0,-0.041392998711842,9130.78547522003
2012-12-05,20139.147731508914,369.7537712434328,0,-0.041392998711842,9130.78547522003
2012-12-06,20139.147731508914,228.0153182972256,0,-0.041392998711842,9130.78547522003
2012-12-07,20139.147731508914,-3560.7116177571247,0,-0.041392998711842,9130.78547522003
2012-12-10,20139.147731508914,1119.1128839552416,0,-0.041392998711842,9130.78547522003
2012-12-11,20139.147731508914,-4722.685798971592,0,-0.041392998711842,9130.78547522003
2012-12-12,20139.147731508914,-6401.738895365558,0,-0.041392998711842,9130.78547522003
