,VaR_MC_COPULA
2008-11-25,20327.491712521678
2008-11-26,20335.947901137362
2008-11-28,21029.750243376428
2008-12-01,21055.866763860813
2008-12-02,19275.02781547125
2008-12-03,20743.879295571784
2008-12-04,20152.633205513805
2008-12-05,20946.98672310613
2008-12-08,20322.292907709485
2008-12-09,20701.988355427227
2008-12-10,21582.039071133633
2008-12-11,22885.033115396924
2008-12-12,21848.532147861424
2008-12-15,20890.96247250883
2008-12-16,23340.908415823815
2008-12-17,21599.36352622402
2008-12-18,21458.252127032963
2008-12-19,22821.617526475304
2008-12-22,22518.595969778748
2008-12-23,22396.680134362698
2008-12-24,21088.268533721257
2008-12-26,19916.625129304546
2008-12-29,20215.34016105
2008-12-30,21151.473405734207
2008-12-31,20404.28769504609
2009-01-02,21465.954777514224
2009-01-05,20987.95274126685
2009-01-06,22348.81130745528
2009-01-07,20427.03540915406
2009-01-08,21004.08002808507
2009-01-09,20598.55747422957
2009-01-12,39858.300672227524
2009-01-13,37372.696120074215
2009-01-14,38402.375488760095
2009-01-15,37874.5054795765
2009-01-16,37879.18108581726
2009-01-20,37381.533939609544
2009-01-21,37462.30316939899
2009-01-22,35546.31184799149
2009-01-23,37495.807569668636
2009-01-26,36578.54032346785
2009-01-27,36928.37766548512
2009-01-28,41054.86601789411
2009-01-29,39762.85531103341
2009-01-30,38020.215193743614
2009-02-02,38138.06972116364
2009-02-03,38022.60922823301
2009-02-04,37022.62440262442
2009-02-05,35175.94650358022
2009-02-06,40153.86947462448
2009-02-09,39519.22057951879
2009-02-10,37354.84948895443
2009-02-11,38434.076803743854
2009-02-12,38762.28806532885
2009-02-13,37429.14971199506
2009-02-17,40832.053878295104
2009-02-18,37648.40520985458
2009-02-19,36677.85410221563
2009-02-20,41859.41436174236
2009-02-23,35575.13705504707
2009-02-24,35833.879436751835
2009-02-25,37487.12104317359
2009-02-26,39226.213894200075
2009-02-27,38024.02945545353
2009-03-02,38140.28190650457
2009-03-03,37164.44148794907
2009-03-04,36064.01675527422
2009-03-05,38322.59073271378
2009-03-06,40444.896232583735
2009-03-09,38238.75520879225
2009-03-10,34290.48374044532
2009-03-11,43332.41321598678
2009-03-12,36008.14046990933
2009-03-13,34501.661658557605
2009-03-16,37638.01576190008
2009-03-17,37365.2277096535
2009-03-18,35813.6238072609
2009-03-19,35486.51824533691
2009-03-20,36211.264431676034
2009-03-23,39278.84471927711
2009-03-24,38400.82109953381
2009-03-25,39110.34817151666
2009-03-26,38276.601426855574
2009-03-27,39003.33662055746
2009-03-30,41664.9869216812
2009-03-31,39731.33666084344
2009-04-01,38730.7178144352
2009-04-02,41744.26424206136
2009-04-03,42826.590193520584
2009-04-06,40777.651604613566
2009-04-07,41427.753301490404
2009-04-08,43967.82438116169
2009-04-09,45392.37344474012
2009-04-13,43027.02139697784
2009-04-14,38714.99282538425
2009-04-15,41981.771056795165
2009-04-16,41081.83593138058
2009-04-17,43172.34413901683
2009-04-20,36902.1532817364
2009-04-21,41247.1874052487
2009-04-22,39852.64950614486
2009-04-23,43282.68600988993
2009-04-24,42203.93686808058
2009-04-27,44024.08351280736
2009-04-28,40289.289919589806
2009-04-29,42635.41897971172
2009-04-30,42701.97219183182
2009-05-01,43425.16546672285
2009-05-04,45116.936614239035
2009-05-05,48459.8986266587
2009-05-06,50079.38553289101
2009-05-07,38907.54407959389
2009-05-08,37870.732586631275
2009-05-11,37287.09608163413
2009-05-12,42093.94525712035
2009-05-13,38975.77529634985
2009-05-14,40157.22080453859
2009-05-15,38966.187047122155
2009-05-18,37165.53911130179
2009-05-19,40314.10374294784
2009-05-20,36718.17503704168
2009-05-21,35173.2473427131
2009-05-22,36331.12768714406
2009-05-26,37619.97250115872
2009-05-27,38452.29652956604
2009-05-28,39135.76545915275
2009-05-29,39567.103440573264
2009-06-01,40283.786762461394
2009-06-02,46691.26026004527
2009-06-03,37805.6706141029
2009-06-04,39981.89305598247
2009-06-05,41363.98038221783
2009-06-08,40696.43338380358
2009-06-09,40494.436242857395
2009-06-10,38755.99182691551
2009-06-11,40625.405600455786
2009-06-12,39967.28361119923
2009-06-15,42557.153199127235
2009-06-16,42857.95590692611
2009-06-17,37557.35081503076
2009-06-18,37055.96613676759
2009-06-19,39001.01173534402
2009-06-22,36963.12954803117
2009-06-23,38844.72206741852
2009-06-24,36145.524182373476
2009-06-25,35929.414919220886
2009-06-26,38650.43994863732
2009-06-29,37467.1575704797
2009-06-30,36340.043513075565
2009-07-01,40610.71801085369
2009-07-02,39119.18710765817
2009-07-06,34784.642034637494
2009-07-07,37264.359521334874
2009-07-08,36092.498450522486
2009-07-09,33892.92191119789
2009-07-10,34642.36757865395
2009-07-13,39019.47315061404
2009-07-14,36662.788810630445
2009-07-15,40348.63446190296
2009-07-16,39305.89926698799
2009-07-17,40612.19407809111
2009-07-20,42859.282862036525
2009-07-21,41697.44101075115
2009-07-22,44637.454610022505
2009-07-23,41675.30710428325
2009-07-24,43861.328085423374
2009-07-27,44981.355215899646
2009-07-28,43942.61929759958
2009-07-29,42207.77497876239
2009-07-30,40338.75836134238
2009-07-31,44143.071258934775
2009-08-03,37569.07454371059
2009-08-04,42068.114913589874
2009-08-05,38948.162536521435
2009-08-06,36944.53199268692
2009-08-07,37680.84893926136
2009-08-10,39817.33490165571
2009-08-11,36290.782420902804
2009-08-12,37069.01356319013
2009-08-13,38562.77196034869
2009-08-14,36506.133802992656
2009-08-17,40509.94094343777
2009-08-18,37944.85482516429
2009-08-19,39301.60480841472
2009-08-20,37226.21727494533
2009-08-21,39797.69685627311
2009-08-24,40552.30101800297
2009-08-25,39459.871929878616
2009-08-26,39206.42414442292
2009-08-27,41109.42682020899
2009-08-28,37594.44317185826
2009-08-31,40253.97802072122
2009-09-01,41542.330375842306
2009-09-02,40154.827001745005
2009-09-03,38053.694199296326
2009-09-04,37016.222572614075
2009-09-08,39897.18961731352
2009-09-09,41167.74413832139
2009-09-10,39377.490701349554
2009-09-11,45084.50090652206
2009-09-14,44015.07236267877
2009-09-15,36643.66254778373
2009-09-16,39322.05577362826
2009-09-17,39145.59331951191
2009-09-18,37598.93542391358
2009-09-21,36072.33692524386
2009-09-22,38819.89521347322
2009-09-23,41960.47573547193
2009-09-24,38021.64871449723
2009-09-25,39081.63788866371
2009-09-28,42379.18353996988
2009-09-29,39863.00674760753
2009-09-30,37324.35793589626
2009-10-01,36182.49653960802
2009-10-02,37804.7841277097
2009-10-05,38202.63653622921
2009-10-06,38696.986777939965
2009-10-07,37036.21380347032
2009-10-08,37219.533197654884
2009-10-09,37906.00373747772
2009-10-12,37290.09178942134
2009-10-13,38444.25615950106
2009-10-14,40128.058216346784
2009-10-15,40966.220470887536
2009-10-16,42312.30650893986
2009-10-19,40842.82154864261
2009-10-20,43430.01676826797
2009-10-21,39890.40769114677
2009-10-22,47026.03198058644
2009-10-23,40640.110918820596
2009-10-26,35824.24028353641
2009-10-27,36714.53738142568
2009-10-28,39355.669357417864
2009-10-29,39238.61133296045
2009-10-30,34288.440750071866
2009-11-02,36217.56836660513
2009-11-03,38965.29940769211
2009-11-04,39629.30002511135
2009-11-05,38840.697887199494
2009-11-06,40160.85396360588
2009-11-09,37959.027318165914
2009-11-10,43907.557539020076
2009-11-11,39527.99315169409
2009-11-12,39762.926653468334
2009-11-13,41421.94610789904
2009-11-16,39150.10035640779
2009-11-17,44587.527132955576
2009-11-18,46679.623221053094
2009-11-19,44948.103189235844
2009-11-20,41271.38131666082
2009-11-23,40746.916570649286
2009-11-24,41432.63405462056
2009-11-25,39455.48548248504
2009-11-27,40890.10208382393
2009-11-30,40850.41140000743
2009-12-01,43547.865752362915
2009-12-02,41046.83317838477
2009-12-03,43284.50899814439
2009-12-04,43974.56277819775
2009-12-07,37943.180719005235
2009-12-08,39150.473810029376
2009-12-09,39102.68509793526
2009-12-10,37123.94401219707
2009-12-11,36050.04915284744
2009-12-14,39427.820458166825
2009-12-15,35738.64297443602
2009-12-16,38382.29718280706
2009-12-17,36561.20468305807
2009-12-18,40140.635940313005
2009-12-21,38725.51996707942
2009-12-22,36294.2373646069
2009-12-23,39390.64588177114
2009-12-24,40032.24935788818
2009-12-28,38653.61583400999
2009-12-29,38504.98458264619
2009-12-30,37290.97628650918
2009-12-31,38146.676571361575
2010-01-04,39146.318116083086
2010-01-05,43211.72023675349
2010-01-06,42079.542063714354
2010-01-07,39775.23889253852
2010-01-08,48302.519553719685
2010-01-11,51311.263618767356
2010-01-12,48377.696229843656
2010-01-13,50398.6560373293
2010-01-14,48194.027901264104
2010-01-15,48486.671178951525
2010-01-19,48285.73773313515
2010-01-20,49213.360894348756
2010-01-21,43293.44821062596
2010-01-22,41957.1820049255
2010-01-25,46124.69538172745
2010-01-26,45370.39227045076
2010-01-27,50659.48657322155
2010-01-28,49083.781809474094
2010-01-29,46233.48568118544
2010-02-01,44966.37583912366
2010-02-02,44153.991498804586
2010-02-03,43805.907748756705
2010-02-04,45172.26645290236
2010-02-05,42740.46834190637
2010-02-08,45197.527637214946
2010-02-09,42563.20950063268
2010-02-10,44675.38620562291
2010-02-11,45461.828795105364
2010-02-12,45940.97045641714
2010-02-16,48402.41090662586
2010-02-17,47214.65218538205
2010-02-18,41651.658059245965
2010-02-19,43782.12989489469
2010-02-22,46788.10658879129
2010-02-23,42825.90909739556
2010-02-24,41851.50739924966
2010-02-25,43550.05838719421
2010-02-26,48772.8742855626
2010-03-01,48987.87032765587
2010-03-02,47912.664511557996
2010-03-03,43255.98974030902
2010-03-04,50651.41493087725
2010-03-05,52742.00337837548
2010-03-08,49503.31891497247
2010-03-09,45452.46275068002
2010-03-10,48301.05919885767
2010-03-11,46513.15586330908
2010-03-12,46273.79087481897
2010-03-15,45356.835165252734
2010-03-16,44304.35457849436
2010-03-17,45311.67935195493
2010-03-18,45973.20613777406
2010-03-19,45671.35452274978
2010-03-22,46532.05395555221
2010-03-23,47337.68987764899
2010-03-24,44818.088106592106
2010-03-25,47991.822906190195
2010-03-26,45765.07939728426
2010-03-29,46966.10150951901
2010-03-30,48015.84155835533
2010-03-31,51704.4753542088
2010-04-01,49608.1056862343
2010-04-05,46746.03239305351
2010-04-06,45531.62689888028
2010-04-07,49097.85460101747
2010-04-08,45133.94191043512
2010-04-09,53152.82726497398
2010-04-12,54425.813408426446
2010-04-13,50565.39252816654
2010-04-14,49771.15393004316
2010-04-15,52235.47616227106
2010-04-16,50337.721221898995
2010-04-19,50154.19673425581
2010-04-20,51276.446597489805
2010-04-21,48770.83289305907
2010-04-22,44115.44533090778
2010-04-23,45276.11318949564
2010-04-26,47722.060290197
2010-04-27,50402.67992987769
2010-04-28,46561.38308671396
2010-04-29,44774.75926141902
2010-04-30,42121.94448857601
2010-05-03,45066.64863152542
2010-05-04,42279.61295529345
2010-05-05,45577.83746505269
2010-05-06,40772.00577943204
2010-05-07,42725.14621117194
2010-05-10,41518.92739910378
2010-05-11,42650.311762571524
2010-05-12,40046.41717985187
2010-05-13,43989.395356231864
2010-05-14,45136.010730880414
2010-05-17,42869.5333629554
2010-05-18,43182.3115848416
2010-05-19,39458.97780431218
2010-05-20,44958.4799391211
2010-05-21,41358.54407087602
2010-05-24,39488.85714003351
2010-05-25,42024.808164733615
2010-05-26,43392.67117182174
2010-05-27,44253.85254503452
2010-05-28,41123.19658536908
2010-06-01,39598.953298417764
2010-06-02,45361.62602579559
2010-06-03,50170.34825479228
2010-06-04,46350.83775320979
2010-06-07,48688.81707010201
2010-06-08,42781.319731635565
2010-06-09,45617.86957145085
2010-06-10,46682.92786331861
2010-06-11,47067.195032985655
2010-06-14,46116.140603081236
2010-06-15,46348.10935881876
2010-06-16,51934.355871800864
2010-06-17,43569.831106811966
2010-06-18,47555.04626540875
2010-06-21,46215.20395991363
2010-06-22,46117.55080814522
2010-06-23,44503.74287094984
2010-06-24,47234.008518626455
2010-06-25,46812.63288143482
2010-06-28,49498.11948824547
2010-06-29,44044.197696155505
2010-06-30,45460.55477609326
2010-07-01,45298.43617851494
2010-07-02,48420.44011145326
2010-07-06,45560.97779911631
2010-07-07,40810.352795200866
2010-07-08,45371.41044492069
2010-07-09,42962.21745675733
2010-07-12,44442.180543352915
2010-07-13,43995.25921946815
2010-07-14,44234.20366278036
2010-07-15,43404.37030579505
2010-07-16,45248.319414162026
2010-07-19,46279.95286178391
2010-07-20,43726.218482014825
2010-07-21,46163.73678080052
2010-07-22,45971.19783010809
2010-07-23,47959.471157158245
2010-07-26,49290.98958362238
2010-07-27,52308.20455100951
2010-07-28,48246.57236096258
2010-07-29,52027.144352910625
2010-07-30,47525.744296723744
2010-08-02,48550.37204670355
2010-08-03,50407.009960390256
2010-08-04,50645.59552560246
2010-08-05,51638.026539007034
2010-08-06,48970.5804041931
2010-08-09,53352.38502709261
2010-08-10,51365.10245403808
2010-08-11,47741.29778982843
2010-08-12,47400.56721128516
2010-08-13,51636.017536168176
2010-08-16,48740.933362461605
2010-08-17,50131.817290749335
2010-08-18,47591.65824195096
2010-08-19,44221.8429880598
2010-08-20,45125.73720084758
2010-08-23,45639.641755888064
2010-08-24,42456.91323293584
2010-08-25,45552.690740136175
2010-08-26,43831.18730772015
2010-08-27,46375.9973433321
2010-08-30,47080.84028121674
2010-08-31,46027.87170991739
2010-09-01,44918.66450265881
2010-09-02,50029.25705173336
2010-09-03,50737.61098622435
2010-09-07,53550.43030111785
2010-09-08,46974.63848333115
2010-09-09,48695.088519242556
2010-09-10,50974.505228816095
2010-09-13,52767.4347483361
2010-09-14,47138.37730194811
2010-09-15,48397.97482908602
2010-09-16,48815.639902799565
2010-09-17,50088.2500120987
2010-09-20,53909.22876901527
2010-09-21,54328.90600939657
2010-09-22,49739.837308450995
2010-09-23,45177.74771187175
2010-09-24,52279.37570607398
2010-09-27,52595.99318735429
2010-09-28,50699.56763007675
2010-09-29,52804.70445271712
2010-09-30,53731.264969559255
2010-10-01,49975.56195843168
2010-10-04,52238.94379611355
2010-10-05,52645.75160260061
2010-10-06,55009.264907020035
2010-10-07,55307.198609770014
2010-10-08,55582.78702699295
2010-10-11,45397.48709548521
2010-10-12,46237.20325325818
2010-10-13,47626.65818866803
2010-10-14,46973.955933692676
2010-10-15,47207.344250807735
2010-10-18,49125.45109247627
2010-10-19,46209.74455305523
2010-10-20,46528.9883060655
2010-10-21,43990.00244587028
2010-10-22,50455.86019661734
2010-10-25,48020.64828353575
2010-10-26,45796.55155535535
2010-10-27,44896.565009395184
2010-10-28,47321.851718652346
2010-10-29,50788.83546384502
2010-11-01,46950.88293394178
2010-11-02,45080.10899015875
2010-11-03,46508.51599556447
2010-11-04,50480.68682634685
2010-11-05,55779.601545981976
2010-11-08,49082.70581203389
2010-11-09,46832.40067302164
2010-11-10,50047.334606078766
2010-11-11,49100.23353063896
2010-11-12,48209.58458676917
2010-11-15,47839.888273325196
2010-11-16,45532.80462932571
2010-11-17,48698.309070838804
2010-11-18,50607.95013009312
2010-11-19,47326.87791876457
2010-11-22,46566.24191633862
2010-11-23,46285.447011802426
2010-11-24,47589.105101084715
2010-11-26,44159.48953123626
2010-11-29,45361.93959163849
2010-11-30,43803.1439470584
2010-12-01,46129.99236041556
2010-12-02,45170.597338595195
2010-12-03,48006.46433531105
2010-12-06,46226.09819743236
2010-12-07,46175.46664508054
2010-12-08,47217.65800166156
2010-12-09,49432.799038278594
2010-12-10,47884.75163392914
2010-12-13,47824.809018248685
2010-12-14,48429.24527359826
2010-12-15,47516.90030656941
2010-12-16,48719.85982858704
2010-12-17,49185.112349347604
2010-12-20,52668.643372596445
2010-12-21,53433.07656539762
2010-12-22,54987.40644821269
2010-12-23,50405.14755890491
2010-12-27,52458.96087939421
2010-12-28,48286.48073297171
2010-12-29,53296.2218923951
2010-12-30,52251.809393993404
2010-12-31,53628.35644510047
2011-01-03,53541.22472418333
2011-01-04,52299.88298673594
2011-01-05,32466.702682094838
2011-01-06,37700.24334739164
2011-01-07,36607.64424358486
2011-01-10,34883.58070505178
2011-01-11,36457.290839972426
2011-01-12,35033.36519658153
2011-01-13,35887.31448478761
2011-01-14,33472.76345789379
2011-01-18,35880.625363615465
2011-01-19,33603.42384951588
2011-01-20,33502.147172998026
2011-01-21,35859.34544690924
2011-01-24,37105.85438518387
2011-01-25,34704.6159382153
2011-01-26,35878.95526717976
2011-01-27,35680.581592511975
2011-01-28,35552.03060502194
2011-01-31,38380.985833077815
2011-02-01,37234.853479753096
2011-02-02,37377.76817500062
2011-02-03,36935.867384615514
2011-02-04,36381.49950607623
2011-02-07,37780.83765265148
2011-02-08,34653.63459430155
2011-02-09,37782.643621095674
2011-02-10,37670.1367418206
2011-02-11,36286.130609658016
2011-02-14,41210.88603165821
2011-02-15,39878.9316958912
2011-02-16,39041.041094854314
2011-02-17,33434.5068577769
2011-02-18,34767.519545335665
2011-02-22,34857.68001288264
2011-02-23,36008.97786200912
2011-02-24,31205.60705564804
2011-02-25,35861.515326280896
2011-02-28,32187.091248187935
2011-03-01,32875.55380777056
2011-03-02,37672.826148201646
2011-03-03,32537.719800418414
2011-03-04,33043.064249383126
2011-03-07,34870.616918254214
2011-03-08,35416.27352598268
2011-03-09,37839.09287969131
2011-03-10,35194.438595424326
2011-03-11,31375.554732018234
2011-03-14,32083.392206189455
2011-03-15,32624.325258539156
2011-03-16,32701.75042564042
2011-03-17,32546.586067959004
2011-03-18,33637.168645178084
2011-03-21,34426.412873532725
2011-03-22,31787.181278119006
2011-03-23,32538.42491648759
2011-03-24,31988.3254712533
2011-03-25,32864.49513753591
2011-03-28,34681.703210337044
2011-03-29,35530.230581283264
2011-03-30,29448.732691619232
2011-03-31,29985.669994052343
2011-04-01,35761.24466581868
2011-04-04,37676.65381459808
2011-04-05,33513.82952764035
2011-04-06,32924.991561189825
2011-04-07,35681.020064283046
2011-04-08,34243.54972579749
2011-04-11,34797.003630830506
2011-04-12,34693.48736796437
2011-04-13,30764.01878392725
2011-04-14,32356.374804136645
2011-04-15,35010.50115637302
2011-04-18,35416.59668170922
2011-04-19,33153.521855757856
2011-04-20,34549.46081822498
2011-04-21,37262.92072429083
2011-04-25,33963.95274768623
2011-04-26,38904.448193761426
2011-04-27,35420.30690843107
2011-04-28,37009.44212015734
2011-04-29,36978.532286513284
2011-05-02,38925.95568111859
2011-05-03,37285.97123090551
2011-05-04,34179.771960039805
2011-05-05,35529.16136411385
2011-05-06,34093.69628875937
2011-05-09,36521.33198356363
2011-05-10,36021.70044899139
2011-05-11,33168.72160963219
2011-05-12,35556.15081372795
2011-05-13,32979.079715422566
2011-05-16,37522.045200569504
2011-05-17,34680.71604772269
2011-05-18,33740.131311948186
2011-05-19,36294.47900264984
2011-05-20,34674.82039435094
2011-05-23,34243.227166256554
2011-05-24,34796.68308804444
2011-05-25,32275.017095554103
2011-05-26,34891.66776925707
2011-05-27,37479.133607041804
2011-05-31,35376.54667820991
2011-06-01,36870.12014818078
2011-06-02,32364.096625724476
2011-06-03,33272.665127639615
2011-06-06,32272.38890234512
2011-06-07,34354.04624814522
2011-06-08,35825.85442918648
2011-06-09,34502.54020908094
2011-06-10,33539.38695597412
2011-06-13,31114.708414923185
2011-06-14,34551.19750702108
2011-06-15,30732.62153317756
2011-06-16,30601.175336628407
2011-06-17,34232.6632839914
2011-06-20,32477.23857847715
2011-06-21,32211.98240954711
2011-06-22,30867.34783495043
2011-06-23,33360.93348037007
2011-06-24,30799.61681339208
2011-06-27,32113.143364326043
2011-06-28,38033.05953971436
2011-06-29,34276.15772338645
2011-06-30,37597.3498423999
2011-07-01,37345.93139445012
2011-07-05,37375.0301567746
2011-07-06,36309.135625117
2011-07-07,35794.04892877545
2011-07-08,34142.287053617074
2011-07-11,37913.31980101832
2011-07-12,36905.36852919926
2011-07-13,37080.60397238029
2011-07-14,38469.90212970619
2011-07-15,36833.68037999212
2011-07-18,35868.060215415884
2011-07-19,38492.75035967879
2011-07-20,37804.297044855506
2011-07-21,36992.019076410565
2011-07-22,39281.14041874303
2011-07-25,39167.891184394066
2011-07-26,32604.91016543185
2011-07-27,34199.71158684948
2011-07-28,35455.44735150861
2011-07-29,33400.403090630585
2011-08-01,33373.58482688239
2011-08-02,35634.93831042481
2011-08-03,34305.69470818214
2011-08-04,34073.00583157104
2011-08-05,34021.16736335433
2011-08-08,35843.51594033646
2011-08-09,31765.551378229193
2011-08-10,37044.02301267125
2011-08-11,34779.673360974484
2011-08-12,37282.00993516158
2011-08-15,34689.50122990876
2011-08-16,38636.14954849224
2011-08-17,38239.869541582986
2011-08-18,35299.75380473722
2011-08-19,33405.274988158475
2011-08-22,38083.96433156992
2011-08-23,36522.842404999894
2011-08-24,37127.90597733797
2011-08-25,37124.63638421318
2011-08-26,36656.842959775335
2011-08-29,37628.47341228953
2011-08-30,38684.90128288428
2011-08-31,37899.46989801885
2011-09-01,38381.01876277121
2011-09-02,36448.541807736154
2011-09-06,38830.68076730021
2011-09-07,37185.778424757176
2011-09-08,41881.909181517934
2011-09-09,36428.565076719606
2011-09-12,39075.634473128644
2011-09-13,37976.246192797
2011-09-14,40568.39568728923
2011-09-15,39929.14922884677
2011-09-16,44317.82626830553
2011-09-19,40566.74358122986
2011-09-20,41890.177169143666
2011-09-21,40269.80704595344
2011-09-22,35571.30520831625
2011-09-23,36621.880488603594
2011-09-26,35258.01375975465
2011-09-27,38572.170649156316
2011-09-28,39550.68361111637
2011-09-29,40045.654787504965
2011-09-30,36534.03627530462
2011-10-03,34919.14164477414
2011-10-04,38174.70922224877
2011-10-05,38565.20783824971
2011-10-06,37060.74868651886
2011-10-07,34834.133087752416
2011-10-10,38217.556635040324
2011-10-11,41532.77639601459
2011-10-12,35255.0765293629
2011-10-13,39591.80828923241
2011-10-14,39406.111514505355
2011-10-17,38144.9062761614
2011-10-18,39257.191402629185
2011-10-19,38597.68290871874
2011-10-20,42391.93362714023
2011-10-21,38579.73043591072
2011-10-24,41496.4855012274
2011-10-25,43778.42052285965
2011-10-26,40496.566316595025
2011-10-27,43304.973354476824
2011-10-28,42661.58776830214
2011-10-31,44413.735489245
2011-11-01,42727.053362098355
2011-11-02,44188.11585569764
2011-11-03,37617.04646500221
2011-11-04,34919.74659839772
2011-11-07,34993.09495479752
2011-11-08,36216.654682842665
2011-11-09,34153.15040038384
2011-11-10,38846.41733818713
2011-11-11,37022.27407316428
2011-11-14,35017.39869086971
2011-11-15,33196.03150526962
2011-11-16,40207.265479286776
2011-11-17,37198.426542975765
2011-11-18,35242.20311780531
2011-11-21,35423.957548153085
2011-11-22,33929.21772891444
2011-11-23,33831.61181318407
2011-11-25,33983.92436221996
2011-11-28,33074.42047519975
2011-11-29,35351.34410797025
2011-11-30,32565.080006588123
2011-12-01,34724.32486966247
2011-12-02,33485.40991750161
2011-12-05,35333.641789004716
2011-12-06,37574.15137506982
2011-12-07,37745.41422885369
2011-12-08,35132.804336339585
2011-12-09,38427.21166662764
2011-12-12,34903.7237236519
2011-12-13,31783.98640648552
2011-12-14,31222.530267181803
2011-12-15,33706.53352058745
2011-12-16,35451.936064099704
2011-12-19,36897.14778382545
2011-12-20,38217.44788606077
2011-12-21,38780.55270435238
2011-12-22,37247.776025548694
2011-12-23,35699.079595037365
2011-12-27,39730.29549071435
2011-12-28,37589.774359761235
2011-12-29,36024.0488358525
2011-12-30,37469.469920943295
2012-01-03,37436.69109717197
2012-01-04,35317.96738599469
2012-01-05,37460.81090904561
2012-01-06,38462.70109448032
2012-01-09,36459.204589207635
2012-01-10,36055.90893453886
2012-01-11,38563.43873743825
2012-01-12,36972.385479499615
2012-01-13,37701.960728473845
2012-01-17,39144.18407019602
2012-01-18,39141.20551275658
2012-01-19,39488.08780784896
2012-01-20,40478.56656851246
2012-01-23,38076.646322087865
2012-01-24,42347.58731657268
2012-01-25,41239.610750549204
2012-01-26,39661.638536082035
2012-01-27,38926.59333127102
2012-01-30,39454.20168766945
2012-01-31,46527.91864399818
2012-02-01,34236.618783361366
2012-02-02,33329.60436903407
2012-02-03,33564.06474038455
2012-02-06,34270.34882067007
2012-02-07,33917.29388268203
2012-02-08,33966.89176182837
2012-02-09,34357.948110111196
2012-02-10,36834.017008236035
2012-02-13,36879.8487663562
2012-02-14,36878.73537649601
2012-02-15,33267.02951120509
2012-02-16,36188.28888679423
2012-02-17,37195.46415191848
2012-02-21,39361.04736926278
2012-02-22,38728.42628942599
2012-02-23,35862.87910063883
2012-02-24,36906.19034597264
2012-02-27,39006.241704772954
2012-02-28,36111.33926249406
2012-02-29,37898.624594277935
2012-03-01,38179.27409632132
2012-03-02,40326.94932155166
2012-03-05,35909.54188826584
2012-03-06,35317.11910014275
2012-03-07,37333.96725707921
2012-03-08,38273.869291687486
2012-03-09,40564.845190977176
2012-03-12,35633.95358017872
2012-03-13,40678.848981674324
2012-03-14,39661.31952663533
2012-03-15,31257.20192747845
2012-03-16,32159.91357264419
2012-03-19,31694.3582924333
2012-03-20,37618.19242015765
2012-03-21,33397.015458785325
2012-03-22,34861.05338565322
2012-03-23,32851.10517503629
2012-03-26,31946.505690996397
2012-03-27,30095.301650744663
2012-03-28,34877.29500703285
2012-03-29,33758.15295780273
2012-03-30,34801.44292829435
2012-04-02,34603.774232380674
2012-04-03,33755.66904884894
2012-04-04,29531.243519664666
2012-04-05,33696.708748240635
2012-04-09,33189.78387642116
2012-04-10,29311.54153836316
2012-04-11,29876.228837760846
2012-04-12,30735.095146139
2012-04-13,31890.407922466246
2012-04-16,30477.5437085635
2012-04-17,32986.98118051334
2012-04-18,34844.62807522751
2012-04-19,30892.947885138117
2012-04-20,33039.16314354185
2012-04-23,32900.99346504386
2012-04-24,31166.289586113962
2012-04-25,31073.508784424233
2012-04-26,33814.06853904412
2012-04-27,32405.72430007595
2012-04-30,32922.966054429715
2012-05-01,37432.247657976965
2012-05-02,30398.63937147171
2012-05-03,32869.150933432444
2012-05-04,33212.173345479365
2012-05-07,31143.589430604105
2012-05-08,32358.88676161766
2012-05-09,38433.40861048905
2012-05-10,35214.46293844999
2012-05-11,30026.23523504539
2012-05-14,32068.33769912314
2012-05-15,31089.772314951882
2012-05-16,32990.7712904463
2012-05-17,31019.106036055815
2012-05-18,33467.850083853875
2012-05-21,29958.662666192842
2012-05-22,33054.52490800547
2012-05-23,32079.15334387185
2012-05-24,36725.69268248265
2012-05-25,32912.629705515945
2012-05-29,31569.5631001222
2012-05-30,30205.809558384386
2012-05-31,31775.813115797595
2012-06-01,32604.44420615173
2012-06-04,32248.169095676934
2012-06-05,32379.348759037322
2012-06-06,31811.9133075685
2012-06-07,29532.808872092155
2012-06-08,30006.962241624195
2012-06-11,33441.07598516027
2012-06-12,31361.967594569083
2012-06-13,33812.1569243756
2012-06-14,32997.87475870121
2012-06-15,36815.38346982485
2012-06-18,35274.82511670063
2012-06-19,33599.54748838091
2012-06-20,38438.168673974535
2012-06-21,33325.31154851855
2012-06-22,35796.51172102245
2012-06-25,33564.89069405761
2012-06-26,33501.07434225565
2012-06-27,34741.88746426121
2012-06-28,35732.425296673435
2012-06-29,36530.66447488654
2012-07-02,34770.04483230278
2012-07-03,39631.21730118015
2012-07-05,38181.36713111702
2012-07-06,37426.66432540368
2012-07-09,36548.6196526974
2012-07-10,35158.7367543109
2012-07-11,36616.47359521188
2012-07-12,34603.18636602191
2012-07-13,38679.2860240754
2012-07-16,40963.84901718317
2012-07-17,36684.15668544809
2012-07-18,37996.8002476755
2012-07-19,38306.8988886421
2012-07-20,37922.65716125065
2012-07-23,37702.76773695375
2012-07-24,32442.88345553497
2012-07-25,32707.582918281907
2012-07-26,36439.4045408845
2012-07-27,35139.34985942918
2012-07-30,33875.69322562628
2012-07-31,41937.00911246185
2012-08-01,37963.473043653175
2012-08-02,34633.136504171656
2012-08-03,41011.638279572304
2012-08-06,37761.7766720905
2012-08-07,36778.718090350936
