,VaR_MC_COPULA
2012-08-08,36413.02982907971
2012-08-09,38189.70755200769
2012-08-10,37555.539349983555
2012-08-13,37211.64882186984
2012-08-14,35904.51325655941
2012-08-15,38205.95209955726
2012-08-16,39248.84819551754
2012-08-17,38956.63892508658
2012-08-20,39928.55291933269
2012-08-21,37516.83846562716
2012-08-22,39572.42832862406
2012-08-23,39518.36865725982
2012-08-24,42255.9604703841
2012-08-27,42134.32860305503
2012-08-28,44419.19584022935
2012-08-29,41114.81256788068
2012-08-30,38632.86396355101
2012-08-31,41525.96678986772
2012-09-04,38029.71703743226
2012-09-05,33581.3716180602
2012-09-06,37667.22370322528
2012-09-07,34096.1225585892
2012-09-10,33624.618434743345
2012-09-11,34045.805345864435
2012-09-12,33675.69814872817
2012-09-13,37061.17228080909
2012-09-14,36389.90318895325
2012-09-17,36968.41336759571
2012-09-18,40720.00238461537
2012-09-19,40233.40483228496
2012-09-20,38826.16996324666
2012-09-21,38428.62300946409
2012-09-24,35327.257393335756
2012-09-25,36329.38718799816
2012-09-26,34366.997078670785
2012-09-27,34875.21264446573
2012-09-28,37912.496004017914
2012-10-01,36981.64151677737
2012-10-02,37358.20019152123
2012-10-03,36545.317232183166
2012-10-04,37067.45106043941
2012-10-05,39023.7768198988
2012-10-08,39048.30934311364
2012-10-09,37188.011874786156
2012-10-10,36474.11660243309
2012-10-11,35628.284350441485
2012-10-12,38371.08547694534
2012-10-15,37591.78497637108
2012-10-16,39938.89287423874
2012-10-17,30595.368049174664
2012-10-18,30962.42008581422
2012-10-19,29902.4526008775
2012-10-22,31746.8625549682
2012-10-23,31465.479536836257
2012-10-24,32169.875627273734
2012-10-25,33864.00704890572
2012-10-26,31270.646430814173
2012-10-31,31271.266611070434
2012-11-01,32084.001177628455
2012-11-02,31094.75151221181
2012-11-05,29638.32483063222
2012-11-06,33807.85877053441
2012-11-07,31774.58287304451
2012-11-08,29172.47033006626
2012-11-09,30714.364699426085
2012-11-12,31172.806735689082
2012-11-13,30278.125828786702
2012-11-14,31478.72634420275
2012-11-15,28712.29897550833
2012-11-16,29887.05089957823
2012-11-19,28565.424191460865
2012-11-20,28930.349865927234
2012-11-21,33810.86749550775
2012-11-23,31293.268418954827
2012-11-26,30781.11389379423
2012-11-27,32253.213559945645
2012-11-28,29406.860227729423
2012-11-29,32102.291884018243
2012-11-30,30858.96519078121
2012-12-03,34867.80004922844
2012-12-04,36757.89089054706
2012-12-05,34281.72394114681
2012-12-06,34853.069458044054
2012-12-07,34095.88570363559
2012-12-10,31360.8765752973
2012-12-11,36630.19986830117
2012-12-12,33541.92802681398
2012-12-13,37137.58618945144
2012-12-14,31855.24495410768
2012-12-17,31188.85148666542
2012-12-18,36979.917435618416
2012-12-19,34946.17605777847
2012-12-20,34531.606883259345
2012-12-21,35830.51958871769
2012-12-24,33901.398857476415
2012-12-26,31375.068800166413
2012-12-27,34041.0509382015
2012-12-28,33269.20260465127
2012-12-31,38403.4859795058
2013-01-02,32000.670313415376
2013-01-03,33175.82633522168
2013-01-04,35049.46370859482
2013-01-07,35130.31346790187
2013-01-08,33192.96560474689
2013-01-09,33032.109341785654
2013-01-10,35327.44395110477
2013-01-11,35350.34787272049
2013-01-14,33763.40306992525
2013-01-15,37441.70072611608
2013-01-16,31995.097877700708
2013-01-17,32952.349856136956
2013-01-18,29760.99542357255
2013-01-22,28769.35919271936
2013-01-23,27470.942803456306
2013-01-24,29278.396176843868
2013-01-25,32847.96322048258
2013-01-28,30216.52832510241
2013-01-29,30761.894818978584
2013-01-30,31038.70645357726
2013-01-31,30242.923612738603
2013-02-01,31245.352781743717
2013-02-04,29161.508103238728
2013-02-05,30268.3319052939
2013-02-06,31900.849914882237
2013-02-07,31439.891501725844
2013-02-08,31387.652109166786
2013-02-11,35003.35962480509
2013-02-12,32041.650083606182
2013-02-13,31514.614780881046
2013-02-14,33591.148766854494
2013-02-15,34070.908347049706
2013-02-19,35108.33206474251
2013-02-20,33547.7013202406
2013-02-21,32190.685423782303
2013-02-22,35596.14966128258
2013-02-25,28752.90316859215
2013-02-26,30087.692357867527
2013-02-27,33502.016740297295
2013-02-28,33714.24639322626
2013-03-01,30798.823301036173
2013-03-04,31897.259715508877
2013-03-05,29865.264951772617
2013-03-06,31540.83629994682
2013-03-07,29018.990254696768
2013-03-08,31505.361101795017
2013-03-11,32555.230638910252
2013-03-12,32760.199333136905
2013-03-13,30927.61248804071
2013-03-14,30595.345784040688
2013-03-15,34212.55292536696
2013-03-18,31178.687644891572
2013-03-19,33313.22714350996
2013-03-20,30829.915985404725
2013-03-21,31681.248052856597
2013-03-22,33877.957873186
2013-03-25,31375.70406957367
2013-03-26,30950.10575782041
2013-03-27,33279.29115752406
2013-03-28,32213.785750001618
2013-04-01,32067.072518022127
2013-04-02,34504.32847990524
2013-04-03,33296.720546312754
2013-04-04,30483.38898565188
2013-04-05,30332.853334426927
2013-04-08,32473.255874854465
2013-04-09,36383.84523549333
2013-04-10,37775.33433879626
2013-04-11,37872.03628220915
2013-04-12,35975.517762567484
2013-04-15,28614.181212851756
2013-04-16,31461.792363629724
2013-04-17,30666.47263972972
2013-04-18,29367.36497451017
2013-04-19,27909.859053914002
2013-04-22,31797.08657999936
2013-04-23,30447.532412416742
2013-04-24,29925.430031255466
2013-04-25,30203.959269382492
2013-04-26,28832.206290436203
2013-04-29,35432.59453255205
2013-04-30,33708.00087232787
2013-05-01,30432.686360988744
2013-05-02,31819.205846554192
2013-05-03,36979.441473401734
2013-05-06,36347.25685431253
2013-05-07,35023.24878831126
2013-05-08,36620.52505151788
2013-05-09,35408.92783840195
2013-05-10,35053.963257331496
2013-05-13,40110.71281742263
2013-05-14,35938.02212656879
2013-05-15,38275.975631478286
2013-05-16,36764.68934069414
2013-05-17,38924.206189342345
2013-05-20,38018.65235184266
2013-05-21,41691.828720335936
2013-05-22,40311.99123770145
2013-05-23,38232.06316861834
2013-05-24,38343.20184004627
2013-05-28,29697.260849188537
2013-05-29,26660.24554593857
2013-05-30,26913.570211475093
2013-05-31,28310.426962495796
2013-06-03,28968.963435707043
2013-06-04,27771.778123689495
2013-06-05,28174.43330024682
2013-06-06,25207.605313257176
2013-06-07,28527.62833184124
2013-06-10,26927.470642415505
2013-06-11,27184.163792777148
2013-06-12,26212.82080114907
2013-06-13,29533.256891877387
2013-06-14,28003.163035800237
2013-06-17,26999.115973996464
2013-06-18,30059.021661950606
2013-06-19,26788.388356814576
2013-06-20,25525.34344781658
2013-06-21,28242.19309104136
2013-06-24,25398.714661341022
2013-06-25,25526.02143031514
2013-06-26,26517.33372393173
2013-06-27,25608.20715629104
2013-06-28,25041.53897028798
2013-07-01,24315.37152921222
2013-07-02,26280.23458122359
2013-07-03,24859.44801526078
2013-07-05,27263.749631081824
2013-07-08,24944.72220203026
2013-07-09,28327.351596515975
2013-07-10,29076.211280947864
2013-07-11,29951.235680478727
2013-07-12,30985.800067227872
2013-07-15,28410.597149925277
2013-07-16,29317.15421790099
2013-07-17,30471.67028421115
2013-07-18,29870.170099026098
2013-07-19,33519.23879713809
2013-07-22,33637.718940885694
2013-07-23,32323.882929639123
2013-07-24,32197.86728381556
2013-07-25,30935.65020224494
2013-07-26,32994.03272115854
2013-07-29,30734.551031420182
2013-07-30,32419.65597592896
2013-07-31,33600.76606524164
2013-08-01,35316.15454311995
2013-08-02,35314.03785837114
2013-08-05,32826.052975921775
2013-08-06,32926.24957393066
2013-08-07,32481.331635893646
2013-08-08,32722.497251148565
2013-08-09,33762.292998719066
2013-08-12,33795.74448505401
2013-08-13,33004.91789342592
2013-08-14,32412.071994163445
2013-08-15,27536.108312137534
2013-08-16,27859.00762838371
2013-08-19,26478.45430504211
2013-08-20,25778.49573975166
2013-08-21,29449.222504585337
2013-08-22,27305.813363386827
2013-08-23,29837.470906194165
2013-08-26,27532.228243582056
2013-08-27,28447.803359621677
2013-08-28,28980.93255277326
2013-08-29,28055.01107154073
2013-08-30,28621.863921327535
2013-09-03,26809.034507719003
2013-09-04,28828.261664661157
2013-09-05,29804.13526586329
2013-09-06,29890.933320970613
2013-09-09,29854.18045931542
2013-09-10,32752.25487397991
2013-09-11,32765.696197862177
2013-09-12,28759.934040553948
2013-09-13,32759.386564685185
2013-09-16,32695.584152841326
2013-09-17,34018.39664511074
2013-09-18,33355.245589823375
2013-09-19,34719.84932056961
2013-09-20,38570.03290777905
2013-09-23,33559.67444561954
2013-09-24,34935.14026403254
2013-09-25,34037.29361920825
2013-09-26,34105.00798892444
2013-09-27,36702.96384299684
2013-09-30,32060.57953249144
2013-10-01,34503.532336860284
2013-10-02,35405.40882262265
2013-10-03,27532.93126514434
2013-10-04,29454.891902368716
2013-10-07,28654.490389119303
2013-10-08,26335.555625346497
2013-10-09,27219.869600582002
2013-10-10,28812.72072393859
2013-10-11,28107.749382030346
2013-10-14,31730.660236731594
2013-10-15,29097.813946096267
2013-10-16,32979.6567601464
2013-10-17,32714.23005744774
2013-10-18,31784.108927267866
2013-10-21,33009.09640017323
2013-10-22,35979.27917202829
2013-10-23,34094.628932286905
2013-10-24,35506.39905948616
2013-10-25,32974.1389385006
2013-10-28,35409.25585328268
2013-10-29,36114.99909923799
2013-10-30,34200.9336076349
2013-10-31,36299.4380172907
2013-11-01,35510.34440439391
2013-11-04,34537.5231947351
2013-11-05,33937.36314625733
2013-11-06,34532.05591168515
2013-11-07,34620.157855628786
2013-11-08,36413.25736270646
2013-11-11,39251.09919598821
2013-11-12,35610.577863293045
2013-11-13,37399.965436420025
2013-11-14,28716.942399183506
2013-11-15,29035.248869399606
2013-11-18,29714.476083824044
2013-11-19,26686.152410757375
2013-11-20,30575.85774447071
2013-11-21,27694.459843130855
2013-11-22,30598.19022727779
2013-11-25,29690.511984074445
2013-11-26,33244.40794570852
2013-11-27,33107.213728393974
2013-11-29,29929.029673168145
2013-12-02,31143.963089981888
2013-12-03,28929.603151493968
2013-12-04,29631.26413622162
2013-12-05,27124.249028902097
2013-12-06,28813.778986165424
2013-12-09,29677.722364662433
2013-12-10,27573.509518048602
2013-12-11,27520.747922506383
2013-12-12,26140.577884831855
2013-12-13,26648.44756789076
2013-12-16,26852.052589287403
2013-12-17,26873.180640208342
2013-12-18,28392.75428825997
2013-12-19,30542.13016642696
2013-12-20,31074.270830391823
2013-12-23,32389.270361921
2013-12-24,33250.57366726121
2013-12-26,35453.56531303073
2013-12-27,35266.336410197495
2013-12-30,22308.807689521032
2013-12-31,22150.884184028302
2014-01-02,21701.09794581011
2014-01-03,22775.52816715216
2014-01-06,21836.107004311718
2014-01-07,23791.98025193595
2014-01-08,21623.905830762484
2014-01-09,21880.48740717109
2014-01-10,23578.870485451822
2014-01-13,21707.39455090197
2014-01-14,21379.689589653164
2014-01-15,24113.046174567477
2014-01-16,22277.672068837746
2014-01-17,22672.520712155103
2014-01-21,23169.074726047293
2014-01-22,23500.388024044747
2014-01-23,21998.342719649852
2014-01-24,22527.348345162503
2014-01-27,21937.588527434535
2014-01-28,21136.471487824525
2014-01-29,21314.318728859907
2014-01-30,21110.143991607063
2014-01-31,20401.709123922406
2014-02-03,19879.80623420511
2014-02-04,20679.61686473864
2014-02-05,19365.328302293045
2014-02-06,21014.94534535623
2014-02-07,19467.73253268168
2014-02-10,20656.763764655956
2014-02-11,21154.68380553924
2014-02-12,23103.858061118524
2014-02-13,23410.937056372706
2014-02-14,24602.52523024908
2014-02-18,22041.721578782002
2014-02-19,24852.925495760115
2014-02-20,22883.93669094454
2014-02-21,24171.24382362228
2014-02-24,25161.593539633985
2014-02-25,22834.915440417204
2014-02-26,22572.366888182612
2014-02-27,23963.254833348008
2014-02-28,24566.989167628806
2014-03-03,21723.641667007392
2014-03-04,25407.584483620238
2014-03-05,26969.432761095068
2014-03-06,26490.48411496431
2014-03-07,28050.931850323028
2014-03-10,26488.851098778272
2014-03-11,26241.629894413563
2014-03-12,26694.72281023693
2014-03-13,25267.939930480068
2014-03-14,24605.103155662127
2014-03-17,26588.03736480589
2014-03-18,26386.133589447894
2014-03-19,24663.715616975132
2014-03-20,28669.13117741568
2014-03-21,26334.781921475675
2014-03-24,25184.762615566244
2014-03-25,26221.174033112628
2014-03-26,26074.992629438297
2014-03-27,22554.34262883297
2014-03-28,23645.13839564332
2014-03-31,23562.213334948654
2014-04-01,25633.538297030726
2014-04-02,24471.77850764322
2014-04-03,26680.756967723348
2014-04-04,23966.13017792101
2014-04-07,24180.70876620555
2014-04-08,22481.663780843282
2014-04-09,23420.817749841353
2014-04-10,21155.599384945628
2014-04-11,21049.511699190316
2014-04-14,22010.02540769533
2014-04-15,24701.456296351458
2014-04-16,24154.090440451648
2014-04-17,23212.145079558082
2014-04-21,23140.790154986866
2014-04-22,23111.144063467473
2014-04-23,23323.51404846779
2014-04-24,23706.186883737137
2014-04-25,22094.904131612908
2014-04-28,22522.781702071723
2014-04-29,25809.47198515162
2014-04-30,25453.762632168222
2014-05-01,24942.981922949675
2014-05-02,26277.18505868005
2014-05-05,24635.017430832613
2014-05-06,26200.958708295115
2014-05-07,24852.067114810146
2014-05-08,25134.28111298073
2014-05-09,24373.68148778171
2014-05-12,24039.70551861376
2014-05-13,24319.74999944076
2014-05-14,24582.350186442807
2014-05-15,24123.488872826594
2014-05-16,22724.064690596773
2014-05-19,22874.120978504245
2014-05-20,20932.578697324923
2014-05-21,23881.915242266394
2014-05-22,22404.828041116005
2014-05-23,21762.967843567287
2014-05-27,23693.835300849336
2014-05-28,24127.242286718956
2014-05-29,25645.647153067723
2014-05-30,26017.832696025827
2014-06-02,26801.549625459982
2014-06-03,24225.59807886489
2014-06-04,24867.4495044623
2014-06-05,28700.462510423513
2014-06-06,27669.747914614567
2014-06-09,30478.466871169356
2014-06-10,28509.435651323613
2014-06-11,28882.595364422617
2014-06-12,26995.70141986755
2014-06-13,28873.726432021405
2014-06-16,26850.150811846495
2014-06-17,28365.89988581759
2014-06-18,31829.25937468689
2014-06-19,28918.583151279185
2014-06-20,31526.547264188837
2014-06-23,23695.229721390817
2014-06-24,25090.097889447683
2014-06-25,23036.633764126123
2014-06-26,22286.069190295522
2014-06-27,21726.147605945735
2014-06-30,21992.79894921303
2014-07-01,22663.969773794295
2014-07-02,22898.417232984837
2014-07-03,22043.222773000096
2014-07-07,23017.533067155775
2014-07-08,21620.659251518755
2014-07-09,24197.36509093807
2014-07-10,23938.627222686868
2014-07-11,21766.06158859336
2014-07-14,23645.828154437135
2014-07-15,23708.2585603639
2014-07-16,24841.01774123901
2014-07-17,23121.99006477035
2014-07-18,23003.79498106439
2014-07-21,22869.84154155423
2014-07-22,23722.254888749532
2014-07-23,24387.202576327636
2014-07-24,24659.40531007103
2014-07-25,21550.77854478928
2014-07-28,23067.33656105892
2014-07-29,21905.52859167025
2014-07-30,22598.60355499514
2014-07-31,21528.49667827493
2014-08-01,21490.589069102225
2014-08-04,20985.59976758526
2014-08-05,23102.678806564414
2014-08-06,22322.12415493521
2014-08-07,22351.58544858961
2014-08-08,23803.331517771523
2014-08-11,26365.330158304823
2014-08-12,24684.133574340896
2014-08-13,25590.93600768759
2014-08-14,26733.496143089287
2014-08-15,24923.29147559725
2014-08-18,25452.450675837026
2014-08-19,27489.496111177214
2014-08-20,27483.59495566763
2014-08-21,28760.32704608637
2014-08-22,26518.89812074443
2014-08-25,28348.269950550577
2014-08-26,27769.292383556225
2014-08-27,28583.905965474005
2014-08-28,30024.88278876976
2014-08-29,30805.093597954557
2014-09-02,30152.30792630728
2014-09-03,27364.63840961236
2014-09-04,29564.4704087282
2014-09-05,30213.38357754275
2014-09-08,29986.969130938152
2014-09-09,28686.717634338802
2014-09-10,28802.965847335483
2014-09-11,29393.250125627757
2014-09-12,29215.886887195324
2014-09-15,28027.722161442704
2014-09-16,31358.10264232297
2014-09-17,21581.505992063787
2014-09-18,24985.088548838157
2014-09-19,22548.35737785164
2014-09-22,22554.985360793886
2014-09-23,23002.196562999237
2014-09-24,23829.18260460655
2014-09-25,21549.251457836715
2014-09-26,21986.41685331871
2014-09-29,21196.982647718138
2014-09-30,21852.085071329973
2014-10-01,20688.787364257296
2014-10-02,21547.519243004026
2014-10-03,23245.727132706696
2014-10-06,20338.045200617074
2014-10-07,20993.27332805269
2014-10-08,21185.47104359418
2014-10-09,21419.065115536527
2014-10-10,20516.34314012005
2014-10-13,21288.872768167188
2014-10-14,20399.374222869115
2014-10-15,20861.635012604485
2014-10-16,19000.22617812269
2014-10-17,19184.743171776037
2014-10-20,20018.63962479278
2014-10-21,20440.241213084213
2014-10-22,19373.769456703852
2014-10-23,20653.383270099832
2014-10-24,20249.243928880493
2014-10-27,20035.512694122517
2014-10-28,19066.8802020935
2014-10-29,24462.908413395988
2014-10-30,24384.839537981916
2014-10-31,23653.725782635764
2014-11-03,26843.538873981914
2014-11-04,24615.418495589638
2014-11-05,25486.821653605075
2014-11-06,24979.800868995957
2014-11-07,25733.953268672434
2014-11-10,24764.36988846448
2014-11-11,25313.79345502216
2014-11-12,25188.38619013556
2014-11-13,27415.289747370694
2014-11-14,26248.325853162703
2014-11-17,26255.59470161306
2014-11-18,27101.824263566
2014-11-19,28296.088642183848
2014-11-20,26564.029509271935
2014-11-21,28549.959805398055
2014-11-24,30022.948780122122
2014-11-25,30070.557541407576
2014-11-26,28323.04358548598
2014-11-28,28947.539622189935
2014-12-01,27530.75044020884
2014-12-02,30863.97498651881
2014-12-03,30563.98681711194
2014-12-04,31313.456488541662
2014-12-05,33026.75824278396
2014-12-08,30345.8062574933
2014-12-09,29298.954166654097
2014-12-10,26047.12756912482
2014-12-11,21630.22147081866
2014-12-12,23492.163365532826
2014-12-15,21758.252929173275
2014-12-16,22475.790833372197
2014-12-17,22923.922944320628
2014-12-18,22804.929939782043
2014-12-19,25937.66511058902
2014-12-22,23229.07955905032
2014-12-23,25424.96163866632
2014-12-24,26280.846951317028
2014-12-26,17608.59132106356
2014-12-29,17403.86476373851
2014-12-30,18108.190279675036
2014-12-31,17927.14883804993
2015-01-02,17303.18665887605
2015-01-05,17606.50914987277
2015-01-06,16185.19288928248
2015-01-07,15976.229348204395
2015-01-08,18144.6740462941
2015-01-09,16677.307102148134
2015-01-12,16774.064156606535
2015-01-13,17701.465842590802
2015-01-14,15989.959279818138
2015-01-15,16519.611205389218
2015-01-16,16736.36875488739
2015-01-20,17331.557652778
2015-01-21,16956.6565140031
2015-01-22,18056.231054441138
2015-01-23,18945.278280166585
2015-01-26,18811.284740692696
2015-01-27,17517.694655802014
2015-01-28,16662.73711426661
2015-01-29,16636.686819177572
2015-01-30,16828.022731174944
2015-02-02,16978.468034576545
2015-02-03,19221.37035787694
2015-02-04,16962.069852027747
2015-02-05,17532.450743013324
2015-02-06,17543.963013306096
2015-02-09,17451.885497331445
2015-02-10,16848.656960744927
2015-02-11,17106.90817985127
2015-02-12,19723.241206464874
2015-02-13,19047.314285710083
2015-02-17,18281.682045946556
2015-02-18,19088.516054070806
2015-02-19,19831.49846953706
2015-02-20,19367.079528136328
2015-02-23,18757.953256338744
2015-02-24,20372.502496619367
2015-02-25,20630.156047085253
2015-02-26,19584.213379536784
2015-02-27,19800.1352773995
2015-03-02,21639.50548496275
2015-03-03,19938.88420692657
2015-03-04,19581.08754931901
2015-03-05,21031.88570793009
2015-03-06,19307.731315740246
2015-03-09,20087.490902410493
2015-03-10,17912.11514917985
2015-03-11,16056.039542651763
2015-03-12,18052.388038885416
2015-03-13,16398.030699039886
2015-03-16,16595.585117371877
2015-03-17,18319.25378938092
2015-03-18,18835.06975953716
2015-03-19,17119.355554062586
2015-03-20,20406.171870837945
2015-03-23,19255.510280035858
2015-03-24,18732.402423697484
2015-03-25,17118.10704201281
2015-03-26,19039.465673363604
2015-03-27,17119.212051668936
2015-03-30,18031.44381184887
2015-03-31,17696.620325093674
2015-04-01,17302.88031854715
2015-04-02,18065.496816296276
2015-04-06,17174.199900608408
2015-04-07,18070.733066044388
2015-04-08,19467.211496054315
2015-04-09,17868.40093634587
2015-04-10,20026.659607760714
2015-04-13,20116.866556394052
2015-04-14,18919.604525492552
2015-04-15,19135.525789332823
2015-04-16,19615.03803201519
2015-04-17,20352.223349522897
2015-04-20,20061.040870639186
2015-04-21,21330.895579305754
2015-04-22,19846.640373401937
2015-04-23,16227.108823054352
2015-04-24,16110.929336190113
2015-04-27,17578.027670672254
2015-04-28,18846.956822330932
2015-04-29,17048.956489125077
2015-04-30,17933.686582943534
2015-05-01,18604.20642889452
2015-05-04,16969.324788461763
2015-05-05,16501.29017372517
2015-05-06,16742.103926110107
2015-05-07,17396.81807269676
2015-05-08,17439.58006644448
2015-05-11,15593.505813569727
2015-05-12,17018.030318547753
2015-05-13,16895.0349170668
2015-05-14,17617.373135170605
2015-05-15,17607.671899851943
2015-05-18,16813.091606014015
2015-05-19,17247.592241022026
2015-05-20,16983.56484604511
2015-05-21,19404.291522559117
2015-05-22,18324.37519379472
2015-05-26,15867.563585018803
2015-05-27,17669.92257525021
2015-05-28,18117.506249905662
2015-05-29,16807.848824925786
2015-06-01,17995.030703174307
2015-06-02,17139.03520307759
2015-06-03,15613.221811947682
2015-06-04,16345.581696723246
2015-06-05,17695.81385202083
2015-06-08,15966.719900428205
2015-06-09,17943.451076489073
2015-06-10,16363.543703291822
2015-06-11,18009.287829150442
2015-06-12,16167.764871241048
2015-06-15,16569.37883022479
2015-06-16,16420.258720182326
2015-06-17,17711.950064033463
2015-06-18,17518.402619324246
2015-06-19,17258.947446678998
2015-06-22,16090.7040779713
2015-06-23,18000.082675341422
2015-06-24,17696.729646867
2015-06-25,16173.606102951031
2015-06-26,17792.879035047936
2015-06-29,15655.266089212917
2015-06-30,15376.076043358928
2015-07-01,16904.919224205078
2015-07-02,15870.64460449428
2015-07-06,17991.772300598608
2015-07-07,17926.697315950787
2015-07-08,17117.276156000982
2015-07-09,17042.283057148907
2015-07-10,17705.459026556106
2015-07-13,17279.756470287743
2015-07-14,17811.888904521158
2015-07-15,18055.49747319962
2015-07-16,20318.446734386554
2015-07-17,19972.221737435135
2015-07-20,17536.617585624754
2015-07-21,18281.786297829873
2015-07-22,15562.068351152737
2015-07-23,16252.594048444147
2015-07-24,15940.626364324859
2015-07-27,15178.537860710678
2015-07-28,16301.218829513124
2015-07-29,16855.931545609215
2015-07-30,16721.844689842816
2015-07-31,15901.013854144625
2015-08-03,16728.7254469412
2015-08-04,17271.838588365415
2015-08-05,16200.49860785449
2015-08-06,17446.633828790735
2015-08-07,17336.380745749684
2015-08-10,16909.408526892792
2015-08-11,16877.96179013139
2015-08-12,15884.17857209938
2015-08-13,16777.409743180673
2015-08-14,18258.267717770614
2015-08-17,16542.516746653782
2015-08-18,15517.628490802561
2015-08-19,17172.257751784622
2015-08-20,16230.226913641438
2015-08-21,16073.764338276866
2015-08-24,17193.050830661112
2015-08-25,15305.42290999022
2015-08-26,16010.51837837611
2015-08-27,16622.733844954626
2015-08-28,16045.79372598276
2015-08-31,17526.322247315074
2015-09-01,17680.216603712182
2015-09-02,16258.542381603314
2015-09-03,16271.469992213364
2015-09-04,16626.39726348137
2015-09-08,16091.38641918605
2015-09-09,17537.608837020853
2015-09-10,15306.388162115725
2015-09-11,16286.27409274962
2015-09-14,16578.986303864625
2015-09-15,18455.411522423427
2015-09-16,18909.671919505225
2015-09-17,17327.554267853575
2015-09-18,17027.92120555201
2015-09-21,18243.36772630909
2015-09-22,18340.74796724343
2015-09-23,17006.177043629417
2015-09-24,17893.195431414253
2015-09-25,16905.52060897441
2015-09-28,15770.452825921278
2015-09-29,16770.899250540322
2015-09-30,16887.8938836349
2015-10-01,18266.77084795001
2015-10-02,17138.49074664096
2015-10-05,18906.289529603906
2015-10-06,18574.669925115006
2015-10-07,18483.7219886908
2015-10-08,18937.83142616325
2015-10-09,19535.957237797033
2015-10-12,20577.04708024317
2015-10-13,16856.907045745073
2015-10-14,16507.49699957538
2015-10-15,16492.2724774198
2015-10-16,17349.268483089047
2015-10-19,17383.055336612702
2015-10-20,17073.95008069013
2015-10-21,17482.703254074913
2015-10-22,18593.035215530257
2015-10-23,18655.713158164213
2015-10-26,18658.452483992904
2015-10-27,17481.819410241515
2015-10-28,20269.827486825197
2015-10-29,19191.388782572878
2015-10-30,18480.072060009617
2015-11-02,21106.478657283635
2015-11-03,19214.589817199463
2015-11-04,19412.152721333616
2015-11-05,19235.792444717965
2015-11-06,18815.08885106671
2015-11-09,19529.976246935734
2015-11-10,20386.70767803765
2015-11-11,19312.57755281515
2015-11-12,18770.937002504492
2015-11-13,18175.297725355907
2015-11-16,18869.319488450114
2015-11-17,19536.541317056257
2015-11-18,21488.169780662396
2015-11-19,20646.08901263484
2015-11-20,20206.435994739368
2015-11-23,20564.061519103292
2015-11-24,18533.439950940356
2015-11-25,15783.799218271033
2015-11-27,17672.7201778894
2015-11-30,16409.200990364967
2015-12-01,16146.294912314896
2015-12-02,16867.046365946477
2015-12-03,17646.147827882203
2015-12-04,17699.741426880046
2015-12-07,16147.37969504897
2015-12-08,16406.572136976964
2015-12-09,15373.824706441037
2015-12-10,15768.877836025984
2015-12-11,15173.340855035125
2015-12-14,15699.254846264696
2015-12-15,17677.545782017653
2015-12-16,16959.753169990367
2015-12-17,15998.202821074003
2015-12-18,15548.924352696946
2015-12-21,16150.537729440319
2015-12-22,16192.817909592932
2015-12-23,21318.01045085685
2015-12-24,19630.455133941166
2015-12-28,20956.27715262718
2015-12-29,19911.375856947438
2015-12-30,18025.428801604867
2015-12-31,18117.68854904509
2016-01-04,18167.826569505633
2016-01-05,20396.137946516625
2016-01-06,19434.267471339266
2016-01-07,17992.982445325244
2016-01-08,20084.799984365724
2016-01-11,18898.111232262192
2016-01-12,20116.92389171613
2016-01-13,18929.833904994295
2016-01-14,20070.95784713026
2016-01-15,17664.3758941252
2016-01-19,20417.543145634543
2016-01-20,19644.052764427906
2016-01-21,22111.448637268713
2016-01-22,21593.52377987295
2016-01-25,20686.498053316504
2016-01-26,18976.978006728954
2016-01-27,19618.084323426403
2016-01-28,19516.136035170428
2016-01-29,21551.601091762335
2016-02-01,20369.701518378144
2016-02-02,18616.256824790027
2016-02-03,20491.39068566109
2016-02-04,20234.132515972826
2016-02-05,21033.597767995823
2016-02-08,21076.402333071535
2016-02-09,20603.94299285499
2016-02-10,19906.693928664234
2016-02-11,19848.49278510532
2016-02-12,18940.607307121074
2016-02-16,20042.759558674297
2016-02-17,20275.292197944156
2016-02-18,22439.509819382332
2016-02-19,21903.93808621862
2016-02-22,21287.768326637917
2016-02-23,21273.75159763912
2016-02-24,21179.656271580432
2016-02-25,21231.731532143956
2016-02-26,21072.816101250704
2016-02-29,19846.489429010515
2016-03-01,23635.724573949057
2016-03-02,21135.884427083372
2016-03-03,22424.928759140326
2016-03-04,24505.593495837456
2016-03-07,21607.05292056365
2016-03-08,20489.834594365402
2016-03-09,21958.67502201997
2016-03-10,22965.892325580757
2016-03-11,24935.93831899012
2016-03-14,22411.76371726794
2016-03-15,25510.269114320625
2016-03-16,23823.627998583772
2016-03-17,25464.859316367103
2016-03-18,26445.49264874999
2016-03-21,27285.930058127084
2016-03-22,25349.879710918587
2016-03-23,27401.655166224507
2016-03-24,25094.896843037102
2016-03-28,26095.396987020107
2016-03-29,25522.40450988474
2016-03-30,26614.983581452663
2016-03-31,25374.139178389672
2016-04-01,28002.87651381343
2016-04-04,27933.97553119985
2016-04-05,25927.408509272685
2016-04-06,20702.922755859378
2016-04-07,20546.25176696392
2016-04-08,20238.677249525885
2016-04-11,18619.988588232325
2016-04-12,18696.687663080807
2016-04-13,21725.883451871065
2016-04-14,20747.232672125916
2016-04-15,21220.36656486081
2016-04-18,21484.44311848231
2016-04-19,21265.29839750397
2016-04-20,21374.579173760856
2016-04-21,20679.85522127387
2016-04-22,21602.82433863724
