,VaR_MC_GARCH_COPULA
2012-07-20,21366.60971078417
2012-07-23,21037.47327528695
2012-07-24,16061.414880957407
2012-07-25,15325.40720552023
2012-07-26,16001.137339554532
2012-07-27,18159.720276768552
2012-07-30,22489.95729049101
2012-07-31,22021.027124223718
2012-08-01,20641.434595637238
2012-08-02,20171.250922196898
2012-08-03,22233.000323949535
2012-08-06,24653.75605451606
2012-08-07,22991.239441637088
2012-08-08,23736.937673657925
2012-08-09,23242.916668141737
2012-08-10,21960.386090608208
2012-08-13,22522.049978175626
2012-08-14,21523.71132287699
2012-08-15,20790.493563293072
2012-08-16,21071.909077467517
2012-08-17,21366.791158143227
2012-08-20,21274.278940861393
2012-08-21,20667.836726049456
2012-08-22,19799.635370905733
2012-08-23,19200.40229278304
2012-08-24,18941.884078013485
2012-08-27,18595.387957112678
2012-08-28,18586.759302844257
2012-08-29,18133.610886723192
