,VaR_MC_GARCH_COPULA
2008-11-06,37108.52844209023
2008-11-07,35642.04338627842
2008-11-10,34822.60628247985
2008-11-11,33987.315015869084
2008-11-12,38881.52385700712
2008-11-13,42425.890175746164
2008-11-14,43184.10278038651
2008-11-17,41642.616731105205
2008-11-18,43542.92053201062
2008-11-19,39656.048805869665
2008-11-20,40511.579475199476
2008-11-21,43690.55596114637
2008-11-24,47373.64237460939
2008-11-25,52377.930135590184
2008-11-26,52629.87849607852
2008-11-28,52413.29499043687
2008-12-01,46513.47844361669
2008-12-02,54420.436806867234
2008-12-03,53357.96946096568
2008-12-04,50544.03981205114
2008-12-05,53438.732677709
2008-12-08,52989.92151124531
2008-12-09,59710.213024639546
2008-12-10,59897.538049748764
2008-12-11,56730.18612754234
2008-12-12,56731.185855163436
2008-12-15,54406.16613126872
2008-12-16,58300.75092030662
2008-12-17,54469.10974747016
2008-12-18,53855.48495674353
2008-12-19,50700.44300721915
2008-12-22,49101.81488327685
2008-12-23,48479.77715381657
2008-12-24,46494.85455671727
2008-12-26,46066.09783317122
2008-12-29,43820.664059187635
2008-12-30,43857.82315683298
2008-12-31,42009.743404196226
2009-01-02,42787.0480557684
2009-01-05,44010.018015999194
2009-01-06,44089.24198151778
2009-01-07,41206.82572156398
2009-01-08,40345.444581923744
2009-01-09,40108.04286606016
2009-01-12,34617.419685964254
2009-01-13,35627.509861460436
2009-01-14,33760.9685487082
2009-01-15,34312.43245388993
2009-01-16,34152.30319226883
2009-01-20,34348.47044746159
2009-01-21,33939.916753506
2009-01-22,36672.70098172191
2009-01-23,36528.01597383555
2009-01-26,34431.345742882884
2009-01-27,34599.97899484032
2009-01-28,36107.2080577235
2009-01-29,34781.37782895991
2009-01-30,34270.841789385544
2009-02-02,32591.030319326914
2009-02-03,32286.28144014896
2009-02-04,33452.39414254895
2009-02-05,33724.13132451983
2009-02-06,32339.96209493197
2009-02-09,31750.793598328084
2009-02-10,32627.823401326623
2009-02-11,34420.70248427418
2009-02-12,33494.24157481487
2009-02-13,32948.63358583328
2009-02-17,31606.637985362428
2009-02-18,35389.09049427333
2009-02-19,37144.975734650594
2009-02-20,33989.83868719692
2009-02-23,30920.179066103792
2009-02-24,31890.983833595154
2009-02-25,30533.09042292455
2009-02-26,30086.888932205973
2009-02-27,28139.560115768963
2009-03-02,26454.58917233219
2009-03-03,31009.595689842034
2009-03-04,30574.792103958593
2009-03-05,28000.112999693192
2009-03-06,30161.0540702127
2009-03-09,29905.87497100486
2009-03-10,27088.18035012288
2009-03-11,29969.860290343375
2009-03-12,27782.085155602388
2009-03-13,27131.149213684217
2009-03-16,25657.725783793267
2009-03-17,25345.836631921145
2009-03-18,25018.18798587286
2009-03-19,30572.68719922894
2009-03-20,30020.949070442257
2009-03-23,30247.05117357272
2009-03-24,27274.263531031705
2009-03-25,30321.946655216867
2009-03-26,29704.07738151555
2009-03-27,28883.49354320523
2009-03-30,27261.265895015218
2009-03-31,27799.21591908883
2009-04-01,26807.61337994086
2009-04-02,27885.35205701209
2009-04-03,27044.032882318625
2009-04-06,27097.829704383665
2009-04-07,25365.190269676386
2009-04-08,24680.587684251237
2009-04-09,25739.83686293993
2009-04-13,26099.829691492654
2009-04-14,25012.64367701189
2009-04-15,26712.33798343129
2009-04-16,25449.169077752318
2009-04-17,25650.163994044295
2009-04-20,21419.456816661717
2009-04-21,25922.833161342984
2009-04-22,24529.24068804898
2009-04-23,24996.853019944712
2009-04-24,25199.520805041382
2009-04-27,24842.361858348966
2009-04-28,26586.9409515691
2009-04-29,26979.036565080485
2009-04-30,29063.978197324723
2009-05-01,28502.95684306962
2009-05-04,28235.213911105187
2009-05-05,31126.793013699807
2009-05-06,29835.910765367753
2009-05-07,22798.47800903024
2009-05-08,24106.385482000776
2009-05-11,24136.441118377516
2009-05-12,25837.928629045382
2009-05-13,23967.235201325566
2009-05-14,23948.922405124435
2009-05-15,23010.41065846407
2009-05-18,23440.629007275034
2009-05-19,23058.94201128238
2009-05-20,22361.981406291696
2009-05-21,21010.6344363954
2009-05-22,23945.65811361394
2009-05-26,25421.119014972162
2009-05-27,23468.214909689937
2009-05-28,26070.009838224574
2009-05-29,24442.14185844868
2009-06-01,26141.929795117303
2009-06-02,31443.096061669054
2009-06-03,28509.19462995016
2009-06-04,29504.715617369686
2009-06-05,32441.95247421464
2009-06-08,31151.732913158994
2009-06-09,28677.393178380524
2009-06-10,27534.585588910217
2009-06-11,29137.68982391287
2009-06-12,27469.87160997864
2009-06-15,25166.24063324716
2009-06-16,26253.25520205871
2009-06-17,26330.528284822325
2009-06-18,24731.731609057344
2009-06-19,24920.07925886554
2009-06-22,24039.4805312957
2009-06-23,25032.47584161634
2009-06-24,24993.345990408965
2009-06-25,24458.721793613106
2009-06-26,24572.3169977719
2009-06-29,23414.53078796938
2009-06-30,22375.783515300733
2009-07-01,22086.424539286927
2009-07-02,20604.98065556464
2009-07-06,22948.65521991431
2009-07-07,21305.182295620878
2009-07-08,21505.95090535886
2009-07-09,24280.312117009125
2009-07-10,23246.939286816345
2009-07-13,26037.31201496359
2009-07-14,25656.381126737866
2009-07-15,27558.21562960074
2009-07-16,31501.569135737373
2009-07-17,30216.418953695982
2009-07-20,29826.48187826274
2009-07-21,29215.786150097316
2009-07-22,29051.698138712185
2009-07-23,31067.009462572714
2009-07-24,30529.022715467843
2009-07-27,30946.6013501064
2009-07-28,29549.4042778308
2009-07-29,29312.58196889415
2009-07-30,28982.552253686717
2009-07-31,28139.278556336463
2009-08-03,23269.665163058893
2009-08-04,27269.141080665973
2009-08-05,25149.575861460184
2009-08-06,24613.899090001527
2009-08-07,24242.972424567422
2009-08-10,22783.435893740727
2009-08-11,22952.052979680142
2009-08-12,23544.224473411963
2009-08-13,23117.438316784348
2009-08-14,22650.73081348551
2009-08-17,21523.929834485058
2009-08-18,23332.79699691556
2009-08-19,23884.75257244634
2009-08-20,22762.000730174484
2009-08-21,23034.35730876319
2009-08-24,27045.3776652677
2009-08-25,26377.856694582053
2009-08-26,26055.355119645737
2009-08-27,25936.13269258337
2009-08-28,24313.513902080973
2009-08-31,22674.093984985535
2009-09-01,22550.950288680287
2009-09-02,21905.820960895595
2009-09-03,20564.134217696977
2009-09-04,21220.96456481828
2009-09-08,24124.372155200595
2009-09-09,23765.950809270635
2009-09-10,24121.81873523698
2009-09-11,24988.643636763936
2009-09-14,23732.69117400753
2009-09-15,19726.231518850924
2009-09-16,20096.24979768639
2009-09-17,20122.18250286785
2009-09-18,19205.60306998209
2009-09-21,19519.405998381724
2009-09-22,19595.417866059015
2009-09-23,17441.31682723207
2009-09-24,17751.999057275487
2009-09-25,18110.93284411931
2009-09-28,19494.62024985311
2009-09-29,18673.546639452317
2009-09-30,18329.8939219858
2009-10-01,16378.297198667404
2009-10-02,20202.30304354909
2009-10-05,21000.400862687315
2009-10-06,19880.55541102105
2009-10-07,21349.654370993383
2009-10-08,21875.276750245157
2009-10-09,22889.997478226756
2009-10-12,23811.691197003332
2009-10-13,23002.034243936178
2009-10-14,23055.571243187183
2009-10-15,26464.157316791912
2009-10-16,24718.21044343315
2009-10-19,25882.04753090028
2009-10-20,24648.132648651113
2009-10-21,23470.280296985733
2009-10-22,24902.773096131983
2009-10-23,23564.491566566656
2009-10-26,21789.542577692893
2009-10-27,20201.332066266925
2009-10-28,20584.874363569066
2009-10-29,21953.715176459133
2009-10-30,23622.777587705776
2009-11-02,25976.408558761235
2009-11-03,25987.96387538823
2009-11-04,25278.47055684864
2009-11-05,25291.31083292303
2009-11-06,24565.79719404641
2009-11-09,25218.204183436756
2009-11-10,25410.7707225508
2009-11-11,24374.241817169503
2009-11-12,23917.570401894074
2009-11-13,24095.18462751574
2009-11-16,24793.55771666837
2009-11-17,23658.20295473787
2009-11-18,23425.401888684264
2009-11-19,21641.074791731182
2009-11-20,22196.723941920252
2009-11-23,21114.509567031277
2009-11-24,22553.25351336179
2009-11-25,22019.632629301672
2009-11-27,19979.925089753393
2009-11-30,21801.22093075797
2009-12-01,21912.627984121344
2009-12-02,23667.3572763163
2009-12-03,22702.136655255817
2009-12-04,23790.44800578028
2009-12-07,22094.723244529065
2009-12-08,20859.527005294116
2009-12-09,19342.218886230956
2009-12-10,18737.204103874912
2009-12-11,18686.42763394251
2009-12-14,19026.1479362666
2009-12-15,18751.314634657258
2009-12-16,18342.317299558752
2009-12-17,16623.070571553828
2009-12-18,22119.4010071589
2009-12-21,23034.343569563098
2009-12-22,24361.518851373414
2009-12-23,23264.85377430151
2009-12-24,23135.58977850032
2009-12-28,23648.76754759505
2009-12-29,22592.458548234787
2009-12-30,21574.746999339437
2009-12-31,21672.680850008364
2010-01-04,21354.293268113834
2010-01-05,21824.170511532364
2010-01-06,23326.95134991956
2010-01-07,23249.17691344208
2010-01-08,21153.772853495753
2010-01-11,20821.603357122996
2010-01-12,20457.307759827178
2010-01-13,23681.022073944387
2010-01-14,25022.595103695534
2010-01-15,24100.45748656598
2010-01-19,25965.2555572259
2010-01-20,25414.921970384457
2010-01-21,24971.766015477584
2010-01-22,23069.84613876031
2010-01-25,23181.723123331547
2010-01-26,23120.55767490578
2010-01-27,23283.629022532776
2010-01-28,22308.579052142843
2010-01-29,22395.970652368407
2010-02-01,22875.176996126997
2010-02-02,24538.697551122306
2010-02-03,23566.53494790949
2010-02-04,22400.61685724426
2010-02-05,27072.74732725098
2010-02-08,26528.49628155886
2010-02-09,26057.518568345346
2010-02-10,26636.009696611683
2010-02-11,25403.358600403975
2010-02-12,24873.889110166438
2010-02-16,25944.949649972194
2010-02-17,25717.471561110524
2010-02-18,25979.760658714116
2010-02-19,25347.665431678288
2010-02-22,24222.741302478164
2010-02-23,23418.41557292145
2010-02-24,26104.07762094368
2010-02-25,24513.024533554835
2010-02-26,23985.378066073514
2010-03-01,25154.314273190423
2010-03-02,25011.320741395273
2010-03-03,24142.133324698912
2010-03-04,24911.152354434307
2010-03-05,25304.20282734501
2010-03-08,26784.301996966286
2010-03-09,21669.16362996357
2010-03-10,21661.626909415503
2010-03-11,22118.44386069745
2010-03-12,20981.482343012103
2010-03-15,20909.900993067593
2010-03-16,20694.803000020027
2010-03-17,19833.403669084677
2010-03-18,19700.037018582294
2010-03-19,18943.57858471903
2010-03-22,19673.24504579586
2010-03-23,18956.697650494945
2010-03-24,18315.625909633844
2010-03-25,17068.6061583753
2010-03-26,16588.88563800286
2010-03-29,17186.315939419663
2010-03-30,17047.24076051105
2010-03-31,16645.61093708098
2010-04-01,16170.791834935846
2010-04-05,17593.668488742554
2010-04-06,19513.149863866485
2010-04-07,18514.860403789567
2010-04-08,18897.045858351532
2010-04-09,19113.89624075566
2010-04-12,19760.39845887069
2010-04-13,19224.136924207585
2010-04-14,18611.953296844797
2010-04-15,20226.66030153609
2010-04-16,20171.31396466552
2010-04-19,24057.01530355781
2010-04-20,24580.655217636453
2010-04-21,18375.02090145907
2010-04-22,18400.314558082096
2010-04-23,17829.955738006032
2010-04-26,18968.58227016113
2010-04-27,18989.745625237978
2010-04-28,19372.282933290735
2010-04-29,19944.00533176584
2010-04-30,18649.52077982128
2010-05-03,19186.463466006375
2010-05-04,18195.662920603012
2010-05-05,20410.25216760683
2010-05-06,19506.871442025946
2010-05-07,20122.267196569217
2010-05-10,19767.105594161065
2010-05-11,21731.580270935043
2010-05-12,22621.00995655095
2010-05-13,20088.776528441664
2010-05-14,19682.485207152436
2010-05-17,21794.87673522757
2010-05-18,20836.723383453515
2010-05-19,21562.946224760683
2010-05-20,20107.070624608958
2010-05-21,21297.84857678209
2010-05-24,20384.231546460785
2010-05-25,19309.846656819096
2010-05-26,19224.53002814531
2010-05-27,18723.25074005676
2010-05-28,20770.872410091222
2010-06-01,20289.283132270466
2010-06-02,20310.471317456897
2010-06-03,23239.155782885526
2010-06-04,22610.23891131305
2010-06-07,23028.59106981453
2010-06-08,24208.33109564609
2010-06-09,23669.08348753379
2010-06-10,23305.564788428197
2010-06-11,24670.016239018285
2010-06-14,24249.57844587137
2010-06-15,25144.999865745238
2010-06-16,25083.066715072662
2010-06-17,25358.914153930677
2010-06-18,25395.284395877214
2010-06-21,24048.68783463223
2010-06-22,22626.582693488017
2010-06-23,22929.68799812702
2010-06-24,22134.419666638187
2010-06-25,20995.649553513093
2010-06-28,20685.090525999472
2010-06-29,21112.13664270633
2010-06-30,22114.04236719201
2010-07-01,22011.708121860625
2010-07-02,20202.257019153985
2010-07-06,20080.248885823137
2010-07-07,19235.59561638997
2010-07-08,20520.495875498455
2010-07-09,20400.5643449718
2010-07-12,20739.847173862563
2010-07-13,21345.463648996123
2010-07-14,21772.04962729396
2010-07-15,20408.563640333134
2010-07-16,21971.642814050403
2010-07-19,23384.568521074834
2010-07-20,23097.554580229196
2010-07-21,21839.49971002038
2010-07-22,24372.589169049123
2010-07-23,25788.591260252837
2010-07-26,25196.43711801555
2010-07-27,25849.6989437612
2010-07-28,25380.16497843868
2010-07-29,23262.884645337712
2010-07-30,23395.072238191384
2010-08-02,25639.096106801167
2010-08-03,24814.501141593188
2010-08-04,25160.05724687801
2010-08-05,24670.98775191988
2010-08-06,24036.15011899866
2010-08-09,24312.85768932818
2010-08-10,23214.355858253643
2010-08-11,21474.52748831121
2010-08-12,22963.94074278952
2010-08-13,21670.911408710053
2010-08-16,20822.550955658746
2010-08-17,22306.535545764065
2010-08-18,23330.581792382738
2010-08-19,21279.492649811957
2010-08-20,20074.49690996076
2010-08-23,20270.521987841472
2010-08-24,20026.622639434885
2010-08-25,19130.24335237111
2010-08-26,18040.27937274154
2010-08-27,19962.717395378142
2010-08-30,21963.220866498275
2010-08-31,22293.351882214367
2010-09-01,23373.087637192388
2010-09-02,24600.421987057736
2010-09-03,25711.741736798147
2010-09-07,25148.29077892153
2010-09-08,25357.686089319366
2010-09-09,23393.837060881895
2010-09-10,24034.624586604874
2010-09-13,25233.985467916005
2010-09-14,24381.86700060514
2010-09-15,24928.79398503105
2010-09-16,25014.89122320459
2010-09-17,23221.025057954783
2010-09-20,23991.62067055134
2010-09-21,24358.181743460405
2010-09-22,22603.697187565558
2010-09-23,21052.26518706719
2010-09-24,21764.11468462426
2010-09-27,22720.43355503395
2010-09-28,22580.340712877514
2010-09-29,21581.539848862856
2010-09-30,21263.15704221647
2010-10-01,20925.533314428154
2010-10-04,21280.636510101573
2010-10-05,21131.105049605932
2010-10-06,22609.602949586428
2010-10-07,21328.85297579336
2010-10-08,20551.86478450911
2010-10-11,16227.373269120515
2010-10-12,15701.72931589575
2010-10-13,15953.656683307747
2010-10-14,17083.5552038876
2010-10-15,17172.29491083483
2010-10-18,17733.685269278823
2010-10-19,17254.69863935893
2010-10-20,18468.14500363588
2010-10-21,17999.702507750197
2010-10-22,17955.165693776984
2010-10-25,17675.630879100434
2010-10-26,18103.59601815147
2010-10-27,18313.53298361605
2010-10-28,16994.864898483127
2010-10-29,17460.36739989875
2010-11-01,16399.413649722213
2010-11-02,17216.807844043426
2010-11-03,16461.75744188933
2010-11-04,17950.520226778506
2010-11-05,16335.582243828676
2010-11-08,17142.075948634607
2010-11-09,15896.188114933988
2010-11-10,16519.867956488895
2010-11-11,15646.339049507164
2010-11-12,14731.61087026254
2010-11-15,14772.970474640646
2010-11-16,15296.483582110033
2010-11-17,16801.617628823387
2010-11-18,18880.4504068941
2010-11-19,19069.554220309885
2010-11-22,15296.797324521573
2010-11-23,14761.646745421887
2010-11-24,14976.873306930871
2010-11-26,16269.727993085173
2010-11-29,16693.113518457132
2010-11-30,16227.24317966361
2010-12-01,15924.055117800453
2010-12-02,18861.716657793524
2010-12-03,19366.899042092242
2010-12-06,19880.754231279894
2010-12-07,18802.10322054236
2010-12-08,20359.95847707188
2010-12-09,20308.758621535693
2010-12-10,19787.49728743494
2010-12-13,19810.907831379966
2010-12-14,18271.92035243735
2010-12-15,22092.965087940196
2010-12-16,22512.27500235713
2010-12-17,22137.88746020644
2010-12-20,21932.785499542657
2010-12-21,21396.60892162601
2010-12-22,21467.285269758468
2010-12-23,21441.585233900787
2010-12-27,21314.16249979232
2010-12-28,20626.16269842385
2010-12-29,22357.314401340107
2010-12-30,23947.62786199941
2010-12-31,22949.925742111944
2011-01-03,21696.69493577047
2011-01-04,23029.725134581324
2011-01-05,18528.51778809178
2011-01-06,18601.667809916093
2011-01-07,19130.26689239048
2011-01-10,20008.683927203798
2011-01-11,19800.512639932113
2011-01-12,19364.987719260516
2011-01-13,19995.40210229166
2011-01-14,19028.179588120405
2011-01-18,19145.418310006968
2011-01-19,18880.804035872297
2011-01-20,17733.15894085951
2011-01-21,18383.38634537479
2011-01-24,17295.548338240606
2011-01-25,17164.594919592986
2011-01-26,17158.755378965932
2011-01-27,18189.161646220007
2011-01-28,17577.588298486477
2011-01-31,17148.725315353906
2011-02-01,17316.30967304706
2011-02-02,19377.03927673477
2011-02-03,19023.54594585473
2011-02-04,19224.11782736923
2011-02-07,18891.91573005497
2011-02-08,19016.440602823528
2011-02-09,19839.618996575977
2011-02-10,19137.649532776784
2011-02-11,20067.445404651
2011-02-14,20008.559695165823
2011-02-15,18981.0595039028
2011-02-16,19291.176360199923
2011-02-17,16784.55620808984
2011-02-18,15988.464838424918
2011-02-22,15421.59148718635
2011-02-23,15307.309264530488
2011-02-24,15736.049037761082
2011-02-25,15464.062524953095
2011-02-28,14991.836653898417
2011-03-01,14864.50926898256
2011-03-02,14812.482416157249
2011-03-03,14827.425189019177
2011-03-04,15032.888699215055
2011-03-07,14423.82509544971
2011-03-08,14504.37371873273
2011-03-09,14178.424522753123
2011-03-10,14401.060347479104
2011-03-11,15877.175455612864
2011-03-14,15228.580856491226
2011-03-15,15162.476573422486
2011-03-16,15205.942654301947
2011-03-17,15460.982806330334
2011-03-18,15147.720554268066
2011-03-21,15859.693741759278
2011-03-22,16427.97834427305
2011-03-23,16622.355847723353
2011-03-24,16595.48788025024
2011-03-25,15956.455049389893
2011-03-28,15838.570867247809
2011-03-29,15891.366436245085
2011-03-30,16041.115125604458
2011-03-31,14783.629415343374
2011-04-01,16630.185804546334
2011-04-04,16081.730336039444
2011-04-05,16105.156256046846
2011-04-06,16514.822864156158
2011-04-07,16385.935337781662
2011-04-08,16491.101006147015
2011-04-11,15932.69565106288
2011-04-12,15669.910575182508
2011-04-13,15399.994284929293
2011-04-14,15335.438761568741
2011-04-15,15948.259975075918
2011-04-18,14625.584931615527
2011-04-19,14180.830169872483
2011-04-20,14464.204861769518
2011-04-21,16261.81300497541
2011-04-25,15334.145600702179
2011-04-26,16352.39232223463
2011-04-27,15916.098374568763
2011-04-28,17471.391412192217
2011-04-29,17999.769532678816
2011-05-02,17277.666439608092
2011-05-03,16676.6243642982
2011-05-04,16507.95363927148
2011-05-05,16451.67421654398
2011-05-06,18482.219021672343
2011-05-09,18285.587070557256
2011-05-10,18530.817567758833
2011-05-11,17933.99936614267
2011-05-12,18832.679054995326
2011-05-13,16593.77532007857
2011-05-16,16507.7754538261
2011-05-17,17210.641245867122
2011-05-18,17080.1386532867
2011-05-19,17203.68325746242
2011-05-20,16720.967421145233
2011-05-23,16029.192276346279
2011-05-24,16522.349484314018
2011-05-25,16633.363202622175
2011-05-26,16456.63356948318
2011-05-27,16113.14399940716
2011-05-31,16802.09719274589
2011-06-01,16232.453530994506
2011-06-02,15275.027295951966
2011-06-03,14400.695492577388
2011-06-06,13939.507637654833
2011-06-07,13985.341872576248
2011-06-08,13521.41086679441
2011-06-09,13489.504791477742
2011-06-10,13733.937583739627
2011-06-13,13655.914311327411
2011-06-14,13856.601804881027
2011-06-15,14973.020041087417
2011-06-16,15410.145163377949
2011-06-17,15454.17056053753
2011-06-20,15070.043061015584
2011-06-21,15584.425910874168
2011-06-22,15067.385293158497
2011-06-23,14796.999613327454
2011-06-24,16223.743608302611
2011-06-27,16526.665650122883
2011-06-28,18008.285318884133
2011-06-29,19834.401435224514
2011-06-30,19733.5585398678
2011-07-01,20704.34945806319
2011-07-05,20833.344835324893
2011-07-06,20747.87964439226
2011-07-07,19617.48084764862
2011-07-08,19028.013201231384
2011-07-11,18451.364759030846
2011-07-12,18406.505112060106
2011-07-13,18349.8929141189
2011-07-14,18064.576097740468
2011-07-15,18648.85478678323
2011-07-18,17558.65497358647
2011-07-19,17988.5631479227
2011-07-20,17712.319200732512
2011-07-21,19207.07759936874
2011-07-22,18956.686192906396
2011-07-25,18838.81099326713
2011-07-26,17872.35100775902
2011-07-27,16398.825434229173
2011-07-28,15914.101779254726
2011-07-29,16039.84308968513
2011-08-01,15824.163920398643
2011-08-02,15357.000922449075
2011-08-03,14800.986686469658
2011-08-04,14120.761118071461
2011-08-05,14756.956440632139
2011-08-08,15237.1030382467
2011-08-09,14999.424126029238
2011-08-10,16826.85339816797
2011-08-11,18885.11458677396
2011-08-12,20869.102425333575
2011-08-15,22954.69551011738
2011-08-16,22802.89654052753
2011-08-17,23524.311877502005
2011-08-18,20147.88549556632
2011-08-19,18235.211308081853
2011-08-22,18877.169741632213
2011-08-23,20886.069176193676
2011-08-24,21444.08763654629
2011-08-25,20397.632049338645
2011-08-26,21560.954853295723
2011-08-29,23605.49275713391
2011-08-30,24459.604489449717
2011-08-31,25149.020627813075
2011-09-01,23003.18343425929
2011-09-02,22281.76712161681
2011-09-06,21214.853896421762
2011-09-07,23320.518912515927
2011-09-08,23029.288623390723
2011-09-09,20494.33999169703
2011-09-12,22202.193381458655
2011-09-13,23291.32284862342
2011-09-14,24192.226236748764
2011-09-15,26966.088011633427
2011-09-16,27103.754816469092
2011-09-19,26040.375950990572
2011-09-20,27966.46812917678
2011-09-21,24755.85434803273
2011-09-22,20108.443203652645
2011-09-23,23925.293407460034
2011-09-26,23374.394367032786
2011-09-27,24120.533123168727
2011-09-28,23519.78846743371
2011-09-29,24314.164866103383
2011-09-30,22395.715253094615
2011-10-03,20366.236173624537
2011-10-04,23303.311644820144
2011-10-05,24252.65322256069
2011-10-06,26204.98080437235
2011-10-07,25517.31433257407
2011-10-10,27425.39020343613
2011-10-11,27690.910610628183
2011-10-12,28955.683627453214
2011-10-13,28240.316246575698
2011-10-14,28396.011398110768
2011-10-17,27754.733529068093
2011-10-18,28744.43483211509
2011-10-19,27525.16356716161
2011-10-20,26082.511204747567
2011-10-21,28599.884083381705
2011-10-24,28827.460627252447
2011-10-25,28857.343881612745
2011-10-26,29042.798385293856
2011-10-27,29611.75437132803
2011-10-28,34065.41142275997
2011-10-31,33061.04906803155
2011-11-01,33833.57030554953
2011-11-02,36644.6078882888
2011-11-03,24293.467204834367
2011-11-04,24691.799981521228
2011-11-07,24612.608734267313
2011-11-08,25816.86806157493
2011-11-09,24046.394087631485
2011-11-10,23678.99611142455
2011-11-11,23648.43299458307
2011-11-14,23282.716176989827
2011-11-15,23624.121761129252
2011-11-16,22620.755593063503
2011-11-17,22106.06427524357
2011-11-18,22826.576140611312
2011-11-21,21859.912618329585
2011-11-22,22268.98962271832
2011-11-23,21513.913563945367
2011-11-25,21686.470328565287
2011-11-28,21147.5518338427
2011-11-29,20545.414744842295
2011-11-30,22713.809966408015
2011-12-01,24647.27104328515
2011-12-02,23363.37098999539
2011-12-05,24655.631949056766
2011-12-06,23527.31954994001
2011-12-07,23365.493858178063
2011-12-08,21053.563188521683
2011-12-09,22484.725782432874
2011-12-12,20673.1059053116
2011-12-13,19164.045100808118
2011-12-14,20163.23459626255
2011-12-15,21098.613079627903
2011-12-16,24415.818329372854
2011-12-19,22874.692897583565
2011-12-20,24115.457264703837
2011-12-21,26622.104200490292
2011-12-22,27240.46297542153
2011-12-23,26029.27286633911
2011-12-27,26735.657485146767
2011-12-28,24775.53178927955
2011-12-29,25920.2542816246
2011-12-30,24799.64402172674
2012-01-03,20712.295918065483
2012-01-04,24416.588850883596
2012-01-05,23737.809796737714
2012-01-06,22519.37655544897
2012-01-09,22991.278134352702
2012-01-10,22176.414979715544
2012-01-11,22356.40857106765
2012-01-12,22109.173413344153
2012-01-13,20467.247635915075
2012-01-17,21154.241295817203
2012-01-18,21188.41084324632
2012-01-19,22080.501034007342
2012-01-20,22042.880705687105
2012-01-23,22996.949585980194
2012-01-24,21526.32719335252
2012-01-25,21304.50214129825
2012-01-26,21787.402822980224
2012-01-27,20667.36694152976
2012-01-30,19779.217073033746
2012-01-31,20410.081848753827
2012-02-01,15338.756699700101
2012-02-02,15399.320757143312
2012-02-03,15400.389529481234
2012-02-06,15371.4930499821
2012-02-07,15566.010219068017
2012-02-08,16036.849630695446
2012-02-09,15692.60311931329
2012-02-10,15208.860108353088
2012-02-13,16312.65580671543
2012-02-14,15752.923296076982
2012-02-15,15845.364823963626
2012-02-16,15879.2823832984
2012-02-17,16597.464534258677
2012-02-21,16263.162654793043
2012-02-22,17160.42542674071
2012-02-23,16662.841524790678
2012-02-24,16895.30774574484
2012-02-27,15811.596053077898
2012-02-28,15706.830750405801
2012-02-29,16005.842810674534
2012-03-01,16919.88084073679
2012-03-02,17261.43408524377
2012-03-05,16292.452001864089
2012-03-06,15832.879537242685
2012-03-07,17802.126734649133
2012-03-08,17911.411227502806
2012-03-09,19681.627372500265
2012-03-12,19744.72450099852
2012-03-13,19981.82132885405
2012-03-14,21736.284153913253
2012-03-15,16349.87339490126
2012-03-16,16292.707727260084
2012-03-19,15436.93951110568
2012-03-20,16136.764883609994
2012-03-21,15967.574011324628
2012-03-22,15216.578870223775
2012-03-23,16201.372388425478
2012-03-26,15641.185565422684
2012-03-27,16307.935650310204
2012-03-28,16627.12018174387
2012-03-29,15727.638689843872
2012-03-30,15541.94524229323
2012-04-02,15944.392147159904
2012-04-03,15235.971930239972
2012-04-04,14601.212760519482
2012-04-05,15855.96433303436
2012-04-09,15489.30106308822
2012-04-10,14354.087690801245
2012-04-11,14331.397318912801
2012-04-12,14676.360477037713
2012-04-13,14365.767452254842
2012-04-16,15041.308350699574
2012-04-17,15206.794217292249
2012-04-18,15071.462405096572
2012-04-19,14789.721131467293
2012-04-20,14106.490665192016
2012-04-23,13419.246001887157
2012-04-24,13084.493836045815
2012-04-25,13451.09703918974
2012-04-26,13687.982646818078
2012-04-27,14708.206149821333
2012-04-30,14432.51791695779
2012-05-01,14806.24417715157
2012-05-02,13615.022047739929
2012-05-03,13846.675319432261
2012-05-04,13247.960245536811
2012-05-07,14124.251167651699
2012-05-08,13465.160588896011
2012-05-09,14226.17970689315
2012-05-10,14097.725513973844
2012-05-11,13743.211543491298
2012-05-14,13476.668285294912
2012-05-15,15488.869079354768
2012-05-16,14973.001356407616
2012-05-17,15793.30333745085
2012-05-18,13882.06596743431
2012-05-21,13660.681769104716
2012-05-22,14113.746486318767
2012-05-23,14074.113235048339
2012-05-24,14714.565085269029
2012-05-25,14216.417214801828
2012-05-29,14269.948491549723
2012-05-30,13886.19088687862
2012-05-31,14489.1441354672
2012-06-01,14959.056343177617
2012-06-04,14128.605031458483
2012-06-05,14505.044225027494
2012-06-06,14388.905683527828
2012-06-07,14400.637149712622
2012-06-08,14349.147435959087
2012-06-11,15778.9020891599
2012-06-12,16054.092312971714
2012-06-13,16056.485880687627
2012-06-14,15587.498541283443
2012-06-15,16495.67863636479
2012-06-18,16447.96613596188
2012-06-19,16436.886989633458
2012-06-20,16453.56770051251
2012-06-21,14189.634964357907
2012-06-22,16652.381207780407
2012-06-25,15326.721288336117
2012-06-26,15709.966978777378
2012-06-27,16206.136139666212
2012-06-28,15961.564532191409
2012-06-29,18521.015211273974
2012-07-02,22285.600824785037
2012-07-03,23107.308527922673
2012-07-05,22383.095409902213
2012-07-06,21798.852963455174
2012-07-09,21214.156789200428
2012-07-10,21255.60011054708
2012-07-11,20962.097716926935
2012-07-12,19361.877561452613
2012-07-13,21090.282054527426
2012-07-16,21383.264743234628
2012-07-17,21814.613332993962
2012-07-18,21873.925332290353
2012-07-19,22717.252010402968
