,snapshot_date,current_portfolio_value,VaR_HS_VolAdj,ES_HS_VolAdj,tail_scenarios,quantile_method,historical_window_mean_loss,historical_window_vol_loss,avg_vol_ratio,realised_loss,realised_pnl,exception
2011-11-18,2011-11-17,1650599.3097058535,47469.165191798005,56212.684012550206,5,empirical_order_statistic,-1359.6739263551267,16506.8362906995,1.344317981842804,-4243.533292840701,4243.533292840701,0
2011-11-21,2011-11-18,1654842.8429986942,47557.89955642051,56342.92087489832,5,empirical_order_statistic,-1338.5603499202691,16508.74617431809,1.339212124654025,25091.826450837543,-25091.826450837543,0
2011-11-22,2011-11-21,1629751.0165478566,46173.587430858985,54434.69433994461,5,empirical_order_statistic,-1236.6786582091772,15871.981926291637,1.335073988904013,-4331.421394912992,4331.421394912992,0
2011-11-23,2011-11-22,1634082.4379427696,46425.65949471854,54400.96033482673,5,empirical_order_statistic,-1218.3146083110078,15825.600959935455,1.3185060910779547,8837.59319474874,-8837.59319474874,0
2011-11-25,2011-11-23,1625244.8447480209,45247.99476695224,52690.36946827555,5,empirical_order_statistic,-1038.830101946806,15223.676734413424,1.3111365919593625,6004.954456954496,-6004.954456954496,0
2011-11-28,2011-11-25,1619239.8902910664,44891.10512398253,52305.830832804226,5,empirical_order_statistic,-960.7852867095089,15082.199922981425,1.3154005367615527,-19416.100072841393,19416.100072841393,0
2011-11-29,2011-11-28,1638655.9903639078,46061.34197732713,54337.06651010085,5,empirical_order_statistic,-1130.5152647909663,15783.76016224275,1.3186874968420168,-3054.3560248382855,3054.3560248382855,0
2011-11-30,2011-11-29,1641710.346388746,38752.008368015755,51810.48807584336,5,empirical_order_statistic,-1205.2112697713337,15272.539442247406,1.2959087151856155,-29635.231174362358,29635.231174362358,0
2011-12-01,2011-11-30,1671345.5775631084,41421.23639546358,55176.02658798769,5,empirical_order_statistic,-1566.253621032917,16511.19663699656,1.3077858335762709,-2321.428797462024,2321.428797462024,0
2011-12-02,2011-12-01,1673667.0063605704,40549.61910828436,53810.41911295229,5,empirical_order_statistic,-1573.7946619227478,16021.27334740075,1.2912234527587552,3056.401638672687,-3056.401638672687,0
2011-12-05,2011-12-02,1670610.6047218977,40103.57686004671,52972.239927861796,5,empirical_order_statistic,-1506.612466890539,15764.678723372126,1.2825401407058834,10729.983410900459,-10729.983410900459,0
2011-12-06,2011-12-05,1659880.6213109973,40415.655938088195,53159.74999252842,5,empirical_order_statistic,-1485.8754995287607,15873.610707976664,1.2693462659005605,-6027.4480036993045,6027.4480036993045,0
2011-12-07,2011-12-06,1665908.0693146966,40140.51657937211,52732.58196844622,5,empirical_order_statistic,-1503.3617701390629,15745.550799857108,1.2551331061015816,-3475.9843976865523,3475.9843976865523,0
2011-12-08,2011-12-07,1669384.0537123831,40569.325792587595,53227.204750744255,5,empirical_order_statistic,-1488.5093077857368,15896.807603751211,1.2533431290487849,23585.27459479519,-23585.27459479519,0
2011-12-09,2011-12-08,1645798.779117588,39044.0991555755,51545.06795851914,5,empirical_order_statistic,-1306.8936462584008,15308.936404974358,1.258928737757949,-8807.079634300433,8807.079634300433,0
2011-12-12,2011-12-09,1654605.8587518884,40074.56284299656,52563.93336036252,5,empirical_order_statistic,-1479.1311223997748,15784.865130606106,1.2597949406730677,27721.85906987684,-27721.85906987684,0
2011-12-13,2011-12-12,1626883.9996820115,37819.04603636684,48023.57735077194,5,empirical_order_statistic,-1480.193701096733,15185.206528392358,1.2636140416616868,28640.392303685658,-28640.392303685658,0
2011-12-14,2011-12-13,1598243.607378326,37266.10866694874,46883.07004434848,5,empirical_order_statistic,-1323.3041191653856,14810.155256864091,1.2609049955864462,34215.115484805545,-34215.115484805545,0
2011-12-15,2011-12-14,1564028.4918935203,36957.051858011866,46020.8526696614,5,empirical_order_statistic,-1183.9991781925098,14544.117128728822,1.2706520373664367,3425.617736170301,-3425.617736170301,0
2011-12-16,2011-12-15,1560602.87415735,36748.65943714138,45763.53326941431,5,empirical_order_statistic,-1192.7625268324837,14490.054415868528,1.255655162122044,-10425.049821510445,10425.049821510445,0
2011-12-19,2011-12-16,1571027.9239788605,36461.00588708464,45780.4874096822,5,empirical_order_statistic,-1226.3750833161203,14517.702955356646,1.2320395113082505,6534.222655773396,-6534.222655773396,0
2011-12-20,2011-12-19,1564493.701323087,33453.85947617446,41607.38826707215,5,empirical_order_statistic,-956.0109329673247,13084.169081016962,1.1993732337264162,-23678.780383912846,23678.780383912846,0
2011-12-21,2011-12-20,1588172.481707,35126.014734548284,44239.98716213806,5,empirical_order_statistic,-1286.6957309071138,14324.76919844081,1.2071318035071628,-4786.1522754232865,4786.1522754232865,0
2011-12-22,2011-12-21,1592958.6339824232,34990.57190955384,43904.936473027665,5,empirical_order_statistic,-1417.3197243899078,14322.052781051123,1.2005006873510087,4218.575907900697,-4218.575907900697,0
2011-12-23,2011-12-22,1588740.0580745225,35538.996528341435,44077.30642594453,5,empirical_order_statistic,-1438.2020698773372,14493.448411569629,1.1877215780546004,-8691.198912627762,8691.198912627762,0
2011-12-27,2011-12-23,1597431.2569871503,37214.6741973944,45604.359353397645,5,empirical_order_statistic,-1498.8579981872356,15057.9661585158,1.187337670996134,7307.641097089509,-7307.641097089509,0
2011-12-28,2011-12-27,1590123.6158900608,37396.46325066243,45656.856990697794,5,empirical_order_statistic,-1348.0480067779542,14977.14556744321,1.1762390937206042,29479.716429452645,-29479.716429452645,0
2011-12-29,2011-12-28,1560643.8994606081,34661.274215169484,42885.17639213465,5,empirical_order_statistic,-1203.5033427262404,14222.762888911202,1.162901589569872,4044.3950433623977,-4044.3950433623977,0
2011-12-30,2011-12-29,1556599.5044172457,24515.399644153193,33483.82088921014,5,empirical_order_statistic,-8516.340632855745,12846.419159332456,1.152537124195627,-14490.53365217382,14490.53365217382,0
2012-01-03,2011-12-30,1571090.0380694196,31801.629827881465,40521.48243454881,5,empirical_order_statistic,-942.8537654892858,12817.972654405887,1.1428786438688991,-27744.024880263023,27744.024880263023,0
2012-01-04,2012-01-03,1598834.0629496826,33426.39576289663,42774.59805365838,5,empirical_order_statistic,-1106.8204896006514,13644.40976095475,1.146138634198258,-7645.142766110133,7645.142766110133,0
2012-01-05,2012-01-04,1606479.2057157927,33608.30938563286,42935.64606956369,5,empirical_order_statistic,-1119.6896281578047,13699.856939383355,1.1422536589792855,-4736.2164849671535,4736.2164849671535,0
2012-01-06,2012-01-05,1611215.4222007599,33420.17862964631,42531.27462904579,5,empirical_order_statistic,-1157.4298402533657,13495.542997388799,1.1225101538398226,9277.747248136206,-9277.747248136206,0
2012-01-09,2012-01-06,1601937.6749526237,33117.58227959741,42150.36299680187,5,empirical_order_statistic,-1120.0731405342403,13374.47685817154,1.1140201945400878,4789.311999056023,-4789.311999056023,0
2012-01-10,2012-01-09,1597148.3629535676,33096.62363755074,42073.217415531864,5,empirical_order_statistic,-1100.0416505032345,13360.350203245498,1.1115768793243828,-15856.164765849477,15856.164765849477,0
2012-01-11,2012-01-10,1613004.5277194171,34227.45601515705,43327.809177548814,5,empirical_order_statistic,-1237.2274608575926,13768.76080792172,1.1105170758729286,-135.8738586192485,135.8738586192485,0
2012-01-12,2012-01-11,1613140.4015780364,34369.66225055512,43517.39456017637,5,empirical_order_statistic,-1206.8235296592022,13806.72209809981,1.106051441306154,-3349.121112870518,3349.121112870518,0
2012-01-13,2012-01-12,1616489.522690907,34659.20750597189,43770.80866350131,5,empirical_order_statistic,-1287.7264368083686,13812.058383093898,1.0882849066007279,8223.979185413336,-8223.979185413336,0
2012-01-17,2012-01-13,1608265.5435054936,34129.94891747832,43207.132237607984,5,empirical_order_statistic,-1277.644774117427,13570.840324350242,1.087004409439228,-2829.1866500377655,2829.1866500377655,0
2012-01-18,2012-01-17,1611094.7301555313,34413.21060121269,43538.32869112938,5,empirical_order_statistic,-1280.3007419885732,13653.239097382977,1.0862176257180234,-13953.708000579616,13953.708000579616,0
2012-01-19,2012-01-18,1625048.438156111,35605.179031150416,44647.099449125955,5,empirical_order_statistic,-1358.3898306520805,14063.57347616039,1.088158768540265,-8594.34465717827,8594.34465717827,0
2012-01-20,2012-01-19,1633642.7828132892,36173.85426012124,45083.13348601861,5,empirical_order_statistic,-1393.429231600864,14222.55831539331,1.0896516393190414,-9543.092959182337,9543.092959182337,0
2012-01-23,2012-01-20,1643185.8757724715,36915.97576169553,45759.25837479229,5,empirical_order_statistic,-1455.0995985692273,14456.100077757204,1.090389462766667,-5170.378694825573,5170.378694825573,0
2012-01-24,2012-01-23,1648356.254467297,35912.29184632213,44524.43646051925,5,empirical_order_statistic,-1429.7559408506434,14060.60547430956,1.0697876997558853,3545.0533237981144,-3545.0533237981144,0
2012-01-25,2012-01-24,1644811.201143499,35639.09537762194,44138.64406457334,5,empirical_order_statistic,-1440.3686234219801,13923.266937617367,1.0639834502323389,-19828.56484145834,19828.56484145834,0
2012-01-26,2012-01-25,1664639.7659849573,36644.19916790421,45658.101135495584,5,empirical_order_statistic,-1458.0482663204716,14258.87645031831,1.0336389127747176,-287.1379073811695,287.1379073811695,0
2012-01-27,2012-01-26,1664926.9038923385,36351.058669911,45399.40437771869,5,empirical_order_statistic,-1441.609606024914,14168.989913679521,1.0212063359179042,-5686.795201314613,5686.795201314613,0
2012-01-30,2012-01-27,1670613.6990936531,35743.39062948432,45108.42190989582,5,empirical_order_statistic,-1454.703080979997,14052.895959566062,0.9823387591246616,7973.253893668065,-7973.253893668065,0
2012-01-31,2012-01-30,1662640.445199985,34627.38196623302,39976.9314300376,5,empirical_order_statistic,-1509.2412938368288,13480.694246985524,0.9446427227594297,-1926.5121634036768,1926.5121634036768,0
2012-02-01,2012-01-31,1664566.9573633887,34713.914694129024,40122.31681605205,5,empirical_order_statistic,-1510.717480922224,13516.465108841854,0.9375026345290878,-6155.621340392856,6155.621340392856,0
2012-02-02,2012-02-01,1670722.5787037816,35051.42512801895,40413.38085108986,5,empirical_order_statistic,-1526.0653264903967,13608.50304921177,0.9306845544087375,-9174.920022470411,9174.920022470411,0
2012-02-03,2012-02-02,1679897.498726252,35449.00776470546,40959.40148780714,5,empirical_order_statistic,-1508.9683343996458,13742.508462839165,0.928628278998125,2521.220314829843,-2521.220314829843,0
2012-02-06,2012-02-03,1677376.2784114222,36786.19089261466,41515.940815797076,5,empirical_order_statistic,-1429.3301279962725,13770.93777911586,0.938399837276715,5453.059922060231,-5453.059922060231,0
2012-02-07,2012-02-06,1671923.218489362,36694.01335739298,41359.08686243948,5,empirical_order_statistic,-1364.7797389725336,13682.587715239182,0.9332464988394656,-17104.712898344733,17104.712898344733,0
2012-02-08,2012-02-07,1689027.9313877067,35746.12306214101,41023.39423238956,5,empirical_order_statistic,-1389.881847221,13563.668603984153,0.8873482287592523,382.218917849008,-382.218917849008,0
2012-02-09,2012-02-08,1688645.7124698577,35577.88025871967,40972.20554168029,5,empirical_order_statistic,-1317.6794890609542,13440.931305762242,0.8728442257018677,-300.1163556331303,300.1163556331303,0
2012-02-10,2012-02-09,1688945.8288254908,35228.05662238179,40507.74244863163,5,empirical_order_statistic,-1282.3450966270473,13252.574472251947,0.8631333865978221,12683.243782697711,-12683.243782697711,0
2012-02-13,2012-02-10,1676262.585042793,35113.793465798255,40455.38159271227,5,empirical_order_statistic,-1223.6324763042348,13229.84430380247,0.8649164187804045,-7232.186188840307,7232.186188840307,0
2012-02-14,2012-02-13,1683494.7712316334,34768.71475292719,40367.497447394955,5,empirical_order_statistic,3168.029106167554,11798.986448579732,0.8643319298573223,13734.17650869023,-13734.17650869023,0
2012-02-15,2012-02-14,1669760.5947229431,30241.29879143811,35802.78996189493,5,empirical_order_statistic,-1107.374634962643,11740.866049568349,0.8576775285553841,-4695.200889851432,4695.200889851432,0
2012-02-16,2012-02-15,1674455.7956127946,29505.72196553764,34827.67954218741,5,empirical_order_statistic,-1079.47703180598,11346.44269831893,0.8494146429008871,-4005.68079595617,4005.68079595617,0
2012-02-17,2012-02-16,1678461.4764087508,29639.051259096945,35115.67161067701,5,empirical_order_statistic,-1147.5836637788536,11516.899248871943,0.8531136521622217,239.4715460757725,-239.4715460757725,0
2012-02-21,2012-02-17,1678222.004862675,28977.05433054152,34087.99860260692,5,empirical_order_statistic,-1119.2299642062885,11209.076309517803,0.8424010193210262,-21428.357083503855,21428.357083503855,0
2012-02-22,2012-02-21,1699650.3619461788,29747.218553867424,35191.69633498639,5,empirical_order_statistic,-1187.1980199037096,11585.811808099468,0.8472802450581268,-6317.5983826715965,6317.5983826715965,0
2012-02-23,2012-02-22,1705967.9603288504,29920.299756772583,35422.75330806691,5,empirical_order_statistic,-1181.1365912023898,11618.182622275577,0.8397543254014135,97.54957302031107,-97.54957302031107,0
2012-02-24,2012-02-23,1705870.4107558301,29802.18085139175,35407.779921997244,5,empirical_order_statistic,-1190.2203402975845,11626.594598816053,0.8290353342247987,1071.3557252630126,-1071.3557252630126,0
2012-02-27,2012-02-24,1704799.055030567,29309.97839976335,34672.954550932394,5,empirical_order_statistic,-1112.9235987758404,11376.376490716162,0.8194970545365222,4112.576224744553,-4112.576224744553,0
2012-02-28,2012-02-27,1700686.4788058226,29418.402003208408,34719.89581045844,5,empirical_order_statistic,-1101.1219354547086,11390.253753560657,0.8233230436741148,-10020.378802897641,10020.378802897641,0
2012-02-29,2012-02-28,1710706.8576087202,28889.885159280384,34188.22346654851,5,empirical_order_statistic,-1040.9702948170939,11156.907895918928,0.7934701161953183,41018.24585683807,-41018.24585683807,1
2012-03-01,2012-02-29,1669688.6117518821,30935.37061026017,38429.75715912753,5,empirical_order_statistic,-1080.970625703143,12100.724258397493,0.8228862023115199,-12296.333206985611,12296.333206985611,0
2012-03-02,2012-03-01,1681984.9449588677,31580.952607431682,39368.98905915399,5,empirical_order_statistic,-1173.8458227042445,12430.164787537176,0.8292102562494991,4780.117300723214,-4780.117300723214,0
2012-03-05,2012-03-02,1677204.8276581445,31281.011468035867,38926.23411507993,5,empirical_order_statistic,-1147.5463491445487,12284.713368246683,0.8276171376505111,7304.2642806372605,-7304.2642806372605,0
2012-03-06,2012-03-05,1669900.5633775073,31099.942884400487,38657.19877794366,5,empirical_order_statistic,-1096.0905991306076,12187.394477820128,0.8306749618306277,19056.119628862012,-19056.119628862012,0
2012-03-07,2012-03-06,1650844.4437486453,30749.53168878588,38101.90337962331,5,empirical_order_statistic,-981.6562530486751,11970.902665674414,0.8436959099943143,-4542.652083430905,4542.652083430905,0
2012-03-08,2012-03-07,1655387.0958320762,30574.483159502735,37809.5236149062,5,empirical_order_statistic,-996.0228267880166,11905.55682840683,0.8335218700160304,-14397.84914969001,14397.84914969001,0
2012-03-09,2012-03-08,1669784.9449817662,30924.34517913754,38501.04983437904,5,empirical_order_statistic,-1048.6584577121473,12157.422860273866,0.8206392935821561,-9541.397443770431,9541.397443770431,0
2012-03-12,2012-03-09,1679326.3424255366,30427.62141886307,37684.27968413746,5,empirical_order_statistic,-1063.3497624300405,11956.988355486823,0.812175815121598,10072.663785503246,-10072.663785503246,0
2012-03-13,2012-03-12,1669253.6786400334,29667.20677184523,36716.63005349571,5,empirical_order_statistic,-1028.9735055174413,11681.634754698629,0.8019215424647176,-1907.6963259517215,1907.6963259517215,0
2012-03-14,2012-03-13,1671161.374965985,29347.464806058444,35220.28327331552,5,empirical_order_statistic,-1064.1067501448156,11373.10838969423,0.7960151665500818,5816.990978746675,-5816.990978746675,0
2012-03-15,2012-03-14,1665344.3839872384,29567.32514361292,35297.613722373455,5,empirical_order_statistic,-1040.6357446323163,11418.353881520257,0.818916499782465,-8493.85155810439,8493.85155810439,0
2012-03-16,2012-03-15,1673838.2355453428,29723.846525399946,35425.04669157392,5,empirical_order_statistic,-1054.9642328311274,11471.625876632505,0.8128859826246547,-4425.499128779862,4425.499128779862,0
2012-03-19,2012-03-16,1678263.7346741227,29718.130332001485,35469.38137716311,5,empirical_order_statistic,-1091.9284636854031,11472.753567565213,0.809181867716053,-10327.008940384956,10327.008940384956,0
2012-03-20,2012-03-19,1688590.7436145076,28802.924848022172,34716.98600704628,5,empirical_order_statistic,-1057.0133457725085,11190.00828614543,0.7888866740807,8080.027595560299,-8080.027595560299,0
2012-03-21,2012-03-20,1680510.7160189473,28739.814888200955,34607.00883239927,5,empirical_order_statistic,-1006.5873697077776,11153.182348419723,0.7874240910960354,4844.131010198966,-4844.131010198966,0
2012-03-22,2012-03-21,1675666.5850087483,28902.604770363774,34632.99493206232,5,empirical_order_statistic,-982.2471485333397,11167.564607226364,0.7903704145679661,8565.176014650147,-8565.176014650147,0
2012-03-23,2012-03-22,1667101.4089940982,28763.093269411474,34496.07037906838,5,empirical_order_statistic,-959.7924490263388,11121.862489009385,0.7895728252610895,-8256.830363771645,8256.830363771645,0
2012-03-26,2012-03-23,1675358.2393578698,29204.95869765035,35053.45870316531,5,empirical_order_statistic,-1003.5077458032583,11305.19827247063,0.7912211637092691,-23020.8817525364,23020.8817525364,0
2012-03-27,2012-03-26,1698379.1211104062,28907.289143631468,34820.127440995675,5,empirical_order_statistic,-1013.5728175534499,11249.364690654675,0.7773048761487007,8956.600426093675,-8956.600426093675,0
2012-03-28,2012-03-27,1689422.5206843126,28199.249827032443,33918.37748669837,5,empirical_order_statistic,-121.36133193152259,10463.008758700476,0.7808573102615628,11051.186454934767,-11051.186454934767,0
2012-03-29,2012-03-28,1678371.3342293778,27376.148306259187,32980.854130785214,5,empirical_order_statistic,-830.0527862488888,10418.974657336905,0.7797961711634794,3009.654057213571,-3009.654057213571,0
2012-03-30,2012-03-29,1675361.6801721642,26557.680058845086,31792.081148890175,5,empirical_order_statistic,-770.7724430498765,10054.434266725813,0.7664075458793937,-7622.773322954308,7622.773322954308,0
2012-04-02,2012-03-30,1682984.4534951185,26677.359862305224,32032.699854588463,5,empirical_order_statistic,-789.1401665126765,10131.306101120546,0.765986816684868,-7255.8361869521905,7255.8361869521905,0
2012-04-03,2012-04-02,1690240.2896820707,26806.488758364227,32295.41390816155,5,empirical_order_statistic,-797.12626828181,10220.162048656759,0.7639052029759866,11977.033539101481,-11977.033539101481,0
2012-04-04,2012-04-03,1678263.2561429692,26800.92074903613,32325.439281297942,5,empirical_order_statistic,-776.3667451568008,10213.284903931677,0.7680931352611777,20528.99775154004,-20528.99775154004,0
2012-04-05,2012-04-04,1657734.2583914292,26774.268805003492,32190.34866962051,5,empirical_order_statistic,-719.2805780094429,10181.177821476324,0.7770731139763473,523.5227031430695,-523.5227031430695,0
2012-04-09,2012-04-05,1657210.7356882861,26882.58189551113,32205.283378155298,5,empirical_order_statistic,-688.1683478249763,10174.36239171084,0.7776425062120372,6869.185233663069,-6869.185233663069,0
2012-04-10,2012-04-09,1650341.550454623,27292.66426572902,32397.515014476936,5,empirical_order_statistic,-634.1172141153827,10213.898239751667,0.7965956705815406,-2308.9229725464247,2308.9229725464247,0
2012-04-11,2012-04-10,1652650.4734271695,27623.480957691325,32782.776827567024,5,empirical_order_statistic,-690.1760411815583,10238.293324507258,0.8076260111730083,-2820.047303781379,2820.047303781379,0
2012-04-12,2012-04-11,1655470.5207309509,27555.816605191445,32784.874211116694,5,empirical_order_statistic,-689.4282667189138,10243.805734867454,0.805137347002305,-12506.13279371988,12506.13279371988,0
2012-04-13,2012-04-12,1667976.6535246707,27851.05760005326,33367.86524940459,5,empirical_order_statistic,-773.4132810342275,10458.540072084088,0.8095370207297137,12782.282628105953,-12782.282628105953,0
2012-04-16,2012-04-13,1655194.3708965648,27692.620541335084,33023.00454174345,5,empirical_order_statistic,-695.5412632115339,10334.053347730754,0.8180988817653884,6967.3412258508615,-6967.3412258508615,0
2012-04-17,2012-04-16,1648227.029670714,27501.727757196175,32896.75564999669,5,empirical_order_statistic,-684.759856819408,10290.141490505024,0.81231734874116,-6013.137304213131,6013.137304213131,0
2012-04-18,2012-04-17,1654240.166974927,27580.027907579904,33084.89825411476,5,empirical_order_statistic,-688.4251776032066,10385.819923541529,0.8118695516154428,7391.232309784275,-7391.232309784275,0
2012-04-19,2012-04-18,1646848.9346651428,27422.52159060305,32833.13116977024,5,empirical_order_statistic,-663.6443554146215,10296.71372314346,0.8097065185182973,3206.31601701444,-3206.31601701444,0
2012-04-20,2012-04-19,1643642.6186481284,27333.209774747724,32702.08631048505,5,empirical_order_statistic,-653.5545687344954,10222.450963418765,0.8064238040110195,-1863.1070914922748,1863.1070914922748,0
2012-04-23,2012-04-20,1645505.7257396206,26436.72523381794,31415.13903117017,5,empirical_order_statistic,-618.3076343857819,9851.98304751219,0.7949435605795822,4658.849249105435,-4658.849249105435,0
2012-04-24,2012-04-23,1640846.8764905152,26298.428042295855,31159.53758479976,5,empirical_order_statistic,-576.2819228937333,9747.943584163937,0.7951482802841432,-3065.0198719406035,3065.0198719406035,0
2012-04-25,2012-04-24,1643911.8963624558,26221.890065738233,31040.337397343385,5,empirical_order_statistic,-580.7259175232765,9726.15689266408,0.7954070635797312,-5569.62548146327,5569.62548146327,0
2012-04-26,2012-04-25,1649481.521843919,26314.96353104757,31364.510818370756,5,empirical_order_statistic,-617.8936453245324,9887.80965218975,0.7939630525698718,-7381.802314148052,7381.802314148052,0
2012-04-27,2012-04-26,1656863.3241580671,26626.93545029103,31864.476401612956,5,empirical_order_statistic,-708.4911018172498,10047.68907204667,0.7937625747014502,456.06994216842577,-456.06994216842577,0
2012-04-30,2012-04-27,1656407.2542158987,26713.51725339587,31997.768196189823,5,empirical_order_statistic,-710.9669672177248,10088.417899599395,0.7906563889382414,-1606.2833799989894,1606.2833799989894,0
2012-05-01,2012-04-30,1658013.5375958977,26659.10065262532,31877.664087574558,5,empirical_order_statistic,-651.6734353303174,10002.911760581297,0.7895191131836947,-893.8023025344592,893.8023025344592,0
2012-05-02,2012-05-01,1658907.3398984321,26019.865452595986,31219.37435136582,5,empirical_order_statistic,-654.1791330573359,9859.657465378177,0.7734644514360594,5830.936256214976,-5830.936256214976,0
2012-05-03,2012-05-02,1653076.4036422172,25924.54192080465,31041.414595440776,5,empirical_order_statistic,-575.896763620459,9759.863384945147,0.7727917984902976,11982.469209087314,-11982.469209087314,0
2012-05-04,2012-05-03,1641093.9344331298,25358.455694356235,30180.377086082008,5,empirical_order_statistic,-441.8613604403734,9414.125173989654,0.7690718157117366,4055.5054942585994,-4055.5054942585994,0
2012-05-07,2012-05-04,1637038.4289388712,25138.831814079545,29763.388160801587,5,empirical_order_statistic,-437.7566895998111,9195.707143807096,0.77437853635639,5063.817726969486,-5063.817726969486,0
2012-05-08,2012-05-07,1631974.6112119018,25068.688048778335,29572.004870402627,5,empirical_order_statistic,-453.8209220283986,9149.189278676096,0.7803301734041015,16264.986600855365,-16264.986600855365,0
2012-05-09,2012-05-08,1615709.6246110464,24834.65544474474,29322.80164180342,5,empirical_order_statistic,-542.8031878880723,9106.261121924734,0.7772904886952191,9870.468193194363,-9870.468193194363,0
2012-05-10,2012-05-09,1605839.156417852,20394.86315136659,25433.36258865064,5,empirical_order_statistic,-5035.153548509713,9432.765796393644,0.7764678906904644,-5801.949699543882,5801.949699543882,0
2012-05-11,2012-05-10,1611641.106117396,24827.643368279096,29966.70690051988,5,empirical_order_statistic,-616.0462007392711,9439.918290873462,0.7754340166401884,9723.699503619457,-9723.699503619457,0
2012-05-14,2012-05-11,1601917.4066137765,24749.95248751389,29717.322152827306,5,empirical_order_statistic,-602.1251993566132,9328.966007955483,0.7760349142892462,17583.508601687616,-17583.508601687616,0
2012-05-15,2012-05-14,1584333.8980120888,24613.382448037853,29470.554096742162,5,empirical_order_statistic,-549.6696838052003,9217.970078807686,0.7765104939138108,12436.546749402536,-12436.546749402536,0
2012-05-16,2012-05-15,1571897.3512626863,24496.29024169687,29260.94296399178,5,empirical_order_statistic,-521.8100333938385,9156.484753973627,0.7753710298476636,4068.7339750158135,-4068.7339750158135,0
2012-05-17,2012-05-16,1567828.6172876705,23801.52956759534,28216.843876512023,5,empirical_order_statistic,-462.6243591959672,8843.40824564333,0.7678110636540546,-8605.810906472616,8605.810906472616,0
2012-05-18,2012-05-17,1576434.428194143,24647.885663146386,29419.2131606624,5,empirical_order_statistic,-485.80793635172955,9155.838934162746,0.778809826589142,-6481.644087351626,6481.644087351626,0
2012-05-21,2012-05-18,1582916.0722814947,25001.89482221729,29962.742036277567,5,empirical_order_statistic,-497.795241026253,9295.552318447155,0.779384671916958,-6982.609349504812,6982.609349504812,0
2012-05-22,2012-05-21,1589898.6816309995,25137.539929441642,30182.507385083056,5,empirical_order_statistic,-520.409981483011,9389.228509967468,0.7901049386436808,7906.3806800458115,-7906.3806800458115,0
2012-05-23,2012-05-22,1581992.3009509537,25020.49247875018,30103.936929464526,5,empirical_order_statistic,-499.5220420866441,9369.093785681285,0.7898063349083523,10128.041328996886,-10128.041328996886,0
2012-05-24,2012-05-23,1571864.2596219569,24962.220181880053,29800.027744780622,5,empirical_order_statistic,-457.0795386646176,9309.536288256977,0.7934186794100415,236.74867497524247,-236.74867497524247,0
2012-05-25,2012-05-24,1571627.5109469816,21579.773041807814,24862.15409922567,5,empirical_order_statistic,-317.9888230266175,7903.833327579839,0.7610367943501529,-3792.9714915156364,3792.9714915156364,0
2012-05-29,2012-05-25,1575420.4824384972,21303.305447106948,24662.051293500233,5,empirical_order_statistic,-331.527441522459,7813.385369397562,0.7521474928818067,6990.381173889618,-6990.381173889618,0
2012-05-30,2012-05-29,1568430.1012646076,21595.553067807807,24877.694018759903,5,empirical_order_statistic,-349.4993042451348,7919.16131069704,0.7550346282135951,6174.170740365516,-6174.170740365516,0
2012-05-31,2012-05-30,1562255.930524242,21768.621363211423,25014.156363392154,5,empirical_order_statistic,-265.7973131502294,7905.400261650893,0.7719860798017963,6648.315363643691,-6648.315363643691,0
2012-06-01,2012-05-31,1555607.6151605984,21377.789532866795,24415.409887699596,5,empirical_order_statistic,-229.23133037498314,7725.000325115279,0.7608362325835709,-14814.198136926629,14814.198136926629,0
2012-06-04,2012-06-01,1570421.813297525,24125.032457760535,28017.290936261743,5,empirical_order_statistic,-354.7494062831029,8765.358675959575,0.7960148597280506,-3139.77881702804,3139.77881702804,0
2012-06-05,2012-06-04,1573561.592114553,23790.962034367258,27712.21742168339,5,empirical_order_statistic,-360.4622260022699,8677.553186608782,0.7954385317428591,-4611.492415046785,4611.492415046785,0
2012-06-06,2012-06-05,1578173.0845295999,23669.91607216443,27626.352883392945,5,empirical_order_statistic,-365.7186120503899,8666.875781143715,0.7969873950369609,-8633.484879381489,8633.484879381489,0
2012-06-07,2012-06-06,1586806.5694089814,23929.14230505703,27943.705687171874,5,empirical_order_statistic,-390.90608060601863,8841.882812886928,0.8091872336430589,9744.261163230985,-9744.261163230985,0
2012-06-08,2012-06-07,1577062.3082457504,23332.280268306844,27382.986268168315,5,empirical_order_statistic,-332.6334455642854,8654.029403432987,0.7982088808055384,-1577.3548031980172,1577.3548031980172,0
2012-06-11,2012-06-08,1578639.6630489484,22908.404575827997,26888.512372936308,5,empirical_order_statistic,-351.42874101328385,8498.164230280394,0.7724700959977001,1571.9143762693275,-1571.9143762693275,0
2012-06-12,2012-06-11,1577067.748672679,22684.12215591455,26642.148533626925,5,empirical_order_statistic,-290.8174092644821,8367.981676774183,0.7782869555010321,-7949.019410036737,7949.019410036737,0
2012-06-13,2012-06-12,1585016.7680827158,23003.154519137926,27142.985062781394,5,empirical_order_statistic,-305.6504918169668,8582.735482729535,0.7919959183658872,1210.5678766097408,-1210.5678766097408,0
2012-06-14,2012-06-13,1583806.200206106,23136.122371383943,27157.928909253656,5,empirical_order_statistic,-286.96656137038303,8492.610920622901,0.7874124915669585,-7428.351280876668,7428.351280876668,0
2012-06-15,2012-06-14,1591234.5514869827,23177.757158028893,27323.796400734176,5,empirical_order_statistic,-332.9780271976525,8614.752691726137,0.7957146645235514,-1314.6544318532106,1314.6544318532106,0
