,snapshot_date,current_portfolio_value,VaR_HS_VolAdj,ES_HS_VolAdj,tail_scenarios,quantile_method,historical_window_mean_loss,historical_window_vol_loss,avg_vol_ratio,realised_loss,realised_pnl,exception
2008-01-18,2008-01-17,1347466.169239302,28583.37123425491,33158.044699639824,5,empirical_order_statistic,-1055.0947801332325,10291.340541169133,1.722399750683148,-809.9694229587913,809.9694229587913,0
2008-01-22,2008-01-18,1348276.1386622607,28484.245187553344,33147.21389675881,5,empirical_order_statistic,-1051.8254443991402,10274.221454005536,1.718452836372304,4350.28021130641,-4350.28021130641,0
2008-01-23,2008-01-22,1343925.8584509543,28911.11799321696,33354.02748797741,5,empirical_order_statistic,-986.0401779523003,10339.332038391403,1.734239968018379,465.1558630759828,-465.1558630759828,0
2008-01-24,2008-01-23,1343460.7025878783,29365.750702150166,33925.777696274265,5,empirical_order_statistic,-1020.044811000417,10496.347311979216,1.7428919932598002,-25180.642219630303,25180.642219630303,0
2008-01-25,2008-01-24,1368641.3448075086,30309.85227815481,35011.66044915155,5,empirical_order_statistic,-1122.978335617464,10869.47492443289,1.7610936026140378,6480.591974121053,-6480.591974121053,0
2008-01-28,2008-01-25,1362160.7528333876,30102.49496514001,34715.72986223041,5,empirical_order_statistic,-1054.4327862871326,10765.983650593598,1.7675846157672288,-10561.409041226609,10561.409041226609,0
2008-01-29,2008-01-28,1372722.1618746142,30773.616887731012,35600.14389035655,5,empirical_order_statistic,-1128.265786372163,11045.522862169972,1.7713760943508723,-2653.853449518094,2653.853449518094,0
2008-01-30,2008-01-29,1375376.0153241323,30666.118206978077,35529.11179300388,5,empirical_order_statistic,-1127.1549651578885,11024.696779926458,1.7585390016858744,-10837.6393777614,10837.6393777614,0
2008-01-31,2008-01-30,1386213.6547018937,30424.295171445236,35404.28457411947,5,empirical_order_statistic,-1121.5452620389876,10972.204517024067,1.7317048029378472,6565.026544609107,-6565.026544609107,0
2008-02-01,2008-01-31,1379648.6281572846,30962.325495656114,35867.112064224995,5,empirical_order_statistic,-1184.0267963196588,11135.464753503116,1.7356842629778537,11258.238807725487,-11258.238807725487,0
2008-02-04,2008-02-01,1368390.389349559,32020.91458174307,36687.47590144025,5,empirical_order_statistic,-1262.3849735928789,11441.553094185578,1.7412758099435572,119.12435812689364,-119.12435812689364,0
2008-02-05,2008-02-04,1368271.2649914322,30854.3147265031,35705.271679187426,5,empirical_order_statistic,-1192.92622035451,11086.948220805398,1.7350030748771692,19225.709043735405,-19225.709043735405,0
2008-02-06,2008-02-05,1349045.5559476968,29994.03287505149,34680.73305261457,5,empirical_order_statistic,-1043.9636734794792,10765.512132594347,1.7296155083082994,-3599.871402154444,3599.871402154444,0
2008-02-07,2008-02-06,1352645.4273498512,30032.942255842267,34805.20086314776,5,empirical_order_statistic,-1023.6357313140919,10780.849261843903,1.7272419196569488,-8906.221392757958,8906.221392757958,0
2008-02-08,2008-02-07,1361551.6487426092,30374.338914872846,35166.85151789347,5,empirical_order_statistic,-1082.537224331166,10885.00991011103,1.740865722447305,-21426.120083578862,21426.120083578862,0
2008-02-11,2008-02-08,1382977.768826188,29847.97318987013,35306.56002780814,5,empirical_order_statistic,-1231.6317073437824,11296.009280710625,1.8353628087768277,21157.93200146174,-21157.93200146174,0
