forecast_date,exposure_date,portfolio_value_linear,mu_deltaV,sigma_deltaV,VaR_DN_full,VaR_DN_nodrift
2011-07-29,2011-07-28,1685843.087263781,1025.7089396268896,9024.170500384058,19967.650918923635,20993.359858550524
2011-08-01,2011-07-29,1691943.1258548533,1031.0249443345801,9056.396723020916,20037.304318735565,21068.329263070147
2011-08-02,2011-08-01,1690028.10575121,1035.245668060222,9024.229397244344,19958.251205076016,20993.49687313624
2011-08-03,2011-08-02,1701903.8935043532,1083.2217154806274,9164.3802655318,20236.31483214111,21319.536547621738
2011-08-04,2011-08-03,1701715.42934147,1042.48714535811,9123.448227091212,20181.827241657207,21224.314387015318
2011-08-05,2011-08-04,1693282.3255410346,995.6620224751207,9040.63600432702,20036.002326168124,21031.664348643244
2011-08-08,2011-08-05,1687844.8227806024,982.9934430075389,9075.58493593305,20129.97427837739,21112.967721384928
2011-08-09,2011-08-08,1706452.1832709613,1041.0854475510182,9291.42406410141,20573.999170783205,21615.084618334222
2011-08-10,2011-08-09,1724603.4159615682,1081.3051762253529,9427.374389541626,20850.04719267188,21931.35236889723
2011-08-11,2011-08-10,1750647.6321502354,1163.1633000080626,9730.452663801332,21473.254567881202,22636.417867889264
2011-08-12,2011-08-11,1732759.1977607952,1085.4456963479918,9606.457365745755,21262.51597351862,22347.961669866614
2011-08-15,2011-08-12,1735568.3059766274,1068.6482860703295,9576.338894322638,21209.247341831757,22277.895627902086
2011-08-16,2011-08-15,1749285.33348806,1119.6406799264023,9691.710806302708,21426.65015013455,22546.29083006095
2011-08-17,2011-08-16,1762139.2071355649,1138.9990600778528,9797.524523842389,21653.45128682589,22792.45034690374
2011-08-18,2011-08-17,1766492.0987223997,1125.7482229458226,9807.000803940624,21688.747248018266,22814.495470964088
2011-08-19,2011-08-18,1773278.4022758957,1160.4845968352308,9922.444146905471,21922.572249607296,23083.056846442527
2011-08-22,2011-08-19,1777875.953281735,1197.4356606984522,9998.239743259,22061.948110182766,23259.383770881217
2011-08-23,2011-08-22,1800141.6785942968,1277.0134624304424,10254.625231099199,22578.812143022744,23855.825605453185
2011-08-24,2011-08-23,1774037.745794218,1153.9091159436812,10010.226283170998,22133.359516578916,23287.2686325226
2011-08-25,2011-08-24,1746803.6434848933,1086.8218219033752,9811.759877147339,21738.744908897555,22825.566730800932
2011-08-26,2011-08-25,1747986.9577840106,1120.5160564264363,9809.632597056432,21700.101880857525,22820.61793728396
2011-08-29,2011-08-26,1776167.9775484365,1214.2764813915935,10130.43537099339,22352.640307027013,23566.916788418606
2011-08-30,2011-08-29,1766823.9963133945,1168.0865502276306,9999.715636686738,22094.730662191516,23262.817212419148
2011-08-31,2011-08-30,1795282.64000515,1252.0696347672606,10324.969651128748,22767.4015626723,24019.47119743956
2011-09-01,2011-08-31,1786717.4614202622,1201.75640604603,10254.078399512824,22652.797078908734,23854.553484954766
2011-09-02,2011-09-01,1786416.6116756543,1231.812388040562,10226.400500170666,22558.35267462166,23790.16506266222
2011-09-05,2011-09-02,1806050.8959385785,1292.1714459935379,10492.400462342028,23116.802063160972,24408.97350915451
2011-09-06,2011-09-05,1803882.030454603,1252.2725882702782,10462.293064358286,23086.660639591853,24338.933227862133
2011-09-07,2011-09-06,1798937.6700355595,1190.9944490009898,10387.767660164816,22974.566763253628,24165.56121225462
2011-09-08,2011-09-07,1775511.7289627802,1107.4713418640697,10181.801451169787,22578.94081797071,23686.41215983478
2011-09-09,2011-09-08,1798616.1618212978,1153.115131054611,10442.813499323904,23140.501852102545,24293.616983157157
2011-09-12,2011-09-09,1784623.0766148749,1138.038290751695,10375.283370059786,22998.480119758176,24136.51841050987
2011-09-13,2011-09-12,1759824.655674096,1050.1189648251582,10226.730335258786,22740.813408993094,23790.93237381825
2011-09-14,2011-09-13,1771073.7386302012,1067.970952463169,10332.502262506661,22969.02371944138,24036.994671904547
2011-09-15,2011-09-14,1769169.9617678598,1052.7315799650992,10279.053160182233,22859.921886377622,23912.653466342723
2011-09-16,2011-09-15,1758849.0474555981,1038.6970155065449,10155.29069822154,22586.04191056786,23624.738926074406
2011-09-19,2011-09-16,1771402.35146642,1069.5079071099105,10258.405209572935,22795.111243229574,23864.619150339484
2011-09-20,2011-09-19,1755583.4222336048,1001.1182856060012,10128.397314951875,22561.057275473253,23562.175561079253
2011-09-21,2011-09-20,1765425.4368546242,1048.3847636576834,10243.73877186762,22782.115150506288,23830.49991416397
2011-09-22,2011-09-21,1750766.9644859587,1005.1936171426057,10146.087933761119,22598.136477394,23603.330094536606
2011-09-23,2011-09-22,1722425.0958556645,920.7042270360614,9983.143466746082,22303.560353073393,23224.264580109455
2011-09-26,2011-09-23,1674956.1368021448,802.2128946002719,9747.367052889642,21873.553726385282,22675.766620985552
2011-09-27,2011-09-26,1670241.5199009753,823.2896482351623,9614.704435457725,21543.85757472296,22367.14722295812
2011-09-28,2011-09-27,1684285.5357046295,861.5661133471361,9790.572781406468,21914.712062319923,22776.27817566706
2011-09-29,2011-09-28,1659615.5737271204,819.7326423864794,9601.400378541815,21516.464716049195,22336.197358435675
2011-09-30,2011-09-29,1667671.3312341878,802.280947616073,9646.062335966792,21637.8156605257,22440.096608141772
2011-10-03,2011-09-30,1666378.2411463412,815.9223956328592,9643.650976096013,21618.56455059998,22434.48694623284
2011-10-04,2011-10-03,1671815.171553883,815.6465489232103,9753.361794485312,21874.065926428855,22689.712475352066
