,VaR_COPULA,mean_correlation,cvm_pvalue
2008-10-13,17724.35220540503,0.10401726473299107,0.286
2008-10-14,18144.18482445345,0.10401726473299107,0.286
2008-10-15,18408.789304352893,0.10401726473299107,0.286
2008-10-16,18505.061941063366,0.10401726473299107,0.286
2008-10-17,18543.330148405963,0.10401726473299107,0.286
2008-10-20,17951.161468471608,0.10401726473299107,0.286
2008-10-21,18637.768750496605,0.10401726473299107,0.286
2008-10-22,18538.9592663491,0.10401726473299107,0.286
2008-10-23,17961.834065496405,0.10401726473299107,0.286
2008-10-24,18554.831808158433,0.10401726473299107,0.286
2008-10-27,18832.409384284583,0.10401726473299107,0.286
2008-10-28,18553.689000064267,0.10401726473299107,0.286
2008-10-29,18331.96074139147,0.10401726473299107,0.286
2008-10-30,18688.372003091976,0.10401726473299107,0.286
2008-10-31,18508.363492621575,0.10401726473299107,0.286
2008-11-03,18362.259373098415,0.10401726473299107,0.286
2008-11-04,19046.470175295137,0.10401726473299107,0.286
2008-11-05,18301.683659845574,0.10401726473299107,0.286
2008-11-06,18162.87804631744,0.10401726473299107,0.286
2008-11-07,18654.861837395412,0.10401726473299107,0.286
2008-11-10,18878.828009546014,0.10401726473299107,0.286
2008-11-11,18187.227904437776,0.10401726473299107,0.286
2008-11-12,18870.256673400887,0.10401726473299107,0.286
2008-11-13,18390.45831463307,0.10401726473299107,0.286
2008-11-14,18686.6021264571,0.10401726473299107,0.286
2008-11-17,18786.93815098016,0.10401726473299107,0.286
2008-11-18,18948.1229075091,0.10401726473299107,0.286
2008-11-19,18527.267747963346,0.10401726473299107,0.286
2008-11-20,18816.67552336647,0.10401726473299107,0.286
2008-11-21,18852.03196316004,0.10401726473299107,0.286
2008-11-24,18778.3484017299,0.10401726473299107,0.286
2008-11-25,18753.978165018238,0.10401726473299107,0.286
2008-11-26,19582.313008174922,0.10401726473299107,0.286
2008-11-28,20536.677782591632,0.10401726473299107,0.286
2008-12-01,19780.08844427227,0.10401726473299107,0.286
2008-12-02,20129.82053077984,0.10401726473299107,0.286
2008-12-03,19871.044323172107,0.10401726473299107,0.286
2008-12-04,19707.932200160452,0.10401726473299107,0.286
2008-12-05,19965.790279242312,0.10401726473299107,0.286
2008-12-08,19490.109338811646,0.10401726473299107,0.286
2008-12-09,20247.363025855655,0.10401726473299107,0.286
2008-12-10,20160.544336584724,0.10401726473299107,0.286
2008-12-11,20171.41689320839,0.10401726473299107,0.286
2008-12-12,19960.76543850873,0.10401726473299107,0.286
2008-12-15,19449.25306383951,0.10401726473299107,0.286
2008-12-16,19850.079724452942,0.10401726473299107,0.286
2008-12-17,19665.12215508254,0.10401726473299107,0.286
2008-12-18,19927.17448976932,0.10401726473299107,0.286
2008-12-19,20331.030237030765,0.10401726473299107,0.286
2008-12-22,20464.342266568994,0.10401726473299107,0.286
2008-12-23,20754.87189905006,0.10401726473299107,0.286
2008-12-24,20489.250270721954,0.10401726473299107,0.286
