,snapshot_date,current_portfolio_value,VaR_HistSim,ES_HistSim,tail_scenarios,quantile_method,historical_window_mean_loss,historical_window_vol_loss,realised_loss,realised_pnl,exception
2008-03-24,2008-03-20,1358356.6488440188,24136.593190514715,27271.234819158213,5,empirical_order_statistic,-343.7348175276639,8166.023737107373,-16886.190247086808,16886.190247086808,0
2008-03-25,2008-03-24,1375242.8390911056,24588.22580213356,27760.59791622185,5,empirical_order_statistic,-361.80228020263274,8333.965702408927,-12956.222261908697,12956.222261908697,0
2008-03-26,2008-03-25,1388199.0613530143,25250.043069865787,28463.826477749135,5,empirical_order_statistic,-388.2962432260369,8526.553422440069,-6809.912357569905,6809.912357569905,0
2008-03-27,2008-03-26,1395008.9737105842,25265.441527354764,28404.105305292178,5,empirical_order_statistic,-380.79000987166586,8472.045664655101,-871.8996030942071,871.8996030942071,0
2008-03-28,2008-03-27,1395880.8733136784,25121.18154301308,28241.460645119798,5,empirical_order_statistic,-344.51288002688204,8373.276869916775,16584.35082817846,-16584.35082817846,0
2008-03-31,2008-03-28,1379296.5224855,24454.72815079079,27700.614299534915,5,empirical_order_statistic,-334.98111089444626,8255.27214413218,7831.959505039966,-7831.959505039966,0
2008-04-01,2008-03-31,1371464.56298046,24274.906736274716,27445.097959030885,5,empirical_order_statistic,-289.06276984056365,8198.105155604459,3676.328012746293,-3676.328012746293,0
2008-04-02,2008-04-01,1367788.2349677137,24470.008112445707,27796.29179181708,5,empirical_order_statistic,-264.7757948255232,8412.83827615889,-11025.147728588665,11025.147728588665,0
2008-04-03,2008-04-02,1378813.3826963024,25068.011888539186,28414.69161286149,5,empirical_order_statistic,-249.73073893387337,8555.767452059381,-1407.1117974054068,1407.1117974054068,0
2008-04-04,2008-04-03,1380220.4944937078,25258.944320754847,28624.756565268755,5,empirical_order_statistic,-220.30858899835636,8618.785465504643,2222.5286203171127,-2222.5286203171127,0
2008-04-07,2008-04-04,1377997.9658733907,25423.572862350848,28784.667648176102,5,empirical_order_statistic,-213.53672815144668,8657.855999719393,-6895.0105220542755,6895.0105220542755,0
2008-04-08,2008-04-07,1384892.976395445,25706.364423513878,28996.390436552232,5,empirical_order_statistic,-157.950094523272,8700.735338323862,6612.612910972675,-6612.612910972675,0
2008-04-09,2008-04-08,1378280.3634844723,25410.507508125156,28606.009634871316,5,empirical_order_statistic,-54.31331839533383,8586.252707988866,-6516.163396165473,6516.163396165473,0
2008-04-10,2008-04-09,1384796.5268806377,15970.455951382173,19361.547501413897,5,empirical_order_statistic,-9781.358466747537,8669.378547489194,-8683.055716081755,8683.055716081755,0
2008-04-11,2008-04-10,1393479.5825967195,25208.479955829913,28339.497550736414,5,empirical_order_statistic,-478.1512802729849,8642.490779569716,8876.308174586622,-8876.308174586622,0
2008-04-14,2008-04-11,1384603.2744221329,24701.9318245803,27661.935109551203,5,empirical_order_statistic,-390.5326719107614,8423.231916521856,-794.3257156445179,794.3257156445179,0
2008-04-15,2008-04-14,1385397.6001377774,24610.401154961437,27535.394535031774,5,empirical_order_statistic,-361.6430754183652,8366.578692440371,-5919.123364538886,5919.123364538886,0
2008-04-16,2008-04-15,1391316.7235023163,24798.908300522482,27767.13110687337,5,empirical_order_statistic,-351.86133270990615,8380.522350739526,-24783.5891394231,24783.5891394231,0
2008-04-17,2008-04-16,1416100.3126417394,25870.825690738857,29090.25742725758,5,empirical_order_statistic,-514.3381851376943,8807.113602288222,2641.978778799763,-2641.978778799763,0
2008-04-18,2008-04-17,1413458.3338629396,25768.593903664034,29014.725585690794,5,empirical_order_statistic,-478.3721656213463,8769.781479294921,8240.086116822436,-8240.086116822436,0
2008-04-21,2008-04-18,1405218.2477461172,25631.18781974446,29029.65080718342,5,empirical_order_statistic,-496.852576372603,8820.99980780783,-547.9399883793667,547.9399883793667,0
2008-04-22,2008-04-21,1405766.1877344965,25610.1011928448,29002.137760854745,5,empirical_order_statistic,-467.90738757062985,8813.476018078409,425.81541277398355,-425.81541277398355,0
2008-04-23,2008-04-22,1405340.3723217226,25511.818888733862,28843.039534960313,5,empirical_order_statistic,-430.364502192066,8741.893980763523,6246.521128400462,-6246.521128400462,0
2008-04-24,2008-04-23,1399093.851193322,25260.721956712427,28603.603036735858,5,empirical_order_statistic,-422.0164617823195,8679.927689942439,6645.398664335487,-6645.398664335487,0
2008-04-25,2008-04-24,1392448.4525289866,24954.06776465918,28350.93075051927,5,empirical_order_statistic,-378.6409018808068,8617.359956787746,-4882.611023019301,4882.611023019301,0
2008-04-28,2008-04-25,1397331.063552006,25314.572084976127,28883.10433086576,5,empirical_order_statistic,-414.5403252340709,8809.391042439567,1177.119840405183,-1177.119840405183,0
2008-04-29,2008-04-28,1396153.9437116007,25452.54771838826,29065.390720510437,5,empirical_order_statistic,-388.5910712616248,8847.66330463687,12341.862812876701,-12341.862812876701,0
2008-04-30,2008-04-29,1383812.080898724,24890.563342290465,28434.1530721616,5,empirical_order_statistic,-335.8276740438426,8692.434037581614,2397.1979187659454,-2397.1979187659454,0
2008-05-01,2008-04-30,1381414.882979958,24901.95370372571,28384.883587060358,5,empirical_order_statistic,-285.213419049331,8630.917816672682,4838.243842310272,-4838.243842310272,0
2008-05-02,2008-05-01,1376576.6391376478,25845.40423005889,29252.56801754413,5,empirical_order_statistic,-342.62025307166994,9003.613302612537,-5935.7065914750565,5935.7065914750565,0
2008-05-05,2008-05-02,1382512.3457291229,26199.91791237425,29683.472848167225,5,empirical_order_statistic,-377.2700249321908,9116.24378265603,-6888.712648750516,6888.712648750516,0
2008-05-06,2008-05-05,1389401.0583778734,25882.282948344015,29685.941662702477,5,empirical_order_statistic,-343.4228376231473,9077.757825121154,-8836.75982655934,8836.75982655934,0
2008-05-07,2008-05-06,1398237.8182044327,26627.338288595667,30564.385369726784,5,empirical_order_statistic,-378.7487132389536,9333.288606927928,17841.294656411977,-17841.294656411977,0
2008-05-08,2008-05-07,1380396.5235480207,25307.487640784122,29082.375538785847,5,empirical_order_statistic,-270.8214926042212,8912.647411716784,-2587.0356369763613,2587.0356369763613,0
2008-05-09,2008-05-08,1382983.559184997,25616.111381158233,29398.19652500241,5,empirical_order_statistic,-273.5762976451265,8981.965311280659,843.9746648746077,-843.9746648746077,0
2008-05-12,2008-05-09,1382139.5845201225,24910.405440639006,28970.218022685825,5,empirical_order_statistic,-316.62949648624334,8898.881210421072,-3271.2258952534758,3271.2258952534758,0
2008-05-13,2008-05-12,1385410.810415376,26216.48253004183,30311.644704759867,5,empirical_order_statistic,-381.3348343928237,9267.996076563555,1984.1274893286172,-1984.1274893286172,0
