,snapshot_date,current_portfolio_value,VaR_HistSim,ES_HistSim,tail_scenarios,quantile_method,historical_window_mean_loss,historical_window_vol_loss,realised_loss,realised_pnl,exception
2009-04-03,2009-04-02,1191254.7131653102,39945.2537753419,48258.980038319525,5,empirical_order_statistic,69.31158423032053,13847.323117546646,-5961.994899127632,5961.994899127632,0
2009-04-06,2009-04-03,1197216.7080644378,40237.01457339642,48973.44388202601,5,empirical_order_statistic,55.37395223739464,13951.970495707144,12355.487931720912,-12355.487931720912,0
2009-04-07,2009-04-06,1184861.220132717,30682.451797389425,38261.84207052928,5,empirical_order_statistic,-4044.5721635184887,11938.55549138173,-2741.195484861266,2741.195484861266,0
2009-04-08,2009-04-07,1187602.4156175782,34470.87029761053,41592.396037057275,5,empirical_order_statistic,5.092518503276631,11955.036961211155,4312.335558975581,-4312.335558975581,0
2009-04-09,2009-04-08,1183290.0800586026,34760.42711251578,41987.98515827013,5,empirical_order_statistic,5.868498121740762,12093.202113077714,-10622.574515772983,10622.574515772983,0
2009-04-13,2009-04-09,1193912.6545743756,35802.74727746332,43374.55485214731,5,empirical_order_statistic,-40.40111714343168,12537.37978475605,-6883.9093814424705,6883.9093814424705,0
2009-04-14,2009-04-13,1200796.563955818,36277.409043936525,43922.42986603491,5,empirical_order_statistic,-41.86939203574834,12677.631102857888,13628.028468428645,-13628.028468428645,0
2009-04-15,2009-04-14,1187168.5354873894,35638.219993475825,43125.92514884542,5,empirical_order_statistic,5.478899733446538,12470.390452966014,-3324.90726992907,3324.90726992907,0
2009-04-16,2009-04-15,1190493.4427573185,36018.02744282619,43631.19563192651,5,empirical_order_statistic,-10.50421814754419,12634.107832452151,3652.6458781932015,-3652.6458781932015,0
2009-04-17,2009-04-16,1186840.7968791253,36254.46812287695,43926.74564606384,5,empirical_order_statistic,0.36629728331556544,12747.22418602245,-3086.9814419695176,3086.9814419695176,0
2009-04-20,2009-04-17,1189927.7783210948,36370.5187992868,44093.81436223867,5,empirical_order_statistic,-12.505784774399363,12813.495264513163,9106.221379338298,-9106.221379338298,0
2009-04-21,2009-04-20,1180821.5569417565,34897.6789025201,42305.42994446722,5,empirical_order_statistic,55.029420798705424,12245.754466451861,-7065.3613777682185,7065.3613777682185,0
2009-04-22,2009-04-21,1187886.9183195247,35606.00939937821,43186.84391098921,5,empirical_order_statistic,19.43629305610666,12528.59572329373,-5074.976222306723,5074.976222306723,0
2009-04-23,2009-04-22,1192961.8945418315,35561.007018654374,43068.61819409276,5,empirical_order_statistic,34.550070449298246,12468.90305986176,-9407.852516106796,9407.852516106796,0
2009-04-24,2009-04-23,1202369.7470579382,36356.71990316268,44036.21162972702,5,empirical_order_statistic,10.85816495407559,12755.434740343366,-14735.299120735144,14735.299120735144,0
2009-04-27,2009-04-24,1217105.0461786734,37224.80464123655,45096.78394564237,5,empirical_order_statistic,-33.16722958374629,13067.128703080556,16018.084367060801,-16018.084367060801,0
2009-04-28,2009-04-27,1201086.9618116126,36499.882177627645,44295.65060898419,5,empirical_order_statistic,24.965491449762137,12878.291137711205,-2278.273897152161,2278.273897152161,0
2009-04-29,2009-04-28,1203365.2357087648,36406.98478014162,44015.77263119817,5,empirical_order_statistic,14.383318664125632,12787.536862415858,-14315.06051687873,14315.06051687873,0
2009-04-30,2009-04-29,1217680.2962256435,37608.87964818021,45493.72878316017,5,empirical_order_statistic,-17.841480982714334,13230.830704222351,2869.511116488371,-2869.511116488371,0
2009-05-01,2009-04-30,1214810.785109155,37491.36490265536,45312.50608599456,5,empirical_order_statistic,-11.426850461858324,13185.052918035664,-3366.084529921878,3366.084529921878,0
2009-05-04,2009-05-01,1218176.869639077,37860.56170499348,45737.59908779012,5,empirical_order_statistic,-32.21695032419916,13312.84434966898,-19191.37925569364,19191.37925569364,0
2009-05-05,2009-05-04,1237368.2488947706,39661.31189307524,48224.73120399881,5,empirical_order_statistic,-38.05821468524635,14010.477471535507,4458.351536358707,-4458.351536358707,0
2009-05-06,2009-05-05,1232909.897358412,39571.100453038234,48127.39347177614,5,empirical_order_statistic,-39.954808174331674,13991.620211867534,-9762.394454848953,9762.394454848953,0
2009-05-07,2009-05-06,1242672.2918132609,40673.31299632252,49506.99160348582,5,empirical_order_statistic,-17.92862054718938,14327.99365561866,-3164.4999428533483,3164.4999428533483,0
2009-05-08,2009-05-07,1245836.7917561142,40180.88435524702,48888.170448471654,5,empirical_order_statistic,-59.80026241711248,14156.261994266268,-15399.851012028288,15399.851012028288,0
2009-05-11,2009-05-08,1261236.6427681425,41285.64800789114,50508.933189277166,5,empirical_order_statistic,-54.28876925391471,14547.54122118181,15610.38030333654,-15610.38030333654,0
2009-05-12,2009-05-11,1245626.262464806,40877.241981263505,49817.92334781927,5,empirical_order_statistic,-36.07252709140675,14415.891523443306,-4661.607296011876,4661.607296011876,0
2009-05-13,2009-05-12,1250287.8697608178,41215.471568853594,50226.646344430184,5,empirical_order_statistic,-24.937112704819068,14495.724859655236,11001.147188566858,-11001.147188566858,0
2009-05-14,2009-05-13,1239286.722572251,40563.897091194754,49077.795636677554,5,empirical_order_statistic,-25.44744893451268,14257.493833002716,-2447.6850725184195,2447.6850725184195,0
2009-05-15,2009-05-14,1241734.4076447694,41217.683697137516,50031.946926969846,5,empirical_order_statistic,-2.92279066951992,14458.071220017346,386.6659054681659,-386.6659054681659,0
2009-05-18,2009-05-15,1241347.7417393012,41182.95871567703,49799.78062318238,5,empirical_order_statistic,-14.387860420063138,14395.17261806376,-9364.77965409914,9364.77965409914,0
2009-05-19,2009-05-18,1250712.5213934004,41510.259691071,51056.147304246995,5,empirical_order_statistic,22.80724553528102,14610.434299740627,-6011.223993585212,6011.223993585212,0
2009-05-20,2009-05-19,1256723.7453869856,39797.64355505607,47811.00853055068,5,empirical_order_statistic,3194.1430069962094,12552.33143161305,-366.5259104347788,366.5259104347788,0
2009-05-21,2009-05-20,1257090.2712974204,36487.97724492522,43810.69717263207,5,empirical_order_statistic,-230.27885908650887,12704.339588389803,-17959.018802845385,17959.018802845385,0
2009-05-22,2009-05-21,1275049.2901002658,36361.4197972354,43568.30861376007,5,empirical_order_statistic,-242.57379051609058,12591.605493300754,-9631.233273358783,9631.233273358783,0
2009-05-26,2009-05-22,1284680.5233736245,36436.69559502578,43589.4972453123,5,empirical_order_statistic,-240.68146653121943,12575.717145172597,-4005.704388104612,4005.704388104612,0
2009-05-27,2009-05-26,1288686.2277617292,37227.25732359174,44570.702906409606,5,empirical_order_statistic,-292.23468115029067,12900.631779426221,-5320.266049009282,5320.266049009282,0
2009-05-28,2009-05-27,1294006.4938107384,36318.487179955235,43433.32219552072,5,empirical_order_statistic,-281.7764794581179,12529.482700930945,-6455.091583461035,6455.091583461035,0
2009-05-29,2009-05-28,1300461.5853941995,37041.352110728854,44322.87891126536,5,empirical_order_statistic,-294.27784085878125,12803.826778425133,-4030.844389060512,4030.844389060512,0
2009-06-01,2009-05-29,1304492.42978326,38417.92225282034,46007.798120238214,5,empirical_order_statistic,-350.28511174629114,13341.8473779876,-18147.475305237575,18147.475305237575,0
2009-06-02,2009-06-01,1322639.9050884976,39291.637085377704,47107.658397832514,5,empirical_order_statistic,-374.0067901739404,13675.040365272645,-2139.570783857489,2139.570783857489,0
2009-06-03,2009-06-02,1324779.475872355,39686.727817898616,47534.10814243001,5,empirical_order_statistic,-376.71521765524943,13798.969409235724,20882.22948471061,-20882.22948471061,0
2009-06-04,2009-06-03,1303897.2463876444,38652.30828332435,46261.38486236017,5,empirical_order_statistic,-324.648034619641,13470.881227613678,-20272.462892354233,20272.462892354233,0
2009-06-05,2009-06-04,1324169.7092799987,39414.50782306236,47208.11179915136,5,empirical_order_statistic,-380.79940882269665,13766.772481963742,10030.374035932822,-10030.374035932822,0
2009-06-08,2009-06-05,1314139.3352440658,38880.81104230834,46528.26352349422,5,empirical_order_statistic,-351.9449681347371,13607.667811699375,-529.2991758668795,529.2991758668795,0
2009-06-09,2009-06-08,1314668.6344199327,38617.62021046737,46179.60447751903,5,empirical_order_statistic,-353.6937294111187,13506.504988549883,-2781.408951369114,2781.408951369114,0
2009-06-10,2009-06-09,1317450.0433713018,39261.083037532866,46885.08497220343,5,empirical_order_statistic,-363.2216936378507,13727.341016933797,-5154.94735194114,5154.94735194114,0
2009-06-11,2009-06-10,1322604.990723243,39067.219693616964,46624.212361617436,5,empirical_order_statistic,-355.10788902588934,13643.538979075764,2893.2532195460517,-2893.2532195460517,0
2009-06-12,2009-06-11,1319711.737503697,39542.60345270997,47159.65445441753,5,empirical_order_statistic,-346.9589394566016,13814.88232201918,12782.038931101095,-12782.038931101095,0
2009-06-15,2009-06-12,1306929.6985725958,39423.02952161268,47042.304885074685,5,empirical_order_statistic,-307.4699761956762,13827.972958749186,17855.31570921582,-17855.31570921582,0
2009-06-16,2009-06-15,1289074.38286338,37734.01200952078,44952.97194703529,5,empirical_order_statistic,-248.5650779790161,13233.990079281346,3594.1287188725546,-3594.1287188725546,0
2009-06-17,2009-06-16,1285480.2541445075,37251.4674546849,44337.93329619188,5,empirical_order_statistic,-216.68356570881653,13023.025209134488,-3411.1499752565287,3411.1499752565287,0
2009-06-18,2009-06-17,1288891.404119764,37451.3490030251,44470.03806038038,5,empirical_order_statistic,-256.2384778920389,13078.138594889546,-7509.028867701767,7509.028867701767,0
2009-06-19,2009-06-18,1296400.4329874658,37753.41440184903,44724.32489304156,5,empirical_order_statistic,-292.9515015258561,13191.78643362551,1867.649624322774,-1867.649624322774,0
2009-06-22,2009-06-19,1294532.783363143,38188.67703614966,45178.099627809504,5,empirical_order_statistic,-331.8200166493854,13385.803814790163,18165.80211101682,-18165.80211101682,0
2009-06-23,2009-06-22,1276366.9812521262,36103.1353882174,42627.92907077852,5,empirical_order_statistic,-218.6873442386929,12595.149032133131,-1174.6985739350785,1174.6985739350785,0
2009-06-24,2009-06-23,1277541.6798260612,36437.0222741866,42897.717695026004,5,empirical_order_statistic,-229.19555077511444,12701.836140006148,-5143.479173348518,5143.479173348518,0
2009-06-25,2009-06-24,1282685.1589994098,36822.00880927872,43331.35533768707,5,empirical_order_statistic,-285.0449388833768,12914.53224315061,616.4927263571881,-616.4927263571881,0
2009-06-26,2009-06-25,1282068.6662730526,38829.386833202094,45632.373679532626,5,empirical_order_statistic,-344.71599103851526,13715.225798979518,1787.8497862999793,-1787.8497862999793,0
2009-06-29,2009-06-26,1280280.8164867526,38835.420246221125,45454.36664434122,5,empirical_order_statistic,-362.62719306446144,13722.47024940552,-1566.0788162504323,1566.0788162504323,0
2009-06-30,2009-06-29,1281846.895303003,40098.67111481354,46726.224528625884,5,empirical_order_statistic,-355.26752053631844,14109.823912561036,6880.532998529496,-6880.532998529496,0
2009-07-01,2009-06-30,1274966.3623044735,39334.209390731994,45539.83872971148,5,empirical_order_statistic,-349.06199447112533,13880.89182357737,-10088.80022903136,10088.80022903136,0
2009-07-02,2009-07-01,1285055.162533505,31126.42443698598,39043.235950353366,5,empirical_order_statistic,-6452.465439126915,12886.87294198331,10086.01006630389,-10086.01006630389,0
2009-07-06,2009-07-02,1274969.152467201,36524.50088984333,43605.05124277794,5,empirical_order_statistic,-256.9334795738328,12801.899933837027,701.6503765652888,-701.6503765652888,0
2009-07-07,2009-07-06,1274267.5020906357,36462.11530613876,43508.07537161982,5,empirical_order_statistic,-251.81081657205942,12762.408256998446,7528.290289933793,-7528.290289933793,0
2009-07-08,2009-07-07,1266739.211800702,35750.4005737456,42646.31025944087,5,empirical_order_statistic,-206.63512953277166,12484.303893456194,15545.475122943055,-15545.475122943055,0
2009-07-09,2009-07-08,1251193.7366777589,35511.77791869943,42366.02384312851,5,empirical_order_statistic,-149.30106038118993,12442.30647440043,-11022.58845452452,11022.58845452452,0
2009-07-10,2009-07-09,1262216.3251322834,35773.381884867325,42548.796564196375,5,empirical_order_statistic,-202.72202394248964,12495.595344312514,10355.88980197208,-10355.88980197208,0
2009-07-13,2009-07-10,1251860.4353303113,35620.89003069373,42420.54156957464,5,empirical_order_statistic,-177.2131703532869,12492.906355943194,-11267.216935438802,11267.216935438802,0
2009-07-14,2009-07-13,1263127.65226575,36660.74525769241,43662.97015823684,5,empirical_order_statistic,-250.38103562304192,12929.731643699508,-10805.050296193454,10805.050296193454,0
2009-07-15,2009-07-14,1273932.7025619436,36981.175882963,44022.065670692224,5,empirical_order_statistic,-291.7553712479896,13058.339906457179,-22736.57488995511,22736.57488995511,0
2009-07-16,2009-07-15,1296669.2774518987,38668.989427146735,46154.423768798864,5,empirical_order_statistic,-309.75142927393784,13718.168769670656,2473.4437660765834,-2473.4437660765834,0
2009-07-17,2009-07-16,1294195.833685822,38679.09919653158,46113.21078519537,5,empirical_order_statistic,-309.3943800951252,13720.387318071142,-5792.059795384528,5792.059795384528,0
2009-07-20,2009-07-17,1299987.8934812066,39294.03511817497,46887.30534671163,5,empirical_order_statistic,-337.86218207973894,13966.269376866856,-7792.5302118582185,7792.5302118582185,0
2009-07-21,2009-07-20,1307780.4236930648,40225.554100043606,48099.12546636383,5,empirical_order_statistic,-330.9886453910945,14314.107535515077,5237.258762720041,-5237.258762720041,0
2009-07-22,2009-07-21,1302543.1649303448,40561.223370330874,48564.82489939527,5,empirical_order_statistic,-288.37201406974486,14463.628275309837,-5960.543679747498,5960.543679747498,0
2009-07-23,2009-07-22,1308503.7086100923,40706.031054198975,48699.13154946533,5,empirical_order_statistic,-304.1933603785243,14498.455125701903,-13288.162675651489,13288.162675651489,0
2009-07-24,2009-07-23,1321791.8712857438,41717.61049972195,50184.31260123979,5,empirical_order_statistic,-272.16513409235563,14884.941572246935,-2044.513683021767,2044.513683021767,0
2009-07-27,2009-07-24,1323836.3849687655,42091.93977371184,50689.84525119951,5,empirical_order_statistic,-253.84006323547243,15014.616822874552,-5670.037378387991,5670.037378387991,0
2009-07-28,2009-07-27,1329506.4223471535,42253.00487180799,50904.31093561966,5,empirical_order_statistic,-250.82296842431697,15059.031117279259,13000.977126969025,-13000.977126969025,0
2009-07-29,2009-07-28,1316505.4452201845,41748.11436053715,50223.411739784104,5,empirical_order_statistic,-216.90563482332368,14911.220588214486,10062.2808895153,-10062.2808895153,0
2009-07-30,2009-07-29,1306443.1643306692,41412.75913104974,49823.25983292344,5,empirical_order_statistic,-200.56278247730015,14830.388177198018,-6525.093525618315,6525.093525618315,0
2009-07-31,2009-07-30,1312968.2578562875,42083.2998882886,50812.44816796128,5,empirical_order_statistic,-174.47700831156365,15075.051528554557,-3308.115415782435,3308.115415782435,0
2009-08-03,2009-07-31,1316276.37327207,42692.86850714707,51596.55324147851,5,empirical_order_statistic,-188.30754212557616,15276.25782943709,-19250.636220850516,19250.636220850516,0
2009-08-04,2009-08-03,1335527.0094929205,43492.44745766744,52827.87037430568,5,empirical_order_statistic,-189.69111529060407,15552.07298266626,-7151.052957416978,7151.052957416978,0
2009-08-05,2009-08-04,1342678.0624503375,43753.97227478307,53284.93284316305,5,empirical_order_statistic,-237.50504223752256,15605.296165417216,-5382.192037414527,5382.192037414527,0
2009-08-06,2009-08-05,1348060.254487752,43738.70173181128,53252.1522443905,5,empirical_order_statistic,-264.5975436100275,15567.598320077394,4333.766230470035,-4333.766230470035,0
2009-08-07,2009-08-06,1343726.488257282,43616.02735801786,53056.91131419023,5,empirical_order_statistic,-235.92217113739764,15514.697048856444,-2707.8633055060636,2707.8633055060636,0
2009-08-10,2009-08-07,1346434.351562788,43487.18950561015,53334.78978893794,5,empirical_order_statistic,-221.08985465469817,15544.823335071647,10961.460760098882,-10961.460760098882,0
2009-08-11,2009-08-10,1335472.8908026891,43303.303351992276,53203.995159297854,5,empirical_order_statistic,-190.3679113688278,15525.2580748544,9795.892260844354,-9795.892260844354,0
2009-08-12,2009-08-11,1325676.9985418448,43191.85776914749,52949.69313456188,5,empirical_order_statistic,-166.8783569785296,15471.06016857683,-5911.440861859126,5911.440861859126,0
2009-08-13,2009-08-12,1331588.439403704,43519.413578921696,53539.52793690469,5,empirical_order_statistic,-175.7157490191404,15585.128977975835,355.0176693103276,-355.0176693103276,0
2009-08-14,2009-08-13,1331233.4217343936,45509.963053524494,53711.29324272093,5,empirical_order_statistic,6963.180421707048,13343.452291825284,16205.267671137815,-16205.267671137815,0
2009-08-17,2009-08-14,1315028.1540632558,37690.774139653426,44928.02848792295,5,empirical_order_statistic,-403.6469837477831,13391.426255441595,16018.830782299396,-16018.830782299396,0
2009-08-18,2009-08-17,1299009.3232809564,36390.567832923494,43364.633178013704,5,empirical_order_statistic,-271.3760164404362,12862.101273016095,-5355.846093882807,5355.846093882807,0
2009-08-19,2009-08-18,1304365.1693748392,36803.97703707544,43816.98900757856,5,empirical_order_statistic,-351.8453431895552,13006.724792090177,-1994.2620173564646,1994.2620173564646,0
2009-08-20,2009-08-19,1306359.4313921956,37343.87989241723,44476.05013061161,5,empirical_order_statistic,-346.8111041892548,13220.135811821012,1106.5495116298553,-1106.5495116298553,0
2009-08-21,2009-08-20,1305252.8818805658,37789.895291026914,45009.5287605104,5,empirical_order_statistic,-385.27297265701367,13428.821416513158,-20435.429530078545,20435.429530078545,0
2009-08-24,2009-08-21,1325688.3114106443,39004.874223672785,46525.82381986305,5,empirical_order_statistic,-462.9311996781072,13924.094279074454,11450.327027978143,-11450.327027978143,0
2009-08-25,2009-08-24,1314237.9843826662,38815.38662869553,46278.01893148911,5,empirical_order_statistic,-451.0028400908615,13881.573119399569,-421.7386045011226,421.7386045011226,0
2009-08-26,2009-08-25,1314659.7229871673,39011.268511809874,46530.65815015696,5,empirical_order_statistic,-487.92434095760433,13957.361370871746,1408.7167495507747,-1408.7167495507747,0
2009-08-27,2009-08-26,1313251.0062376165,38992.694339004345,46520.711276347705,5,empirical_order_statistic,-456.37240208471616,13950.72773517004,-6617.905940263532,6617.905940263532,0
2009-08-28,2009-08-27,1319868.91217788,39386.49956222018,46914.583352726746,5,empirical_order_statistic,-487.197439007753,14068.670876787404,-2617.5955498560797,2617.5955498560797,0
2009-08-31,2009-08-28,1322486.5077277361,39488.02819159487,47050.752774625274,5,empirical_order_statistic,-501.601884947944,14110.970058350738,8700.281124223256,-8700.281124223256,0
2009-09-01,2009-08-31,1313786.226603513,38892.101148486836,46304.53343018717,5,empirical_order_statistic,-441.9850284631429,13873.121957532217,5595.619112804998,-5595.619112804998,0
2009-09-02,2009-09-01,1308190.607490708,37654.80638056551,44862.704848828165,5,empirical_order_statistic,-363.36563836394157,13356.366489394406,-5254.259466223884,5254.259466223884,0
2009-09-03,2009-09-02,1313444.8669569318,37907.51031797612,45200.2407638127,5,empirical_order_statistic,-364.7656677079308,13446.465714993687,-8722.593589537544,8722.593589537544,0
2009-09-04,2009-09-03,1322167.4605464693,38458.071892272215,45865.26330088042,5,empirical_order_statistic,-442.79406236029325,13697.498113370144,-11503.4332844764,11503.4332844764,0
2009-09-08,2009-09-04,1333670.8938309457,39312.337090212386,46815.273372452146,5,empirical_order_statistic,-544.9356018285696,14039.325775780946,-6861.659646335058,6861.659646335058,0
2009-09-09,2009-09-08,1340532.5534772808,40125.779446773,47697.35130271902,5,empirical_order_statistic,-532.1178914003531,14298.035373065837,-1911.1934563019313,1911.1934563019313,0
2009-09-10,2009-09-09,1342443.7469335827,40757.836658225395,48390.98064117017,5,empirical_order_statistic,-576.2678173314691,14545.188425770008,1174.3725142658222,-1174.3725142658222,0
2009-09-11,2009-09-10,1341269.3744193169,41771.26403685659,49674.05584084396,5,empirical_order_statistic,-556.1279783933517,14949.984597014844,-4190.767239381559,4190.767239381559,0
2009-09-14,2009-09-11,1345460.1416586984,41963.73418612848,49924.05504270476,5,empirical_order_statistic,-540.852135768374,15014.297459040514,-3453.1338904404547,3453.1338904404547,0
2009-09-15,2009-09-14,1348913.275549139,42409.0240375218,50372.87871902036,5,empirical_order_statistic,-548.9024769968739,15145.421720055232,-9563.718713760842,9563.718713760842,0
2009-09-16,2009-09-15,1358476.9942628997,43053.40210523596,51145.103643763534,5,empirical_order_statistic,-537.8228301778673,15353.386900946427,-11376.42246767017,11376.42246767017,0
2009-09-17,2009-09-16,1369853.41673057,44386.092718870845,53031.49193403707,5,empirical_order_statistic,-503.7981906699799,15824.079420787752,6249.04127320298,-6249.04127320298,0
2009-09-18,2009-09-17,1363604.375457367,44447.58963817195,53019.10711734858,5,empirical_order_statistic,-488.7139497469929,15841.16862009341,-638.895385263022,638.895385263022,0
2009-09-21,2009-09-18,1364243.27084263,44540.125679996796,53078.11029791492,5,empirical_order_statistic,-443.48222174548357,15838.47314723847,3378.0337063095067,-3378.0337063095067,0
2009-09-22,2009-09-21,1360865.2371363204,44540.84557720623,52957.43815069595,5,empirical_order_statistic,-423.5965635142736,15821.556813715459,-9316.89461587905,9316.89461587905,0
2009-09-23,2009-09-22,1370182.1317521995,45489.639245925704,54283.47997781392,5,empirical_order_statistic,-384.258625811792,16120.719938389653,9921.617292106617,-9921.617292106617,0
2009-09-24,2009-09-23,1360260.5144600929,45157.23670645617,53459.39156365567,5,empirical_order_statistic,-388.4999982363582,15971.557607329556,14232.218812128063,-14232.218812128063,0
2009-09-25,2009-09-24,1346028.2956479648,44681.7167241578,52144.432078292266,5,empirical_order_statistic,-391.3951819570488,15744.283517310872,7616.080095439684,-7616.080095439684,0
2009-09-28,2009-09-25,1338412.2155525251,34701.808635497,43173.28969999137,5,empirical_order_statistic,-4984.031097482312,13734.005185333928,-5624.105354885571,5624.105354885571,0
2009-09-29,2009-09-28,1344036.3209074107,39104.28685413813,46685.45264440472,5,empirical_order_statistic,-399.12896019690714,13883.964599740015,-271.05210771458223,271.05210771458223,0
2009-09-30,2009-09-29,1344307.3730151253,38987.61536328541,46554.93534360528,5,empirical_order_statistic,-357.5278075746382,13813.49922092112,-7342.333660513861,7342.333660513861,0
2009-10-01,2009-09-30,1351649.7066756391,39094.86177509744,46680.600415374574,5,empirical_order_statistic,-378.59602346101354,13827.323155857861,17605.36003926443,-17605.36003926443,0
2009-10-02,2009-10-01,1334044.3466363747,37830.37170217186,45182.998633156065,5,empirical_order_statistic,-277.429147125775,13342.10000005676,-5256.150596638909,5256.150596638909,0
2009-10-05,2009-10-02,1339300.4972330136,37826.29659002181,45127.20299511585,5,empirical_order_statistic,-279.82988384164776,13303.918139451982,-10162.805222717347,10162.805222717347,0
2009-10-06,2009-10-05,1349463.302455731,38626.08138861647,46099.69246191685,5,empirical_order_statistic,-353.1289391856487,13647.23182700584,-16670.12330617709,16670.12330617709,0
2009-10-07,2009-10-06,1366133.425761908,39656.52610680391,47391.513046730586,5,empirical_order_statistic,-427.33592255725387,14090.036153820187,2757.161752847256,-2757.161752847256,0
2009-10-08,2009-10-07,1363376.2640090608,39802.50059330091,47560.746790631485,5,empirical_order_statistic,-430.32654471206337,14173.582866521218,-12682.914694890846,12682.914694890846,0
2009-10-09,2009-10-08,1376059.1787039516,40467.71846045274,48348.39040063098,5,empirical_order_statistic,-477.1447845148775,14435.712634933669,-3798.4173733436037,3798.4173733436037,0
2009-10-12,2009-10-09,1379857.5960772953,40650.409781977534,48497.99339285041,5,empirical_order_statistic,-540.8365923951627,14507.126957976157,-6321.751566609135,6321.751566609135,0
2009-10-13,2009-10-12,1386179.3476439044,41081.39727533911,49004.376882687255,5,empirical_order_statistic,-572.8315704196524,14668.894124803614,549.9759291731752,-549.9759291731752,0
2009-10-14,2009-10-13,1385629.3717147312,41152.7765174082,49069.261836708385,5,empirical_order_statistic,-563.9068166398625,14691.22775445165,-12752.621786603937,12752.621786603937,0
2009-10-15,2009-10-14,1398381.9935013351,42392.17569795856,50551.585022098894,5,empirical_order_statistic,-567.3530535839838,15153.68163990227,2916.5536771276966,-2916.5536771276966,0
2009-10-16,2009-10-15,1395465.4398242075,42618.62864566874,50709.71469697748,5,empirical_order_statistic,-596.3260144364871,15238.69731989455,5466.901650359621,-5466.901650359621,0
2009-10-19,2009-10-16,1389998.5381738478,42130.000173246255,50073.34671256328,5,empirical_order_statistic,-593.1529579698108,15072.85651983557,-7312.646389916539,7312.646389916539,0
2009-10-20,2009-10-19,1397311.1845637644,43031.5814342245,51203.04285731753,5,empirical_order_statistic,-598.0057241282831,15413.211967119574,10636.421174691524,-10636.421174691524,0
2009-10-21,2009-10-20,1386674.7633890728,42580.76732554962,50555.824139703254,5,empirical_order_statistic,-593.2749084297591,15275.628924413166,-5542.979491224047,5542.979491224047,0
2009-10-22,2009-10-21,1392217.742880297,41957.0382071347,49719.26269582855,5,empirical_order_statistic,-579.0944016247969,14987.157435066658,-4639.566268425435,4639.566268425435,0
2009-10-23,2009-10-22,1396857.3091487223,43004.72745549376,50905.43156756698,5,empirical_order_statistic,-613.7256647563223,15393.245354951981,1843.1593435485847,-1843.1593435485847,0
2009-10-26,2009-10-23,1395014.1498051737,41876.39560174057,49484.42853353568,5,empirical_order_statistic,-607.4145375139467,14947.840931766643,8766.023031603312,-8766.023031603312,0
2009-10-27,2009-10-26,1386248.1267735704,40562.17104951688,47900.43552584275,5,empirical_order_statistic,-551.474560129296,14437.636397404975,7645.7029872185085,-7645.7029872185085,0
2009-10-28,2009-10-27,1378602.423786352,40171.13879924733,47447.96599532538,5,empirical_order_statistic,-510.5171789999148,14315.898844372878,14060.783657741034,-14060.783657741034,0
2009-10-29,2009-10-28,1364541.640128611,38657.84351809765,45705.872734627876,5,empirical_order_statistic,-394.02732367686184,13687.33179064821,-20979.433943953365,20979.433943953365,0
2009-10-30,2009-10-29,1385521.0740725643,40467.79475353239,47687.67452606014,5,empirical_order_statistic,-598.1403571094354,14484.337687477368,15474.11075333273,-15474.11075333273,0
2009-11-02,2009-10-30,1370046.9633192315,38440.655755157815,45491.17754219137,5,empirical_order_statistic,-342.16882542950054,13612.226883935014,-10586.862444112543,10586.862444112543,0
2009-11-03,2009-11-02,1380633.825763344,38939.299885351444,46033.02087031431,5,empirical_order_statistic,-405.20714033521296,13862.837065946453,-14155.836425213842,14155.836425213842,0
2009-11-04,2009-11-03,1394789.662188558,39207.72579859872,46395.86119840853,5,empirical_order_statistic,-474.3483511008653,14062.640204989599,-10420.736056503607,10420.736056503607,0
2009-11-05,2009-11-04,1405210.3982450615,39310.561284014955,46421.09791660546,5,empirical_order_statistic,-521.3251542572127,14150.814143843274,-2625.442151834024,2625.442151834024,0
2009-11-06,2009-11-05,1407835.8403968955,41018.99039655458,48070.960347907014,5,empirical_order_statistic,-663.9447590176002,14965.542760255486,132.66600372595713,-132.66600372595713,0
2009-11-09,2009-11-06,1407703.1743931696,32847.75164636178,41942.83858832465,5,empirical_order_statistic,-8754.630051852171,14444.531255365224,-18819.788379446603,18819.788379446603,0
2009-11-10,2009-11-09,1426522.9627726162,41307.83528505848,49431.633618840155,5,empirical_order_statistic,-537.1009130881778,14709.077529676484,1077.6363975249697,-1077.6363975249697,0
2009-11-11,2009-11-10,1425445.3263750912,41340.47864151234,49470.077095805624,5,empirical_order_statistic,-576.1380659384462,14717.291275567683,-7672.753585467348,7672.753585467348,0
2009-11-12,2009-11-11,1433118.0799605586,41773.522639479954,50052.70698767421,5,empirical_order_statistic,-577.4044969415124,14894.908368585966,15321.06557826791,-15321.06557826791,0
2009-11-13,2009-11-12,1417797.0143822907,40895.08601231058,49002.27300269059,5,empirical_order_statistic,-506.8893630411597,14580.767157040658,-7636.334995536599,7636.334995536599,0
2009-11-16,2009-11-13,1425433.3493778273,41473.096695315326,49710.57820455423,5,empirical_order_statistic,-521.5966106787957,14805.016856819082,-7322.761814493919,7322.761814493919,0
2009-11-17,2009-11-16,1432756.1111923212,42691.22876491584,51273.20562520144,5,empirical_order_statistic,-565.8606464974209,15316.310857349174,-29.747143915621564,29.747143915621564,0
2009-11-18,2009-11-17,1432785.8583362368,42716.51238802611,51343.01282314896,5,empirical_order_statistic,-591.8507016788269,15360.972706996496,-3924.0799697861075,3924.0799697861075,0
