,VaR_MC_T_COPULA
2009-09-21,40614.649417173496
2009-09-22,41872.64793512502
2009-09-23,41178.926968953965
2009-09-24,45176.464107041356
2009-09-25,40838.88645394984
2009-09-28,39689.300534601774
2009-09-29,42645.64258402863
2009-09-30,37673.802401990244
2009-10-01,37534.34501208267
2009-10-02,35431.4221928754
2009-10-05,33614.870150921925
2009-10-06,37081.89752671171
2009-10-07,39563.62294794957
2009-10-08,37846.63432664465
2009-10-09,38087.08908392123
2009-10-12,39078.04743655762
2009-10-13,37016.86667455936
2009-10-14,37642.21348969701
2009-10-15,37787.877644525615
2009-10-16,36798.425402940346
2009-10-19,40749.279329879646
2009-10-20,40004.815940097506
2009-10-21,37067.59907530981
2009-10-22,38785.191189051504
2009-10-23,37220.9638139946
2009-10-26,37888.02356522823
2009-10-27,42071.799744482356
2009-10-28,39536.994572142656
2009-10-29,38508.58249971756
2009-10-30,34602.557429187924
2009-11-02,37915.276874839554
2009-11-03,37295.0742736908
2009-11-04,36679.405767084245
2009-11-05,35735.86984370654
2009-11-06,36126.277643731126
2009-11-09,41713.75240531213
2009-11-10,41706.030272845026
2009-11-11,38072.04105762353
2009-11-12,40429.2393409719
2009-11-13,38712.101765756364
2009-11-16,39811.452542260406
2009-11-17,38835.15939111015
2009-11-18,40268.41515766731
2009-11-19,38401.64690956378
2009-11-20,39882.33357957428
2009-11-23,37614.885932513644
2009-11-24,40234.19831658935
2009-11-25,41258.433865417835
2009-11-27,41827.656110478434
2009-11-30,38841.803210912265
2009-12-01,40631.18018314365
2009-12-02,41235.959741935
2009-12-03,40630.586431934105
2009-12-04,39830.56190569114
2009-12-07,43859.10927571073
2009-12-08,41186.64900855699
2009-12-09,37317.55586282094
2009-12-10,39104.224489610795
2009-12-11,39670.63705467462
2009-12-14,37639.33488239277
2009-12-15,39740.233956904114
2009-12-16,39840.44267396321
2009-12-17,43524.589504317395
2009-12-18,39680.87678184452
2009-12-21,37602.12962998202
2009-12-22,40438.647058774084
2009-12-23,40975.83777198061
2009-12-24,36328.53412004198
2009-12-28,39100.473664312834
2009-12-29,37370.80046769916
2009-12-30,35959.54832785301
2009-12-31,37017.234788944836
2010-01-04,40255.357876229886
2010-01-05,36691.006358960636
2010-01-06,38925.71314837163
2010-01-07,39139.121881281804
2010-01-08,41881.13415138505
2010-01-11,41327.488154111415
2010-01-12,45678.70793612943
2010-01-13,44013.84821834081
2010-01-14,42209.494480282134
2010-01-15,42216.251997714746
2010-01-19,40447.84128495615
2010-01-20,41625.21722211482
2010-01-21,40312.70582987177
2010-01-22,37570.66778813857
2010-01-25,38923.22654497145
2010-01-26,38411.36216886135
2010-01-27,36849.63048315856
2010-01-28,35315.12871161759
2010-01-29,38708.67300661033
2010-02-01,37326.02013772063
2010-02-02,37813.68381176299
2010-02-03,36168.19792988521
2010-02-04,36328.623417923336
2010-02-05,35685.89501637417
2010-02-08,37244.244248631294
2010-02-09,39039.34459944282
2010-02-10,39404.65343963746
2010-02-11,39029.76783976998
2010-02-12,39115.251658920555
2010-02-16,41034.086936499036
2010-02-17,39982.31916109282
2010-02-18,41823.055265699884
2010-02-19,40075.70297224847
2010-02-22,41312.184603032925
2010-02-23,41988.02841561859
2010-02-24,40233.90781218009
2010-02-25,42630.04737769693
2010-02-26,40422.98826210807
2010-03-01,41570.374791724375
2010-03-02,45619.760402671636
2010-03-03,42740.07637975014
2010-03-04,44056.702930231164
2010-03-05,43351.590989155324
2010-03-08,44301.95227834959
2010-03-09,45887.600659293785
2010-03-10,44032.13313275515
2010-03-11,44526.32245264218
2010-03-12,47935.52516063988
2010-03-15,45422.90055947141
2010-03-16,44410.950457435196
2010-03-17,44771.70298923549
2010-03-18,46584.52074641328
2010-03-19,48305.831595058786
2010-03-22,54649.5488062541
2010-03-23,48608.02614131238
2010-03-24,38806.17242942022
2010-03-25,41129.04985145935
2010-03-26,37526.487775828886
2010-03-29,36763.55847188864
2010-03-30,39205.719276690834
2010-03-31,39470.92726472561
2010-04-01,37298.48478166485
2010-04-05,39481.04797162284
2010-04-06,38025.29298428912
2010-04-07,39686.557311302706
2010-04-08,43540.23681671662
2010-04-09,42160.5425897668
2010-04-12,40720.0578576887
2010-04-13,38723.82630608674
2010-04-14,40795.39956020229
2010-04-15,38657.88907997644
2010-04-16,41538.58282456693
2010-04-19,40286.65872613485
2010-04-20,39728.31907230955
2010-04-21,42318.18422947957
2010-04-22,40657.72264980296
2010-04-23,43441.95727344922
2010-04-26,44086.47501763345
2010-04-27,40353.053134395544
2010-04-28,40460.76886438556
2010-04-29,42847.25312038936
2010-04-30,43981.948822033984
2010-05-03,41744.45363127689
2010-05-04,41560.70708241647
2010-05-05,38316.07240401228
2010-05-06,40098.732436492945
2010-05-07,37623.46305316806
2010-05-10,41505.374424447386
2010-05-11,42267.7668673033
2010-05-12,42489.87534328462
2010-05-13,40164.77259913642
2010-05-14,39581.768171315794
2010-05-17,41080.32352693174
2010-05-18,41210.98742548413
2010-05-19,36997.067354286526
2010-05-20,38509.3412551413
2010-05-21,39423.0173914652
2010-05-24,39001.560898784366
2010-05-25,40051.08072796393
2010-05-26,38716.56177508477
2010-05-27,38420.128027720355
2010-05-28,40261.947050763934
2010-06-01,37033.89016487576
2010-06-02,38867.288336211524
2010-06-03,36047.86392970167
2010-06-04,39607.57905713765
2010-06-07,42321.125418425916
2010-06-08,39519.92086489187
2010-06-09,38243.03348272831
2010-06-10,38695.548430373296
2010-06-11,41349.28560711082
2010-06-14,38507.665086061315
2010-06-15,36187.82529879197
2010-06-16,38055.427087648364
2010-06-17,36714.21865225021
2010-06-18,43085.87000568928
2010-06-21,42293.83505387174
2010-06-22,42725.419146689186
2010-06-23,40866.06130460822
2010-06-24,38914.63211302417
2010-06-25,43192.11534594072
2010-06-28,40359.47927008679
2010-06-29,39844.3006213533
2010-06-30,38836.82627287825
2010-07-01,40838.0231354615
2010-07-02,40643.917410615584
2010-07-06,36474.05630131266
2010-07-07,37030.30035163561
2010-07-08,40734.35071648851
2010-07-09,37038.06835813484
2010-07-12,40607.219606426675
2010-07-13,39912.663421030964
2010-07-14,39026.59369852398
2010-07-15,43222.48955379224
2010-07-16,41858.292214546615
2010-07-19,38920.929417887506
