,VaR_MC_T_COPULA
2013-07-11,32262.389465023814
2013-07-12,34481.289835315554
2013-07-15,34922.98899990592
2013-07-16,34049.92584195138
2013-07-17,36696.30908608344
2013-07-18,36943.90623921817
2013-07-19,37171.35337814891
2013-07-22,36625.04989619077
2013-07-23,41342.45189540474
2013-07-24,39551.098848553884
2013-07-25,31650.401382989774
2013-07-26,32104.830787958763
2013-07-29,30947.816929016437
2013-07-30,30982.083514341113
2013-07-31,32512.0471550243
2013-08-01,34416.01850321756
2013-08-02,29904.016284126443
2013-08-05,33950.658000324715
2013-08-06,35180.667842600305
2013-08-07,29601.979257244944
2013-08-08,31204.98453529151
2013-08-09,31054.26078777655
2013-08-12,31223.993242706332
2013-08-13,35558.0833460836
2013-08-14,31129.090446421764
2013-08-15,31178.27361432903
2013-08-16,27807.954154031613
2013-08-19,29953.0962310428
2013-08-20,27782.914302305606
2013-08-21,29793.296262191798
2013-08-22,28708.829355310412
2013-08-23,28749.43779245768
2013-08-26,31451.140371393376
2013-08-27,29075.02726674112
2013-08-28,29713.846527197547
2013-08-29,27820.754293656664
2013-08-30,30543.087347184795
2013-09-03,29904.985142044217
2013-09-04,27831.14901847696
2013-09-05,29482.629450960678
2013-09-06,32465.97277982402
2013-09-09,29401.09586207314
2013-09-10,29543.99842742282
2013-09-11,32147.464392893435
2013-09-12,32792.24185879716
2013-09-13,34169.86307510569
2013-09-16,31995.33356535138
2013-09-17,33366.84081762215
2013-09-18,33860.4248593763
2013-09-19,36407.4263885353
2013-09-20,33219.32586344111
2013-09-23,35092.02024951238
2013-09-24,34759.01640208056
2013-09-25,32593.203598447682
2013-09-26,33145.04464600033
2013-09-27,34752.70321476872
2013-09-30,32805.25422949075
2013-10-01,32551.26276482687
2013-10-02,33489.7914186256
2013-10-03,31756.02593134697
2013-10-04,31636.689972010216
2013-10-07,32258.032529611777
2013-10-08,33408.89605777615
2013-10-09,33539.0801955611
2013-10-10,29616.529625242423
2013-10-11,32801.08489155236
2013-10-14,33140.70808720704
2013-10-15,36989.468998635384
2013-10-16,33201.16484982045
2013-10-17,31633.040647180325
2013-10-18,24649.06203577144
2013-10-21,25379.590318456558
2013-10-22,26143.957031510356
2013-10-23,25415.14660832571
2013-10-24,25443.271113616036
2013-10-25,25882.808381749852
2013-10-28,25001.732892031436
2013-10-29,26866.467870846962
2013-10-30,26917.22905251322
2013-10-31,26864.737823430853
2013-11-01,26209.577067303348
2013-11-04,26405.573875707345
2013-11-05,25239.115933355766
2013-11-06,26616.987623462843
2013-11-07,27047.41763501742
2013-11-08,25049.584090816876
2013-11-11,26110.39885226476
2013-11-12,26468.368294187894
2013-11-13,25900.656135487097
2013-11-14,27063.497261920427
2013-11-15,28792.743997108893
2013-11-18,30626.26927558544
2013-11-19,27796.750899245042
2013-11-20,28367.040789078288
2013-11-21,29520.18723870791
2013-11-22,31000.619905774198
2013-11-25,30334.229403162895
2013-11-26,31864.434137802204
2013-11-27,30080.086719584244
2013-11-29,31989.93886173135
2013-12-02,25093.52003056702
2013-12-03,22465.070425657097
2013-12-04,24208.883175574716
2013-12-05,22290.06176208133
2013-12-06,24271.620066343712
2013-12-09,24191.85625541889
2013-12-10,23441.81986584179
2013-12-11,22633.45990024678
2013-12-12,24001.461505943702
2013-12-13,22993.169963395234
2013-12-16,22785.23607399355
2013-12-17,23549.05921545901
2013-12-18,22273.12268501048
2013-12-19,23488.610098221645
2013-12-20,22909.36279590143
2013-12-23,23907.682379181402
2013-12-24,24402.262787677202
2013-12-26,25632.657051346505
2013-12-27,26912.294789033494
2013-12-30,30310.230182694955
2013-12-31,30089.786374455376
2014-01-02,30087.66426127692
2014-01-03,31204.006549216156
2014-01-06,28919.623847797593
2014-01-07,29396.28420258098
2014-01-08,28086.563198901054
2014-01-09,29905.465817052856
2014-01-10,29739.883092201177
2014-01-13,31790.701233974323
2014-01-14,27195.343145031788
2014-01-15,26812.73516201125
2014-01-16,28970.143003528396
2014-01-17,30139.75037722959
2014-01-21,26910.467210976327
2014-01-22,29164.8479947918
2014-01-23,27847.272897284194
2014-01-24,27981.23104247248
2014-01-27,29157.330399951297
2014-01-28,25787.899533564778
2014-01-29,26417.288225289656
2014-01-30,26094.594477072525
2014-01-31,24841.77142975271
2014-02-03,26167.383713590985
2014-02-04,26285.15901306632
2014-02-05,26430.6612446681
2014-02-06,25654.797825150836
2014-02-07,26750.29914186692
2014-02-10,26157.90759830986
2014-02-11,25113.453027095205
2014-02-12,24945.57051649173
2014-02-13,26878.174168684392
2014-02-14,29046.744932518806
2014-02-18,27603.7694864848
2014-02-19,30293.933990586087
2014-02-20,26932.42761985028
2014-02-21,28374.79206877869
2014-02-24,28131.622957862808
2014-02-25,29624.345719001478
2014-02-26,30191.459630854813
2014-02-27,29988.053214636562
2014-02-28,29868.44162206001
2014-03-03,27072.029294433236
2014-03-04,30417.99462499513
2014-03-05,31043.180142448455
2014-03-06,30806.758588889646
2014-03-07,29466.94993661373
2014-03-10,30579.994437046567
2014-03-11,30285.614760812
2014-03-12,30838.58278512141
2014-03-13,30708.152235076413
2014-03-14,28075.794373582234
2014-03-17,29209.808020075703
2014-03-18,28913.67303796713
2014-03-19,31946.015045404674
2014-03-20,31371.692419579525
2014-03-21,30248.72186344912
2014-03-24,29245.059504135435
2014-03-25,30807.05468077137
2014-03-26,30636.28388002215
2014-03-27,29816.64695818477
2014-03-28,27299.111662141248
2014-03-31,32343.680670287282
2014-04-01,29840.888112701323
2014-04-02,33434.53268421348
2014-04-03,33768.59996753858
2014-04-04,31739.549652095233
2014-04-07,28960.95473540417
2014-04-08,28569.338900016
2014-04-09,28072.208210654208
2014-04-10,28992.406585953253
2014-04-11,30269.0417409147
2014-04-14,30978.413571364974
2014-04-15,28307.867006101944
2014-04-16,30610.12793747147
2014-04-17,31842.53245373649
2014-04-21,31168.234305756978
2014-04-22,31039.938105033532
2014-04-23,32808.90252114326
2014-04-24,30713.83462058569
2014-04-25,32308.517452506545
2014-04-28,29800.34149082695
2014-04-29,30706.811774546855
2014-04-30,31631.348508652973
2014-05-01,33308.589630864946
2014-05-02,32326.03245855012
2014-05-05,34391.589872493394
2014-05-06,34592.54380092596
2014-05-07,32869.454586801905
2014-05-08,33445.00453732362
2014-05-09,34966.80287931425
2014-05-12,33955.896735418944
2014-05-13,35731.246090472865
2014-05-14,36113.71374244606
2014-05-15,32850.035230466754
2014-05-16,34328.50893414168
2014-05-19,32929.24118155613
2014-05-20,37246.06608607916
2014-05-21,34836.58357453815
2014-05-22,36462.1955698491
2014-05-23,33845.30393857963
2014-05-27,29217.916429219513
2014-05-28,30965.44157280907
2014-05-29,30634.489190979544
2014-05-30,31044.02515210673
2014-06-02,30059.92928180268
2014-06-03,28876.569294369925
2014-06-04,31159.945374865936
2014-06-05,31417.081104826888
2014-06-06,31806.511167495988
2014-06-09,31819.493584511492
2014-06-10,33782.716815370324
2014-06-11,33119.09248895892
2014-06-12,34911.12914945796
2014-06-13,30024.612317869316
2014-06-16,30899.174874547585
2014-06-17,31227.741815490976
2014-06-18,33692.371030075075
2014-06-19,31518.404767537984
2014-06-20,34363.7410941329
2014-06-23,35384.0229266212
2014-06-24,32709.20217418446
2014-06-25,33668.9494350718
2014-06-26,32871.60263127356
2014-06-27,35184.964973861366
2014-06-30,33971.494445736964
2014-07-01,37403.41198513447
2014-07-02,39105.03133471856
2014-07-03,37351.97250099355
2014-07-07,37906.28810568317
2014-07-08,37833.855127224015
2014-07-09,30248.21133284141
2014-07-10,31338.979725538997
2014-07-11,31036.959760948062
2014-07-14,30457.54592016867
2014-07-15,28780.22907584389
2014-07-16,30925.65194316106
2014-07-17,30891.49430287752
2014-07-18,29869.580480553457
2014-07-21,30691.34476327383
2014-07-22,30087.198630096034
2014-07-23,29892.467282732658
2014-07-24,31894.053760701663
2014-07-25,32507.203168470678
2014-07-28,31824.03108075866
2014-07-29,29488.162409986075
2014-07-30,28818.18675292626
2014-07-31,29300.418842804935
2014-08-01,28609.28912188585
2014-08-04,27133.460973716086
2014-08-05,25796.758617789023
2014-08-06,26405.889887131067
2014-08-07,27671.221001929694
2014-08-08,27812.21054315069
2014-08-11,28248.80123074983
2014-08-12,26628.82127641045
2014-08-13,24552.670222952886
2014-08-14,25244.851448119967
2014-08-15,27335.82911532358
2014-08-18,26577.423615256954
2014-08-19,27201.242571641098
2014-08-20,27240.634205652852
2014-08-21,28030.66671833871
2014-08-22,28340.705773843718
2014-08-25,29173.59684125941
2014-08-26,29429.900718813915
2014-08-27,31172.78667505503
2014-08-28,28169.88567201932
2014-08-29,28371.97937255219
2014-09-02,29919.514474954507
2014-09-03,29696.46899342688
2014-09-04,30892.748806519267
2014-09-05,27980.363767124796
2014-09-08,29777.237633955927
2014-09-09,29980.385414211978
2014-09-10,29686.767686309413
2014-09-11,26555.529762706716
2014-09-12,28521.976785532068
2014-09-15,27460.416171602184
2014-09-16,27805.33976631515
2014-09-17,28396.616278245834
2014-09-18,30187.714066184206
2014-09-19,29389.89147765826
2014-09-22,30269.281136701356
2014-09-23,27123.7267430341
2014-09-24,27293.64411077214
2014-09-25,29006.672632912334
2014-09-26,27786.21767080861
2014-09-29,25968.073893032786
2014-09-30,26977.427595188765
2014-10-01,25324.278222025827
2014-10-02,29537.033412080902
2014-10-03,27432.550452819814
2014-10-06,27898.44281675278
2014-10-07,29803.20961038021
2014-10-08,26721.1655537421
2014-10-09,29844.78034034394
2014-10-10,27290.304442803736
2014-10-13,26614.42294476028
2014-10-14,28779.36772776487
2014-10-15,24736.100463733714
2014-10-16,24881.453845417014
2014-10-17,25027.384349067303
2014-10-20,25450.69980374322
2014-10-21,27236.075165224007
2014-10-22,25084.089622651103
2014-10-23,25821.377954091633
2014-10-24,26610.822244939678
2014-10-27,26538.430060289236
2014-10-28,27214.648512658638
2014-10-29,27900.30221843183
2014-10-30,30483.28103609003
2014-10-31,29747.72960863819
2014-11-03,32251.342811959512
2014-11-04,28703.314541924676
2014-11-05,31294.488259983736
2014-11-06,31414.267828298816
2014-11-07,31544.022723399034
2014-11-10,34337.26989297498
2014-11-11,32817.26566266416
2014-11-12,32303.04614343163
2014-11-13,28760.13615594016
2014-11-14,24380.601884451647
2014-11-17,26424.73242885739
2014-11-18,27918.012197239957
2014-11-19,27517.785635904336
2014-11-20,27684.006111987404
2014-11-21,27090.17984256714
2014-11-24,29281.37002759215
2014-11-25,27650.155209070774
2014-11-26,29279.942995518642
2014-11-28,26839.91856343819
2014-12-01,27305.409405080674
2014-12-02,28129.603039822494
2014-12-03,27573.315960820983
2014-12-04,29591.583922074464
2014-12-05,27609.384787002997
2014-12-08,30150.70380182441
2014-12-09,28281.026644148424
2014-12-10,27567.382228885122
2014-12-11,25251.220134182364
2014-12-12,27634.557713910635
2014-12-15,24384.896728463882
2014-12-16,24552.120993784527
2014-12-17,27146.69775248748
2014-12-18,24226.214419836393
2014-12-19,28266.909732066306
2014-12-22,30030.21944525921
2014-12-23,30276.390795842293
2014-12-24,32060.610901451364
2014-12-26,23523.68361285814
2014-12-29,19618.756321752746
2014-12-30,18710.199950944367
2014-12-31,18376.883492085224
2015-01-02,18212.634049993245
2015-01-05,18248.193260173615
2015-01-06,18140.12856467491
2015-01-07,17666.9481606596
2015-01-08,18260.006490242227
2015-01-09,17622.05082082445
2015-01-12,17461.51169641728
2015-01-13,17840.617820487096
2015-01-14,18302.884889113666
2015-01-15,18241.981518459288
2015-01-16,19205.06530803343
2015-01-20,18241.773206724632
2015-01-21,17824.064363449746
2015-01-22,17993.962411732227
2015-01-23,21462.56597073196
2015-01-26,18845.237451326982
2015-01-27,19296.89669464609
2015-01-28,18869.005835531487
2015-01-29,18409.83062606178
2015-01-30,18359.15765783268
2015-02-02,18182.94961704653
2015-02-03,18498.0953978553
2015-02-04,18744.570348422352
2015-02-05,18699.38300059975
2015-02-06,18981.353713657863
2015-02-09,17948.366658037703
2015-02-10,16799.524326756455
2015-02-11,19387.164185728358
2015-02-12,18841.154112779273
2015-02-13,19857.03624060861
2015-02-17,20204.389099721284
2015-02-18,19285.938989042686
2015-02-19,20290.32340314391
2015-02-20,19934.601987209055
2015-02-23,19894.19563758015
2015-02-24,20697.112601454537
2015-02-25,21232.402112962605
2015-02-26,21460.00623064327
2015-02-27,20997.699400590966
2015-03-02,19728.622772106362
2015-03-03,22061.369524133217
2015-03-04,20621.531373248643
2015-03-05,20653.171408649458
2015-03-06,20022.591404316197
2015-03-09,19218.32214648366
2015-03-10,18147.606286042243
2015-03-11,22267.504933705673
2015-03-12,20578.83724992988
2015-03-13,22563.54367187125
2015-03-16,22183.34427637639
2015-03-17,22663.702717657008
2015-03-18,22428.295028535755
2015-03-19,24294.16097159949
2015-03-20,24892.496107064344
2015-03-23,26045.548455010656
2015-03-24,26545.143964388546
2015-03-25,22962.42691294422
2015-03-26,22601.824167607607
2015-03-27,21891.41470727575
2015-03-30,23892.401069742715
2015-03-31,21616.34431059889
2015-04-01,22574.835716422254
2015-04-02,21971.789070207942
2015-04-06,23093.488257331104
2015-04-07,24291.626129641445
2015-04-08,23315.43021497304
2015-04-09,22500.73391303253
2015-04-10,22535.345689126574
2015-04-13,25681.956363396617
2015-04-14,24214.46844007985
2015-04-15,23502.704726475862
2015-04-16,26280.815226580748
2015-04-17,24668.923308683432
2015-04-20,23809.847447990156
2015-04-21,24805.54207249959
2015-04-22,25076.4823516288
2015-04-23,24478.82615967878
2015-04-24,24841.17374800056
2015-04-27,24818.321430226795
2015-04-28,25966.789939122827
2015-04-29,26719.994617142253
2015-04-30,25224.613495421832
2015-05-01,24045.883298546738
2015-05-04,26616.32885344979
2015-05-05,26897.59077499704
2015-05-06,23112.25757829906
2015-05-07,24050.080546557387
2015-05-08,21692.433636076985
2015-05-11,22378.988993212413
2015-05-12,22689.23220587698
2015-05-13,21949.414673525134
2015-05-14,23984.10682680166
2015-05-15,23553.79102484572
2015-05-18,24278.248914091055
2015-05-19,22728.263165536948
2015-05-20,26105.41965478741
2015-05-21,24039.323250384816
2015-05-22,25241.507119822956
2015-05-26,26901.91288661512
2015-05-27,23270.747294452827
2015-05-28,27021.86147140086
2015-05-29,25921.868079751985
2015-06-01,25024.492729464946
2015-06-02,25134.458641090154
2015-06-03,25318.316177199526
2015-06-04,23996.34593986575
2015-06-05,25497.059090902043
2015-06-08,24214.10188325463
2015-06-09,23819.04503773372
2015-06-10,24349.694400041197
2015-06-11,23717.43766872996
2015-06-12,26050.771132311365
2015-06-15,23043.561970307463
2015-06-16,25695.441779309767
2015-06-17,24052.763616586773
2015-06-18,25256.20542832523
2015-06-19,29571.4766130107
2015-06-22,23504.5613805281
2015-06-23,25923.577865683004
2015-06-24,24555.12789910141
2015-06-25,23683.65685936965
2015-06-26,23584.937120060345
2015-06-29,23229.936708835252
2015-06-30,23291.589671123136
2015-07-01,21684.20007532996
2015-07-02,22352.94082922065
2015-07-06,21477.582128287817
2015-07-07,23864.229924486794
2015-07-08,24074.940885576987
2015-07-09,22985.655543410787
2015-07-10,22339.88521535774
2015-07-13,25266.862238761532
2015-07-14,24487.251568066567
2015-07-15,23325.33682019443
2015-07-16,21276.098987478294
2015-07-17,24141.443799391465
2015-07-20,25873.189399941602
2015-07-21,24189.93468284253
2015-07-22,22404.748641097915
2015-07-23,22701.668489993375
2015-07-24,22646.478674349848
2015-07-27,23021.739944559184
2015-07-28,22647.264741710595
2015-07-29,22301.300769033605
2015-07-30,22913.310060413492
2015-07-31,22026.069516308915
2015-08-03,25532.978220385896
2015-08-04,24916.427693379916
2015-08-05,27990.785102776197
2015-08-06,25536.55732030232
2015-08-07,28640.758205529244
2015-08-10,24897.174795566305
2015-08-11,24958.124919434114
2015-08-12,26594.769916859575
2015-08-13,25898.30038783986
2015-08-14,26179.67556942719
2015-08-17,26331.881885729526
2015-08-18,25290.72457466326
2015-08-19,29642.580258101112
2015-08-20,25525.240854091986
2015-08-21,26166.968103852138
2015-08-24,24592.03836082009
2015-08-25,26004.396772207918
2015-08-26,25798.134245231642
2015-08-27,26438.829732432798
2015-08-28,24996.16467342584
2015-08-31,25898.26792128947
2015-09-01,27366.298101834396
2015-09-02,25249.92646229857
2015-09-03,23537.82848300933
2015-09-04,25776.98050696849
2015-09-08,25031.253095311633
2015-09-09,26106.02925689573
2015-09-10,23623.297742731193
2015-09-11,25069.251372157083
2015-09-14,25891.948744439986
2015-09-15,24346.037370724614
2015-09-16,26199.207779415832
2015-09-17,25081.448131266043
2015-09-18,25976.767538717595
2015-09-21,27933.92041077941
2015-09-22,25695.889619254278
2015-09-23,25838.410439580115
2015-09-24,26693.880291294918
2015-09-25,26959.253329388466
2015-09-28,25865.55084781651
2015-09-29,25962.9049120925
2015-09-30,25067.46483120187
2015-10-01,25393.023049214167
2015-10-02,25244.270835139832
2015-10-05,25031.09919651499
2015-10-06,24956.792778922525
2015-10-07,26932.392986196275
2015-10-08,27279.11404289961
2015-10-09,28864.781047084416
2015-10-12,26900.47293645198
2015-10-13,26391.60388190197
2015-10-14,25628.962276010738
2015-10-15,26875.82272196384
2015-10-16,27309.437575901422
2015-10-19,28046.746562464312
2015-10-20,28396.0933800798
2015-10-21,28131.03888181391
2015-10-22,27078.191754105083
2015-10-23,30040.379375120243
2015-10-26,30255.796541235963
2015-10-27,30638.773749085332
2015-10-28,25995.117032243797
2015-10-29,24662.610035791495
2015-10-30,25434.925844524467
2015-11-02,24409.642221960195
2015-11-03,24684.792397045952
2015-11-04,24709.692887445297
2015-11-05,24062.2153335359
2015-11-06,24278.63678921446
2015-11-09,25062.70096317093
2015-11-10,23783.470132535927
2015-11-11,23619.949900650663
2015-11-12,22317.982424010563
2015-11-13,24658.42342621035
2015-11-16,22822.886730660375
2015-11-17,22749.389707932547
2015-11-18,22494.68807449932
2015-11-19,23304.94732142355
2015-11-20,25107.90665020416
2015-11-23,25265.558495027228
2015-11-24,22478.404791269946
2015-11-25,24466.258988685873
2015-11-27,25278.057420715202
2015-11-30,24706.462995036753
2015-12-01,24146.896435339237
2015-12-02,25341.54149214813
2015-12-03,24776.684603022037
2015-12-04,24791.103480106278
2015-12-07,27338.337930999936
2015-12-08,26614.859944839427
2015-12-09,23460.24856251288
2015-12-10,23290.387451478484
2015-12-11,22890.60857934921
2015-12-14,24752.103577057387
2015-12-15,23158.086171347277
2015-12-16,22575.85909706799
2015-12-17,23039.18035616394
2015-12-18,26634.20056148522
2015-12-21,23286.595766148985
2015-12-22,23465.687250419473
2015-12-23,21557.776287554767
2015-12-24,22621.673946340015
2015-12-28,22177.19367917341
2015-12-29,22486.25055007989
2015-12-30,23950.804213671454
2015-12-31,24461.749606593232
2016-01-04,21828.860689805955
2016-01-05,20741.492298689936
2016-01-06,22868.603495213185
2016-01-07,22277.84684716059
2016-01-08,20296.353535029928
2016-01-11,20811.312127465455
2016-01-12,22737.87396748894
2016-01-13,19086.709931354955
2016-01-14,20236.781954396614
2016-01-15,19062.71417231919
2016-01-19,21195.393735764304
2016-01-20,18730.41935787956
2016-01-21,20166.90220489765
2016-01-22,19720.047191820555
2016-01-25,20244.76965701133
2016-01-26,21048.16571312845
2016-01-27,23843.506810259045
2016-01-28,23443.147517498182
2016-01-29,22320.450736234656
2016-02-01,23528.757674690085
2016-02-02,24108.1832109459
2016-02-03,22413.965480684703
2016-02-04,23279.25340717841
2016-02-05,22688.75828634857
2016-02-08,22727.8558285166
2016-02-09,21726.260454663585
2016-02-10,23321.984321379317
2016-02-11,23484.537238158766
2016-02-12,22802.167107949223
2016-02-16,23602.458882025723
2016-02-17,23909.778134904762
2016-02-18,25003.165055626287
2016-02-19,24860.402241426564
2016-02-22,24343.533418349714
2016-02-23,27126.157467802037
2016-02-24,25100.60443783
2016-02-25,28130.948977785767
2016-02-26,26721.03521482248
2016-02-29,26540.61428975844
2016-03-01,27051.477489576275
2016-03-02,27674.3856755636
2016-03-03,28134.820800373345
2016-03-04,28108.2389327756
2016-03-07,29564.558230183156
2016-03-08,28554.70539322243
2016-03-09,21204.545169924175
2016-03-10,20748.67036666698
2016-03-11,21705.947667452787
2016-03-14,23456.27675132483
2016-03-15,23346.46607785752
2016-03-16,22189.404428251422
2016-03-17,23713.067443322732
2016-03-18,24688.529119899722
2016-03-21,23922.85381936785
2016-03-22,26063.969506475132
2016-03-23,25659.801408404015
2016-03-24,24238.676884064243
2016-03-28,24625.347755958293
2016-03-29,25132.49103082732
2016-03-30,24913.846735563886
2016-03-31,26813.521742278717
2016-04-01,25206.740608751807
2016-04-04,26659.221431938662
2016-04-05,26888.590642222847
2016-04-06,23948.766401004443
2016-04-07,27021.00448457245
2016-04-08,26785.287551047146
2016-04-11,25513.853605016775
2016-04-12,26192.927812519974
2016-04-13,26290.90363590414
2016-04-14,29104.026453288236
2016-04-15,28267.913635614663
2016-04-18,29914.130613638215
2016-04-19,28447.199377769237
2016-04-20,28355.0012295568
2016-04-21,22213.205807342663
2016-04-22,21255.44079086615
2016-04-25,22459.49662135849
2016-04-26,21738.64778461224
2016-04-27,22117.371099984426
2016-04-28,21998.549153554846
2016-04-29,22663.666780904285
2016-05-02,21045.37775946088
2016-05-03,21926.87551881
2016-05-04,21126.486491300206
2016-05-05,22413.85959887005
2016-05-06,20800.749824917195
2016-05-09,22551.308931513315
2016-05-10,21979.681148879186
2016-05-11,22261.38201039459
2016-05-12,21358.97947289808
2016-05-13,20338.11853096584
2016-05-16,21899.75073795527
2016-05-17,21043.63169882367
2016-05-18,21951.22066124742
2016-05-19,20162.697275866278
2016-05-20,19097.57763258422
2016-05-23,19606.690066036717
2016-05-24,19798.385614924482
2016-05-25,21256.557943359763
2016-05-26,19821.359447256706
2016-05-27,19796.90726483694
2016-05-31,20009.275727991142
2016-06-01,20453.868652399513
2016-06-02,19429.92472873581
2016-06-03,21455.083887963992
2016-06-06,20947.20026564004
2016-06-07,22215.42874388727
2016-06-08,20233.790315373157
2016-06-09,21426.33825320668
2016-06-10,22001.232481798223
2016-06-13,21161.892542441605
2016-06-14,21217.716911874664
2016-06-15,20161.675585305256
2016-06-16,20496.543681795465
2016-06-17,22518.696984994833
2016-06-20,21142.889356684373
2016-06-21,21514.171665497164
2016-06-22,21500.852540013213
2016-06-23,21982.885271141484
2016-06-24,23235.05477949216
2016-06-27,20822.42383379858
2016-06-28,20522.92649207852
2016-06-29,21298.316296902798
2016-06-30,21377.36393253711
2016-07-01,20491.963797898417
2016-07-05,21889.100290707756
2016-07-06,21397.668408989997
2016-07-07,22609.152920774653
2016-07-08,21955.28010910799
2016-07-11,24498.672039714173
2016-07-12,25838.323064924123
2016-07-13,27584.86292671036
2016-07-14,27282.04576325112
2016-07-15,28319.22992693044
2016-07-18,21413.752763943383
2016-07-19,22546.11819053213
2016-07-20,21770.65026438172
2016-07-21,20998.782554236022
2016-07-22,21958.291365968675
2016-07-25,23219.689838030554
2016-07-26,22941.20417867526
2016-07-27,22185.97094852775
2016-07-28,23322.111280892324
2016-07-29,23361.801503066126
2016-08-01,23828.78087942108
2016-08-02,23472.920224335256
2016-08-03,25255.935387213103
2016-08-04,24656.106767959704
2016-08-05,25326.24818993221
2016-08-08,24801.364268355643
2016-08-09,25349.25146005052
2016-08-10,25201.32254511198
2016-08-11,24446.379270267757
2016-08-12,26210.82998660978
2016-08-15,25929.81905340327
2016-08-16,25325.451675041768
2016-08-17,25278.873006424496
2016-08-18,25749.71888781859
2016-08-19,25659.47062846733
2016-08-22,25754.126545424897
2016-08-23,25778.51888291359
2016-08-24,27061.687706838446
2016-08-25,26775.90758728497
2016-08-26,25426.041419606394
2016-08-29,24249.572402711372
2016-08-30,24632.6913514576
2016-08-31,24174.437652512843
2016-09-01,23454.519646950423
2016-09-02,23087.28293811642
2016-09-06,25072.56044589897
2016-09-07,24202.463662511702
2016-09-08,25420.536632452237
2016-09-09,22941.86360384358
2016-09-12,22414.860926529593
2016-09-13,23459.62132826667
2016-09-14,22063.842640546158
2016-09-15,22788.96470840995
2016-09-16,21785.20227218905
2016-09-19,24133.077589861117
2016-09-20,25223.44041767248
2016-09-21,23113.15264512625
2016-09-22,25031.74026263071
2016-09-23,23544.74163726995
2016-09-26,24188.276453847815
2016-09-27,23503.353728979662
2016-09-28,22821.808204794357
2016-09-29,23657.976182785813
2016-09-30,23700.540384937096
2016-10-03,25081.4244279425
2016-10-04,23159.9272006739
2016-10-05,22513.31912358364
2016-10-06,22115.526338448795
2016-10-07,22613.5960167261
2016-10-10,22138.033878259183
2016-10-11,23447.392024799534
2016-10-12,21177.891577037582
2016-10-13,21838.642480213646
2016-10-14,23292.457898549943
2016-10-17,21224.858319174633
2016-10-18,20168.102438703496
2016-10-19,21685.388514931656
2016-10-20,21574.011836539594
2016-10-21,23173.99988770491
2016-10-24,22083.003137208692
2016-10-25,22642.973528740444
2016-10-26,23309.746885935558
2016-10-27,20973.379279865476
2016-10-28,20847.937765017803
2016-10-31,20757.29983519516
2016-11-01,22336.064419547703
2016-11-02,21723.88132351656
2016-11-03,21002.244249199997
2016-11-04,19785.40192082901
2016-11-07,20910.262697101072
2016-11-08,22066.48129373017
2016-11-09,22562.59187917993
2016-11-10,22445.38336616654
2016-11-11,23225.026846754325
2016-11-14,22534.481832875677
2016-11-15,21982.03652422035
2016-11-16,23746.819376929776
2016-11-17,23010.26911897662
2016-11-18,25193.528399315866
2016-11-21,23326.13989775498
2016-11-22,23027.230948013075
2016-11-23,21346.0831123289
2016-11-25,22066.04887427196
2016-11-28,22292.047753261464
2016-11-29,22212.50102108549
2016-11-30,22930.61872713971
2016-12-01,22552.391720756586
2016-12-02,20893.43411057267
2016-12-05,21617.098454280735
2016-12-06,21362.2435431779
2016-12-07,23816.76517000474
2016-12-08,23486.121771980015
2016-12-09,24509.640392388064
2016-12-12,25922.899336910632
2016-12-13,26277.071141417633
2016-12-14,27894.450244067873
2016-12-15,23253.791331146633
2016-12-16,25612.77972100683
2016-12-19,26637.45676005728
2016-12-20,26509.512718065784
2016-12-21,26548.55929509577
2016-12-22,27252.39994177863
2016-12-23,25756.332286335193
2016-12-27,28538.303676578656
2016-12-28,29265.970535751534
2016-12-29,27123.159305824174
2016-12-30,27952.983684493996
2017-01-03,26826.32185831673
2017-01-04,29048.88329631135
2017-01-05,30400.69478314797
2017-01-06,21167.259635386432
2017-01-09,23359.10605241719
2017-01-10,22072.79011354271
2017-01-11,21653.189274308734
2017-01-12,22939.028792492372
2017-01-13,20983.368245985603
2017-01-17,21979.66813883437
2017-01-18,21376.53247720834
2017-01-19,23029.286684809507
2017-01-20,22746.989688437843
2017-01-23,24003.17013182229
2017-01-24,22635.876911760253
2017-01-25,21110.180449176736
2017-01-26,22681.04138250583
2017-01-27,22278.480976163843
2017-01-30,22344.980931006565
2017-01-31,23030.94337880615
2017-02-01,24712.950271525493
2017-02-02,22178.68496540688
2017-02-03,22331.733143631387
2017-02-06,23754.59489559327
2017-02-07,24181.366849418075
2017-02-08,23304.490269423048
2017-02-09,24773.803387831136
2017-02-10,25063.962035361375
2017-02-13,27619.293284210828
2017-02-14,28430.209711017047
2017-02-15,31222.50727681459
2017-02-16,32164.6216041258
2017-02-17,30912.183978693774
2017-02-21,22199.51698239223
2017-02-22,23145.567491011763
2017-02-23,23183.591018312785
2017-02-24,23093.00364832101
2017-02-27,23817.48551304
2017-02-28,24282.963248244538
2017-03-01,23415.503707378277
2017-03-02,25344.697520174857
2017-03-03,23647.25754690237
2017-03-06,22673.41015310649
2017-03-07,22044.976975502934
2017-03-08,22771.751163211975
2017-03-09,22343.979541826127
2017-03-10,22147.746930798345
2017-03-13,23206.356150605734
2017-03-14,23105.66006885266
2017-03-15,23164.18092577417
2017-03-16,23819.020698285003
2017-03-17,25451.94999704729
2017-03-20,24835.400409428097
2017-03-21,24141.41867476785
2017-03-22,21918.903376665512
