,VaR_MC_GARCH_COPULA_V3
2008-07-07,30469.85515009138
2008-07-08,28627.628741455792
2008-07-09,32101.232060617887
2008-07-10,31916.82665555509
2008-07-11,29158.2989594378
2008-07-14,28485.250695382958
2008-07-15,26698.66138378549
2008-07-16,26581.274126891236
2008-07-17,27070.123849120628
2008-07-18,25965.38604744188
2008-07-21,26759.780390963304
2008-07-22,26990.36493262013
2008-07-23,26485.120684644233
2008-07-24,28730.702554024774
2008-07-25,26534.65548956725
2008-07-28,27787.97628523013
2008-07-29,26350.10180876487
2008-07-30,26664.437874089675
2008-07-31,24805.952650433057
2008-08-01,24497.147327750943
2008-08-04,24788.37575235233
2008-08-05,41802.15448796067
2008-08-08,30005.969818708654
2008-08-11,34646.57996420592
2008-08-12,27210.473952904973
2008-08-13,26161.18470708371
2008-08-26,25128.868780164983
2008-08-27,30788.150814803055
2008-08-28,28089.051298816164
2008-08-29,26591.02633533786
2008-09-02,26768.639101057594
2008-09-03,28177.13666421394
2008-09-04,27644.419010789697
2008-09-05,31055.76543145122
2008-09-08,29877.81061282265
2008-09-09,43756.15233320039
2008-09-10,48560.18777513761
2008-09-11,37056.68439289305
2008-09-12,31677.33265931289
2008-09-15,35754.06140715149
2008-09-16,31894.445580425832
2008-09-17,32508.34308369098
2008-09-18,37653.211529780885
2008-09-19,37322.80251716077
2008-09-22,39005.57800646878
2008-09-23,42206.564699830415
2008-09-24,38137.139876684654
2008-09-25,37508.59144354374
2008-09-26,35671.03926384152
2008-09-29,36506.68374032127
2008-09-30,37167.09062210529
2008-10-01,43561.5453298669
2008-10-02,38709.2164330845
2008-10-03,41051.70196592708
2008-10-06,37094.044937777355
2008-10-07,40976.67004831968
2008-10-08,39410.86937286301
2008-10-09,58865.02615813801
2008-10-10,61127.12422885587
2008-10-13,48788.80101523218
2008-10-14,46344.021966066495
2008-10-15,43036.487631813696
2008-10-16,43518.66339392763
2008-10-17,42096.114345944465
2008-10-20,42051.372828965854
2008-10-21,43008.354536955914
2008-10-22,43982.945783092015
2008-10-23,45432.85401258234
2008-10-24,43254.605070723446
2008-10-27,45048.3378229146
2008-10-28,45441.034841277055
2008-10-29,77691.69982189235
2008-10-30,73105.52577676966
2008-10-31,68373.44591071956
2008-11-03,66598.51163587208
2008-11-04,64055.58940382928
2008-11-05,70074.10810667952
2008-11-06,68022.684963693
2008-11-07,67753.46126301531
2008-11-10,68637.15335878893
2008-11-11,65670.31847043418
2008-11-12,65307.14067439552
2008-11-13,69087.8866535872
2008-11-14,66289.8760751411
2008-11-17,64720.60817904079
2008-11-18,65902.81772691564
2008-11-19,60271.350916542826
2008-11-20,58316.672096432616
2008-11-21,60351.40461232462
2008-11-24,63819.44786676521
2008-11-25,65148.02742476872
2008-11-26,68164.11435284512
2008-11-28,63100.3197383493
2008-12-01,56906.47420461154
2008-12-02,63611.46693486325
2008-12-03,64788.134477018066
2008-12-04,61825.572832222795
2008-12-05,63639.554190729206
2008-12-08,63808.23768509949
2008-12-09,66297.80967224615
2008-12-10,68521.49655911802
2008-12-11,66915.68476186683
2008-12-12,66941.66395829573
2008-12-15,67264.81876610804
2008-12-16,67779.99266819119
2008-12-17,68260.43892265791
2008-12-18,68954.57050158516
2008-12-19,65104.822811979204
2008-12-22,66996.53849998504
2008-12-23,65249.46018818237
2008-12-24,62106.26911233425
2008-12-26,61994.37616281455
2008-12-29,59723.5672117116
2008-12-30,60140.579770182216
2008-12-31,60622.08992914551
2009-01-02,58309.59652350546
2009-01-05,57945.89360899739
2009-01-06,56058.787413645376
2009-01-07,55957.33633345769
2009-01-08,57024.54057129563
2009-01-09,53877.96212268649
2009-01-12,57666.373481109375
2009-01-13,56038.86581792101
2009-01-14,53428.48996501806
2009-01-15,49478.969127067576
2009-01-16,51805.582119553765
2009-01-20,50307.987180200784
2009-01-21,49150.48409351613
2009-01-22,46464.26533359409
2009-01-23,48800.47598000796
2009-01-26,48474.59951059112
2009-01-27,48109.37919611339
2009-01-28,47262.85732513363
2009-01-29,45037.15321235974
2009-01-30,45058.59377572594
2009-02-02,43821.74871532753
2009-02-03,43289.11784468876
2009-02-04,41472.752714541835
2009-02-05,41571.72943674436
2009-02-06,42078.30425479655
2009-02-09,40244.47599167226
2009-02-10,40069.30098543951
2009-02-11,40457.85925029446
2009-02-12,39958.05887853122
2009-02-13,39617.797307589986
2009-02-17,40487.062567520916
2009-02-18,39315.6040706764
2009-02-19,38215.05885948495
2009-02-20,38370.772396826535
2009-02-23,41736.35304888012
2009-02-24,42857.06736526432
2009-02-25,41620.35951120132
2009-02-26,43273.017126038605
2009-02-27,43169.04132054661
2009-03-02,42318.883745885825
2009-03-03,45267.17885170481
2009-03-04,44182.56962924596
2009-03-05,43497.70485947261
2009-03-06,43975.00489931904
2009-03-09,41785.36130420211
2009-03-10,43193.03719749258
2009-03-11,42235.2639108377
2009-03-12,44251.05794806916
2009-03-13,46344.98539847988
2009-03-16,43072.68172844119
2009-03-17,43120.10445555141
2009-03-18,43369.72948450365
2009-03-19,54874.305209394806
2009-03-20,53807.92300124653
2009-03-23,53356.18203508478
2009-03-24,49607.47610664331
2009-03-25,66809.94739763136
2009-03-26,58743.227443019976
2009-03-27,54203.92069244657
2009-03-30,57590.564620935605
2009-03-31,53526.95479648871
2009-04-01,55804.53966886578
2009-04-02,56418.84859344827
2009-04-03,46376.84828981667
2009-04-06,45753.560094945016
2009-04-07,47748.28432161052
2009-04-08,46643.14934413967
2009-04-09,47921.421088000585
2009-04-13,48501.31843309279
2009-04-14,46758.56901771275
2009-04-15,49404.7429860065
2009-04-16,48952.88082138931
2009-04-17,47816.55816311843
2009-04-20,44758.51143102529
2009-04-21,44907.90191646907
2009-04-22,43794.39205080845
2009-04-23,45351.67857127571
2009-04-24,46525.271647635454
2009-04-27,46220.91289317155
2009-04-28,46302.61676164365
2009-04-29,44925.605054093176
2009-04-30,46785.953514885274
2009-05-01,47132.98793688584
2009-05-04,52979.098899984
2009-05-05,56263.80040334462
2009-05-06,54365.96477385749
2009-05-07,43692.56732466486
2009-05-08,44934.38257782191
2009-05-11,43886.093884062604
2009-05-12,44261.747830621876
2009-05-13,40686.854039137215
2009-05-14,41039.37189576874
2009-05-15,40488.1720723187
2009-05-18,41607.65130112272
2009-05-19,39803.80246260942
2009-05-20,40075.994965735816
2009-05-21,38579.207411679025
2009-05-22,37963.551686078994
2009-05-26,39215.40142681088
2009-05-27,36947.74145097173
2009-05-28,39728.437444967516
2009-05-29,42310.48745125757
2009-06-01,48290.84587971718
2009-06-02,47277.24255716669
2009-06-03,44922.428365630694
2009-06-04,46883.0256416258
2009-06-05,46761.39554822942
2009-06-08,50857.971083031254
2009-06-09,51230.451551519414
2009-06-10,50144.57521918367
2009-06-11,50856.71800315993
2009-06-12,48605.27532090091
2009-06-15,45084.56520972604
2009-06-16,45408.81706033254
2009-06-17,43784.17228817761
2009-06-18,43369.14186130602
2009-06-19,44217.585246935116
2009-06-22,44566.55181310336
2009-06-23,45510.66769062664
2009-06-24,43830.74486602638
2009-06-25,42932.48918457681
2009-06-26,44584.020580726705
2009-06-29,44853.02507489676
2009-06-30,44167.40503738654
2009-07-01,45534.03496306068
2009-07-02,44490.869816438826
2009-07-06,45750.14866027117
2009-07-07,44437.87022121802
2009-07-08,44337.94123645968
2009-07-09,43311.08051704849
2009-07-10,42458.19139014729
2009-07-13,41878.42067410973
2009-07-14,42504.706380237396
2009-07-15,41066.197465584824
2009-07-16,41511.78761026719
2009-07-17,42601.57317274406
2009-07-20,44645.9978538708
2009-07-21,45204.90486274051
2009-07-22,45106.97537768371
2009-07-23,45314.812554837605
2009-07-24,45497.94285520347
2009-07-27,46486.987198354276
2009-07-28,45196.38039814608
2009-07-29,44952.03048096665
2009-07-30,47545.786331287665
2009-07-31,48758.49332456425
2009-08-03,42780.44094864071
2009-08-04,42279.05921411339
2009-08-05,42106.8701095503
2009-08-06,41682.400643056346
2009-08-07,41597.90118904021
2009-08-10,41473.201071356256
2009-08-11,41379.65966983323
2009-08-12,39530.304202961466
2009-08-13,39640.21677767772
2009-08-14,40118.20769512067
2009-08-17,40288.42293153551
2009-08-18,40756.458408733444
2009-08-19,39594.60252907768
2009-08-20,39991.38005942883
2009-08-21,39699.931417759
2009-08-24,41053.704149601544
2009-08-25,40065.69874016463
2009-08-26,39757.23951200557
2009-08-27,39115.67852431744
2009-08-28,38114.67582820167
2009-08-31,36496.70592403784
2009-09-01,36791.84166768591
2009-09-02,36988.05920844823
2009-09-03,38493.15791453767
2009-09-04,36768.95725884641
2009-09-08,37862.90432456096
2009-09-09,38994.18347117577
2009-09-10,38279.637713605895
2009-09-11,39755.82567714811
2009-09-14,41150.012739642414
2009-09-15,38212.459889529346
2009-09-16,37685.63653841625
2009-09-17,38002.377015677484
2009-09-18,37420.02036513261
2009-09-21,37465.18784907324
2009-09-22,37547.024751208926
2009-09-23,39435.37943676349
2009-09-24,38994.80394465266
2009-09-25,40146.19301807532
2009-09-28,39387.9480688772
2009-09-29,38817.64539082797
2009-09-30,39213.89838094617
2009-10-01,40460.22678984042
2009-10-02,40226.0543963432
2009-10-05,39266.427980934444
2009-10-06,40370.001365874465
2009-10-07,41250.16790272612
2009-10-08,40289.02956290199
2009-10-09,41468.02951619142
2009-10-12,42324.26777259766
2009-10-13,41494.89589619063
2009-10-14,44862.50951841669
2009-10-15,43651.76041312225
2009-10-16,43615.91207325343
2009-10-19,42355.38328156218
2009-10-20,43210.08187256543
2009-10-21,40695.74077664685
2009-10-22,41932.48687546332
2009-10-23,40345.95953794584
2009-10-26,38337.37545900272
2009-10-27,50084.0104462242
2009-10-28,46633.63176233744
2009-10-29,47132.04057958457
2009-10-30,46900.11645529204
2009-11-02,45462.90029672185
2009-11-03,45309.27604907823
2009-11-04,44458.29679131294
2009-11-05,42365.51304685657
2009-11-06,42226.69159300119
2009-11-09,43331.20787881866
2009-11-10,44700.74447978534
2009-11-11,44161.169645945054
2009-11-12,42067.173036211076
2009-11-13,44984.908445192836
2009-11-16,47930.81337613798
2009-11-17,48916.06020197256
2009-11-18,47277.27264373019
2009-11-19,46214.65273211761
2009-11-20,44192.06195447843
2009-11-23,46490.79928299134
2009-11-24,46205.3047382173
2009-11-25,46054.778696556874
2009-11-27,45181.98780315483
2009-11-30,46486.65305790515
2009-12-01,47636.087377217176
2009-12-02,47853.43329178068
2009-12-03,46558.82417469435
2009-12-04,46722.53089293481
2009-12-07,50991.73379444542
2009-12-08,46574.310556680444
2009-12-09,47598.23716329484
2009-12-10,47384.77930296088
2009-12-11,46017.38068563579
2009-12-14,44797.308448081276
2009-12-15,45662.19111996385
2009-12-16,46011.45013116831
2009-12-17,46045.375374790034
2009-12-18,47652.78751340782
2009-12-21,46114.51907849817
2009-12-22,45988.10090244045
2009-12-23,46701.69967448209
2009-12-24,47371.18647052921
2009-12-28,47641.3673724682
2009-12-29,46351.965113935534
2009-12-30,45392.9263598244
2009-12-31,43664.3211080866
2010-01-04,47305.39667073913
2010-01-05,48523.51557479182
2010-01-06,49770.822667071094
2010-01-07,48077.24653446955
2010-01-08,45864.00047433518
2010-01-11,48631.51274218428
2010-01-12,49876.549605559434
2010-01-13,47020.82416498725
2010-01-14,47570.34159919869
2010-01-15,47269.93569047523
2010-01-19,46889.895638142894
2010-01-20,44302.697302163186
2010-01-21,42971.862616917235
2010-01-22,41722.885818181705
2010-01-25,44765.436692455616
2010-01-26,44128.06323840178
2010-01-27,43670.62657053474
2010-01-28,43978.9432170822
2010-01-29,42441.64468268054
2010-02-01,43457.04045332422
2010-02-02,43804.5525050447
2010-02-03,44714.89389998792
2010-02-04,43648.74917761891
2010-02-05,48919.391357828565
2010-02-08,46736.94081507191
2010-02-09,46972.60962035517
2010-02-10,47295.6566692186
2010-02-11,48169.87641149411
2010-02-12,46811.441639115204
2010-02-16,46337.0327094392
2010-02-17,48409.794361643595
2010-02-18,47479.6024378153
2010-02-19,45691.79281341252
2010-02-22,44071.81539158455
2010-02-23,45897.850758942324
2010-02-24,44505.7358542871
2010-02-25,43244.306492645184
2010-02-26,43126.0167337042
2010-03-01,43083.62731319666
2010-03-02,42851.54168435962
2010-03-03,43533.7542082888
2010-03-04,44577.56127381879
2010-03-05,46917.355491127186
2010-03-08,45444.62430844246
2010-03-09,41884.44974102579
2010-03-10,41035.756310268844
2010-03-11,39420.295020223624
2010-03-12,41129.572320603664
2010-03-15,39679.3084523447
2010-03-16,38160.497668350195
2010-03-17,41648.61890484804
2010-03-18,41399.07903814604
2010-03-19,39164.05892939216
2010-03-22,42464.767222795526
2010-03-23,24428.22719824984
2010-03-24,27502.60057281485
2010-03-25,44722.84812269387
2010-03-26,42221.99755109228
2010-03-29,43082.5834448152
2010-03-30,43630.09081622686
2010-03-31,43161.0377789287
2010-04-01,43908.45228742848
2010-04-05,44866.39987809195
2010-04-06,44522.05457801833
2010-04-07,43458.95013314342
2010-04-08,42152.20010808719
2010-04-09,42432.04984557878
2010-04-12,43491.365349148844
2010-04-13,42591.58718379702
2010-04-14,45659.46808412863
2010-04-15,45274.988658440554
2010-04-16,42275.91589259104
2010-04-19,45519.70405627093
2010-04-20,46305.2341300189
2010-04-21,40926.73453885435
2010-04-22,38423.47542970253
2010-04-23,38781.58488522484
2010-04-26,39266.52043518379
2010-04-27,39787.7628625791
2010-04-28,39016.29896450088
2010-04-29,36630.69295662743
2010-04-30,38447.68861337521
2010-05-03,36867.95572328471
2010-05-04,36273.69928949766
2010-05-05,38275.38783457889
2010-05-06,37604.00367663282
2010-05-07,36876.38803219806
2010-05-10,36654.822206269906
2010-05-11,36571.0832059482
2010-05-12,36359.26227557003
2010-05-13,36125.96016362129
2010-05-14,37635.70893067816
2010-05-17,37553.567932437654
2010-05-18,36450.229326426495
2010-05-19,35999.893053082465
2010-05-20,36567.580676178586
2010-05-21,38425.69651986395
2010-05-24,38222.16773034652
2010-05-25,36840.67944779086
2010-05-26,36959.083431067564
2010-05-27,36564.10704106658
2010-05-28,37849.31811092461
2010-06-01,36803.94755378426
2010-06-02,37251.360999383236
2010-06-03,28070.11312570332
2010-06-04,43253.371608671565
2010-06-07,36774.353939376146
2010-06-08,35957.617827655165
2010-06-09,36089.11232235966
2010-06-10,35879.796314022075
2010-06-11,33862.27905330034
2010-06-14,34725.75049015649
2010-06-15,33800.60196618132
2010-06-16,37342.651829829556
2010-06-17,37818.00132362457
2010-06-18,38313.30025767079
2010-06-21,37915.014694907084
2010-06-22,40477.322500894035
2010-06-23,39456.08045329783
2010-06-24,40013.360762307435
2010-06-25,39596.58777996445
2010-06-28,40814.497886915684
2010-06-29,38245.0230928676
2010-06-30,40408.94620599228
2010-07-01,38264.80373471486
2010-07-02,38520.13591836388
2010-07-06,37281.36629400088
2010-07-07,37628.47341463417
2010-07-08,37728.00757711193
2010-07-09,36611.86544950738
2010-07-12,36396.14342284288
2010-07-13,36270.32192222915
2010-07-14,35647.45282741079
2010-07-15,34265.3373603394
2010-07-16,37800.07918906102
2010-07-19,39962.483228258585
2010-07-20,39217.25297170406
2010-07-21,38768.075916296875
2010-07-22,39014.50886067836
2010-07-23,41310.78715835809
2010-07-26,41732.1058241367
2010-07-27,41527.460459578724
2010-07-28,40820.769223477095
2010-07-29,39767.62572961269
2010-07-30,39854.54772116912
2010-08-02,41196.170628668835
2010-08-03,42218.7397996996
2010-08-04,41690.356093361
2010-08-05,40438.80446748011
2010-08-06,41118.88853247122
2010-08-09,40822.80633355635
2010-08-10,41122.20167235926
2010-08-11,37941.150880662724
2010-08-12,37016.045546220164
2010-08-13,22192.932005665523
2010-08-16,22446.662660882706
2010-08-17,30120.49387150953
2010-08-18,30839.160961114478
2010-08-19,29680.304644713367
2010-08-20,30627.468982452956
2010-08-23,32794.819892000436
2010-08-24,32813.284946065374
2010-08-25,31469.456436742028
2010-08-26,30571.381891653215
2010-08-27,32992.414451626486
2010-08-30,33930.35316945886
2010-08-31,34334.877089542686
2010-09-01,33328.981423889134
2010-09-02,33096.51135144556
2010-09-03,35135.35375755455
2010-09-07,32968.55818003814
2010-09-08,34116.589169183346
2010-09-09,34598.85315796805
2010-09-10,33314.39435381969
2010-09-13,35178.86850943782
2010-09-14,35377.05257596772
2010-09-15,38898.434413708565
2010-09-16,38925.992436750355
2010-09-17,38740.283272093344
2010-09-20,39145.88819684058
2010-09-21,39296.249640665555
2010-09-22,40645.545658645824
2010-09-23,39491.7542870221
2010-09-24,39283.13390068001
2010-09-27,38879.141427954586
2010-09-28,40163.796081477885
2010-09-29,39873.85912292737
2010-09-30,39222.57645397208
2010-10-01,40223.14939814774
2010-10-04,39789.793866016116
2010-10-05,40867.563383012784
2010-10-06,42139.15978652451
2010-10-07,44065.338077531174
2010-10-08,43465.74007752359
2010-10-11,35479.1727568863
2010-10-12,35297.83480307976
2010-10-13,35917.72221183572
2010-10-14,37028.36487506255
2010-10-15,35793.08669062949
2010-10-18,35060.6793912228
2010-10-19,33979.922218059415
2010-10-20,37509.19825443864
2010-10-21,36863.50090439516
2010-10-22,36495.88186014153
2010-10-25,32674.300846924118
2010-10-26,36956.51356239225
2010-10-27,40277.30265261082
2010-10-28,44501.4738714033
2010-10-29,41124.26071860602
2010-11-01,40184.01730052762
2010-11-02,39800.50908510086
2010-11-03,37816.363452488724
2010-11-04,39891.1386544741
2010-11-05,47778.752859451684
2010-11-08,48055.24288121881
2010-11-09,45007.616219357
2010-11-10,48839.7683931411
2010-11-11,48108.752815280015
2010-11-12,45880.00975027063
2010-11-15,48366.46160185147
2010-11-16,44902.775495969254
2010-11-17,46588.61117234206
2010-11-18,47130.14038535889
2010-11-19,47638.87417254439
2010-11-22,42847.63875778022
2010-11-23,44245.750379069665
2010-11-24,42311.67627044294
2010-11-26,41168.12059140288
2010-11-29,41470.02585879397
2010-11-30,41000.05829436053
2010-12-01,41909.71336706353
2010-12-02,42052.240603562444
2010-12-03,41552.17769766818
2010-12-06,42677.106517521344
2010-12-07,40691.17035010377
2010-12-08,43820.84411086658
2010-12-09,42867.14591468171
2010-12-10,41697.12405432665
2010-12-13,43247.67876153998
2010-12-14,42046.035093559185
2010-12-15,40727.39569314565
2010-12-16,41409.31483746837
2010-12-17,42141.696101974434
2010-12-20,42585.255009051725
2010-12-21,43902.148804598786
2010-12-22,43540.298678155996
2010-12-23,42840.607911385625
2010-12-27,42407.62721836043
2010-12-28,43842.10421281145
2010-12-29,43184.5803967897
2010-12-30,42128.44282877824
2010-12-31,42927.05377150819
2011-01-03,44598.26357335765
2011-01-04,42892.344335668786
2011-01-05,34642.93876265949
2011-01-06,35415.344417688524
2011-01-07,34346.9379457682
2011-01-10,34542.054421087254
2011-01-11,33675.28003003776
2011-01-12,34375.69499793623
2011-01-13,33314.73719223541
2011-01-14,32326.400535114404
2011-01-18,30416.739805600737
2011-01-19,30195.513063529423
2011-01-20,29383.23262145389
2011-01-21,32099.50627223
2011-01-24,31634.767351727252
2011-01-25,31212.069754037268
2011-01-26,32033.029405264944
2011-01-27,30812.240481261942
2011-01-28,31879.810978312755
2011-01-31,29916.41851378605
2011-02-01,31807.327963686166
2011-02-02,31941.536112903897
2011-02-03,32935.74350772643
2011-02-04,32252.010214591293
2011-02-07,32778.94984120148
2011-02-08,31972.716613254473
2011-02-09,31536.745992759024
2011-02-10,30971.614120905997
2011-02-11,31610.18622328121
2011-02-14,32240.46204286136
2011-02-15,32091.940473971077
2011-02-16,32807.457796510156
2011-02-17,28978.80487908517
2011-02-18,30520.204184294613
2011-02-22,30710.802243345755
2011-02-23,29849.727375191786
2011-02-24,29281.899491739965
2011-02-25,28733.214562170946
2011-02-28,29967.576118029527
2011-03-01,29816.1067118835
2011-03-02,30126.036778362595
2011-03-03,29286.444345680236
2011-03-04,29613.39681134013
2011-03-07,29557.86665563675
2011-03-08,29636.110178615814
2011-03-09,29780.708877708137
2011-03-10,29373.649628390536
2011-03-11,30571.59508342426
2011-03-14,29586.54852624168
2011-03-15,29532.037634051983
2011-03-16,30331.382249849703
2011-03-17,31450.62570541844
2011-03-18,31116.60593244175
2011-03-21,34513.69730574599
2011-03-22,36598.52220450638
2011-03-23,35453.33026413235
2011-03-24,34274.27852726615
2011-03-25,33757.479619608996
2011-03-28,33513.11396165046
2011-03-29,35011.61879844802
2011-03-30,33486.49517751658
2011-03-31,34785.86295105063
2011-04-01,33613.04635720778
2011-04-04,32096.717901492524
2011-04-05,32432.02309804166
2011-04-06,31600.946245844603
2011-04-07,31141.83406469814
2011-04-08,30959.482780497507
2011-04-11,29752.994428408274
2011-04-12,29293.08731047183
2011-04-13,31014.45767123686
2011-04-14,29844.377519089136
2011-04-15,30122.16786647904
2011-04-18,31163.00487275579
2011-04-19,30341.19050794854
2011-04-20,29854.67641128242
2011-04-21,30880.907143673074
2011-04-25,31303.411800439346
2011-04-26,30501.013433232038
2011-04-27,30612.87409259981
2011-04-28,32345.697593988618
2011-04-29,32590.399527603466
2011-05-02,33502.15181255931
2011-05-03,34897.60500434873
2011-05-04,34408.84004979284
2011-05-05,34194.89367620176
2011-05-06,37356.034316046105
2011-05-09,36268.81374041601
2011-05-10,35347.0532289376
2011-05-11,34422.337083994134
2011-05-12,33855.1647945239
2011-05-13,34292.99900582293
2011-05-16,34402.991250443876
2011-05-17,34103.75684387323
2011-05-18,34660.031720584615
2011-05-19,34950.99444359323
2011-05-20,34231.703874800725
2011-05-23,34519.21394551717
2011-05-24,33991.000426144725
2011-05-25,33185.219522531086
2011-05-26,34078.96113811041
2011-05-27,32809.933486326154
2011-05-31,39325.32796937277
2011-06-01,37242.99564775351
2011-06-02,33306.98218552311
2011-06-03,35452.14531327269
2011-06-06,35338.51635946526
2011-06-07,34080.90937654056
2011-06-08,34433.772424727205
2011-06-09,32438.45562361374
2011-06-10,32260.433993051007
2011-06-13,34867.52341939703
2011-06-14,35977.745951061836
2011-06-15,36729.145828750574
2011-06-16,35588.62029555291
2011-06-17,35246.42432290742
2011-06-20,35264.19043731583
2011-06-21,34726.98136890149
2011-06-22,35098.87912472342
2011-06-23,34655.313261063035
2011-06-24,33244.346521951535
2011-06-27,34750.10924540221
2011-06-28,34505.091002137015
2011-06-29,34446.55965969347
2011-06-30,35551.68169583346
2011-07-01,33147.955032729406
2011-07-05,33411.47780055141
2011-07-06,34274.695446368445
2011-07-07,34317.51924048275
2011-07-08,33464.321728739065
2011-07-11,34284.66789217227
2011-07-12,34594.81511099108
2011-07-13,33437.20431434195
2011-07-14,32046.84779256166
2011-07-15,33733.343294846505
2011-07-18,33633.018060104245
2011-07-19,31457.520951934806
2011-07-20,31713.27839784073
2011-07-21,31190.72884166374
2011-07-22,30524.107054678974
2011-07-25,31257.378294603637
2011-07-26,30535.398908331983
2011-07-27,30293.617416306428
2011-07-28,30657.37181536522
2011-07-29,31601.61599100662
2011-08-01,32823.1550597503
2011-08-02,32531.014778556877
2011-08-03,30106.4282495063
2011-08-04,30668.263400578468
2011-08-05,31885.780804387712
2011-08-08,31916.88133850707
2011-08-09,32236.636424875003
2011-08-10,60368.78047057133
2011-08-11,41620.28461810142
2011-08-12,40430.806877978306
2011-08-15,41249.88818082632
2011-08-16,42828.30525982668
2011-08-17,43138.187423187985
2011-08-18,42731.10521976213
2011-08-19,39641.431621659474
2011-08-22,41451.27644824387
2011-08-23,40551.2312202822
2011-08-24,41070.58364593906
2011-08-25,42768.97136161634
2011-08-26,44415.28688897623
2011-08-29,46460.61569068726
2011-08-30,45595.987828340156
2011-08-31,49269.8113406328
2011-09-01,46136.814584713175
2011-09-02,49866.66006656282
2011-09-06,47951.52959651639
2011-09-07,46306.38177566374
2011-09-08,48615.895271548805
2011-09-09,48449.849881920956
2011-09-12,48499.8305550353
2011-09-13,49342.553342674015
2011-09-14,50001.80894683501
2011-09-15,49305.37891524824
2011-09-16,47857.71173498519
2011-09-19,48005.460960894765
2011-09-20,49012.499598986535
2011-09-21,48107.32715178466
2011-09-22,45405.0662496281
2011-09-23,47911.45626734528
2011-09-26,55155.572943216044
2011-09-27,52537.01888648698
2011-09-28,52166.08060626329
2011-09-29,54384.050489030305
2011-09-30,51863.224386436515
2011-10-03,50201.082059470245
