,VaR_MC,mean_pnl_sim,std_pnl_sim
2010-04-27,31751.17706581745,788.5962715103846,14696.277017644543
2010-04-28,29493.344913327874,640.1634470864079,13542.997087994727
2010-04-29,30824.373061748636,977.2626869325653,13992.951118508787
2010-04-30,31740.547511889483,621.7702279009793,14907.105998244431
2010-05-03,30391.66316078575,739.317137532108,13948.406898872066
2010-05-04,31373.185079989067,956.7486801024623,14838.445806441374
2010-05-05,27067.767675129275,1831.6549561038605,13315.015506441106
2010-05-06,28590.853933148624,499.26444813573954,12827.123896220563
2010-05-07,28391.062389128896,484.5954017212149,12470.404239250634
2010-05-10,28033.20118630959,275.3347578489242,12444.570479220381
2010-05-11,29045.473731689177,262.08882298348317,12927.169579228801
2010-05-12,29035.14985578664,663.0995597935607,12994.901865367528
2010-05-13,30275.151904179776,502.9874190585419,13492.966359979388
2010-05-14,29261.068214254723,575.528768136777,12996.67314064861
2010-05-17,28439.76667141202,376.8474936814943,12563.892991695806
2010-05-18,28643.79447601967,448.27210283610265,12617.65293580853
2010-05-19,27604.838089434616,147.78704648466646,12342.811825625206
2010-05-20,27237.78738011958,492.74011760247674,12293.12160455252
2010-05-21,26972.428191671963,272.49102361489,11805.532101437342
2010-05-24,27455.563323724287,187.34658981310585,11890.518284626356
2010-05-25,26628.059224358396,323.0145281533407,11855.022367501371
2010-05-26,27259.6625781572,476.7908455904138,12063.305281432085
2010-05-27,26462.508876374122,352.63250327736625,11921.019969657136
2010-05-28,26463.642720535885,647.2090902690633,12208.553034034843
2010-06-01,26916.303621891493,550.4052461400709,12087.371187034894
2010-06-02,27194.581052002886,366.11688981125525,12053.011118902048
2010-06-03,27694.07026560405,162.87050703652537,11941.62798193484
2010-06-04,26335.262757177516,537.091211934166,11957.539139866127
2010-06-07,27049.39613887312,386.33166956614565,11999.857534850695
2010-06-08,26990.436193167025,205.2664490026752,11917.783231651516
2010-06-09,26348.86587656073,665.9310159293362,11974.024746291763
2010-06-10,27084.683288666078,411.1356784287195,11815.760745552789
2010-06-11,27356.846524931687,318.3938515962057,11733.216632397496
2010-06-14,27182.881452930695,430.23918135832287,11960.118832409442
2010-06-15,25928.985062967564,584.9542479428856,11623.55103386901
2010-06-16,26401.068974116508,479.94444623418207,11834.199406355981
2010-06-17,27069.06780505467,517.0851681959681,12113.126325970918
2010-06-18,29750.903128167767,608.0218763820973,13325.404027864992
2010-06-21,29331.95402382545,451.9277575540021,13424.739651505564
2010-06-22,28854.744719692597,616.2252030408943,13152.014113762376
2010-06-23,27591.09728094416,757.3168796378889,12928.63224810941
2010-06-24,29367.993936459596,457.6994039955417,12918.065626057665
2010-06-25,28987.865468555476,293.8042061964534,12541.196328295275
2010-06-28,29343.152752215894,261.6825319609281,12789.811452181799
2010-06-29,28266.4247573052,492.18526716069226,12493.035095507106
2010-06-30,27553.58052996061,257.0803347340931,12247.228773498095
2010-07-01,27833.38001556725,628.3218287816018,12229.8510970346
2010-07-02,27667.95546952439,376.75922018122026,12025.228431539255
2010-07-06,27150.933558257882,473.5685258495366,12124.558111716284
2010-07-07,26269.440493157133,549.0648226204767,11875.496202167591
2010-07-08,27795.497896830366,328.6765455066915,12308.496309936432
2010-07-09,28764.23658312273,371.5534962573416,12474.75837177741
2010-07-12,27628.73910400574,408.14016445859744,12337.044278173904
2010-07-13,28595.601034108375,455.58798741271795,12452.493400834008
2010-07-14,28073.19434493121,498.9669375377173,12737.801845145712
2010-07-15,28814.933213444216,631.3466354235638,12950.257290032247
2010-07-16,29202.43366490398,611.6510148511031,12897.71506484982
2010-07-19,27536.724595462532,543.0752942863968,12151.86608404649
2010-07-20,26664.71019539605,538.6438173764191,12367.941309879945
2010-07-21,28140.19518881613,582.921514585007,12460.45573255971
2010-07-22,28184.761528078954,159.9876088565195,12094.507482672188
2010-07-23,29363.298447997007,319.7136105648073,12876.413272104819
2010-07-26,28023.036779669135,509.72609465157984,12852.193893859932
2010-07-27,28994.056443867164,777.5019392346255,13290.63575926081
2010-07-28,28619.62879375895,697.0408806467688,13367.526921001037
2010-07-29,28360.44497393318,756.4312476820372,12981.687453571425
2010-07-30,27113.971965737597,1420.820230196448,12679.346524094928
2010-08-02,28780.82810027867,513.5262406266128,13143.003819993402
2010-08-03,30667.948826088203,435.5219040819969,13669.45200994591
2010-08-04,29651.5844677564,618.389652200211,13537.966601153144
2010-08-05,30234.463842257715,734.5696642864124,13747.459495945723
2010-08-06,30559.081659798438,581.4790153928642,13728.339202012472
2010-08-09,29876.511135520443,660.979239753731,13772.03406306119
2010-08-10,30650.177656082444,790.8692392003077,13952.055474869712
2010-08-11,30934.162479909854,679.0357317671953,13928.052727703893
2010-08-12,30502.864970661325,414.97368770468404,13338.576413398328
2010-08-13,29391.32442236349,482.032574198951,13091.343367748776
2010-08-16,29470.07852759565,442.4953186132472,13024.87012872774
2010-08-17,28981.161890135903,389.05775411665724,13037.625927308894
2010-08-18,29450.937561046565,350.88494604308977,13232.418331965857
2010-08-19,29515.90015595381,798.1455002677517,13397.316899700194
2010-08-20,29191.06884485256,425.4184176450365,13100.89940496219
2010-08-23,29287.198904183275,348.06748754041365,12862.925017693948
2010-08-24,29413.75837851605,334.6391637275997,12858.992981967163
2010-08-25,28024.432493433338,345.60576499320825,12419.49893145553
2010-08-26,28068.01420568427,285.0663346575018,12552.535768095218
2010-08-27,28127.28764319777,550.6725883557078,12499.123694568481
2010-08-30,27457.152803915986,621.6740009694242,12646.766208936435
2010-08-31,28296.108345399483,610.6601059729899,12517.560574358158
2010-09-01,28463.025318653872,389.7257037595817,12577.327173512578
2010-09-02,28751.792630856922,436.78466789275296,13015.906797679992
2010-09-03,29591.43075635602,650.4652976784764,13384.987338257779
2010-09-07,30109.63299835734,608.7728059330232,13848.433209362527
2010-09-08,29837.94231703714,731.5182591252666,13525.689743663292
2010-09-09,29550.544525754292,789.583174988478,13737.90639445446
2010-09-10,30110.638371308905,1121.4711213535688,14269.944548267998
2010-09-13,30117.614634529367,1663.456709220515,14441.53855509358
2010-09-14,30609.29091839427,317.2149902426364,13495.822630450359
2010-09-15,30998.060009983965,256.3718388864886,13563.431175222182
2010-09-16,31069.80171780914,702.4047141973507,13730.515285021027
2010-09-17,30571.249601109284,575.403526022911,13703.801279394454
2010-09-20,30739.46070425739,791.0501293248824,13987.792014608136
2010-09-21,30635.642251471287,660.1962910002569,14056.602227446474
2010-09-22,32070.939600110978,637.4367446439468,14172.638493218683
2010-09-23,31743.770313922,548.6392896466242,14168.873487892575
2010-09-24,31616.242553205913,484.70984118757787,13962.461553826386
2010-09-27,31371.820315195306,735.3693220666062,14451.019755441383
2010-09-28,32015.79361054146,667.9997264620906,14426.871418768369
2010-09-29,32183.35653106937,884.4465119477535,14628.58182563657
2010-09-30,32818.156523734586,774.8091460729383,14647.460160726587
2010-10-01,32046.4537434633,744.2172331613384,14572.802626727835
2010-10-04,32110.00095460946,593.6305610575151,14758.141179087881
2010-10-05,32204.069930771315,575.8669119005425,14500.227432868478
2010-10-06,32776.19561287841,696.3547908508706,15265.0896942623
2010-10-07,34430.25389663111,504.46650031018464,15557.626128884622
2010-10-08,34413.857597692004,704.4025993566128,15516.088036198524
2010-10-11,34551.77884890686,322.77018315000095,15744.21384904348
2010-10-12,35588.07912045008,531.0570727661529,16074.968003746239
2010-10-13,36145.5662919808,662.0414496174085,15978.270172322249
2010-10-14,36329.83826242467,641.4001902776794,16445.925287712944
2010-10-15,35932.24349822878,623.2188022363981,16404.944664810537
2010-10-18,35566.370415252444,635.8080399750008,16245.1842570856
2010-10-19,37552.616855114844,365.1996554468569,16691.60881431302
2010-10-20,36026.36214560264,819.2998456361404,16354.64127097456
2010-10-21,37419.61758108661,160.94230533008883,16637.156437779304
2010-10-22,37309.19244756712,378.55143395846517,16669.136503387603
2010-10-25,37387.494207984724,377.42155173580903,16652.42160776349
2010-10-26,31978.37463130839,575.0568558875037,14486.760865804996
2010-10-27,31297.48511926996,733.3798359108857,14244.85293355417
2010-10-28,31861.858736686052,648.2082230879153,14310.33685407675
2010-10-29,30788.510383775178,972.721004425104,14307.993674093472
2010-11-01,31324.54779297453,783.1172659016964,14344.512490133622
2010-11-02,31376.12080627747,588.2510338424747,14257.346261120912
2010-11-03,32360.70297653782,700.8849314468756,14629.19142677088
2010-11-04,32017.72312567202,942.1199600165412,14809.654697240378
2010-11-05,35354.09513471298,720.0367452458664,15727.29672503018
2010-11-08,34346.91336678467,733.564326302089,15786.838045382765
2010-11-09,34675.83475046692,736.3366683096915,15654.917442317872
2010-11-10,33311.32124854329,787.8263014372153,15291.633947434057
2010-11-11,34063.72647238895,954.9274120751962,15772.773860795929
2010-11-12,33730.775239088536,1155.433461415541,15474.04805815298
2010-11-15,32195.608770918967,618.9462891546752,14871.546925377254
2010-11-16,31870.082892904054,686.9658865360703,14520.363628573316
2010-11-17,30746.5261346983,775.2213873202139,14104.619620004109
2010-11-18,30117.46378302233,973.8324460419692,13917.017924828318
2010-11-19,31984.072812595663,907.0546358783331,14631.380221034151
2010-11-22,32398.027340587396,1139.6138137810212,14851.768851367517
2010-11-23,32766.622801175097,828.6471419697685,15021.173075391165
2010-11-24,31405.31358444776,710.0387811157283,14284.660253549233
2010-11-26,32676.488234502212,931.8743909593785,15024.360861973717
2010-11-29,31815.42850311066,701.4871798753065,14458.85864246812
2010-11-30,31514.510600351383,1214.1023733550358,14545.042831764198
2010-12-01,32089.671343159334,472.48555864285083,14511.85312672884
2010-12-02,33283.3450477995,1027.1459269389215,15299.090041278645
2010-12-03,34489.32183617916,1133.2822491576565,16161.550789722145
2010-12-06,37077.154881852686,743.7060891155392,16500.588564786485
2010-12-07,35920.71016953144,1079.77810120558,16726.940911373527
2010-12-08,31434.92120347529,831.9621755882984,14293.790351278602
2010-12-09,31479.270429863038,1025.781241161412,14254.198421996689
2010-12-10,32074.512539755753,1032.6158774411526,14556.947336795763
2010-12-13,32378.596602900343,716.3392950532492,14651.499035645735
2010-12-14,33132.50974253094,657.5795155521853,14926.588171203086
2010-12-15,32610.448307564304,1029.6645394363065,14726.844830160087
2010-12-16,31920.446927033616,880.3579866411496,14544.368945664535
2010-12-17,32523.692738634876,1290.2131521572485,14787.525616149484
2010-12-20,32483.511596004726,1031.3288264279408,14935.688593168097
2010-12-21,33082.58575174536,926.0210474323861,14954.514031017088
2010-12-22,32306.95852643251,1023.5093988578283,15117.534350165663
2010-12-23,33607.28251697068,1103.3354237331707,15422.793904577291
2010-12-27,32348.29720507483,910.7417596767386,15136.814291528462
2010-12-28,32958.998895407894,966.4499206951637,15040.363355972571
2010-12-29,32926.85886821715,901.6125077091899,15413.257475779345
2010-12-30,34244.81278922875,1121.1396604330719,15462.412351393034
2010-12-31,33493.91346684633,882.0397989112877,15394.283524005215
2011-01-03,34151.963877144255,678.7602968708537,15379.181908207342
2011-01-04,34873.735013143334,1145.9173933114703,16002.765902489253
2011-01-05,35152.98033389659,947.1293954121414,16093.555046961079
