,pnl_irs,pnl_straddle
2007-10-12,3759.843809517537,1103.2382933845106
2007-10-15,-939.6915968671965,-1905.0193272736137
2007-10-16,-2820.1522126503405,-1790.8046638263374
2007-10-17,-8470.165491317748,604.6326136269364
2007-10-18,-4711.950505598739,-306.7689818794719
2007-10-19,-10382.176626903558,2686.5709223559406
2007-10-22,944.7381214360939,-1147.2744677167411
2007-10-23,-944.7381214360939,-1071.9861586771203
2007-10-24,-4726.406412435797,34.861981350459814
2007-10-25,945.6435633274232,-53.92680131303962
2007-10-26,3780.762849108374,-1067.9139854524778
2007-10-29,-1890.019247827615,13.369802998880687
2007-10-30,945.1001420770772,270.9955302138667
2007-10-31,7554.288195361238,-1295.1420513963258
2007-11-01,-11335.775502046497,2003.9452103381166
2007-11-02,-4730.937527777045,-396.88314022679094
2007-11-05,3785.1127198758477,597.9916939270282
2007-11-06,2836.9307420740806,-2016.8531002488805
2007-11-07,-3782.93684666061,3241.6977186131603
2007-11-08,-5679.846778688632,41.22909804542019
2007-11-09,-4738.200876973831,1923.5464629300195
2007-11-12,0.0,1639.2513159052414
2007-11-13,2843.465878289775,-5656.495074141482
2007-11-14,1894.7349986840563,523.0948702439235
2007-11-15,-10430.045985363977,1958.088895615127
2007-11-16,-1898.7390483197087,-1004.0490422212223
2007-11-19,-7602.254123703897,2109.3721985908546
2007-11-20,-951.1036505186785,-1310.8009413524683
2007-11-21,-5710.4628986235475,3820.978681953424
2007-11-23,952.2013415869442,-3367.1426648407523
2007-11-26,-17167.686713385527,4363.689111069352
2007-11-27,11451.730608043814,-2287.996460744745
2007-11-28,7619.809600007633,-6377.4094417921815
2007-11-29,-8573.110534066727,-98.95729223488559
2007-11-30,2859.3526621748606,-771.819329206977
2007-12-03,-7628.610150645269,118.73114199947565
2007-12-04,0.0,-85.78339371342736
2007-12-05,2862.1052156559745,-881.2210340730218
2007-12-06,9528.427573367342,-524.7086551681974
2007-12-07,9510.12479278093,-287.47460675607783
2007-12-10,2849.4762773261464,240.10272053165238
2007-12-11,-16168.772808611873,78.02545390525495
2007-12-12,6664.128567215128,-655.8723740095047
2007-12-13,12352.479430446416,-268.66286537669737
2007-12-14,5690.75278088123,-9.768957601281159
2007-12-17,-3793.1070039168408,692.9768399342038
2007-12-18,-5695.123978609961,-1306.2364839933734
2007-12-19,-7603.714761626674,-665.7180033253809
2007-12-20,-1902.7558037192357,-924.7731007475863
2007-12-21,13303.948766991482,-1182.1499935903576
2007-12-24,4742.748967660184,52.55022334284831
2007-12-26,6632.209227527856,-130.19812793199037
2007-12-27,-8528.762677104081,-114.37080615851869
2007-12-28,-9493.69734172136,-152.4493439500958
2007-12-31,-6656.44694335408,379.678935460106
2008-01-02,-12385.76651022672,263.766760005808
2008-01-03,0.0,-512.6471975374614
2008-01-04,-2862.6562032907823,2789.889320965237
2008-01-07,-1909.3562236597354,-106.86404946709516
2008-01-08,0.0,2752.364854050791
2008-01-09,-3820.919370328804,-2064.192604947632
2008-01-10,8592.931797279321,-1339.6929566531828
2008-01-11,-8592.931797279321,1518.4230769187152
2008-01-14,-955.6899282398808,-1586.8156471788418
2008-01-15,-8609.502074323434,-861.9621470708125
2008-01-16,1914.513656653391,259.7252328022819
2008-01-17,-7662.48722624324,2395.328719708871
2008-01-18,0.0,-323.9654790648032
2008-01-22,-13437.850110976862,2104.8016605142907
2008-01-23,-961.237383899359,-2382.903225024151
2008-01-24,16315.817878871378,-1109.9516942860391
2008-01-25,-6711.793751735204,882.6515210840853
2008-01-28,0.0,-1469.1378236541227
2008-01-29,7669.881665733388,-592.989630395266
2008-01-30,8614.48250443206,35.90031699815199
2008-01-31,-10530.843166597246,-1197.3478947187743
