,VaR_full,VaR_no_drift,mu_deltaV,sigma_deltaV
2010-01-13,30267.80657315322,30170.44718743422,-97.35938571899878,12969.017885974416
2010-01-14,30262.37075876812,30175.114028027765,-87.25673074035377,12971.02396625399
2010-01-15,30262.37549495804,30170.46725446867,-91.90824048937071,12969.026511956226
2010-01-18,30293.796864497337,30182.27315515176,-111.523709345578,12974.101376646428
2010-01-19,30283.148959127266,30179.738760656586,-103.41019847068098,12973.01194607439
2010-01-20,30140.40182339821,30087.237307966945,-53.164515431265386,12933.249426581135
2010-01-21,30216.276563872732,30131.568334738902,-84.70822913382904,12952.305487485282
2010-01-22,30249.751354394088,30147.60855139184,-102.14280300224709,12959.200508144886
2010-01-25,30280.28073861716,30142.0924703178,-138.1882682993597,12956.829374775027
2010-01-26,30250.109173305893,30135.340456355007,-114.76871695088468,12953.926965364062
2010-01-27,30264.12391884937,30132.33600210753,-131.78791674183933,12952.635475694353
2010-01-28,30275.37021318352,30132.947392090868,-142.4228210926514,12952.898286768379
2010-01-29,30299.32386805269,30142.890119661934,-156.43374839075534,12957.172250985861
2010-02-01,30326.09016709897,30152.279247242255,-173.8109198567159,12961.208245638722
2010-02-02,30325.98959176933,30174.86268179659,-151.1269099727412,12970.915922984117
2010-02-03,30327.137523789068,30177.698962514445,-149.43856127462143,12972.135121862111
2010-02-04,30344.17166756557,30183.87304841764,-160.29861914792704,12974.789104085532
2010-02-05,30481.537929819595,30274.108263827595,-207.4296659920004,13013.577462618177
2010-02-08,30490.780814043304,30273.29476361745,-217.4860504258528,13013.227772780632
2010-02-09,30511.18452034984,30273.01484530135,-238.16967504849123,13013.107447562197
2010-02-10,30512.700842402002,30276.180962355145,-236.51988004685853,13014.468429335013
2010-02-11,30522.48655668725,30273.678306684167,-248.80825000308442,13013.392641960774
2010-02-12,30517.17908520227,30277.709326228316,-239.46975897395387,13015.125409269194
2010-02-15,30498.611034875037,30268.316309119284,-230.2947257557517,13011.087742670037
2010-02-16,30501.470162387126,30267.93908499323,-233.53107739389407,13010.925589739145
2010-02-17,30469.986023621153,30289.380636191694,-180.60538742945835,13020.142419018086
2010-02-18,30480.80316802805,30277.50725104045,-203.2959169876015,13015.038545567457
2010-02-19,30463.291710418624,30272.136866897967,-191.1548435206565,13012.730041236522
2010-02-22,30440.759383696466,30262.891855899637,-177.86752779682908,13008.755996296171
2010-02-23,30428.551104573384,30260.89880837893,-167.65229619445222,13007.899268227706
2010-02-24,30443.93364378148,30232.024943144337,-211.90870063714632,12995.487596887924
2010-02-25,30446.40621032443,30228.316162059942,-218.0900482644881,12993.893346463996
2010-02-26,30448.8995116002,30225.39361489117,-223.50589670903025,12992.637065233925
2010-03-01,30374.093146039744,30191.186411986993,-182.9067340527518,12977.93281429799
2010-03-02,30372.882990007605,30194.362091262497,-178.52089874510762,12979.297906471409
2010-03-03,30370.454673035998,30186.74712270947,-183.70755032652897,12976.02454884592
2010-03-04,30260.497393671878,30124.91495765287,-135.58243601900827,12949.445477956924
2010-03-05,30269.08057543353,30127.363330265318,-141.71724516821428,12950.497931306558
2010-03-08,30267.9171448188,30133.32370551984,-134.59343929895758,12953.060048228552
2010-03-09,30274.21990490604,30120.403530380325,-153.81637452571653,12947.506203387164
2010-03-10,30277.12425103826,30102.658257259634,-174.46599377862813,12939.878250010668
2010-03-11,30280.53589507115,30101.867253856715,-178.66864121443209,12939.538230612992
2010-03-12,30272.587693967092,30104.719919487674,-167.8677744794197,12940.764472682284
2010-03-15,30258.161726872066,30103.94239260595,-154.21933426611506,12940.430246279431
2010-03-16,30259.86456692114,30104.425219153396,-155.43934776774438,12940.637793290278
2010-03-17,30263.680533589697,30115.544751233676,-148.1357823560209,12945.417616722689
2010-03-18,30265.731710553955,30114.356250025383,-151.37546052857078,12944.906729584289
2010-03-19,30276.559974325963,30115.934965838405,-160.62500848755914,12945.585353718985
2010-03-22,30305.744393524765,30122.153122144056,-183.59127138070852,12948.258279971777
2010-03-23,30306.043024840812,30121.920853182928,-184.1221716578849,12948.158437225247
2010-03-24,30283.296361279114,30117.047006098303,-166.2493551808106,12946.063373482197
2010-03-25,30338.257676559744,30142.183516539826,-196.07416001991768,12956.868511751505
2010-03-26,30331.381140143363,30140.789530852027,-190.59160929133438,12956.269295398975
2010-03-29,30315.760566666442,30152.149237315116,-163.61132935132684,12961.152359789236
2010-03-30,30305.525688643436,30158.090517827906,-147.4351708155303,12963.706268677535
2010-03-31,30311.20555087232,30157.387687369803,-153.81786350251795,12963.40415115421
2010-04-01,30284.469074070057,30095.957381198437,-188.5116928716214,12936.997822652418
2010-04-02,30261.718923544162,30103.99433016853,-157.72459337563018,12940.452572073076
2010-04-05,30268.006090192877,30102.280675260037,-165.72541493284172,12939.715943244853
2010-04-06,30270.377304502963,30101.55858616748,-168.8187183354819,12939.405547237182
2010-04-07,30258.37934187851,30097.919895898194,-160.45944598031582,12937.841425933619
2010-04-08,30257.84616992737,30097.915241169467,-159.93092875790026,12937.839425059727
2010-04-09,30223.855437259932,30083.4720614943,-140.383375765631,12931.630904040005
2010-04-12,30224.435845718144,30088.00804734528,-136.42779837286596,12933.58073531915
2010-04-13,30226.329317279815,30084.860378023986,-141.46893925582813,12932.227683457726
2010-04-14,30198.81136739642,30073.354802660255,-125.45656473616567,12927.281916106196
2010-04-15,30197.817110820622,30076.678015223766,-121.13909559685808,12928.710426691649
2010-04-16,30199.75521860124,30075.939869734768,-123.81534886647168,12928.3931287083
2010-04-19,30245.77898016054,30102.917358064173,-142.86162209636814,12939.989626648457
2010-04-20,30253.785488287052,30098.196472705513,-155.5890155815389,12937.960314776687
2010-04-21,30254.311119247133,30097.503681122555,-156.80743812457888,12937.662512547413
2010-04-22,30215.338478534424,30079.659290323474,-135.67918821094867,12929.991952611728
2010-04-23,30234.88534697834,30076.7295640885,-158.15578288984167,12928.732585400287
2010-04-26,30223.80026685473,30084.80784003136,-138.9924268233713,12932.205099564228
2010-04-27,30226.98874233061,30081.885213350473,-145.1035289801374,12930.948784155213
2010-04-28,30264.602048024008,30105.4243176697,-159.17773035430895,12941.06726410479
2010-04-29,30268.820270916854,30105.157603587344,-163.66266732951118,12940.952614836153
2010-04-30,30263.053491758317,30090.79649597959,-172.25699577872768,12934.779373177842
2010-05-03,30267.534028426624,30074.987656431123,-192.54637199550177,12927.983811892758
2010-05-04,30263.728787713546,30076.144858827272,-187.58392888627407,12928.481244976203
2010-05-05,30371.29846558709,30142.95312544866,-228.3453401384304,12957.199334547795
2010-05-06,30378.59307498489,30146.548249863106,-232.0448251217821,12958.744728705979
2010-05-07,30408.780092479315,30158.780456235763,-249.99963624355334,12964.002844445742
2010-05-10,30408.653741993036,30158.726638122545,-249.92710387048896,12963.97971028175
2010-05-11,30434.103217115775,30221.10720992717,-212.99600718860523,12990.794518376753
2010-05-12,30430.920819720544,30220.13391013007,-210.78690959047367,12990.37613735646
2010-05-13,30421.49359872732,30232.618325899326,-188.87527282799442,12995.74266740494
2010-05-14,30427.09820981395,30235.504605936167,-191.5936038777837,12996.983358906433
2010-05-17,30475.772957821668,30249.53117637145,-226.24178145021992,13003.012796976209
2010-05-18,30472.786821904436,30249.057191970696,-223.72962993373798,13002.809050835727
2010-05-19,30493.442919144873,30260.261063944377,-233.18185520049605,13007.625128473428
2010-05-20,30493.471034377944,30260.261859468923,-233.2091749090216,13007.625470436276
2010-05-21,30547.670239021943,30274.063595983145,-273.606643038797,13013.55826177339
2010-05-24,30520.957699497492,30272.406776313073,-248.55092318441757,13012.846064045543
2010-05-25,30544.703528462644,30284.787341347117,-259.91618711552604,13018.167952990958
2010-05-26,30476.84043771444,30244.88114141193,-231.95929630250828,13001.013940738323
2010-05-27,30488.389541746634,30250.405360840523,-237.98418090611048,13003.388572447637
2010-05-28,30507.10647655367,30320.47306143456,-186.63341511910917,13033.507756846457
2010-05-31,30533.867455184718,30324.028061374185,-209.83939381053227,13035.03590316511
2010-06-01,30538.536928636386,30316.53722983048,-221.99969880590677,13031.815906866494
2010-06-02,30552.340438830895,30317.00011841878,-235.34032041211586,13032.014883379621
2010-06-03,30544.604573282788,30327.576457321098,-217.02811596169127,13036.56121070252
2010-06-04,30554.69648761127,30329.531888344016,-225.16459926725443,13037.401769006263
2010-06-07,30588.530216746134,30353.074471480668,-235.45574526546528,13047.521744354472
2010-06-08,30586.86857079671,30352.46339640364,-234.4051743930674,13047.259068645544
2010-06-09,30581.2678029696,30356.056556899293,-225.21124607030737,13048.803618596885
2010-06-10,30585.80679825192,30348.38071160323,-237.4260866486911,13045.504092596619
2010-06-11,30576.036470885658,30371.988601851506,-204.04786903415075,13055.652140750426
2010-06-14,30575.80158760804,30372.232815472707,-203.5687721353298,13055.757118008525
2010-06-15,30571.317655503546,30373.932660208375,-197.38499529517154,13056.487810418992
2010-06-16,30585.156963375222,30413.525487316812,-171.63147605840874,13073.507116753288
2010-06-17,30571.075262372895,30408.80074551919,-162.27451685370465,13071.476147159125
2010-06-18,30557.84125334124,30412.499277628478,-145.3419757127623,13073.065991975784
2010-06-21,30555.57632132921,30412.976546282247,-142.59977504696158,13073.271149879763
2010-06-22,30558.673974832713,30414.04907721724,-144.62489761547246,13073.73218623076
2010-06-23,30566.828306731848,30416.791046952803,-150.03725977904355,13074.910844747897
2010-06-24,30567.98856516917,30416.78451191621,-151.20405325296036,13074.908035608014
2010-06-25,30585.656464789,30411.9714639645,-173.68500082450115,13072.839106878388
2010-06-28,30571.097323557547,30412.628967887496,-158.46835567005098,13073.121740413266
2010-06-29,30588.597016226133,30417.427309205228,-171.16970702090654,13075.184347373848
2010-06-30,30644.936512829765,30454.194887444755,-190.74162538500846,13090.989196962255
2010-07-01,30652.438966670074,30449.179317207163,-203.2596494629117,13088.833212342088
2010-07-02,30657.130517006288,30447.143761134932,-209.9867558713561,13087.958211618874
2010-07-05,30656.578279956782,30447.282449595223,-209.29583036155998,13088.017828008082
2010-07-06,30662.187531110227,30444.510827346825,-217.6767037634004,13086.826423111452
2010-07-07,30655.3670771606,30452.953191835823,-202.4138853247793,13090.455443767907
2010-07-08,30651.793253211818,30484.23309394331,-167.5601592685089,13103.901370087238
2010-07-09,30634.65246190188,30481.78119993817,-152.8712619637084,13102.847403037642
2010-07-12,30630.524133756062,30481.791571336253,-148.73256241980872,13102.851861269448
2010-07-13,30622.919173577986,30478.552766491874,-144.36640708611336,13101.45963404474
2010-07-14,30625.229905853143,30496.311798136754,-128.91810771638976,13109.093501637395
2010-07-15,30625.944445158977,30495.408857226947,-130.53558793202893,13108.705364970527
2010-07-16,30615.302584032084,30497.10551751739,-118.19706651469562,13109.434688520703
2010-07-19,30658.129572911283,30524.76783653985,-133.3617363714316,13121.325566635338
2010-07-20,30622.747305799632,30509.418212333298,-113.32909346633625,13114.727402887846
2010-07-21,30624.117746284774,30501.709769357396,-122.40797692737792,13111.413864503533
2010-07-22,30612.291935631645,30493.90566400664,-118.38627162500357,13108.059204851019
2010-07-23,30605.88005586639,30530.60466746075,-75.2753884056397,13123.834576997044
2010-07-26,30590.68878600752,30531.051466309906,-59.637319697611034,13124.026637201858
2010-07-27,30572.663288204032,30529.698965722906,-42.96432248112454,13123.44525356526
2010-07-28,30532.551573904926,30506.114280805104,-26.437293099822092,13113.307180415935
2010-07-29,30537.61220728256,30501.987896648585,-35.62431063397549,13111.533419835
2010-07-30,30538.8905440636,30493.99553622514,-44.89500783846304,13108.097837172307
2010-08-02,30525.343378272057,30491.135152843297,-34.208225428761544,13106.868277563548
2010-08-03,30530.08772939206,30526.20536784974,-3.8823615423214455,13121.943501436032
2010-08-04,30494.012516362294,30510.987228469694,16.974712107400954,13115.401857535797
2010-08-05,30491.225521112112,30511.60718619674,20.38166508462658,13115.668351525781
2010-08-06,30372.108955914115,30434.955870279635,62.84691436552007,13082.719145273166
2010-08-09,30363.038117387554,30436.81741102211,73.77929363455615,13083.519344058244
2010-08-10,30340.820608142196,30383.821181145056,43.000573002859845,13060.738473463425
2010-08-11,30145.326490191208,30239.00242377945,93.67593358824186,12998.486925024947
2010-08-12,30233.26476721635,30298.70016259155,65.43539537519877,13024.148495024108
2010-08-13,30248.339096726675,30304.33504448496,55.995947758284245,13026.570695915165
2010-08-16,30248.375237950815,30275.567874968707,27.192637017892334,13014.204888618131
2010-08-17,30201.54224604454,30257.48057386544,55.93832782089991,13006.429911666017
2010-08-18,30183.25173195845,30258.919834826735,75.66810286828373,13007.048589971766
2010-08-19,30184.36737165543,30257.269720246783,72.90234859135423,13006.339274482727
2010-08-20,30205.075947216854,30244.96159153503,39.88564431817419,13001.048522893467
2010-08-23,30121.126683811177,30085.002603416313,-36.124080394864116,12932.288820226613
2010-08-24,30121.195859080766,30085.03042046904,-36.16543861172579,12932.300777618299
2010-08-25,30089.28790126511,30066.934243557742,-22.35365770736685,12924.521985326213
2010-08-26,30086.680951680217,30066.860717319665,-19.82023436055025,12924.490379460685
2010-08-27,30093.064360154698,30054.14652978068,-38.91783037401824,12919.025080104188
2010-08-30,30077.631807563776,30058.829743143593,-18.80206442018176,12921.038198354976
2010-08-31,29752.48862649801,29800.338602293457,47.849975795447456,12809.923629577634
2010-09-01,29757.618419515387,29796.850970021977,39.232550506588595,12808.424441811952
2010-09-02,29760.87982978872,29833.88815117071,73.00832138199256,12824.345182455269
2010-09-03,29526.187785739396,29667.6576808519,141.46989511250203,12752.889630955968
2010-09-06,29502.53808908634,29664.020419442397,161.4823303560567,12751.326123859679
2010-09-07,29361.449242067367,29569.734498221616,208.28525615425036,12710.796535712998
2010-09-08,29300.54832870467,29531.59903443218,231.05070572750907,12694.40368913361
2010-09-09,29305.42472183271,29530.94153560042,225.51681376771143,12694.121057787243
2010-09-10,28784.36856624604,29106.043332489724,321.674766243683,12511.47502799435
2010-09-13,28510.647710392383,28901.963043737185,391.3153333448033,12423.74941694975
2010-09-14,27749.865729681267,28019.167703991614,269.3019743103469,12044.272491079602
2010-09-15,27730.721544544504,28026.732122852274,296.0105783077715,12047.52411949901
2010-09-16,27040.076723443937,27447.38054532595,407.3038218820117,11798.48502092258
2010-09-17,27017.18233135137,27386.594976086537,369.412644735165,11772.355837958285
2010-09-20,26966.87356100035,27357.80479038233,390.93122938198115,11759.980136961256
2010-09-21,26877.930646997804,27232.505183114463,354.5745361166602,11706.119057684997
2010-09-22,26653.307955262564,27069.81330405433,416.5053487917634,11636.184599096248
2010-09-23,26169.34746803003,26677.282252713718,507.9347846836857,11467.451858941273
2010-09-24,26182.004807708185,26669.72148343281,487.7166757246251,11464.201799324104
2010-09-27,25915.797025044212,26486.216084816308,570.4190597720967,11385.320476085995
2010-09-28,25770.1660268601,26388.169014129267,618.0029872691651,11343.174126530486
2010-09-29,24763.60294182496,25240.83712326354,477.2341814385788,10849.983961951693
2010-09-30,24732.40264295698,25227.66896963998,495.2663266830019,10844.323521494573
2010-10-01,24731.335359497145,25195.692350738485,464.35699124134203,10830.57810566132
2010-10-04,24721.997936871965,25197.37453585997,475.3765989880041,10831.301206939617
2010-10-05,24733.12194213904,25203.22625609874,470.1043139596982,10833.816617598559
2010-10-06,24403.9565923117,24813.60638565215,409.64979334045114,10666.335272785831
2010-10-07,24161.777096115176,24643.51091643596,481.7338203207834,10593.218319335212
2010-10-08,23706.803409288983,24268.79474950416,561.9913402151761,10432.14345554843
2010-10-11,23629.32998302854,24153.115050579043,523.7850675505016,10382.417573956962
2010-10-12,23629.725964289206,24153.04302876515,523.3170644759442,10382.386614780695
2010-10-13,23432.433525481345,24002.261732346018,569.8282068646745,10317.572019293208
2010-10-14,23215.71976209688,23853.9378917718,638.2181296749178,10253.813781658446
2010-10-15,22835.78594086033,23389.3473987889,553.5614579285711,10054.105690634247
2010-10-18,22601.98887264764,23206.565889954687,604.5770173070499,9975.535537445281
2010-10-19,22572.339560742254,23197.702025451363,625.3624647091079,9971.72533149877
2010-10-20,22655.422594191226,23243.844561868624,588.4219676773959,9991.560084904379
2010-10-21,22266.500327345457,22938.880624950292,672.3802976048358,9860.468797861133
2010-10-22,22101.281476197502,22815.798298019778,714.516821822274,9807.560834996266
2010-10-25,21792.34560746498,22429.036347045047,636.6907395800655,9641.30799066008
2010-10-26,21503.660196563826,22069.453541617724,565.7933450538967,9486.738328297963
2010-10-27,21520.600592102757,22062.99952694145,542.3989348386914,9483.964016361087
2010-10-28,21548.44586423409,22060.51625933913,512.0703951050372,9482.896563109563
2010-10-29,21543.162395542047,22064.831538310875,521.6691427688289,9484.751521699334
2010-11-01,21523.216576998482,22058.470856502943,535.254279504462,9482.017329672892
2010-11-02,20828.274445064362,21457.96556079606,629.6911157316987,9223.885129236414
2010-11-03,20683.1674626312,21268.36380867793,585.1963460467274,9142.383237694805
2010-11-04,20682.78556831613,21260.861304074937,578.0757357588071,9139.158223634478
2010-11-05,20642.83188706615,21285.304341171224,642.4724541050736,9149.665266613321
2010-11-08,20644.996824330865,21282.82953651684,637.832712185975,9148.601451230421
2010-11-09,20069.744221208355,20600.64881998261,530.9045987742536,8855.360391221073
2010-11-10,19885.036438856256,20446.674314474396,561.6378756181397,8789.173168223868
2010-11-11,19839.246059883073,20373.426081357367,534.1800214742948,8757.686805442794
2010-11-12,19852.869309533377,20375.519538942834,522.6502294094582,8758.586695613489
2010-11-15,19918.461311572413,20402.491851870804,484.03054029839103,8770.180968864257
2010-11-16,19928.581838067243,20391.227260743806,462.64542267656225,8765.338790593029
2010-11-17,19673.951198681,20036.589712846024,362.638514165023,8612.894888348184
2010-11-18,19675.79229925561,20034.780801712728,358.9885024571181,8612.117312838744
2010-11-19,19601.7391959415,20019.410730373947,417.6715344324472,8605.510359721244
2010-11-22,19514.55504454828,19966.797259126444,452.24221457816446,8582.894021109722
2010-11-23,19504.87829527632,19965.5830721573,460.70477688098026,8582.37209273319
2010-11-24,19548.40577174105,19997.10204691006,448.6962751690078,8595.920786419321
2010-11-25,19544.857983986883,19984.29933876079,439.4413547739062,8590.417435741578
2010-11-26,19545.845769472864,19984.43365821435,438.5878887414878,8590.475174076872
2010-11-29,19571.870279090625,19979.94801834024,408.07773924961634,8588.546984435003
2010-11-30,19584.362923957764,19976.821456461246,392.45853250348176,8587.203005783364
2010-12-01,19569.124768209662,19924.197668094166,355.07289988450543,8564.582232272103
2010-12-02,19577.163900607917,19944.47498937955,367.31108877163047,8573.298607630944
2010-12-03,19577.574784655248,19960.584763497784,383.00997884253536,8580.223528146058
2010-12-06,19582.832807318424,19977.295196753017,394.4623894345941,8587.406646991567
2010-12-07,19476.829590098263,19911.049532335346,434.21994223708333,8558.930396660784
2010-12-08,19520.986226777837,19937.26707748031,416.28085070247266,8570.200226696747
2010-12-09,19459.82463139032,19894.709741016664,434.8851096263462,8551.906601337216
2010-12-10,19455.4533605943,19875.771158598276,420.3177980039765,8543.765694025064
2010-12-13,19320.266891711522,19777.244661442815,456.9777697312945,8501.413259010982
2010-12-14,19204.080086528764,19704.95608530552,500.8759987767538,8470.339412771584
2010-12-15,19160.171863750013,19681.68696866662,521.515104916609,8460.336989273985
2010-12-16,19019.07974769434,19567.941310304584,548.8615626102443,8411.442471119028
2010-12-17,19022.02001624763,19564.47891961469,542.4589033670597,8409.95413365732
2010-12-20,19020.878986061387,19549.297292636365,528.4183065749774,8403.428184916924
2010-12-21,19012.025076541326,19546.748022169257,534.72294562793,8402.33235978451
2010-12-22,18713.45096676447,19310.979007131984,597.528040367514,8300.985085944616
2010-12-23,18634.992679196763,19189.33761417313,554.3449349763682,8248.696520542933
2010-12-24,18579.82893100899,19153.525650642703,573.6967196337154,8233.302449892517
2010-12-27,18584.207969831565,19150.803846397048,566.5958765654823,8232.13245967909
2010-12-28,18575.39480659567,19119.009896728472,543.6150901328054,8218.46556573629
2010-12-29,18567.454707513418,19098.719008400196,531.2643008867767,8209.743358471118
2010-12-30,18547.75107735954,19062.654965675167,514.9038883156269,8194.240929480398
2010-12-31,18385.39208046628,18936.76002916177,551.3679486954893,8140.123942971962
2011-01-03,18338.30738084349,18918.7746135517,580.4672327082128,8132.392762347275
2011-01-04,18304.85399130975,18907.353995232337,602.5000039225877,8127.4835144885155
2011-01-05,18297.090566110237,18864.702254017026,567.6116879067893,8109.149308460581
2011-01-06,18308.46989708387,18871.396399753205,562.9265026693365,8112.026842732594
2011-01-07,18324.23495115015,18866.784504246938,542.5495530967902,8110.044381056192
2011-01-10,18323.164572093352,18838.168774277663,515.0042021843109,8097.743671309127
2011-01-11,18317.56616515033,18835.552221787602,517.986056637273,8096.618924439041
2011-01-12,18182.11264891804,18745.976788005886,563.864139087849,8058.114178531833
2011-01-13,18182.996326936045,18747.538639489565,564.5423125535216,8058.785553394169
2011-01-14,18176.802801940146,18747.962324251228,571.1595223110834,8058.967677816054
2011-01-17,18109.931781576463,18710.305742991568,600.3739614151049,8042.780682878683
2011-01-18,18106.91033378689,18709.69806609598,602.787732309091,8042.519467906337
2011-01-19,17955.83852369119,18598.836815143815,642.9982914526269,7994.864836288581
2011-01-20,17957.858029630286,18599.065630825353,641.2076011950658,7994.963194614131
2011-01-21,17964.972459897,18603.653070588116,638.6806106911165,7996.9351437856
2011-01-24,17963.683762954686,18603.739174299382,640.0554113446967,7996.972156182683
2011-01-25,17716.417104431668,18414.084647205495,697.6675427738246,7915.447578878403
2011-01-26,17676.71255817628,18348.039815815326,671.3272576390444,7887.057658296384
2011-01-27,17535.46458278084,18248.337493304694,712.8729105238539,7844.1997849648915
2011-01-28,17521.07867628877,18240.53176694775,719.4530906589808,7840.844428509374
2011-01-31,17513.94252588003,18235.847522154363,721.9049962743339,7838.830866889609
2011-02-01,17256.239311224035,18028.40745657188,772.1681453478436,7749.661027805241
2011-02-02,17258.46455989836,18059.4591158003,800.9945559019392,7763.008842022933
2011-02-03,17222.401266088928,17995.63847804507,773.2372119561456,7735.575009590825
2011-02-04,17128.918319892757,17932.55532516415,803.6370052713919,7708.458191171339
2011-02-07,17146.23062669795,17939.161826130126,792.9311994321756,7711.298050609258
2011-02-08,17066.01541055045,17886.773898519146,820.7584879686954,7688.778663807497
2011-02-09,16947.543414667187,17729.911197066194,782.367782399008,7621.34992573984
2011-02-10,16941.872182521754,17708.86625259437,766.9940700726145,7612.303581164008
2011-02-11,16904.386522144447,17635.69581616278,731.3092940183345,7580.850659935812
2011-02-14,16908.65775186946,17633.925773986175,725.2680221167126,7580.08979257098
2011-02-15,16910.10317221613,17633.02106172254,722.9178895064068,7579.7008944729205
2011-02-16,16899.069250128483,17595.95578927991,696.8865391514249,7563.768078553069
2011-02-17,16672.75561877912,17318.449132470203,645.6935136910835,7444.479531940444
2011-02-18,16672.035550246186,17322.635762650116,650.6002124039294,7446.27918977607
2011-02-21,16593.767369276837,17273.409804058065,679.6424347812272,7425.1190016798055
2011-02-22,16351.955514702244,16970.582885008436,618.6273703061929,7294.946329557634
2011-02-23,16256.28345213384,16891.996790428107,635.7133382942686,7261.165442590018
2011-02-24,16239.611398903742,16848.006661091862,608.3952621881194,7242.255919286507
2011-02-25,16242.104782034832,16834.36636463778,592.2615826029465,7236.392524303199
2011-02-28,16099.935295212395,16742.164025669637,642.2287304572424,7196.758581333188
2011-03-01,15863.334987961947,16561.568818940734,698.2338309787871,7119.128228304681
2011-03-02,15867.786360778895,16546.13839739178,678.3520366128857,7112.495333146938
2011-03-03,15852.135436658979,16503.46518928528,651.329752626304,7094.151899397119
2011-03-04,15787.117150890897,16413.587175324003,626.4700244331045,7055.517086880812
2011-03-07,15789.363349325438,16414.03866746681,624.6753181413733,7055.711164536972
2011-03-08,15708.924234127866,16352.106053353242,643.1818192253766,7029.08891478462
2011-03-09,15663.212714713589,16324.808029860824,661.5953151472356,7017.3546321362555
2011-03-10,15667.613996743825,16314.902566686758,647.288569942933,7013.096686330042
2011-03-11,15709.830674344266,16305.71608084004,595.8854064957746,7009.14779891332
2011-03-14,15716.674382171645,16308.020440205144,591.3460580334998,7010.138346969704
2011-03-15,15787.625368614696,16334.472046806994,546.8466781922988,7021.50879027142
2011-03-16,15805.820690679553,16348.140429506562,542.3197388270091,7027.384258361163
2011-03-17,15908.927044779983,16413.64285219185,504.7158074118675,7055.541020045954
2011-03-18,15948.135527606673,16482.598780324246,534.4632527175735,7085.182299796871
2011-03-21,15948.706457684342,16510.244120686442,561.5376630020993,7097.065879493048
2011-03-22,15842.140657890886,16465.31497080226,623.174312911375,7077.752710389865
2011-03-23,15845.882136983368,16449.5470883963,603.6649514129316,7070.974754873447
2011-03-24,15850.221095169905,16448.6339767756,598.4128816056952,7070.582246241833
2011-03-25,15836.391119037235,16421.158067441058,584.7669484038238,7058.771497883369
2011-03-28,15841.903733406998,16397.05961981769,555.1558864106911,7048.412579558094
2011-03-29,15813.256317807316,16377.509592870254,564.2532750629388,7040.008837724987
2011-03-30,15787.004881828347,16365.021154970002,578.0162731416556,7034.6405787300155
2011-03-31,15774.048798040663,16345.542451464169,571.493653423506,7026.2674958720345
2011-04-01,15768.334177550274,16343.469679453674,575.1355019034008,7025.376497567944
2011-04-04,15768.36546445107,16341.886372818655,573.5209083675852,7024.695900030195
2011-04-05,15660.758071916222,16190.570527154416,529.8124552381938,6959.651524099692
2011-04-06,15640.994702557466,16178.644932994086,537.6502304366203,6954.525208171879
2011-04-07,15616.936423608979,16132.367501216806,515.4310776078264,6934.632468872792
2011-04-08,15559.884244307574,16094.29449888815,534.410254580577,6918.266471872299
2011-04-11,15438.392852346193,15936.494957081339,498.10210473514616,6850.435025179541
2011-04-12,15390.803874843177,15904.98749319228,514.183618349104,6836.891279533998
2011-04-13,15403.76260916945,15903.941942747742,500.179333578294,6836.441840971432
2011-04-14,15308.194049512394,15840.876353086935,532.6823035745408,6809.332572248322
2011-04-15,15308.08223859806,15838.987517002724,530.9052784046656,6808.520640333372
2011-04-18,15290.277760521507,15833.456082904408,543.1783223829,6806.142907338217
2011-04-19,15304.887515874318,15813.456466741487,508.5689508671703,6797.545905838101
2011-04-20,15307.107716429264,15810.64719467048,503.539478241217,6796.338316851796
2011-04-21,15326.73169496616,15838.118966527345,511.3872715611849,6808.147286681035
2011-04-22,15310.256009814606,15839.67042368198,529.414413867375,6808.814193454501
2011-04-25,15312.927257278103,15838.452181651393,525.5249243732902,6808.290521976051
2011-04-26,15311.618612649874,15838.380067448352,526.7614547984768,6808.259523085539
2011-04-27,15297.142152702058,15812.694727732387,515.5525750303298,6797.218465983727
2011-04-28,15216.012037741384,15775.10695152878,559.0949137873951,6781.061047472488
2011-04-29,15222.490255772105,15786.507807565178,564.017551793073,6785.961800349398
2011-05-02,15161.303371301696,15702.153360253105,540.8499889514096,6749.701338939751
2011-05-03,15166.55907788512,15685.05834254831,518.4992646631885,6742.352903267014
2011-05-04,15171.0180925367,15674.723929386724,503.70583685002384,6737.91056973775
2011-05-05,15075.633281740049,15599.150841971232,523.5175602311829,6705.424848982572
2011-05-06,15145.875770076374,15636.266134474467,490.3903643980916,6721.37916644188
2011-05-09,15048.891198480873,15567.067493395789,518.1762949149164,6691.633554510471
2011-05-10,15037.570029425844,15564.493529656409,526.9235002305643,6690.527114769407
2011-05-11,15036.82217148512,15562.360900867478,525.5387293823575,6689.6103865308105
2011-05-12,15081.600319887604,15591.620655053537,510.02033516593315,6702.187935448821
2011-05-13,15080.713795493453,15573.359508773648,492.64571328019565,6694.338229700313
2011-05-16,15112.513455563829,15595.607213575982,483.09375801215356,6703.901590816933
2011-05-17,14966.57718215088,15478.240736321884,511.66355417100465,6653.450633518688
2011-05-18,14951.416434070457,15471.514086203902,520.0976521334444,6650.559126967564
2011-05-19,14952.893242447179,15476.236090195822,523.3428477486441,6652.588919693154
2011-05-20,14938.846411725239,15469.454956771957,530.6085450467186,6649.673993039434
2011-05-23,14958.890273301411,15468.380194773004,509.4899214715926,6649.211997647023
