,VaR_full,VaR_no_drift,mu_deltaV,sigma_deltaV
2017-09-20,9252.616612746233,9537.17130162808,284.55468888184646,4099.632478895823
2017-09-21,9259.619059048913,9538.857365026242,279.2383059773285,4100.357247283637
2017-09-22,9264.557721329016,9520.476143126381,255.91842179736554,4092.4559260302794
2017-09-25,9264.182838430219,9523.302979797014,259.1201413667944,4093.6710653059554
2017-09-26,9260.272025046708,9522.205162468272,261.933137421563,4093.199159388104
2017-09-27,9268.39183832931,9527.245686860182,258.85384853087356,4095.3658707592435
2017-09-28,9277.636932210795,9528.308175357066,250.6712431462703,4095.822590284616
2017-09-29,9234.735566589037,9500.713071080752,265.9775044917148,4083.9606049881604
2017-10-02,9231.164429541406,9502.467943887224,271.30351434581763,4084.7149516729596
2017-10-03,9231.377765237394,9492.225738481258,260.8479732438643,4080.3122544150574
2017-10-04,9211.825468938578,9482.911993924052,271.08652498547366,4076.3086637822303
2017-10-05,9167.844013656946,9454.343678106703,286.49966444975774,4064.0283354030844
2017-10-06,9166.211131718466,9453.89046562605,287.67933390758327,4063.8335182453793
2017-10-09,9149.988443369586,9444.633507598062,294.64506422847614,4059.854337774874
2017-10-10,9101.851308541898,9414.32296207757,312.4716535356714,4046.825097454145
2017-10-11,9102.734155392429,9417.666803054683,314.9326476622544,4048.2624753349114
2017-10-12,9100.893352903799,9424.431402013528,323.53804910972906,4051.1702945111965
2017-10-13,9077.303011419168,9410.659827426136,333.3568160069683,4045.250468529422
2017-10-16,9061.505222853486,9408.800988949324,347.2957660958378,4044.4514313357354
2017-10-17,9064.708692056498,9401.596279356145,336.88758729964775,4041.3544269394565
2017-10-18,9066.313111998159,9402.443108515026,336.1299965168664,4041.7184435030717
2017-10-19,9065.661320525258,9391.236524701368,325.5752041761093,4036.901200158381
2017-10-20,9063.997975545482,9382.682404912823,318.6844293673396,4033.224140556075
2017-10-23,9067.212804059935,9383.300358364464,316.0875543045304,4033.489772991592
2017-10-24,9051.825594053656,9373.192909053467,321.3673149998098,4029.145001762928
2017-10-25,9051.77576231643,9373.2436616788,321.4678993623696,4029.166818201432
2017-10-26,9062.108592594488,9377.743120778336,315.634528183848,4031.1009481523924
2017-10-27,9060.132026465993,9377.575431767253,317.44340530125993,4031.0288656350035
2017-10-30,9054.837628323538,9377.480208119516,322.6425797959776,4030.9879329573077
2017-10-31,9051.737069410397,9376.874854337244,325.13778492684696,4030.7277165945584
2017-11-01,9044.650460534258,9362.331205164115,317.68074462985766,4024.4760079247512
2017-11-02,8986.851850871995,9327.040761374528,340.1889105025323,4009.306116876476
2017-11-03,8957.117264086357,9309.648575465502,352.53131137914505,4001.8299409772903
2017-11-06,8864.189859299115,9187.942540185666,323.75268088655207,3949.513588535798
2017-11-07,8848.943185818047,9180.907135758871,331.96394994082357,3946.4893613747186
2017-11-08,8809.239388715452,9152.979569067353,343.7401803519011,3934.4844643414085
2017-11-09,8793.422047737471,9147.570294082405,354.14824634493397,3932.159242458083
2017-11-10,8808.944576007394,9149.815837839826,340.87126183243083,3933.1245081358775
2017-11-13,8756.474811024176,9108.400776084332,351.92596506015593,3915.321899068835
2017-11-14,8756.131761244209,9108.275143707186,352.143382462977,3915.2678949456567
2017-11-15,8757.93716607236,9106.266544061313,348.32937798895324,3914.40448166672
2017-11-16,8725.441213030028,9051.595439181621,326.15422615159275,3890.903652109045
2017-11-17,8662.44736014368,9015.578209812986,353.1308496693059,3875.4213462292832
2017-11-20,8640.780405184712,9002.358393181019,361.57798799630655,3869.738697997914
2017-11-21,8643.059572974571,8990.354472601368,347.29489962679736,3864.578712806705
2017-11-22,8646.823740532476,8997.838861760007,351.01512122753024,3867.795939792469
2017-11-23,8637.506386216239,8978.042023012937,340.5356367966971,3859.286103852635
2017-11-24,8630.847488629604,8976.461014784914,345.61352615530967,3858.606494304268
2017-11-27,8633.213102953727,8985.49303247471,352.27992952098316,3862.488982297822
2017-11-28,8626.336583722348,8982.462261981957,356.12567825960775,3861.1861803710026
2017-11-29,8619.91899898785,8970.240928276346,350.32192928849463,3855.9327383376826
2017-11-30,8591.107586531076,8948.250846001169,357.1432594700925,3846.480118409013
2017-12-01,8556.698887954728,8926.052131568647,369.3532436139194,3836.9378162106914
2017-12-04,8554.85440577627,8925.254503670878,370.40009789460754,3836.594949218755
2017-12-05,8527.974144917824,8905.330029043342,377.35588412551766,3828.030247933161
2017-12-06,8536.118212102225,8908.189308594152,372.07109649192705,3829.2593330509612
2017-12-07,8515.200870587243,8894.070931241115,378.8700606538719,3823.1904310133164
2017-12-08,8471.288367977824,8862.72755302871,391.4391850508848,3809.717218961861
2017-12-11,8439.83276635961,8844.9619400353,405.12917367568934,3802.0805223217535
2017-12-12,8441.118122851676,8844.885997396323,403.7678745446462,3802.047877746183
2017-12-13,8442.482781921437,8843.804163382065,401.3213814606275,3801.58284238912
2017-12-14,8372.570897974387,8795.770897637622,423.19999966323496,3780.935343242309
2017-12-15,8377.29634032589,8789.00565029881,411.7093099729207,3778.0272453544976
2017-12-18,8246.508406338971,8686.45320706613,439.94480072715834,3733.9442239039927
2017-12-19,8253.357960286376,8702.521022458623,449.163062172247,3740.851108111548
2017-12-20,8265.453842011157,8704.098617249292,438.6447752381359,3741.5292503654528
2017-12-21,8202.29749891142,8656.432904237345,454.1354053259247,3721.039746820503
2017-12-22,8202.122930188929,8656.64470971887,454.52177952994106,3721.130793169971
2017-12-25,8133.2847214231615,8564.788327236556,431.5036058133946,3681.6455624754058
2017-12-26,8092.250813126573,8536.282794315632,444.0319811890581,3669.3922218469424
2017-12-27,8046.3047163925785,8471.935337970777,425.63062157819854,3641.731932058432
2017-12-28,8036.774789374339,8469.023436086214,432.248646711875,3640.4802267923983
2017-12-29,8033.555921714319,8468.770381323846,435.2144596095271,3640.371449096168
2018-01-01,7980.5999403335645,8395.476241687786,414.87630135422154,3608.8653530157276
2018-01-02,7973.1720759357095,8392.998487358975,419.82641142326486,3607.800269690719
2018-01-03,7930.239225177738,8373.33452757556,443.09530239782185,3599.3475528796
2018-01-04,7932.065502603415,8376.3648311666,444.29932856318544,3600.650154104831
2018-01-05,7936.990434259835,8383.980373303084,446.98993904324936,3603.9237582899423
2018-01-08,7908.658010312988,8372.714408517117,464.05639820412836,3599.0809895399707
2018-01-09,7886.18936742034,8359.004025344773,472.81465792443333,3593.187467197361
2018-01-10,7879.454011941365,8354.506646470965,475.05263452960054,3591.2542314487464
2018-01-11,7883.683118390747,8355.674347282436,471.99122889168973,3591.7561773634147
2018-01-12,7884.95228872464,8364.3703348039,479.4180460792598,3595.494219991733
2018-01-15,7894.119506204366,8377.21965909374,483.10015288937416,3601.0176090055706
2018-01-16,7886.674575761521,8376.626888151884,489.9523123903634,3600.7628014815236
2018-01-17,7882.828455625103,8365.60406535294,482.77560972783726,3596.0245493387783
2018-01-18,7861.042000047174,8331.511969555428,470.46996950825337,3581.3697781508845
2018-01-19,7873.722135895612,8330.66188737884,456.9397514832274,3581.004363250527
2018-01-22,7864.716185986605,8336.19674803906,471.4805620524552,3583.3835691818426
