,VaR_EVT,VaR_EVT_raw,VaR_EVT_mle_raw,xi,xi_raw,xi_clamped,sigma_gpd,N_u,f_u_hat,threshold_u,ks_pvalue,fallback_type,ES_EVT,ES_EVT_raw,ES_EVT_mle_raw,ES_fallback_type
2009-06-09,31995.36938537035,31995.36938537035,31995.36938537035,0.09990269195446876,0.09990269195446876,False,7141.06474291672,50,0.9,13507.488792575921,0.9999043218642157,none,41981.01616192421,41981.01616192421,41981.01616192421,none
2009-06-10,31995.36938537035,31995.36938537035,31995.36938537035,0.09990269195446876,0.09990269195446876,False,7141.06474291672,50,0.9,13507.488792575921,0.9999043218642157,none,41981.01616192421,41981.01616192421,41981.01616192421,none
2009-06-11,31995.36938537035,31995.36938537035,31995.36938537035,0.09990269195446876,0.09990269195446876,False,7141.06474291672,50,0.9,13507.488792575921,0.9999043218642157,none,41981.01616192421,41981.01616192421,41981.01616192421,none
2009-06-12,31995.36938537035,31995.36938537035,31995.36938537035,0.09990269195446876,0.09990269195446876,False,7141.06474291672,50,0.9,13507.488792575921,0.9999043218642157,none,41981.01616192421,41981.01616192421,41981.01616192421,none
2009-06-15,31995.36938537035,31995.36938537035,31995.36938537035,0.09990269195446876,0.09990269195446876,False,7141.06474291672,50,0.9,13507.488792575921,0.9999043218642157,none,41981.01616192421,41981.01616192421,41981.01616192421,none
2009-06-16,32018.8493317867,32018.8493317867,32018.8493317867,0.09505807648790496,0.09505807648790496,False,7144.496206740614,50,0.9,13628.798993769386,0.9994171278027161,none,41845.57830448793,41845.57830448793,41845.57830448793,none
2009-06-17,32018.8493317867,32018.8493317867,32018.8493317867,0.09505807648790496,0.09505807648790496,False,7144.496206740614,50,0.9,13628.798993769386,0.9994171278027161,none,41845.57830448793,41845.57830448793,41845.57830448793,none
2009-06-18,32018.8493317867,32018.8493317867,32018.8493317867,0.09505807648790496,0.09505807648790496,False,7144.496206740614,50,0.9,13628.798993769386,0.9994171278027161,none,41845.57830448793,41845.57830448793,41845.57830448793,none
2009-06-19,32018.8493317867,32018.8493317867,32018.8493317867,0.09505807648790496,0.09505807648790496,False,7144.496206740614,50,0.9,13628.798993769386,0.9994171278027161,none,41845.57830448793,41845.57830448793,41845.57830448793,none
2009-06-22,32018.8493317867,32018.8493317867,32018.8493317867,0.09505807648790496,0.09505807648790496,False,7144.496206740614,50,0.9,13628.798993769386,0.9994171278027161,none,41845.57830448793,41845.57830448793,41845.57830448793,none
2009-06-23,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-06-24,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-06-25,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-06-26,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-06-29,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-06-30,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-07-01,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-07-02,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-07-06,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
2009-07-07,32157.410825685834,32157.410825685834,32157.410825685834,0.07097108892369927,0.07097108892369927,False,7401.923960509247,50,0.9,13642.185998357305,0.9887751268193966,none,41539.21748881133,41539.21748881133,41539.21748881133,none
