,VaR_EVT,VaR_EVT_raw,VaR_EVT_mle_raw,xi,xi_raw,xi_clamped,sigma_gpd,N_u,f_u_hat,threshold_u,ks_pvalue,fallback_type,ES_EVT,ES_EVT_raw,ES_EVT_mle_raw,ES_fallback_type
2008-02-05,19085.772406394597,19085.772406394597,19085.772406394597,0.02312946117292307,0.02312946117292307,False,5114.414992362162,50,0.9,6990.164273039476,0.8034636055835787,none,24607.670832691958,24607.670832691958,24607.670832691958,none
2008-02-06,19461.691853260265,19461.691853260265,19461.691853260265,-0.036292060084863874,-0.036292060084863874,False,5619.870777128414,50,0.9,7047.388711334905,0.7181614964005338,none,24449.98650560626,24449.98650560626,24449.98650560626,none
2008-02-07,19461.691853260265,19461.691853260265,19461.691853260265,-0.036292060084863874,-0.036292060084863874,False,5619.870777128414,50,0.9,7047.388711334905,0.7181614964005338,none,24449.98650560626,24449.98650560626,24449.98650560626,none
2008-02-08,19461.691853260265,19461.691853260265,19461.691853260265,-0.036292060084863874,-0.036292060084863874,False,5619.870777128414,50,0.9,7047.388711334905,0.7181614964005338,none,24449.98650560626,24449.98650560626,24449.98650560626,none
2008-02-11,19461.691853260265,19461.691853260265,19461.691853260265,-0.036292060084863874,-0.036292060084863874,False,5619.870777128414,50,0.9,7047.388711334905,0.7181614964005338,none,24449.98650560626,24449.98650560626,24449.98650560626,none
2008-02-12,19914.771230574945,19914.771230574945,19914.771230574945,-0.10474297198039058,-0.10474297198039058,False,6266.67615062824,50,0.9,7093.428114661012,0.5691855289862439,none,24371.67269341991,24371.67269341991,24371.67269341991,none
2008-02-13,19914.771230574945,19914.771230574945,19914.771230574945,-0.10474297198039058,-0.10474297198039058,False,6266.67615062824,50,0.9,7093.428114661012,0.5691855289862439,none,24371.67269341991,24371.67269341991,24371.67269341991,none
2008-02-14,19914.771230574945,19914.771230574945,19914.771230574945,-0.10474297198039058,-0.10474297198039058,False,6266.67615062824,50,0.9,7093.428114661012,0.5691855289862439,none,24371.67269341991,24371.67269341991,24371.67269341991,none
2008-02-15,19914.771230574945,19914.771230574945,19914.771230574945,-0.10474297198039058,-0.10474297198039058,False,6266.67615062824,50,0.9,7093.428114661012,0.5691855289862439,none,24371.67269341991,24371.67269341991,24371.67269341991,none
2008-02-19,19922.613469530144,19922.613469530144,19922.613469530144,-0.10968608233978536,-0.10968608233978536,False,6282.5806177001805,50,0.9,7138.683733887104,0.5299110362310654,none,24320.579277842447,24320.579277842447,24320.579277842447,none
2008-02-20,19922.613469530144,19922.613469530144,19922.613469530144,-0.10968608233978536,-0.10968608233978536,False,6282.5806177001805,50,0.9,7138.683733887104,0.5299110362310654,none,24320.579277842447,24320.579277842447,24320.579277842447,none
2008-02-21,19922.613469530144,19922.613469530144,19922.613469530144,-0.10968608233978536,-0.10968608233978536,False,6282.5806177001805,50,0.9,7138.683733887104,0.5299110362310654,none,24320.579277842447,24320.579277842447,24320.579277842447,none
2008-02-22,19933.334966586666,19933.334966586666,19933.334966586666,-0.1161034674081589,-0.1161034674081589,False,6313.0370945236555,50,0.9,7177.913490032107,0.4890804102417615,none,24262.76191843044,24262.76191843044,24262.76191843044,none
