"date","VaR_95","VaR_99","realised_pnl","exception_95","exception_99","cop_engine","refit_used","refit_id"
2020-06-04,39418.8660696218,44556.7098065276,8349.66275158589,FALSE,FALSE,"vine",FALSE,58
2020-06-05,37625.7561800448,43174.3101776677,27834.5548299461,FALSE,FALSE,"vine",FALSE,58
2020-06-08,57369.0042089052,63683.0037603554,22138.5772786285,FALSE,FALSE,"vine",FALSE,58
2020-06-09,65798.3209633216,72337.0624969812,-6122.3461075348,FALSE,FALSE,"vine",FALSE,58
2020-06-10,60087.8072195918,65441.2455973923,-2349.86577944123,FALSE,FALSE,"vine",FALSE,58
2020-06-11,56557.4693089201,63429.7688810533,-85514.1543734907,TRUE,TRUE,"vine",FALSE,58
2020-06-12,18774.7439358242,24559.4259526639,13883.2013585592,FALSE,FALSE,"vine",FALSE,58
2020-06-15,24004.4898843794,28781.9951707027,7725.29029444033,FALSE,FALSE,"vine",FALSE,58
2020-06-16,29758.6390990326,34251.6722437672,29830.9015437303,FALSE,FALSE,"vine",FALSE,58
2020-06-17,44015.9711056876,49264.151951133,-6228.11799109241,FALSE,FALSE,"vine",FALSE,58
2020-06-18,42287.7623561752,47139.8173982723,-3550.78553357068,FALSE,FALSE,"vine",FALSE,58
2020-06-19,45085.5813592587,49798.9127713695,12885.5223801087,FALSE,FALSE,"vine",FALSE,58
2020-06-22,40009.2964296542,44386.0582056183,4318.00197200974,FALSE,FALSE,"vine",FALSE,58
2020-06-23,11842.535495663,15878.2631246653,12195.9023013181,FALSE,FALSE,"vine",FALSE,58
2020-06-24,12371.3546646601,16733.6576471788,-23068.9002492751,TRUE,TRUE,"vine",FALSE,58
2020-06-25,7903.47628213976,11376.3295953755,2476.91212403483,FALSE,FALSE,"vine",FALSE,58
2020-06-26,9049.67114857351,12995.1064797943,-15727.9385705534,TRUE,TRUE,"vine",FALSE,58
2020-06-29,5568.12550762592,9414.17802542897,6792.27796655728,FALSE,FALSE,"vine",FALSE,58
2020-06-30,6907.51835911567,10610.4813286737,12562.7344939608,FALSE,FALSE,"vine",FALSE,58
